name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
	PreferredStockDividends,,"105,000,000",,,,"105,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,"1,595,000,000",,,,"3,203,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,"-5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"25,441,000,000","1,754,000,000","8,674,000,000","5,165,000,000","6,527,000,000","3,439,000,000","6,653,000,000","6,125,000,000","5,740,000,000","6,389,000,000","5,485,000,000","6,048,000,000","6,369,000,000","6,001,000,000","5,992,000,000","5,561,000,000","5,999,000,000","5,711,000,000","5,020,000,000","9,202,000,000","5,845,000,000","5,673,000,000","6,345,000,000","5,893,000,000","4,766,000,000","4,551,000,000","4,908,000,000","4,286,000,000","3,748,000,000","3,482,000,000","2,919,000,000","3,308,000,000","3,122,000,000","3,285,000,000","2,897,119,000","3,391,000,000","3,322,000,000","3,530,301,000","1,633,839,000","4,027,161,000","2,171,810,000","3,234,190,000","7,231,180,000","2,268,088,000","2,570,895,000","2,014,837,000","-1,159,836,704","1,871,632,568","2,217,534,411","2,039,877,562","1,061,258,588.2","2,420,147,127.3","2,114,773,543.8","1,898,444,105.4","2,831,925,499","71,482,040","1,487,691,652.86","1,472,094,827.43","1,613,392,177.5","1,489,466,880","1,458,690,849","1,142,362,616.64","1,882,131,827.57","1,065,466,076.46","886,428,686.64","873,741,630.67","989,639,330.8","783,193,110","764,295,137.28","719,087,973.33","1,229,701,816.62","605,420,640.78","416,031,957.2","484,036,528","-252,131,675","464,325,130","758,609,969.7","626,024,890.17"
BasicEPS,,"0.35",,"0.53","0.67","0.69",,"0.633","0.593","0.66",,"0.62","0.66","0.613",,"0.567","0.612","0.582",,"0.933","0.588","0.573",,"0.595","0.479","0.461",,"0.431","0.376","0.351",,"0.332","0.314","0.332",,"0.342","0.332","0.355",,,,"0.323",,,,"0.203",,"0.264","0.243","0.285",,"0.417","0.364","0.329",,"-0.021","0.278","0.275",,"0.281","0.27","0.208",,"0.194","0.164","0.159",,"0.141","0.155","0.13",,"0.113","0.077","0.09",,"0.086","0.257","0.114"
DilutedEPS,,"0.35",,"0.53","0.67","0.69",,"0.627","0.587","0.653",,"0.613","0.66","0.613",,"0.567","0.612","0.582",,"0.927","0.588","0.567",,"0.59","0.479","0.456",,"0.431","0.376","0.351",,"0.332","0.314","0.332",,"0.342","0.332","0.355",,,,"0.323",,,,"0.203",,"0.264","0.243","0.285",,"0.417","0.364","0.329",,"-0.021","0.278","0.275",,"0.281","0.27","0.208",,"0.194","0.164","0.159",,"0.141","0.155","0.13",,"0.113","0.077","0.09",,"0.086","0.257","0.114"
BasicAverageShares,,"9,751,154,194",,"9,743,996,211","9,743,145,531","9,728,586,278",,"9,713,946,768","9,725,935,261","9,714,380,920",,"9,750,111,832","9,760,718,133","9,786,906,204",,"10,273,035,036","9,784,047,477","9,782,329,334",,"9,846,579,273","9,914,323,943","9,925,685,510",,"9,931,904,940","9,923,387,555","9,913,174,765",,"9,897,616,917","9,929,176,296","9,929,774,902",,"9,922,053,364","9,923,954,834","9,920,196,143",,"9,920,152,484","9,970,769,261","9,986,434,788",,,,"9,948,266,098",,,,"9,899,282,386",,"7,184,654,435","7,208,064,105","7,208,064,105",,"5,796,387,487","5,798,415,296","5,796,340,676",,"5,684,563,442","5,353,056,543","5,352,053,035",,"5,382,343,891","5,433,215,843","5,492,326,617",,"5,471,718,402","5,467,347,510","5,512,143,282",,"5,534,959,555","5,526,836,763","5,513,264,197",,"5,373,386,089","5,377,255,903","5,380,870,686",,"5,448,706,816","5,454,628,001","5,483,059,356"
DilutedAverageShares,,"9,778,828,656",,"9,805,176,693","9,804,660,944","9,764,883,346",,"9,713,946,768","9,797,093,358","9,761,612,799",,"9,829,142,550","9,841,601,934","9,786,906,204",,"10,273,035,036","9,784,047,477","9,782,329,334",,"9,924,585,775","9,963,054,890","9,966,616,811",,"9,981,946,383","9,959,044,600","9,941,043,394",,"9,928,728,648","9,967,593,332","9,960,308,037",,"9,949,762,919","9,977,628,692","9,950,340,926",,"9,947,964,046","9,998,555,133","9,986,434,788",,,,"9,948,266,098",,,,"9,899,282,386",,"7,184,654,435","7,208,064,105","7,208,064,105",,"5,796,387,487","5,798,415,296","5,796,340,676",,"5,684,563,442","5,353,056,543","5,352,053,035",,"5,382,343,891","5,433,215,843","5,492,326,617",,"5,471,718,402","5,467,347,510","5,512,143,282",,"5,534,959,555","5,526,836,763","5,513,264,197",,"5,373,386,089","5,377,255,903","5,380,870,686",,"5,448,706,816","5,454,628,001","5,483,059,356"
NetIncomeFromContinuingAndDiscontinuedOperation,"23,825,000,000","3,459,000,000","8,674,000,000","5,165,000,000","6,527,000,000","6,747,000,000","6,653,000,000","6,125,000,000","5,740,000,000","6,389,000,000","5,485,000,000","6,048,000,000","6,369,000,000","6,001,000,000","5,992,000,000","5,561,000,000","5,999,000,000","5,711,000,000","5,020,000,000","9,202,000,000","5,845,000,000","5,673,000,000","6,345,000,000","5,893,000,000","4,766,000,000","4,551,000,000","4,908,000,000","4,286,000,000","3,748,000,000","3,482,000,000","2,919,000,000","3,308,000,000","3,122,000,000","3,285,000,000","2,897,119,000","3,391,000,000","3,322,000,000","3,530,301,000","1,633,839,000","4,027,161,000","2,171,810,000","3,234,190,000","7,231,180,000","2,268,088,000","2,570,895,000","2,014,837,000","-1,159,836,704","1,871,632,568","2,217,534,411","2,039,877,562","1,032,770,908.2","2,420,147,127.3","2,114,773,543.8","1,898,444,105.4","2,831,925,499","71,482,040","1,487,691,652.86","1,472,094,827.43","1,611,057,187.5","1,489,466,880","1,458,690,849","1,142,362,616.64","1,882,131,827.57","1,065,466,076.46","886,428,686.64","873,741,630.67","989,639,330.8","783,193,110","764,295,137.28","719,087,973.33","1,219,082,356.62","605,420,640.78","416,031,957.2","484,036,528","-252,131,675","464,325,130","758,609,969.7","626,024,890.17"
NormalizedIncome,"24,360,200,000","3,533,400,000","8,538,700,000","5,438,900,000","6,639,999,687.207","6,880,167,540.365","7,134,007,515.899","6,117,364,930.053","5,771,680,000","6,412,312,558.82","5,424,280,000","5,932,500,000","6,462,423,833.398","6,002,874,960.128","5,900,038,147.139","5,491,058,987.979","5,987,780,000","5,672,060,000","4,969,916,535.018","9,195,400,000","5,828,138,360.656","5,663,760,000","5,333,386,643.469","5,877,094,506.793","4,766,000,000","4,561,872,532.666","4,874,162,856.666","4,228,823,101.109","3,738,627,021.647","3,498,688,149.688","-3,948,575,380.015","5,082,808,773.424","4,053,129,816.242","4,091,960,997.562","3,737,727,340","5,023,840,000","4,222,327,839.241","4,273,921,872.987","5,553,248,112.515","4,027,332,216.643","5,222,002,081.296","3,935,216,892.783","14,576,823,399.732","2,268,088,000","2,570,895,000","2,651,318,406.444","-1,159,836,704","1,871,632,568","2,217,534,411","2,039,877,562","1,032,770,908.2","2,420,147,127.3","2,114,773,543.8","1,898,444,105.4","2,831,925,499","71,482,040","1,487,691,652.86","1,472,094,827.43","1,611,057,187.5","1,496,792,706.936","1,498,469,265.684","1,239,242,657.638","1,882,131,827.57","1,275,693,025.611","886,642,503.874","870,494,396.209","989,639,330.8","788,949,555.621","817,437,959.136","1,040,207,419.506","1,219,082,356.62","605,420,640.78","435,023,875.294","484,036,528","-252,131,675","435,388,667.835","521,636,816.581","648,727,298.576"
InterestIncome,"139,866,000,000","33,917,000,000","32,921,000,000","37,463,000,000","35,565,000,000","34,334,000,000","33,513,000,000","34,468,000,000","32,971,000,000","32,225,000,000","32,281,000,000","35,623,000,000","36,516,000,000","40,270,000,000","42,719,000,000","40,862,000,000","39,207,000,000","38,707,000,000","38,609,000,000","40,219,000,000","33,994,000,000","34,967,000,000","32,704,000,000","30,708,000,000","29,233,000,000","27,470,000,000","26,104,000,000","24,269,000,000","22,402,000,000","21,352,000,000","23,115,000,000","23,371,000,000","23,529,000,000","39,732,000,000","22,198,207,000","26,780,000,000","24,148,000,000","22,361,060,000","20,803,801,000","21,022,199,000","18,168,046,000","18,374,954,000","130,931,631,000","-97,779,414,000","18,426,278,000","20,988,505,000","11,931,642,740","17,689,281,012","6,518,743,602.46","12,330,680,641","10,626,570,082.7","8,044,488,127.9","7,936,258,429.6","7,468,480,517.7","5,835,262,249","12,731,275,849","6,579,658,385.79","5,910,805,802.94","7,591,545,030","5,654,127,847.5","3,544,145,640","5,012,101,563.21","3,191,223,563.57","3,398,585,540.33","5,088,033,902.13","4,486,756,381.83","6,645,599,822.76","3,711,724,985.92","2,046,325,779.84","3,947,890,500.87","-6,635,441,351.1","10,949,660,622.96","6,678,638,280.4","3,035,186,145.6","-2,234,635,689.5","4,795,910,676","3,268,860,184.2","3,681,267,358.66"
InterestExpense,"86,978,000,000","29,744,000,000","13,991,000,000","22,883,000,000","20,360,000,000","18,724,000,000","19,815,000,000","17,489,000,000","16,877,000,000","16,431,000,000","15,483,000,000","19,195,000,000","19,470,000,000","24,177,000,000","24,724,000,000","25,009,000,000","22,707,000,000","22,686,000,000","21,977,000,000","18,095,000,000","19,199,000,000","15,793,000,000","21,861,000,000","21,621,000,000","15,310,000,000","14,185,000,000","13,776,000,000","12,501,000,000","11,590,000,000","8,494,000,000","11,053,000,000","10,924,000,000","12,707,000,000","26,766,000,000","14,940,460,000","19,433,000,000","12,046,000,000","10,480,769,000","9,376,292,000","9,895,708,000","7,281,677,000","8,270,323,000","8,699,086,000","7,082,338,000","5,715,947,000","10,378,629,000","7,826,966,252","12,684,181,640","309,331,247.62","6,813,852,052","4,950,718,532.7","3,071,128,174.8","2,548,027,748","2,307,804,948.3","2,278,456,229","7,678,873,770.5","2,366,537,504.31","1,508,311,497.45","5,901,126,442.5","1,697,624,527.5","523,712,763","1,947,993,219.27","1,549,086,636.47","430,665,692.36","2,759,378,560.47","2,067,204,935.1","4,902,418,935.64","943,890,162.04","723,282,254.88","949,308,218.94","-7,932,462,260.42","8,293,966,163.38","4,942,321,982.4","1,408,752,905.6","-3,662,263,432","3,344,272,110.5","1,854,298,899","2,214,829,259.1"
NetInterestIncome,"52,888,000,000","4,173,000,000","18,930,000,000","14,580,000,000","15,205,000,000","15,610,000,000","13,698,000,000","16,979,000,000","16,094,000,000","15,794,000,000","16,798,000,000","16,428,000,000","17,046,000,000","16,093,000,000","17,995,000,000","15,853,000,000","16,500,000,000","16,021,000,000","16,632,000,000","22,124,000,000","14,795,000,000","19,174,000,000","10,843,000,000","9,087,000,000","13,923,000,000","13,285,000,000","12,328,000,000","11,768,000,000","10,812,000,000","12,858,000,000","12,062,000,000","12,447,000,000","10,822,000,000","12,966,000,000","7,257,747,000","7,347,000,000","12,102,000,000","11,880,291,000","11,427,509,000","11,126,491,000","10,886,369,000","10,104,631,000","75,878,717,000","-58,507,924,000","12,710,331,000","10,609,876,000","4,104,676,488","5,005,099,372","6,828,074,850.08","5,516,828,589","5,675,851,550","4,973,359,953.1","5,388,230,681.6","5,160,675,569.4","3,556,806,020","5,052,402,078.5","4,213,120,881.48","4,402,494,305.49","1,690,418,587.5","3,956,503,320","4,067,858,403","3,064,108,343.94","1,642,136,927.1","2,967,919,847.97","2,328,655,341.66","2,419,551,446.73","1,743,180,887.12","2,767,834,823.88","2,769,608,034.72","2,998,582,281.93","1,297,020,909.32","2,655,694,459.58","1,736,316,298","1,626,433,240","1,427,627,742.5","1,451,638,565.5","1,414,561,285.2","1,466,438,099.56"
ReconciledDepreciation,"3,603,000,000","886,000,000","960,000,000","883,000,000","874,000,000","844,000,000","922,000,000","909,000,000","877,000,000","859,000,000","768,000,000","810,000,000","771,000,000","820,000,000","837,000,000","821,000,000","847,000,000","728,000,000","743,000,000","704,000,000","714,000,000","667,000,000","682,000,000","641,000,000","606,000,000","615,000,000","601,000,000","576,000,000","594,000,000","562,000,000","563,000,000","539,000,000","575,000,000","513,000,000","550,690,000","549,548,000","544,748,000","523,014,000","4,398,708,000","-1,346,708,000","2,509,293,000","506,707,000","2,716,282,000","554,810,000","586,981,000","1,054,927,000","1,516,371,292","158,234,410.82","144,108,765.18","138,285,532","1,126,578,985.6","154,525,458.2","174,193,109.6","166,719,726.6","-1,892,922,598.5","2,822,516,997.24","139,632,630.42","139,900,470.84","613,615,875","141,272,784","148,681,403.5","144,840,447.5","433,862,974.11","138,312,887.63","142,374,822.69","132,726,075.57","116,123,351.28","122,112,362","141,081,965.76","734,357,940.96","290,363,426.42","131,015,644.78","155,125,950.4","127,919,158.4",,,,
