name,ttm,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014
TotalRevenue,"28,531,000,000","6,949,000,000","7,215,000,000","7,217,000,000","7,150,000,000","7,553,000,000","7,946,000,000","7,764,000,000","7,468,000,000","7,674,000,000","5,661,000,000","8,209,000,000","7,445,000,000","11,407,000,000","12,478,000,000","12,210,000,000","12,711,000,000","12,724,000,000","13,448,000,000","13,057,000,000","12,549,000,000","13,053,000,000","14,073,000,000","13,704,000,000"
	OperatingRevenue,"28,531,000,000","6,949,000,000","7,215,000,000","7,217,000,000","7,150,000,000","7,553,000,000","7,946,000,000","7,764,000,000","7,468,000,000","7,674,000,000","5,661,000,000","8,209,000,000","7,445,000,000","11,407,000,000","12,478,000,000","12,210,000,000","12,711,000,000","12,724,000,000","13,448,000,000","13,057,000,000","12,549,000,000","13,053,000,000","14,073,000,000","13,704,000,000"
CostOfRevenue,"19,102,000,000","4,667,000,000","4,822,000,000","4,768,000,000","4,845,000,000","5,207,000,000","5,489,000,000","5,384,000,000","5,196,000,000","5,491,000,000","4,930,000,000","5,496,000,000","4,927,000,000","8,108,000,000","8,689,000,000","8,638,000,000","9,068,000,000","9,112,000,000","9,463,000,000","9,307,000,000","8,965,000,000","9,433,000,000","9,767,000,000","9,799,000,000"
GrossProfit,"9,429,000,000","2,282,000,000","2,393,000,000","2,449,000,000","2,305,000,000","2,346,000,000","2,457,000,000","2,380,000,000","2,272,000,000","2,183,000,000","731,000,000","2,713,000,000","2,518,000,000","3,299,000,000","3,789,000,000","3,572,000,000","3,643,000,000","3,612,000,000","3,985,000,000","3,750,000,000","3,584,000,000","3,620,000,000","4,306,000,000","3,905,000,000"
OperatingExpense,"6,993,000,000","1,855,000,000","1,453,000,000","1,929,000,000","1,745,000,000","1,541,000,000","1,755,000,000","1,735,000,000","2,156,000,000","2,611,000,000","642,000,000","2,142,000,000","2,035,000,000","2,363,000,000","2,207,000,000","2,703,000,000","2,846,000,000","2,801,000,000","2,910,000,000","2,867,000,000","2,730,000,000","2,708,000,000","2,930,000,000","2,983,000,000"
	SellingGeneralAndAdministration,"4,954,000,000","1,229,000,000","1,235,000,000","1,256,000,000","1,223,000,000","1,222,000,000","1,232,000,000","1,231,000,000","1,257,000,000","1,226,000,000","648,000,000","1,512,000,000","1,449,000,000","1,759,000,000","1,864,000,000","1,938,000,000","2,021,000,000","1,998,000,000","2,038,000,000","2,040,000,000","1,974,000,000","1,973,000,000","2,176,000,000","2,203,000,000"
		GeneralAndAdministrativeExpense,,"1,229,000,000","1,235,000,000","1,256,000,000","1,223,000,000","1,222,000,000","1,232,000,000","1,231,000,000","1,257,000,000","1,226,000,000",,,,,,,,,,,,,,
			OtherGandA,,"1,229,000,000","1,235,000,000","1,256,000,000","1,223,000,000","1,222,000,000","1,232,000,000","1,231,000,000","1,257,000,000","1,226,000,000",,,,,,,,,,,,,,
	ResearchAndDevelopment,"1,861,000,000","485,000,000","438,000,000","481,000,000","457,000,000","466,000,000","439,000,000","434,000,000","402,000,000","388,000,000","11,000,000","508,000,000","486,000,000","485,000,000","534,000,000","555,000,000","624,000,000","585,000,000","652,000,000","602,000,000","552,000,000","532,000,000","548,000,000","574,000,000"
	DepreciationAmortizationDepletionIncomeStatement,"315,000,000","120,000,000","68,000,000","58,000,000","69,000,000","72,000,000","72,000,000","72,000,000","72,000,000","78,000,000","-19,000,000","132,000,000","107,000,000","101,000,000","126,000,000","210,000,000","201,000,000","218,000,000","220,000,000","225,000,000","204,000,000","203,000,000","206,000,000","206,000,000"
