name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
MarketCap,"12,303,028,348","15,026,955,577","17,319,880,749","17,589,518,460","13,094,440,481","12,909,486,839","17,317,063,475","15,442,485,664","9,809,030,973","8,518,659,427","10,922,626,851","10,597,564,706","11,878,288,379","19,512,853,708"
EnterpriseValue,"19,380,122,303","22,527,049,404","21,758,689,114","22,527,276,345","17,720,725,812","17,778,220,278","22,234,446,908","20,106,354,948","14,764,022,007","11,449,533,690","13,727,597,750","10,597,564,706","11,878,288,379","21,289,958,711"
PeRatio,"17.046","5.168","5.935","7.667","10.97","8.954","11.824","9.797","8.678","7.062","9.815","9.587","11.709","11.246"
ForwardPeRatio,"9.234","10.684","23.474",,"15.083","12.166","1.479","1.743","1.412","6.072","9.174",,,
PegRatio,"1.843","2.133","4.681",,,,,,,"0.639","0.825",,,
PsRatio,"0.841","1.04","1.12","1.095","0.94","0.897","1.103","0.994","0.676","0.654","1.126","1.046","1.299","1.543"
PbRatio,"0.659","0.775","0.886","1.097","1.044","0.974","1.351","1.274","0.908","0.861","1.176","1.099","1.394","1.597"
EnterprisesValueRevenueRatio,"0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.002"
EnterprisesValueEBITDARatio,"0.004","0.004","0.003","0.003","0.003","0.003","0.004","0.004","0.003","0.002","0.003","0.002","0.003","0.005"
