name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"32,012,622,770","49,134,687,386","39,298,651,794","51,256,800,260","45,006,666,214","43,305,769,084","39,175,573,339","45,520,550,619","33,110,277,572"
EnterpriseValue,"43,754,622,770","58,791,687,386","49,711,651,794","59,910,800,260","51,527,666,214","47,434,769,084","42,280,573,339","45,734,550,619","36,610,277,572"
PeRatio,"109.418","11.254","6.517","25.479","22.62","9.545","11.221","13.391","8.194"
ForwardPeRatio,"29.674","10.65","8.929","16","15.456","10.989","10.331","10.929","7.651"
PegRatio,"4.265",,"6.29","0.622",,"7.135","1.263","2.945",
PsRatio,"0.314","0.476","0.373","0.55","0.557","0.403","0.247","0.28","0.188"
PbRatio,"1.498","1.977","1.685","2.256","1.957","1.867","1.802","2.112","1.594"
EnterprisesValueRevenueRatio,"0.416","0.548","0.446","0.585","0.611","0.479","0.262","0.267","0.204"
EnterprisesValueEBITDARatio,"13.838","9.836","5.342","11.281","13.938","6.383","6.034","6.777","4.7"
