name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"1,996,159,406","3,654,767,763","3,489,309,013","2,967,876,536","2,310,474,104"
EnterpriseValue,"3,235,459,406","4,952,367,763","4,180,709,013","3,351,076,536","2,801,874,104"
PeRatio,"9.906","20.368","21.187","31.887","71.081"
ForwardPeRatio,"15.974",,"18.116","22.523","24.155"
PegRatio,,,,,"2.417"
PsRatio,"1.565","2.914","3.288","3.141","2.526"
PbRatio,"3.976","8.244","10.813","13.366","18.44"
EnterprisesValueRevenueRatio,"2.481","3.83","3.688","3.446","3.085"
EnterprisesValueEBITDARatio,"7.961","13.476","13.4","14.364","19.31"
