name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,12/31/2015
		PayablesAndAccruedExpenses,"132,941,000","141,467,000","141,254,000","111,236,000","150,820,000","122,277,000","236,032,000","252,462,000","235,635,000","238,132,000","210,901,000","270,198,000","344,187,000","226,665,000","225,128,000","93,434,000"
			Payables,"132,941,000","141,467,000","141,254,000","111,236,000","150,820,000","122,277,000","236,032,000","252,462,000","235,635,000","238,132,000","210,901,000","270,198,000","344,187,000","226,665,000","225,128,000","93,434,000"
				AccountsPayable,"103,832,000","116,782,000","106,332,000","100,221,000","112,357,000","99,885,000","108,277,000","93,008,000","109,657,000","109,999,000","116,849,000","116,604,000","143,459,000","143,098,000","162,490,000","81,306,000"
				OtherPayable,"29,109,000","24,685,000","34,922,000","11,015,000","38,463,000","22,392,000","127,755,000","159,454,000","125,978,000","128,133,000","94,052,000","153,594,000","200,728,000","83,567,000","62,638,000","12,128,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"7,191,199,000","6,968,929,000","7,352,650,000","7,547,989,000","7,670,707,000","7,822,527,000","7,728,315,000","7,525,398,000","7,180,542,000","7,129,667,000","7,135,629,000","7,082,463,000","6,802,649,000","6,680,169,000","6,673,640,000","3,187,730,000"
		LongTermDebtAndCapitalLeaseObligation,"6,740,840,000","6,631,525,000","6,985,531,000","7,205,416,000","7,364,725,000","7,529,432,000","7,472,846,000","7,282,056,000","6,952,815,000","6,911,725,000","6,790,164,000","6,747,002,000","6,478,602,000","6,353,449,000","6,291,597,000","3,166,903,000"
			LongTermDebt,"6,721,916,000","6,604,501,000","6,934,555,000","7,153,082,000","7,291,326,000","7,453,906,000","7,383,532,000","7,188,906,000","6,856,580,000","6,808,316,000","6,676,847,000","6,624,278,000","6,351,699,000","6,256,674,000","6,216,230,000","3,153,227,000"
			LongTermCapitalLeaseObligation,"18,924,000","27,024,000","50,976,000","52,334,000","73,399,000","75,526,000","89,314,000","93,150,000","96,235,000","103,409,000","113,317,000","122,724,000","126,903,000","96,775,000","75,367,000","13,676,000"
		NonCurrentDeferredLiabilities,"297,196,000","301,317,000","291,342,000","289,023,000","286,495,000","282,129,000","254,649,000","243,342,000","227,727,000","215,439,000","336,387,000","325,836,000","317,841,000","317,316,000","318,906,000","20,570,000"
			NonCurrentDeferredTaxesLiabilities,"297,196,000","301,317,000","291,342,000","289,023,000","286,495,000","282,129,000","254,649,000","243,342,000","227,727,000","215,439,000","336,387,000","325,836,000","317,841,000","317,316,000","318,906,000","20,570,000"
		DerivativeProductLiabilities,"153,163,000","36,087,000","75,777,000","53,550,000","19,487,000","10,966,000","820,000",,"0","2,503,000","9,078,000","9,625,000","6,206,000","9,404,000","63,137,000","257,000"
TotalEquityGrossMinorityInterest,"2,550,250,000","2,532,237,000","2,307,979,000","2,336,608,000","2,288,595,000","2,325,209,000","2,384,150,000","2,332,256,000","2,264,769,000","2,209,826,000","2,035,684,000","1,821,300,000","1,813,223,000","1,806,737,000","1,788,895,000","1,377,833,000"
	StockholdersEquity,"2,550,250,000","2,532,237,000","2,307,979,000","2,336,608,000","2,251,275,000","2,203,696,000","2,257,483,000","2,202,601,000","2,133,505,000","2,076,284,000","1,900,028,000","1,683,470,000","1,672,925,000","1,663,233,000","1,642,690,000","1,217,329,000"
		CapitalStock,"555,811,000","405,810,000","230,810,000","230,811,000","87,061,000","809,000","809,000","809,000","808,000","807,000","807,000","745,000","745,000","744,000","747,000","505,000"
			PreferredStock,"555,000,000","405,000,000","230,000,000","230,000,000","86,250,000",,,,,,,,,,,
			CommonStock,"811,000","810,000","810,000","811,000","811,000","809,000","809,000","809,000","808,000","807,000","807,000","745,000","745,000","744,000","747,000","505,000"
		AdditionalPaidInCapital,"897,002,000","902,725,000","907,022,000","909,942,000","906,164,000","896,811,000","895,461,000","894,005,000","890,857,000","889,168,000","887,778,000","693,715,000","691,536,000","690,418,000","689,283,000","176,088,000"
		RetainedEarnings,"1,564,059,000","1,533,845,000","1,493,765,000","1,445,646,000","1,400,491,000","1,349,627,000","1,321,547,000","1,269,429,000","1,206,848,000","1,159,367,000","988,566,000","965,057,000","952,947,000","945,313,000","956,023,000","1,044,402,000"
		TreasuryStock,"315,998,000","278,510,000","267,233,000","215,349,000","141,407,000","58,114,000","1,115,000",,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-150,624,000","-31,633,000","-56,385,000","-34,442,000","-1,034,000","14,563,000","40,781,000","38,358,000","34,992,000","26,942,000","22,877,000","23,953,000","27,697,000","26,758,000","-3,363,000","-3,666,000"
	MinorityInterest,,"0","0","0","37,320,000","121,513,000","126,667,000","129,655,000","131,264,000","133,542,000","135,656,000","137,830,000","140,298,000","143,504,000","146,205,000","160,504,000"
TotalCapitalization,"9,272,166,000","9,136,738,000","9,242,534,000","9,489,690,000","9,542,601,000","9,657,602,000","9,641,015,000","9,391,507,000","8,990,085,000","8,884,600,000","8,576,875,000","8,307,748,000","8,024,624,000","7,919,907,000","7,858,920,000","4,370,556,000"
PreferredStockEquity,"555,000,000","405,000,000","230,000,000","230,000,000","86,250,000",,,,,,,,,,,
CommonStockEquity,"1,995,250,000","2,127,237,000","2,077,979,000","2,106,608,000","2,165,025,000","2,203,696,000","2,257,483,000","2,202,601,000","2,133,505,000","2,076,284,000","1,900,028,000","1,683,470,000","1,672,925,000","1,663,233,000","1,642,690,000","1,217,329,000"
CapitalLeaseObligations,"18,924,000","27,024,000","50,976,000","52,334,000","73,399,000","75,526,000","89,314,000","93,150,000","96,235,000","103,409,000","113,317,000","122,724,000","126,903,000","96,775,000","75,367,000","13,676,000"
NetTangibleAssets,"2,263,637,000","2,239,416,000","2,007,823,000","2,027,729,000","1,932,493,000","1,874,106,000","1,914,647,000","1,844,666,000","1,760,024,000","1,685,243,000","1,486,134,000","1,247,455,000","1,213,728,000","1,179,970,000","1,104,769,000","1,217,329,000"
WorkingCapital,"1,058,377,000","766,048,000","792,558,000","840,975,000","800,757,000","846,162,000","493,613,000","478,627,000","539,702,000","527,001,000","579,553,000","596,892,000","489,120,000","574,255,000","607,617,000","163,456,000"
InvestedCapital,"8,717,166,000","8,731,738,000","9,012,534,000","9,259,690,000","9,456,351,000","9,657,602,000","9,641,015,000","9,391,507,000","8,990,085,000","8,884,600,000","8,576,875,000","8,307,748,000","8,024,624,000","7,919,907,000","7,858,920,000","4,370,556,000"
TangibleBookValue,"1,708,637,000","1,834,416,000","1,777,823,000","1,797,729,000","1,846,243,000","1,874,106,000","1,914,647,000","1,844,666,000","1,760,024,000","1,685,243,000","1,486,134,000","1,247,455,000","1,213,728,000","1,179,970,000","1,104,769,000","1,217,329,000"
TotalDebt,"6,740,840,000","6,631,525,000","6,985,531,000","7,205,416,000","7,364,725,000","7,529,432,000","7,472,846,000","7,282,056,000","6,952,815,000","6,911,725,000","6,790,164,000","6,747,002,000","6,478,602,000","6,353,449,000","6,291,597,000","3,166,903,000"
NetDebt,"6,304,365,000","6,542,206,000","6,887,715,000","7,107,460,000","7,230,558,000","7,404,956,000","7,308,355,000","7,140,761,000","6,738,308,000","6,676,285,000","6,530,585,000","6,454,619,000","6,216,257,000","6,143,476,000","6,087,107,000","3,096,538,000"
ShareIssued,"81,110,868","80,979,833","80,973,339","81,023,732","80,982,197","80,843,472","80,851,188","80,855,072","80,815,752","80,687,757","80,686,940","74,536,402","74,497,727","74,376,025","74,376,025","73,912,686"
OrdinarySharesNumber,"70,973,903","72,208,488","72,531,028","74,186,224","76,492,515","78,990,324","80,817,488","80,855,072","80,815,752","80,687,757","80,686,940","74,536,402","74,497,727","74,376,025","74,376,025","73,912,686"
PreferredSharesNumber,,,"9,200,000","9,200,000","3,450,000",,,,,,,,,,,
TreasurySharesNumber,"10,136,965","8,771,345","8,442,311","6,837,508","4,489,682","1,853,148","33,700",,,,,,,,,
