name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
MarketCap,"3,773,739,830","7,015,510,669","5,433,249,769","5,572,321,882","5,686,377,601","4,882,810,416","5,195,030,161","5,415,715,501","3,111,068,657","1,721,605,104","1,525,538,426","898,857,982"
PeRatio,"10.285","16.355","13.688","12.784","15.679","10.936","10.148","15.562","13.045","14.575","18.842",
ForwardPeRatio,"6.845","11.299","8.757","9.747","10.183","9.346","10.858","12.854","11.325","10.071","9.69",
PegRatio,,,,,,,"1.716","2.031","1.789","1.591","1.292",
PsRatio,"4.227","8.581","6.913","8.599","8.491","5.865","5.562","8.104","9.251","9.784","12.029","178.918"
PbRatio,"0.848","1.507","1.176","1.241","1.399","1.171","1.35","1.268","1.144","0.982","1.149","1.012"
