name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"30,389,344,000","27,610,315,000","26,487,645,000","26,072,529,000","24,677,820,000","22,533,010,000","20,852,999,000","20,146,765,000","18,714,340,000","18,038,068,000","17,739,197,000","17,583,537,000","17,201,960,000","17,097,471,000","17,836,562,000","17,020,597,000","14,568,690,000","13,468,004,000","11,857,382,000","11,249,508,000","9,931,744,000","9,033,900,000","7,019,600,000","3,917,600,000","3,219,700,000","2,761,400,000","2,167,800,000","2,063,200,000","888,300,000","703,800,000","708,500,000"
	CashCashEquivalentsAndFederalFundsSold,"257,895,000","329,499,000","256,786,000","220,124,000","407,165,000","394,239,000","247,290,000","350,488,000","292,019,000","212,660,000","171,184,000","259,208,000","417,616,000","311,888,000","293,706,000","266,454,000","209,234,000","282,059,000","254,845,000","266,786,000","283,621,000","177,500,000","152,800,000","85,200,000","70,200,000","88,900,000","132,500,000","65,900,000","71,300,000","29,800,000","32,300,000"
		CashAndCashEquivalents,"257,895,000","329,499,000","256,786,000","220,124,000","407,165,000","394,239,000","247,290,000","350,488,000","292,019,000","212,660,000","171,184,000","259,208,000","306,654,000","311,888,000","293,706,000","266,454,000","209,234,000","282,059,000","254,845,000","266,786,000","283,621,000","177,500,000","152,800,000","85,200,000","70,200,000","88,900,000","32,300,000","52,800,000","71,300,000","29,800,000","26,300,000"
			CashFinancial,"185,341,000","260,422,000","231,158,000","190,663,000","251,258,000","261,544,000","223,616,000","252,283,000",,,,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,,,,,,,,,"266,463,000","218,908,000","265,035,000","245,783,000","173,900,000","122,300,000",,"44,200,000","36,100,000","15,300,000","21,300,000","9,100,000","8,000,000","8,700,000"
			CashAndDueFromBanks,"72,554,000","69,077,000","25,628,000","29,461,000","155,907,000","132,695,000","23,674,000","98,205,000","292,019,000","212,660,000","171,184,000","259,208,000","306,654,000","311,888,000","293,706,000","266,454,000","209,234,000","15,596,000","35,937,000","1,751,000","37,838,000","3,600,000","30,500,000","85,200,000","26,000,000","52,800,000","17,000,000","31,500,000","62,200,000","21,800,000","17,600,000"
		MoneyMarketInvestments,,,,,,,,,,,,,"110,962,000",,,,,,,,,,,,,,"100,200,000","13,100,000",,,"6,000,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,,"110,962,000",,,,,,,,,,,,,,"100,200,000","13,100,000",,,"6,000,000"
	FederalHomeLoanBankStock,"149,046,000","149,286,000","151,566,000","194,646,000","188,347,000","193,290,000","158,878,000","155,630,000","143,874,000","143,874,000","140,874,000",,,,,,,,,,,,,,,,,,,,
	BankOwnedLifeInsurance,"550,651,000","543,616,000","531,820,000","517,852,000","503,093,000","440,073,000","430,535,000","418,293,000","307,039,000","298,149,000","289,486,000","279,807,000",,,,,,,,,,,,,,,,,,,
