name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
			TaxesReceivable,"13,000,000","10,000,000","14,000,000","33,000,000","79,000,000","0","0","0","100,000,000","68,000,000","6,000,000","37,000,000","20,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","0","15,000,000","15,000,000","28,000,000","43,000,000","15,000,000","15,000,000","15,000,000",,,,,,,,"0","31,000,000","30,000,000","30,000,000","31,000,000","0","34,000,000","7,000,000","39,789,800"
			DuefromRelatedPartiesCurrent,,"52,000,000",,,,"274,000,000",,,,"145,000,000",,,,"11,000,000",,,,"48,000,000",,,,"62,000,000",,,,"179,000,000","413,000,000","417,000,000","397,000,000","414,000,000",,"383,000,000",,,,,"36,000,000",,,,,
			OtherReceivables,,"1,239,000,000",,,,"668,000,000",,,,"1,428,000,000",,,,"1,621,000,000",,,,"1,071,000,000",,,,"1,464,000,000",,,,"1,640,000,000",,,,"1,134,000,000","375,000,000",,"371,000,000","1,464,000,000","376,000,000","344,000,000","342,000,000","346,000,000","353,000,000","359,000,000","339,000,000","345,543,000"
		Inventory,"655,000,000","1,532,000,000","1,497,000,000","1,385,000,000","1,381,000,000","1,013,000,000","1,641,000,000","1,407,000,000","1,393,000,000","1,389,000,000","1,122,000,000","1,136,000,000","1,232,000,000","1,237,000,000","972,000,000","988,000,000","858,000,000","810,000,000","1,132,000,000","1,291,000,000","1,250,000,000","1,224,000,000","1,580,000,000","1,647,000,000","1,597,000,000","1,259,000,000","1,477,000,000","1,378,000,000","1,239,000,000","1,288,000,000","1,221,000,000","1,135,000,000","1,309,000,000","1,291,000,000","1,213,000,000","1,067,000,000","940,000,000","880,000,000","862,000,000","809,000,000","845,000,000","875,375,600"
			RawMaterials,,"87,000,000",,,,"87,000,000",,,,"77,000,000",,,,"55,000,000",,,,"50,000,000","48,000,000","46,000,000","47,000,000","42,000,000","40,000,000","39,000,000","39,000,000","39,000,000","37,000,000","35,000,000","34,000,000","29,000,000","1,026,000,000","1,021,000,000","1,169,000,000","1,104,000,000","1,080,000,000","987,000,000","870,000,000","21,000,000",,"21,000,000","19,000,000","18,847,800"
			FinishedGoods,,"1,445,000,000",,,,"926,000,000",,,,"1,312,000,000",,,,"1,182,000,000",,,,"760,000,000","1,084,000,000","1,245,000,000","1,203,000,000","1,182,000,000","1,540,000,000","1,608,000,000","1,558,000,000","1,220,000,000","1,440,000,000","1,343,000,000","1,205,000,000","1,259,000,000","194,000,000","113,000,000","139,000,000","186,000,000","132,000,000","79,000,000","69,000,000","859,000,000",,"788,000,000","826,000,000","856,527,800"
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000",,,,,
		PrepaidAssets,,"54,000,000",,,,"45,000,000",,,,"64,000,000",,,,"127,000,000",,,,"71,000,000",,,,"56,000,000",,,,"55,000,000",,,,"45,000,000",,,,"34,000,000",,,"16,000,000",,,,,
		AssetsHeldForSaleCurrent,,,,,,"0","481,000,000","479,000,000","479,000,000","1,048,000,000","1,805,000,000","3,378,000,000","2,252,000,000",,,,,,,"926,000,000",,,,,"28,000,000","0","33,000,000","303,000,000","362,000,000","0","0","0","0","116,000,000","65,000,000","65,000,000","65,000,000",,,,,
		HedgingAssetsCurrent,"6,000,000","5,000,000","2,000,000","15,000,000","1,000,000","163,000,000","24,000,000","30,000,000","43,000,000","63,000,000","35,000,000","182,000,000","56,000,000","21,000,000","13,000,000","37,000,000","176,000,000","301,000,000","294,000,000","187,000,000","340,000,000","478,000,000","55,000,000","3,000,000","3,000,000","10,000,000","91,000,000","85,000,000","60,000,000","283,000,000",,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163,000,000","380,000,000","258,000,000","232,000,000","392,000,000","128,000,000","133,000,000","163,000,000","262,000,000","196,000,000","246,000,000","60,731,800"
	TotalNonCurrentAssets,"31,740,000,000","32,429,000,000","32,523,000,000","32,432,000,000","32,615,000,000","31,979,000,000","33,813,000,000","35,733,000,000","35,881,000,000","35,925,000,000","37,363,000,000","37,665,000,000","16,268,000,000","18,436,000,000","18,263,000,000","18,484,000,000","18,467,000,000","19,318,000,000","19,785,000,000","19,800,000,000","21,074,000,000","20,500,000,000","20,803,000,000","20,507,000,000","20,331,000,000","19,614,000,000","19,812,000,000","19,762,000,000","19,597,000,000","19,637,000,000","19,317,000,000","19,115,000,000","18,683,000,000","18,283,000,000","17,719,000,000","17,092,000,000","17,153,000,000","19,320,000,000","19,207,000,000","19,579,000,000","19,239,000,000","19,128,422,800"
		NetPPE,"29,257,000,000","29,946,000,000","30,042,000,000","30,081,000,000","30,267,000,000","29,483,000,000","31,301,000,000","33,091,000,000","33,277,000,000","33,269,000,000","34,652,000,000","34,957,000,000","15,808,000,000","18,011,000,000","17,893,000,000","18,142,000,000","18,140,000,000","18,910,000,000","19,457,000,000","19,483,000,000","20,763,000,000","20,188,000,000","19,978,000,000","19,691,000,000","19,513,000,000","18,807,000,000","17,864,000,000","17,686,000,000","17,479,000,000","17,437,000,000","16,622,000,000","16,177,000,000","15,678,000,000","15,204,000,000","13,685,000,000","13,127,000,000","12,736,000,000","15,530,000,000","15,258,000,000","15,469,000,000","15,171,000,000","15,221,692,700"
			GrossPPE,"39,000,000,000","38,635,000,000","38,195,000,000","37,666,000,000","37,336,000,000","36,009,000,000","37,399,000,000","38,724,000,000","38,342,000,000","37,675,000,000","38,414,000,000","38,359,000,000","30,754,000,000","40,192,000,000","40,117,000,000","39,712,000,000","39,336,000,000","39,630,000,000","39,489,000,000","38,971,000,000","39,845,000,000","38,716,000,000","37,918,000,000","37,448,000,000","36,800,000,000","35,652,000,000","34,283,000,000","33,682,000,000","33,041,000,000","32,692,000,000","31,475,000,000","30,643,000,000","29,802,000,000","28,933,000,000","27,251,000,000","26,363,000,000","25,685,000,000","29,020,000,000",,,,"27,491,610,500"
				Properties,"29,916,000,000","30,152,000,000","35,628,000,000","29,828,000,000","29,613,000,000","29,164,000,000","30,847,000,000","32,140,000,000","31,913,000,000","31,447,000,000","32,306,000,000","32,113,000,000","24,408,000,000","33,859,000,000","33,980,000,000","33,674,000,000","33,379,000,000","33,387,000,000","33,514,000,000","33,487,000,000","34,346,000,000","33,655,000,000","33,065,000,000","32,839,000,000","32,122,000,000","31,149,000,000","29,893,000,000","29,257,000,000","28,780,000,000","28,526,000,000","1,269,000,000","1,164,000,000","1,156,000,000","880,000,000",,,,,,,,
				MachineryFurnitureEquipment,"7,110,000,000","6,546,000,000","674,000,000","6,000,000,000","5,926,000,000","5,632,000,000","5,365,000,000","5,404,000,000","5,255,000,000","5,061,000,000","4,995,000,000","5,156,000,000","5,262,000,000","5,259,000,000","5,072,000,000","4,982,000,000","4,915,000,000","5,206,000,000","4,955,000,000","4,555,000,000","4,583,000,000","4,151,000,000","3,963,000,000","3,734,000,000","3,820,000,000","3,654,000,000","3,569,000,000","3,628,000,000","3,479,000,000","3,399,000,000","3,328,000,000","3,409,000,000","3,363,000,000","4,001,000,000","3,418,000,000","3,076,000,000","3,142,000,000",,,,,
				OtherProperties,"1,469,000,000","1,428,000,000","1,373,000,000","1,310,000,000","1,270,000,000","1,213,000,000","1,187,000,000","1,180,000,000","1,174,000,000","1,167,000,000","1,113,000,000","1,090,000,000","1,084,000,000","1,074,000,000","1,065,000,000","1,056,000,000","1,042,000,000","1,037,000,000","1,020,000,000","929,000,000","916,000,000","910,000,000","890,000,000","875,000,000","858,000,000","849,000,000","821,000,000","797,000,000","782,000,000","767,000,000","26,878,000,000","26,070,000,000","25,283,000,000","24,052,000,000","23,833,000,000","23,287,000,000","22,543,000,000",,,,,
				Leases,"505,000,000","509,000,000","520,000,000","528,000,000","527,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-9,743,000,000","-8,689,000,000","-8,153,000,000","-7,585,000,000","-7,069,000,000","-6,526,000,000","-6,098,000,000","-5,633,000,000","-5,065,000,000","-4,406,000,000","-3,762,000,000","-3,402,000,000","-14,946,000,000","-22,181,000,000","-22,224,000,000","-21,570,000,000","-21,196,000,000","-20,720,000,000","-20,032,000,000","-19,488,000,000","-19,082,000,000","-18,528,000,000","-17,940,000,000","-17,757,000,000","-17,287,000,000","-16,845,000,000","-16,419,000,000","-15,996,000,000","-15,562,000,000","-15,255,000,000","-14,853,000,000","-14,466,000,000","-14,124,000,000","-13,729,000,000","-13,566,000,000","-13,236,000,000","-12,949,000,000","-13,490,000,000",,,,"-12,269,917,800"
		GoodwillAndOtherIntangibleAssets,"2,370,000,000","2,373,000,000","2,376,000,000","2,272,000,000","2,272,000,000","2,272,000,000","2,272,000,000","2,272,000,000","2,272,000,000","2,272,000,000","2,339,000,000","2,349,000,000","242,000,000","242,000,000","242,000,000","242,000,000","242,000,000","242,000,000","242,000,000","242,000,000","242,000,000","242,000,000","739,000,000","739,000,000","739,000,000","739,000,000","739,000,000","739,000,000","739,000,000","739,000,000","1,132,000,000","1,132,000,000","1,132,000,000","1,132,000,000","1,132,000,000","1,132,000,000","1,132,000,000","1,146,000,000","1,146,000,000","1,146,000,000","1,146,000,000","1,146,574,500"
			Goodwill,"2,272,000,000","2,272,000,000","2,272,000,000","2,272,000,000","2,272,000,000","2,272,000,000","2,272,000,000","2,272,000,000","2,272,000,000","2,272,000,000","2,339,000,000","2,349,000,000","242,000,000","242,000,000","242,000,000","242,000,000","242,000,000","242,000,000","242,000,000","242,000,000","242,000,000","242,000,000","739,000,000","739,000,000","739,000,000","739,000,000","739,000,000","739,000,000","739,000,000","739,000,000","1,132,000,000","1,132,000,000","1,132,000,000","1,132,000,000","1,132,000,000","1,132,000,000","1,132,000,000","1,146,000,000","1,146,000,000","1,146,000,000","1,146,000,000","1,146,574,500"
			OtherIntangibleAssets,"98,000,000","101,000,000","104,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"54,000,000","52,000,000","41,000,000",,,"38,000,000",,,,"37,000,000",,,,"35,000,000",,,,"46,000,000",,,,"36,000,000",,,,"32,000,000",,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"54,000,000","52,000,000","41,000,000",,,"38,000,000",,,,"37,000,000",,,,"35,000,000",,,,,,,,"36,000,000",,,,"32,000,000",,,,,,,,,,,,,,,,
			OtherInvestments,,,"29,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,,,,,,"0","32,000,000","16,000,000","8,000,000","2,000,000","2,000,000","2,000,000","7,000,000","3,000,000",,,"1,000,000",,"15,000,000",,"1,000,000",,"8,000,000",,"1,000,000","0","11,000,000","8,000,000","4,000,000","5,000,000",,,,,,,,,,,,
		NonCurrentAccountsReceivable,"59,000,000","51,000,000","58,000,000",,,"178,000,000","147,000,000","300,000,000","266,000,000","336,000,000","309,000,000","294,000,000","147,000,000","140,000,000","50,000,000",,,"113,000,000",,,,"27,000,000","12,000,000","12,000,000","12,000,000","29,000,000","1,133,000,000","1,266,000,000","1,325,000,000","1,448,000,000","1,479,000,000","1,660,000,000","1,724,000,000","1,851,000,000","1,957,000,000","1,906,000,000","2,009,000,000","2,145,000,000","2,313,000,000","2,475,000,000","2,457,000,000","2,621,938,400"
		DuefromRelatedPartiesNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,133,000,000","1,266,000,000","1,325,000,000","1,398,000,000",,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","7,000,000",,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","7,000,000",,,,,
		NonCurrentPrepaidAssets,"0","7,000,000","6,000,000",,,"8,000,000",,,,"9,000,000",,,,"5,000,000",,,,"7,000,000",,,,"7,000,000",,,,"7,000,000",,,,"8,000,000",,,,,,,,,,,,
		OtherNonCurrentAssets,,"211,000,000",,"79,000,000","76,000,000","64,000,000","61,000,000","54,000,000","58,000,000","71,000,000","61,000,000","63,000,000","64,000,000","56,000,000","78,000,000","100,000,000","84,000,000","76,000,000","71,000,000","75,000,000","68,000,000","70,000,000","66,000,000","65,000,000","66,000,000","68,000,000","65,000,000","63,000,000","50,000,000","58,000,000","84,000,000","146,000,000","149,000,000","96,000,000","945,000,000","927,000,000","1,269,000,000","499,000,000","490,000,000","489,000,000","465,000,000","138,217,200"
TotalLiabilitiesNetMinorityInterest,"15,662,000,000","16,512,000,000","16,552,000,000","16,309,000,000","18,574,000,000","17,706,000,000","21,098,000,000","21,296,000,000","20,428,000,000","20,952,000,000","23,139,000,000","24,758,000,000","13,408,000,000","13,668,000,000","13,044,000,000","13,037,000,000","12,526,000,000","13,400,000,000","13,712,000,000","14,072,000,000","14,721,000,000","14,509,000,000","14,704,000,000","14,696,000,000","14,890,000,000","15,278,000,000","14,599,000,000","14,584,000,000","14,642,000,000","14,410,000,000","14,320,000,000","12,799,000,000","12,740,000,000","12,788,000,000","12,056,000,000","11,247,000,000","11,868,000,000","12,073,000,000","12,040,000,000","12,394,000,000","12,280,000,000","11,907,621,200"
	CurrentLiabilities,"2,335,000,000","2,521,000,000","2,909,000,000","2,870,000,000","3,070,000,000","2,600,000,000","4,692,000,000","3,916,000,000","3,518,000,000","4,436,000,000","3,706,000,000","4,714,000,000","2,902,000,000","2,671,000,000","2,003,000,000","2,155,000,000","1,852,000,000","1,858,000,000","1,940,000,000","2,335,000,000","2,426,000,000","2,957,000,000","3,296,000,000","3,708,000,000","4,020,000,000","3,779,000,000","3,663,000,000","3,463,000,000","3,567,000,000","3,270,000,000","3,409,000,000","3,083,000,000","3,450,000,000","3,388,000,000","2,750,000,000","2,527,000,000","3,164,000,000","2,485,000,000","2,163,000,000","1,974,000,000","2,225,000,000","1,922,475,600"
		PayablesAndAccruedExpenses,"1,480,000,000","2,167,000,000","1,994,000,000","1,984,000,000","2,015,000,000","1,814,000,000","2,745,000,000","2,742,000,000","2,354,000,000","2,704,000,000","2,067,000,000","2,326,000,000","2,197,000,000","2,318,000,000","1,916,000,000","2,052,000,000","1,826,000,000","1,788,000,000","1,933,000,000","2,320,000,000","2,410,000,000","2,854,000,000","3,150,000,000","3,443,000,000","3,464,000,000","3,527,000,000","3,641,000,000","3,422,000,000","3,516,000,000","3,057,000,000","3,370,000,000","2,851,000,000","3,093,000,000","3,071,000,000","2,721,000,000","2,348,000,000","2,552,000,000","2,322,000,000","2,141,000,000","1,966,000,000","2,158,000,000","1,852,319,900"
			Payables,"1,480,000,000","974,000,000","1,994,000,000","1,984,000,000","2,015,000,000","1,024,000,000","2,745,000,000","2,742,000,000","2,354,000,000","572,000,000","2,067,000,000","2,326,000,000","2,197,000,000","267,000,000","1,916,000,000","2,052,000,000","1,826,000,000","236,000,000","1,933,000,000","2,320,000,000","2,410,000,000","626,000,000","3,150,000,000","3,443,000,000","3,464,000,000","1,041,000,000","3,641,000,000","3,422,000,000","3,516,000,000","1,279,000,000","3,370,000,000","2,851,000,000","3,093,000,000","1,490,000,000","2,721,000,000","2,348,000,000","2,552,000,000","2,322,000,000","2,141,000,000","1,966,000,000","2,158,000,000","1,852,319,900"
				AccountsPayable,"1,467,000,000","939,000,000","1,978,000,000","1,967,000,000","1,998,000,000","767,000,000","2,712,000,000","2,713,000,000","2,336,000,000","337,000,000","2,009,000,000","2,188,000,000","2,072,000,000","105,000,000","1,809,000,000","1,927,000,000","1,700,000,000","68,000,000","1,799,000,000","1,992,000,000","2,134,000,000","51,000,000","2,787,000,000","3,154,000,000","3,113,000,000","102,000,000","2,963,000,000","2,733,000,000","2,841,000,000","676,000,000","3,136,000,000","2,287,000,000","2,881,000,000","789,000,000","2,458,000,000","2,124,000,000","2,321,000,000","2,168,000,000","2,042,000,000","1,547,000,000",,"1,852,319,900"
				TotalTaxPayable,"13,000,000","17,000,000","16,000,000","17,000,000","17,000,000","17,000,000","33,000,000","29,000,000","18,000,000","129,000,000","58,000,000","138,000,000","125,000,000","112,000,000","107,000,000","125,000,000","126,000,000","133,000,000","134,000,000","328,000,000","276,000,000","357,000,000","363,000,000","289,000,000","351,000,000","268,000,000","261,000,000","269,000,000","275,000,000","217,000,000","234,000,000","180,000,000","212,000,000","329,000,000","263,000,000","224,000,000","231,000,000","154,000,000","99,000,000","64,000,000",,"0"
					IncomeTaxPayable,"13,000,000","17,000,000","16,000,000","17,000,000","17,000,000","17,000,000","33,000,000","29,000,000","18,000,000","129,000,000","58,000,000","138,000,000","125,000,000","112,000,000","107,000,000","125,000,000","126,000,000","133,000,000","134,000,000","328,000,000","276,000,000","357,000,000","363,000,000","289,000,000","351,000,000","268,000,000","261,000,000","269,000,000","275,000,000","217,000,000","234,000,000","180,000,000","212,000,000","329,000,000","263,000,000","224,000,000","231,000,000","154,000,000","99,000,000","64,000,000",,"0"
				DuetoRelatedPartiesCurrent,,"16,000,000",,,,"237,000,000",,,,"94,000,000",,,,"0",,,,"35,000,000",,,,"218,000,000","0","0","0","671,000,000","417,000,000","420,000,000","400,000,000","386,000,000",,"384,000,000",,,,,,,,"355,000,000",,
				OtherPayable,,"2,000,000",,,,"3,000,000",,,,"12,000,000",,,,"50,000,000",,,,,,,,,,,,,,,,,,,,"372,000,000",,,"340,000,000",,,,,
			CurrentAccruedExpenses,,"1,193,000,000",,,,"790,000,000",,,,"2,132,000,000",,,,"2,051,000,000",,,,"1,552,000,000",,,,"2,228,000,000",,,,"2,486,000,000",,,,"1,778,000,000",,,,"1,581,000,000",,,"1,076,000,000",,,,,
				InterestPayable,,"49,000,000",,,,"80,000,000",,,,"86,000,000",,,,"72,000,000",,,,"73,000,000",,,,"61,000,000",,,,"82,000,000",,,,"82,000,000",,,,"72,000,000",,,"103,000,000",,,,,
		CurrentProvisions,"18,000,000","17,000,000","17,000,000","16,000,000","15,000,000","50,000,000","41,000,000",,,"8,000,000",,,,"18,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,"60,000,000",,,,"36,000,000",,,,"52,000,000",,,,"42,000,000",,,,"47,000,000",,,,"91,000,000",,,,"116,000,000",,,,"196,000,000",,,,"209,000,000",,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"809,000,000","196,000,000","831,000,000","803,000,000","798,000,000","682,000,000","1,036,000,000",,,,,"893,000,000",,,,,,,,,,,"133,000,000","152,000,000","439,000,000",,,,,,,"209,000,000","270,000,000",,"14,000,000","86,000,000","250,000,000",,,,,
			CurrentDebt,"602,000,000",,"662,000,000","654,000,000","668,000,000","682,000,000","1,036,000,000",,,,,"893,000,000",,,,,,,,,,,"133,000,000","152,000,000","439,000,000",,,,,,,"209,000,000","270,000,000",,"14,000,000","86,000,000","250,000,000",,,,,
				CommercialPaper,,,,,,,,,,,,,,,,,,,,,,,"133,000,000","152,000,000","439,000,000",,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"602,000,000",,"662,000,000","654,000,000","668,000,000","682,000,000","1,036,000,000",,,,,"893,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"207,000,000","196,000,000","169,000,000","149,000,000","130,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"28,000,000","81,000,000","67,000,000","67,000,000","242,000,000","18,000,000","870,000,000","1,174,000,000","1,164,000,000","1,672,000,000","1,639,000,000","1,495,000,000","705,000,000","293,000,000","87,000,000","103,000,000","26,000,000","23,000,000","7,000,000","15,000,000","16,000,000","12,000,000","13,000,000","113,000,000","117,000,000","136,000,000","22,000,000","41,000,000","51,000,000","17,000,000","39,000,000","23,000,000","87,000,000","108,000,000","15,000,000","93,000,000","362,000,000","163,000,000","22,000,000","8,000,000","67,000,000","70,155,700"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"13,327,000,000","13,991,000,000","13,643,000,000","13,439,000,000","15,504,000,000","15,106,000,000","16,406,000,000","17,380,000,000","16,910,000,000","16,516,000,000","19,433,000,000","20,044,000,000","10,506,000,000","10,997,000,000","11,041,000,000","10,882,000,000","10,674,000,000","11,542,000,000","11,772,000,000","11,737,000,000","12,295,000,000","11,552,000,000","11,408,000,000","10,988,000,000","10,870,000,000","11,499,000,000","10,936,000,000","11,121,000,000","11,075,000,000","11,140,000,000","10,911,000,000","9,716,000,000","9,290,000,000","9,400,000,000","9,306,000,000","8,720,000,000","8,704,000,000","9,588,000,000","9,877,000,000","10,420,000,000","10,055,000,000","9,985,145,600"
		LongTermProvisions,"810,000,000","1,281,000,000","1,252,000,000","1,248,000,000","1,172,000,000","1,488,000,000","1,694,000,000","1,111,000,000","1,120,000,000","1,066,000,000","1,145,000,000","1,159,000,000","1,403,000,000","1,882,000,000","2,135,000,000","1,927,000,000","1,786,000,000","2,052,000,000","2,368,000,000","2,632,000,000","2,819,000,000","2,616,000,000","2,654,000,000","2,691,000,000","2,592,000,000","2,370,000,000","1,970,000,000","2,027,000,000","2,162,000,000","2,315,000,000",,,,,,,,,"1,125,000,000","1,175,000,000",,
		LongTermDebtAndCapitalLeaseObligation,"8,701,000,000","8,419,000,000","8,087,000,000","7,895,000,000","9,052,000,000","8,482,000,000","8,788,000,000","9,992,000,000","9,781,000,000","9,513,000,000","12,094,000,000","12,520,000,000","6,277,000,000","6,332,000,000","6,184,000,000","6,132,000,000","6,113,000,000","6,525,000,000","6,312,000,000","5,875,000,000","5,973,000,000","5,458,000,000","5,271,000,000","5,018,000,000","5,196,000,000","4,997,000,000","4,830,000,000","4,948,000,000","4,778,000,000","4,679,000,000","4,626,000,000","3,536,000,000","5,190,000,000","3,527,000,000","3,603,000,000","5,267,000,000","5,394,000,000","5,608,000,000","3,574,000,000","3,821,000,000","5,980,000,000","6,308,777,500"
