name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
MarketCap,"3,264,922,315","4,345,050,380","3,213,788,398","4,683,543,484","4,915,795,367","6,610,570,100","6,845,252,828","6,008,286,027","4,798,005,789","5,158,046,117","4,183,878,025","3,288,656,405","1,747,310,436","2,824,383,823","4,407,963,705","5,698,311,942","5,076,475,517","4,954,630,804","3,743,073,624","3,966,721,290","2,088,510,000","3,471,950,097","6,814,637,937","10,087,861,041","8,073,507,630","2,747,540,492","108,740,737","92,299,500","143,225,250","123,844,750","68,944,500"
EnterpriseValue,"9,275,022,315","10,353,550,380","9,331,888,398","11,118,343,484","11,150,895,367","11,955,570,100","11,485,452,828","10,397,186,027","4,728,305,789","6,578,146,117","5,437,478,025","4,227,556,405","2,895,210,436","4,567,383,823","8,001,163,705","6,095,911,942","5,781,875,517","8,418,030,804","6,520,673,624","6,394,521,290","4,886,310,000","6,187,450,097","9,798,137,937","12,805,461,041","8,228,707,630","2,540,540,492","133,540,737","120,599,500","164,625,250","127,444,750","72,544,500"
PeRatio,"7.201","11.389","7.271","12.929","12.474","14.804","17.716","17.558","15.754","19.717","19.054","14.508",,"10.875","15.338","13.667","13.248","10.438","10.555","16.89","85.714",,"20.951","50.681",,"602.087","6.896","8.036","21.875","86.607","21.094"
ForwardPeRatio,"7.794","10.616",,"12.516","11.312","12.24","15.267","18.018","17.606","17.331","15.48",,,,,,,,,,,,,,,,,,,,
PegRatio,"1.133","1.528",,"1.518","1.769","0.951","1.233","1.268","1.24","1.167","0.979",,,,,,,,,,,,,,,,,,,,
PsRatio,"0.152","0.207","0.151","0.242","0.241","0.333","0.393","0.357","0.319","0.412","0.359","0.316","0.124","0.177","0.267","0.294","0.269","0.272","0.207","0.207","0.106","0.197","0.435","0.975","3.138","24.601","1.143","0.892","1.237","3.29","2.168"
PbRatio,"1.015","1.45","1.228","2.136","2.205","2.919","3.402","3.014","2.842","2.472","2.013","1.428","0.795","0.813","1.204","1.239","1.191","1.254","0.957","1.036","0.542","0.755","1.256","2.895","6.326","7.101","1.281","1.189","1.472","1.34","1.948"
EnterprisesValueRevenueRatio,"0.435","0.485","0.436","0.516","0.516","0.573","0.601","0.594","0.302","0.476","0.436","0.393","0.205","0.258","0.421","0.317","0.298","0.434","0.335","0.32","0.237","0.308","0.608","1.243","3.479","9.76","2.736","1.174","1.497","2.47","2.281"
EnterprisesValueEBITDARatio,"8.934","9.973","9.871","10.983","10.746","11.964","12.361","12.357","6.42","10.063","9.767","8.335","-2.506","5.704","9.059","6.808","6.75","10.641","8.125","10.67","5.716","11.808","6.175","9.264","14.279","44.107","9.404","8.204","10.831","9.729","13.19"
