name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalAssets,"39,420,300,000","30,978,400,000","31,668,800,000","25,734,300,000","25,073,200,000","20,462,500,000","19,270,500,000","17,492,400,000","19,347,000,000","20,444,100,000","10,909,600,000","9,756,900,000","12,925,200,000","9,292,000,000","7,577,628,000","7,490,498,000","7,330,288,000","6,667,786,000","6,454,175,000","5,807,191,000","2,951,743,000","2,673,100,000","695,200,000"
	CurrentAssets,"3,036,400,000","14,223,400,000","16,634,400,000","11,734,600,000","9,974,400,000","5,493,600,000","5,039,600,000","3,907,600,000","3,834,100,000","4,274,500,000","3,121,000,000","2,378,900,000","4,194,400,000","3,496,800,000","2,706,011,000","2,655,556,000","2,313,640,000","1,852,988,000","1,985,003,000","1,723,196,000","1,495,783,000","1,126,000,000","474,700,000"
		CashCashEquivalentsAndShortTermInvestments,"1,701,200,000","1,805,400,000","2,517,700,000","2,070,200,000","2,533,800,000","2,224,000,000","2,023,300,000","1,487,200,000","1,393,400,000","1,686,000,000","944,400,000","781,800,000","1,129,600,000","924,500,000","1,956,830,000","708,329,000","701,527,000","683,769,000","689,035,000","511,468,000","306,569,000","198,600,000","116,800,000"
			CashAndCashEquivalents,"1,701,200,000","1,805,400,000","2,517,700,000","2,070,200,000","2,214,700,000","1,918,200,000","1,914,800,000","1,123,300,000","1,109,700,000","1,377,200,000","762,000,000","658,200,000","952,400,000","789,600,000","754,754,000","546,358,000","568,393,000","572,261,000","511,094,000","511,468,000","306,569,000","198,600,000","116,800,000"
			OtherShortTermInvestments,"8,810,400,000",,,"0","319,100,000","305,800,000","108,500,000","363,900,000","283,700,000","308,800,000","182,400,000","123,600,000","177,200,000","134,900,000","1,202,076,000","161,971,000","133,134,000","111,508,000","177,941,000",,,,
		Receivables,"1,191,200,000","906,100,000","1,547,800,000","1,323,300,000","1,267,900,000","1,439,600,000","1,491,500,000","1,083,600,000","967,300,000","1,096,900,000","672,400,000","543,000,000","1,057,300,000","946,300,000","652,955,000","1,565,706,000","1,286,668,000","820,359,000","883,441,000","1,025,858,000","1,092,048,000","795,500,000","314,100,000"
			AccountsReceivable,"1,028,500,000","714,800,000","754,000,000","650,400,000","701,600,000","707,200,000","559,100,000","533,500,000","522,900,000","583,500,000","289,300,000","239,300,000","451,800,000","807,000,000","196,728,000","247,495,000","197,390,000","142,589,000","158,804,000",,,,
			OtherReceivables,"162,700,000","191,300,000","793,800,000","672,900,000","566,300,000","732,400,000","932,400,000","550,100,000","444,400,000","513,400,000","383,100,000","303,700,000","605,500,000","139,300,000","456,227,000","1,318,211,000","1,089,278,000","677,770,000","724,637,000",,,,
		Inventory,,,,,,,,,,,,,,,,,,,,,,,"18,200,000"
		PrepaidAssets,"144,000,000","11,511,900,000","12,568,900,000","8,341,100,000","6,172,700,000","1,830,000,000","1,517,400,000","1,203,900,000","51,200,000","64,000,000","57,600,000","55,600,000","65,900,000","51,100,000","57,524,000","85,580,000","31,511,000","37,824,000","40,884,000",,,,
		CurrentDeferredAssets,,,,,,,"7,400,000","38,400,000","28,700,000","30,400,000","57,700,000","86,100,000","32,500,000",,,"185,075,000","155,327,000","124,816,000","124,879,000",,,,
			CurrentDeferredTaxesAssets,,,,,,,"7,400,000","38,400,000","28,700,000","30,400,000","57,700,000","86,100,000","32,500,000",,,"185,075,000","155,327,000","124,816,000","124,879,000",,,,
		OtherCurrentAssets,"10,835,600,000","11,384,800,000","12,444,500,000","8,224,200,000","6,051,500,000","1,697,900,000","1,416,000,000","94,500,000","1,393,500,000","1,397,200,000","1,388,900,000","912,400,000","1,909,100,000","1,574,900,000","38,702,000","110,866,000","138,607,000","186,220,000","246,764,000","185,870,000","97,166,000","131,900,000","25,600,000"
	TotalNonCurrentAssets,"36,383,900,000","16,755,000,000","15,034,400,000","13,999,700,000","15,098,800,000","14,968,900,000","14,230,900,000","13,584,800,000","15,512,900,000","16,169,600,000","7,788,600,000","7,378,000,000","8,730,800,000","5,795,200,000","4,871,617,000","4,834,942,000","5,016,648,000","4,814,798,000","4,469,172,000","4,083,995,000","1,455,960,000","1,547,100,000","220,500,000"
		NetPPE,"583,500,000","468,700,000","490,700,000","464,700,000","426,900,000","402,600,000","350,800,000","349,600,000","312,800,000","272,400,000","220,700,000","205,300,000","180,000,000","165,800,000","180,044,000","284,520,000","304,244,000","317,562,000","304,885,000","304,035,000","174,540,000","147,300,000","77,300,000"
			GrossPPE,"1,502,700,000","1,273,500,000","1,219,600,000","1,105,800,000","1,030,000,000","979,600,000","900,200,000","873,100,000","837,700,000","835,400,000","739,100,000","671,300,000","787,400,000","571,000,000","582,760,000","844,229,000","788,919,000","770,485,000","556,586,000","498,593,000","292,586,000","213,500,000","143,500,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,
				LandAndImprovements,"110,300,000","83,600,000","87,500,000","68,200,000","58,900,000","62,300,000","65,800,000","70,800,000","65,700,000","72,100,000","72,500,000","65,000,000","84,100,000",,"88,768,000","105,310,000","98,016,000","88,950,000","80,947,000",,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,"85,700,000",,,,,,,,,
				MachineryFurnitureEquipment,"1,043,900,000","933,900,000","882,900,000","709,700,000","687,100,000","637,200,000","594,300,000","569,000,000","551,200,000","584,500,000","290,000,000","414,400,000","465,400,000",,"493,992,000","738,920,000","690,903,000","681,536,000","475,639,000",,,,
				OtherProperties,,,,,,,,,,,"234,200,000","191,900,000","237,900,000","485,300,000",,"-1,000",,"-1,000",,,,,
				ConstructionInProgress,"74,400,000","43,500,000","44,800,000","117,000,000","85,800,000","84,000,000","54,400,000","47,400,000","44,200,000","19,600,000",,,,,,,,,,,,,
				Leases,"274,100,000","212,500,000","204,400,000","210,900,000","198,200,000","196,100,000","185,700,000","185,900,000","176,600,000","159,200,000","142,400,000",,,,,,,,,,,,
