name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalRevenue,"2,431,093,000,000","2,516,810,000,000","2,353,588,000,000","2,015,890,000,000","1,616,903,000,000","1,725,428,000,000","2,282,962,000,000","2,258,124,000,000","2,195,296,000,000","2,003,843,000,000","1,465,415,000,000","1,019,275,000,000","1,071,146,000,000","835,094,830,360","687,653,727,500","552,396,943,500","388,634,308,050","303,783,270,550","244,368,921,600","238,888,832,640","241,680,904,200","175,942,312,320"
	OperatingRevenue,"2,431,093,000,000","2,516,810,000,000","2,353,588,000,000","2,015,890,000,000","1,616,903,000,000","1,725,428,000,000","2,282,962,000,000","2,258,124,000,000","2,195,296,000,000","2,003,843,000,000","1,465,415,000,000","1,019,275,000,000","1,071,146,000,000","835,094,830,360","687,653,727,500","552,396,943,500","388,634,308,050","303,783,270,550","244,368,921,600","238,888,832,640","241,680,904,200","175,942,312,320"
CostOfRevenue,"1,883,542,000,000","1,923,096,000,000","1,770,939,000,000","1,523,091,000,000","1,177,787,000,000","1,259,670,000,000","1,663,688,000,000","1,628,170,000,000","1,563,011,000,000","1,227,533,000,000","795,525,000,000","492,472,000,000","562,122,000,000","391,413,491,480","289,388,617,500","215,949,978,000","150,389,151,050","120,968,605,950","96,067,118,400","98,194,584,960","71,182,314,000","69,022,631,040"
GrossProfit,"547,551,000,000","593,714,000,000","582,649,000,000","492,799,000,000","439,116,000,000","465,758,000,000","619,274,000,000","629,954,000,000","632,285,000,000","776,310,000,000","669,890,000,000","526,803,000,000","509,024,000,000","443,681,338,880","398,265,110,000","336,446,965,500","238,245,157,000","182,814,664,600","148,301,803,200","140,694,247,680","170,498,590,200","106,919,681,280"
OperatingExpense,"464,201,000,000","477,477,000,000","467,330,000,000","430,530,000,000","383,607,000,000","392,456,000,000","454,847,000,000","446,002,000,000","462,003,000,000","595,455,000,000","482,113,000,000","383,359,000,000","349,724,000,000","243,814,350,080","200,668,662,500","144,216,930,500","91,655,676,800","83,236,798,250","73,857,029,760","67,996,149,120","78,275,743,200","57,234,645,120"
	SellingGeneralAndAdministration,"221,476,000,000","222,914,000,000","218,013,000,000","202,426,000,000","191,917,000,000","189,352,000,000","194,235,000,000","195,443,000,000","180,881,000,000","167,131,000,000","157,543,000,000","131,400,000,000","121,522,000,000","102,198,069,200","82,240,232,500","66,234,994,000","26,597,695,950","26,283,126,250","22,466,709,120","20,835,927,360","31,035,819,600","23,650,474,560"
		GeneralAndAdministrativeExpense,"221,476,000,000","222,914,000,000","218,013,000,000","202,426,000,000","191,917,000,000","189,352,000,000","194,235,000,000","195,443,000,000","180,881,000,000","167,131,000,000","157,543,000,000","131,400,000,000","121,522,000,000",,,,,,,,,
			SalariesAndWages,"153,245,000,000","154,318,000,000","144,027,000,000","125,384,000,000","117,662,000,000","118,082,000,000","120,822,000,000","116,422,000,000","106,189,000,000","97,162,000,000","83,304,000,000","65,977,000,000","62,065,000,000",,,,,,,,,
			OtherGandA,"68,231,000,000","68,596,000,000","73,986,000,000","77,042,000,000","74,255,000,000","71,270,000,000","73,413,000,000","79,021,000,000","74,692,000,000","69,969,000,000","74,239,000,000","65,423,000,000","59,457,000,000",,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,"138,073,000,000","113,209,000,000","92,259,000,000","94,603,000,000","66,629,634,680","61,272,755,000","51,323,239,500","46,407,308,900","40,529,822,400","36,779,509,440","33,368,940,480","33,714,457,200","23,311,073,280"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,"66,629,634,680","61,272,755,000","51,323,239,500","46,407,308,900","40,529,822,400","36,779,509,440","33,368,940,480","33,714,457,200","23,311,073,280"
	OtherTaxes,"217,807,000,000","228,436,000,000","217,267,000,000","198,022,000,000","189,608,000,000","205,884,000,000","237,997,000,000","248,086,000,000","254,921,000,000","266,343,000,000","184,209,000,000","135,465,000,000","124,115,000,000","73,715,562,280","56,555,267,500","23,623,061,000","18,683,784,550","15,877,491,700","14,610,811,200","13,915,452,480","13,211,305,200","10,273,097,280"
	OtherOperatingExpenses,"24,918,000,000","26,127,000,000","32,050,000,000","30,082,000,000","2,082,000,000","-2,780,000,000","22,615,000,000","2,473,000,000","26,201,000,000","23,908,000,000","27,152,000,000","24,235,000,000","9,484,000,000","1,271,083,920","600,407,500","3,035,636,000","-33,112,600","546,357,900",,"-124,171,200","314,161,200",
OperatingIncome,"83,350,000,000","116,237,000,000","115,319,000,000","62,269,000,000","55,509,000,000","73,302,000,000","164,427,000,000","183,952,000,000","170,282,000,000","180,855,000,000","187,777,000,000","143,444,000,000","159,300,000,000","199,866,988,800","197,596,447,500","192,230,035,000","146,589,480,200","99,577,866,350","74,444,773,440","72,698,098,560","92,222,847,000","49,685,036,160"
NetNonOperatingInterestIncomeExpense,"-21,402,000,000","-21,253,000,000","-12,905,000,000","-14,054,000,000","-15,731,000,000","-16,359,000,000","-16,317,000,000","-16,169,000,000","-11,864,000,000","-8,212,000,000","-4,338,000,000","-3,813,000,000","-689,000,000",,,,,,,,,
	InterestIncomeNonOperating,"3,622,000,000","3,631,000,000","3,769,000,000","2,901,000,000","2,491,000,000","2,019,000,000","1,596,000,000","2,222,000,000","2,063,000,000","2,674,000,000","1,983,000,000","1,459,000,000","2,274,000,000",,,,,,,,,
	InterestExpenseNonOperating,"25,024,000,000","24,884,000,000","16,674,000,000","16,955,000,000","18,222,000,000","18,378,000,000","17,913,000,000","18,391,000,000","13,927,000,000","10,886,000,000","6,321,000,000","5,272,000,000","2,963,000,000",,,,,,,,,
OtherIncomeExpense,"6,023,000,000","8,230,000,000","12,792,000,000","4,874,000,000","5,362,000,000","872,000,000","8,649,000,000","10,280,000,000","8,393,000,000","11,572,000,000","5,866,000,000","401,000,000","3,218,000,000","4,865,183,280","1,738,842,500","-548,998,000","1,779,802,250","-513,245,300","-4,288,045,440","-256,620,480","-11,698,371,000","-8,038,015,680"
