name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalRevenue,"7,184,607,000","7,294,055,000","7,658,588,000","5,288,504,000","4,293,592,000","7,100,753,000","10,337,962,000","10,596,781,000","10,834,030,000","9,972,478,000","7,711,598,000","8,149,320,000","12,131,836,000","10,042,008,000","7,727,745,000","6,736,197,000","4,136,063,000","3,179,652,000","3,219,384,000","3,174,299,000"
	OperatingRevenue,"7,184,607,000","7,294,055,000","7,658,588,000","5,288,504,000","4,293,592,000","7,100,753,000","10,337,962,000","10,596,781,000","10,834,030,000","9,972,478,000","7,711,598,000","8,149,320,000","12,131,836,000","10,042,008,000","7,727,745,000","6,736,197,000","4,136,063,000","3,179,652,000","3,219,384,000","3,174,299,000"
CostOfRevenue,"5,129,361,000","5,107,495,000","5,279,300,000","3,685,057,000","3,165,684,000","4,885,078,000","6,287,460,000","6,456,786,000","6,637,293,000","6,229,526,000","4,700,810,000","4,864,922,000","6,799,189,000","5,515,767,000","3,884,226,000","3,942,758,000","2,776,936,000","2,207,827,000","2,168,594,000","2,165,568,000"
GrossProfit,"2,055,246,000","2,186,560,000","2,379,288,000","1,603,447,000","1,127,908,000","2,215,675,000","4,050,502,000","4,139,995,000","4,196,737,000","3,742,952,000","3,010,788,000","3,284,398,000","5,332,647,000","4,526,241,000","3,843,519,000","2,793,439,000","1,359,127,000","971,825,000","1,050,790,000","1,008,731,000"
OperatingExpense,"1,374,103,000","1,359,258,000","1,512,384,000","1,273,066,000","1,191,760,000","1,626,301,000","1,949,675,000","1,958,620,000","1,842,891,000","1,719,133,000","1,424,883,000","1,470,791,000","2,304,783,000","1,569,016,000","1,051,033,000","844,993,000","545,609,000","683,635,000","578,913,000","567,099,000"
	SellingGeneralAndAdministration,"1,161,668,000","1,166,734,000","1,189,977,000","994,418,000","852,734,000","1,181,715,000","1,509,153,000","1,482,457,000","1,411,612,000","1,291,442,000","667,117,000","1,082,221,000","1,819,011,000","1,597,720,000","1,064,110,000","842,574,000","672,449,000","566,835,000","568,149,000","502,747,000"
		GeneralAndAdministrativeExpense,"723,647,000","725,292,000","698,422,000","654,659,000","609,333,000","830,058,000","911,015,000","882,218,000","861,001,000","746,214,000","246,700,000","713,770,000",,,,,,,,
			SalariesAndWages,"486,219,000","481,854,000","470,928,000","443,338,000","441,355,000","579,360,000","594,660,000","575,588,000","570,950,000","527,223,000","454,127,000","407,235,000",,,,,,,,
			InsuranceAndClaims,,,,,,,"490,000","148,000","49,495,000",,,,,,,,,,,
			OtherGandA,"237,428,000","243,438,000","227,494,000","211,321,000","167,978,000","250,698,000","316,845,000","306,778,000","339,546,000","218,991,000","207,427,000","306,535,000",,,,,,,,
		SellingAndMarketingExpense,"438,021,000","441,442,000","491,555,000","339,759,000","243,401,000","351,657,000","598,138,000","600,239,000","550,611,000","545,228,000","420,417,000","368,451,000",,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"98,422,000","76,055,000","223,640,000","206,529,000","258,203,000","257,082,000","231,373,000","233,284,000","227,097,000","235,183,000","213,252,000","238,417,000",,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"98,422,000","76,055,000","223,640,000","206,529,000","258,203,000","257,082,000","231,373,000","233,284,000","227,097,000","235,183,000","213,252,000","238,417,000",,,,,,,,
			Amortization,"62,641,000","41,967,000","206,672,000","188,550,000","241,238,000","238,539,000","211,176,000","214,152,000","212,074,000","222,783,000","200,746,000","223,893,000",,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"62,641,000","41,967,000","206,672,000","188,550,000","241,238,000","238,539,000","211,176,000","214,152,000","212,074,000","222,783,000","200,746,000","223,893,000",,,,,,,,
