name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
MarketCap,"16,311,309,644","19,267,396,312","17,471,816,299","14,345,808,104","5,547,509,318","5,018,475,000","6,160,000,000","5,515,125,000","3,717,785,501","2,998,293,469","3,447,962,005","2,088,840,426","600,278,697","2,598,511,019","1,846,140,145","1,651,979,919"
EnterpriseValue,"32,255,309,644","35,221,396,312","33,530,816,299","30,385,808,104","19,493,487,318","16,092,044,000","14,897,112,000","10,749,425,000","5,465,606,501","5,095,039,469","5,582,337,005","4,154,327,426","2,780,977,697","4,631,143,019","1,846,135,145","1,651,979,919"
PeRatio,"14.591","19.232","7.814","18.677",,,,,"78.741","94.842","32.785","11.425",,,,
ForwardPeRatio,"10.627","15.723","13.624","11.274","14.706","15.432",,,,"625",,,,,,
PegRatio,"1.299","2.489","1.645",,,"1.028",,,,,,,,,,
PsRatio,"2.507","2.822","3.398","3.427","15.781","32.699","52.549","22.86","17.064","10.248","8.635","5.012","40.019",,,
PbRatio,"22.224","32.547","23.359","29.579","25.468","11.095","8.815","5.608","4.808",,,,,,"12.17",
EnterprisesValueRevenueRatio,"4.739","5.151","5.218","7.06","17.717","59.594","55.442","40.081","20.677","17.954","13.981","9.967","185.399",,,
EnterprisesValueEBITDARatio,"11.911","13.615","13.793","21.057","57.111","-234.622","258.061","433.445","51.518","27.464","17.236","11.519","-304.032","-533.051","129.745","-351.037"
