name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
		DuefromRelatedPartiesNonCurrent,"21,000,000","24,000,000","20,000,000","4,000,000","25,000,000",,,,
		OtherNonCurrentAssets,"59,000,000","35,000,000","26,000,000","14,000,000","12,000,000","4,000,000","2,100,000","2,800,000","3,400,000"
TotalLiabilitiesNetMinorityInterest,"22,849,000,000","14,911,000,000","8,527,000,000","5,327,000,000","6,423,000,000","750,800,000","94,400,000","74,500,000","63,900,000"
	CurrentLiabilities,"2,132,000,000","1,186,000,000","1,304,000,000","704,000,000","612,000,000","100,600,000","83,400,000","63,300,000","51,100,000"
		PayablesAndAccruedExpenses,"1,870,000,000","1,052,000,000","1,218,000,000","644,000,000","568,000,000","67,600,000","47,300,000","59,600,000","42,300,000"
			Payables,"1,190,000,000","365,000,000","705,000,000","231,000,000","162,000,000","67,600,000","47,300,000","59,600,000","42,300,000"
				AccountsPayable,"242,000,000","162,000,000","151,000,000","123,000,000","89,000,000","42,200,000","30,500,000","39,000,000","34,700,000"
				TotalTaxPayable,,,"38,000,000","33,000,000","26,000,000","5,200,000","4,000,000","3,000,000","5,700,000"
				DuetoRelatedPartiesCurrent,"948,000,000","203,000,000","516,000,000","75,000,000","47,000,000","20,200,000","12,800,000","17,600,000","1,900,000"
			CurrentAccruedExpenses,"680,000,000","687,000,000","513,000,000","413,000,000","406,000,000",,,,
				InterestPayable,"210,000,000","143,000,000","88,000,000","53,000,000","54,000,000",,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,"6,400,000"
		CurrentDebtAndCapitalLeaseObligation,"67,000,000",,,,,"800,000","700,000","700,000","700,000"
			CurrentDebt,,,,,,"800,000","700,000","700,000","700,000"
			CurrentCapitalLeaseObligation,"67,000,000",,,,,,,,
		CurrentDeferredLiabilities,"59,000,000","51,000,000","48,000,000","36,000,000","32,000,000","30,500,000","34,000,000",,
			CurrentDeferredRevenue,"59,000,000","51,000,000","48,000,000","36,000,000","32,000,000","30,500,000","34,000,000",,
		OtherCurrentLiabilities,"136,000,000","83,000,000","38,000,000","24,000,000","12,000,000","1,700,000","1,400,000","3,000,000","1,700,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"20,717,000,000","13,725,000,000","7,223,000,000","4,623,000,000","5,811,000,000","650,200,000","11,000,000","11,200,000","12,800,000"
		LongTermDebtAndCapitalLeaseObligation,"20,236,000,000","13,392,000,000","6,945,000,000","4,422,000,000","5,255,000,000","644,000,000","9,800,000","10,600,000","11,200,000"
			LongTermDebt,"19,704,000,000","13,392,000,000","6,945,000,000","4,422,000,000","5,255,000,000","644,000,000","9,800,000","10,600,000","11,200,000"
			LongTermCapitalLeaseObligation,"532,000,000",,,,,,,,
		NonCurrentDeferredLiabilities,"481,000,000","333,000,000","278,000,000","201,000,000","556,000,000","6,200,000","1,200,000","600,000","1,600,000"
			NonCurrentDeferredTaxesLiabilities,"12,000,000","13,000,000","5,000,000","5,000,000","377,000,000",,,,
			NonCurrentDeferredRevenue,"277,000,000","123,000,000","85,000,000","27,000,000","13,000,000","4,000,000",,,
TotalEquityGrossMinorityInterest,"17,581,000,000","7,868,000,000","10,973,000,000","11,319,000,000","9,254,000,000","463,700,000","1,114,100,000","1,226,800,000","1,239,200,000"
	TotalPartnershipCapital,"17,332,000,000","7,712,000,000","10,827,000,000","11,301,000,000","9,241,000,000","458,200,000","646,200,000","691,100,000",
		LimitedPartnershipCapital,"17,347,000,000","7,728,000,000","11,478,000,000","10,288,000,000","8,422,000,000","1,117,600,000","678,700,000","677,400,000",
		GeneralPartnershipCapital,"0","0","-637,000,000","1,013,000,000","819,000,000","-659,400,000","-32,500,000","13,700,000",
	StockholdersEquity,"0","0","0","0","0","0","0","0","1,239,200,000"
		GainsLossesNotAffectingRetainedEarnings,"-15,000,000","-16,000,000","-14,000,000",,,,,,
	MinorityInterest,"249,000,000","156,000,000","146,000,000","18,000,000","13,000,000","5,500,000","467,900,000","535,700,000",
TotalCapitalization,"37,036,000,000","21,104,000,000","17,772,000,000","15,723,000,000","14,496,000,000","1,102,200,000","656,000,000","701,700,000","1,250,400,000"
CommonStockEquity,"17,332,000,000","7,712,000,000","10,827,000,000","11,301,000,000","9,241,000,000","458,200,000","646,200,000","691,100,000","1,239,200,000"
CapitalLeaseObligations,"599,000,000",,,,,,,,
NetTangibleAssets,"-10,806,000,000","-3,010,000,000","-2,698,000,000","-2,691,000,000","-3,025,000,000","-104,700,000","-104,700,000","-104,700,000","1,105,000,000"
WorkingCapital,"-648,000,000","-289,000,000","-745,000,000","36,000,000","-138,000,000","-3,400,000","51,700,000","220,500,000","247,600,000"
InvestedCapital,"37,036,000,000","21,104,000,000","17,772,000,000","15,723,000,000","14,496,000,000","1,103,000,000","656,700,000","702,400,000","1,251,100,000"
TangibleBookValue,"6,526,000,000","4,702,000,000","8,129,000,000","8,610,000,000","6,216,000,000","353,500,000","541,500,000","586,400,000","1,105,000,000"
TotalDebt,"20,303,000,000","13,392,000,000","6,945,000,000","4,422,000,000","5,255,000,000","644,800,000","10,500,000","11,300,000","11,900,000"
NetDebt,"19,689,000,000","13,324,000,000","6,940,000,000","4,188,000,000","5,212,000,000","617,500,000",,,"11,800,000"
ShareIssued,"1,058,000,000","794,000,000","407,000,000","361,000,000","305,000,000","43,400,000","37,000,000","37,000,000","36,951,515"
OrdinarySharesNumber,"1,058,000,000","794,000,000","407,000,000","361,000,000","305,000,000","43,400,000","37,000,000","37,000,000","36,951,515"
