name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalRevenue,"4,631,947,000","4,631,947,000","4,709,586,000","3,120,828,000","1,980,273,000","2,680,167,000","4,801,618,000","3,455,150,000","2,572,520,000","1,649,789,000","839,065,000","626,211,000","960,490,000","582,215,000","483,652,000","375,764,000","418,910,000","392,068,000","300,291,000","410,762,000","435,726,000","335,461,000","316,768,000","110,025,000"
	OperatingRevenue,"4,631,947,000","4,631,947,000","4,709,586,000","3,120,828,000","1,980,273,000","2,680,167,000","4,801,618,000","3,455,150,000","2,572,520,000","1,679,838,000","969,827,000","627,731,000","960,490,000","582,215,000","483,652,000","375,764,000","418,910,000","392,068,000","300,291,000","410,762,000","435,726,000","335,461,000","316,768,000","110,025,000"
CostOfRevenue,"2,720,911,000","2,720,911,000","2,462,976,000","2,015,995,000","2,009,419,000","2,115,290,000","1,733,012,000","1,282,210,000","924,507,000","337,701,000","200,690,000","162,242,000","218,593,000","130,923,000","113,165,000","81,993,000",,"301,727,000","28,383,000","28,406,000","20,301,000","14,796,000","19,028,000","16,825,000"
GrossProfit,"1,911,036,000","1,911,036,000","2,246,610,000","1,104,833,000","-29,146,000","564,877,000","3,068,606,000","2,172,940,000","1,648,013,000","1,312,088,000","638,375,000","463,969,000","741,897,000","451,292,000","370,487,000","293,771,000",,"90,341,000","271,908,000","382,356,000","415,425,000","320,665,000","297,740,000","93,200,000"
OperatingExpense,"567,957,000","567,957,000","544,351,000","412,377,000","328,940,000","409,896,000","584,482,000","506,753,000","368,979,000","442,878,000","263,103,000","247,987,000","212,574,000","143,325,000","107,963,000","84,972,000",,"70,766,000","274,700,000","359,728,000","367,114,000","298,739,000","307,470,000","79,442,000"
	SellingGeneralAndAdministration,"195,302,000","195,302,000","183,569,000","191,706,000","169,580,000","189,846,000","184,655,000","144,379,000","121,735,000","72,817,000","49,090,000","41,094,000","35,719,000","32,802,000","31,074,000","31,266,000",,"11,178,000","10,713,000","257,078,000","289,167,000","244,762,000","238,799,000","8,990,000"
		GeneralAndAdministrativeExpense,"195,302,000","195,302,000","183,569,000","191,706,000","169,580,000","189,846,000","184,655,000","144,379,000","121,735,000",,,,,,,,,,,"12,075,000","10,358,000","8,627,000","10,002,000","8,990,000"
			OtherGandA,"195,302,000","195,302,000","183,569,000","191,706,000","169,580,000","189,846,000","184,655,000","144,379,000","121,735,000",,,,,,,,,,,"12,075,000","10,358,000","8,627,000","10,002,000","8,990,000"
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,"245,003,000","278,809,000","236,135,000","228,797,000","0"
	ResearchAndDevelopment,,,,,,,,,,,,,,,,,,"17,221,000","10,229,000","19,927,000","13,321,000","7,750,000","7,106,000","6,806,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,"390,899,000","243,601,000","207,602,000","148,902,000","93,632,000","65,428,000","49,802,000",,"42,367,000","31,380,000","33,569,000","21,945,000","20,385,000","38,716,000","33,354,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,"148,902,000","93,632,000","65,428,000","49,802,000",,,,,,,,
	OtherTaxes,"357,988,000","357,988,000","353,140,000","208,278,000","142,388,000","200,637,000","349,760,000","327,427,000","223,737,000",,,,,,,,,,,,,,,
	OtherOperatingExpenses,"14,667,000","14,667,000","7,642,000","12,393,000","16,972,000","19,413,000","50,067,000","34,947,000","23,507,000","-20,838,000","-29,588,000","-709,000","27,953,000","16,891,000","11,461,000","3,904,000",,,"222,378,000","49,154,000","42,681,000","25,842,000","22,849,000","30,292,000"
OperatingIncome,"1,343,079,000","1,343,079,000","1,702,259,000","692,456,000","-358,086,000","154,981,000","2,484,124,000","1,666,187,000","1,279,034,000","869,210,000","375,272,000","215,982,000","529,323,000","307,967,000","262,524,000","208,799,000","418,910,000","19,575,000","-2,792,000","22,628,000","48,311,000","21,926,000","-9,730,000","13,758,000"
NetNonOperatingInterestIncomeExpense,"-269,379,000","-269,379,000","-293,032,000","-294,495,000","-320,562,000","-313,079,000","-283,928,000","-235,275,000","-140,708,000","-76,722,000","-53,147,000","-23,232,000",,,,,,,,,,,,
	InterestExpenseNonOperating,"269,379,000","269,379,000","293,032,000","294,495,000","320,562,000","313,079,000","283,928,000","235,275,000","140,708,000","76,722,000","53,147,000","23,232,000",,,,,,,,,,,,
