name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
DilutedAverageShares,,"30,000,016","30,000,066","29,999,969","30,000,099","30,000,000","30,000,053","29,985,287","29,999,827","29,987,872","30,003,365","30,000,376","30,000,000","30,020,747","30,000,000","32,371,539","30,049,109","30,020,761","30,176,027","20,000,000","30,000,000"
TotalOperatingIncomeAsReported,"8,528,596,000","8,481,295,000","7,778,969,000","1,476,833,000","4,932,599,000","4,072,897,000","3,160,933,000","2,871,109,000","2,529,919,000","2,094,495,000","1,724,326,000","1,337,330,000","1,383,697,000","1,166,170,000","829,668,000","799,389,000","837,610,000","501,834,000","355,171,000","377,244,000","386,647,247.2"
TotalExpenses,"8,348,688,000","8,340,343,000","7,631,272,000","11,112,985,000","4,820,892,000","4,921,700,000","2,718,230,000","2,574,977,000","2,589,972,000","2,478,811,000","2,511,146,000","1,793,854,000","1,785,010,000","1,617,330,768.3","1,409,293,000","1,255,430,185.75","1,120,642,270","930,041,185.75","874,809,040","780,307,826.5","771,680,261.36"
InterestIncome,"313,637,000","343,612,000","280,623,000","245,787,000","184,569,000","155,718,000","121,369,000","136,043,000","92,075,000","66,727,000","54,444,000","43,841,000","137,454,000","106,482,000",,,,,,,
InterestExpense,"1,070,559,000","1,084,293,000","1,230,651,000","618,831,000","126,186,000","97,017,000","81,814,000","76,291,000","22,363,000","39,420,000","39,874,000","20,156,000",,,,,,,,,
NetInterestIncome,"-756,922,000","-740,681,000","-950,028,000","-373,044,000","58,383,000","58,701,000","39,555,000","59,752,000","69,712,000","27,307,000","14,570,000","43,841,000","137,454,000","106,482,000","99,579,000",,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"5,881,744,000","5,465,822,000","4,987,601,000","5,834,484,000","3,629,262,000","2,913,735,000","2,283,723,000","2,296,873,000","2,075,328,000","1,592,356,000","1,275,143,000","797,410,000","1,049,469,000","522,361,000","543,769,000","572,153,000","606,992,000","294,125,651","220,285,000","252,750,000","209,437,128.41"
NormalizedIncome,"5,528,070,935.409","5,521,824,670","4,924,415,240","47,963,130","3,704,139,292","3,035,173,080","2,398,231,212","2,331,241,796","2,087,320,002","1,574,822,037.913","1,266,949,955.534","814,463,200","1,031,110,147.244","604,519,338.939","598,066,608.051","633,934,476.906","677,946,426.96","332,423,539.55","238,543,890.767","283,894,592.727","240,170,972.468"
EBIT,"9,318,125,000","8,746,030,000","8,147,350,000","9,005,375,000","5,157,564,000","4,110,874,000","3,164,218,000","2,822,589,000","2,607,060,000","2,184,846,000","1,790,015,000","1,337,330,000","1,383,697,000","1,168,560,231.7","829,668,000","808,377,814.25","855,333,730","536,590,814.25","365,791,960","383,946,173.5","386,647,247.2"
EBITDA,"11,188,342,000"
ReconciledCostOfRevenue,"8,351,976,000","8,294,879,000","7,530,645,000","10,908,567,000","4,616,049,000","4,724,710,000","2,547,999,000","2,396,417,000","2,408,328,000","1,619,285,000","1,689,966,000","788,562,000","810,101,000","743,642,000","620,036,000","536,375,000","467,345,000","369,732,000","343,922,000","288,192,000","269,922,824.76"
ReconciledDepreciation,"1,870,217,000","1,836,897,000","1,760,741,000","1,166,114,000","529,660,000","468,996,000","454,265,000","418,273,000","401,545,000","382,740,000","379,210,000","629,507,000","601,513,000","540,821,000","487,788,000","434,080,000","399,547,000","354,625,000","335,100,000","302,938,000","290,302,516.89"
NetIncomeFromContinuingOperationNetMinorityInterest,"5,881,744,000","5,465,822,000","4,987,601,000","5,834,484,000","3,629,262,000","2,913,735,000","2,283,723,000","2,296,873,000","2,075,328,000","1,592,356,000","1,275,143,000","797,410,000","1,049,469,000","522,361,000","543,769,000","572,153,000","606,992,000","294,125,651","220,285,000","252,750,000","209,437,128.41"
TotalUnusualItemsExcludingGoodwill,"475,892,000","-78,877,000","87,758,000","7,170,410,000","-103,852,000","-168,664,000","-154,532,000","-41,111,000","-14,934,000","23,624,000","11,245,000","-23,685,000","27,084,000","-93,728,231.7","-84,365,000","-88,774,814.25","-91,875,730","-63,829,814.25","-30,243,960","-49,475,173.5","-51,223,073.43"
TotalUnusualItems,"475,892,000","-78,877,000","87,758,000","7,170,410,000","-103,852,000","-168,664,000","-154,532,000","-41,111,000","-14,934,000","23,624,000","11,245,000","-23,685,000","27,084,000","-93,728,231.7","-84,365,000","-88,774,814.25","-91,875,730","-63,829,814.25","-30,243,960","-49,475,173.5","-51,223,073.43"
NormalizedEBITDA,"10,712,450,000","10,661,804,000","9,820,333,000","3,001,079,000","5,791,076,000","4,748,534,000","3,773,015,000","3,281,973,000","3,023,539,000","2,543,962,000","2,157,980,000","1,990,522,000","1,958,126,000","1,803,109,463.4","1,401,821,000","1,331,232,628.5","1,346,756,460","955,045,628.5","731,135,920","736,359,347","728,172,837.52"
TaxRateForCalcs,"0.257","0.29","0.28","0.193","0.279","0.28","0.259","0.164","0.197","0.258","0.271","0.28","0.322","0.123","0.356","0.304","0.228","0.4","0.396","0.371","0.4"
TaxEffectOfUnusualItems,"122,218,935.409","-22,874,330","24,572,240","1,383,889,130","-28,974,708","-47,225,920","-40,023,788","-6,742,204","-2,941,998","6,090,037.913","3,051,955.534","-6,631,800","8,725,147.244","-11,569,892.761","-30,067,391.949","-26,993,337.344","-20,921,303.04","-25,531,925.7","-11,985,069.233","-18,330,580.773","-20,489,229.372"
