name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
MarketCap,"7,695,992,676","9,241,293,571","6,240,985,329","9,366,333,843","8,519,341,951","5,684,453,345","6,048,698,454","19,847,233,582","16,106,903,799","14,598,649,576","20,002,530,748","18,743,147,643","10,058,641,740","43,084,217,679","19,961,215,550","13,915,479,564","13,755,100,582","8,211,108,354","3,683,098,602","3,554,100,525","2,168,361,720"
EnterpriseValue,"12,862,501,813","15,892,724,914","10,924,196,456","12,904,527,500","12,300,116,595","9,272,648,172","8,996,611,809","24,940,604,445","22,891,170,575","20,094,619,560","25,901,855,712","24,370,896,203","13,045,804,638","45,835,610,679","22,688,979,202","15,654,834,660","15,344,738,524","9,536,066,579","4,072,922,614","3,569,215,525","1,943,743,487"
PeRatio,"11.224","9.039","7.766","10.054","12.379","10.199","5.675","17.63","18.284","12.395","14.493","18.66","5.336","19.389","15.711","13.831","13.851","15.862","13.264","15.92","24.153"
ForwardPeRatio,,,,"12.092","9.001","6.68","11.614","8.673","9.381","8.688","8.842","3.658",,,,,,,,,
PegRatio,,,,"1.023","0.907","0.553","4.504","0.211","0.297","0.768","1.23","0.366",,,,,,,,,
PsRatio,"1.187","1.117","0.988","1.322","1.246","1.062","0.972","1.806","1.491","1.228","1.771","1.876","1.001","4.87","3.246","3.064","3.536","3.225","2.705","3.979","5.729"
PbRatio,"16.972","12.801","7.453","4.627","4.193","2.906","2.557","5.46","5.088","4.524","6.401","5.55","2.481","7.916","5.249","4.601","5.451","4.763","2.829","3.485","2.865"
EnterprisesValueRevenueRatio,"0.027","0.033","0.023","0.029","0.028","0.022","0.022","0.063","0.061","0.051","0.075","0.082","0.043","0.226","0.135","0.109","0.143","0.127","0.094","0.131","0.127"
EnterprisesValueEBITDARatio,"0.059","0.073","0.048","0.072","0.07","0.055","0.056","0.134","0.169","0.123","0.175","0.207","0.095","0.442","0.267","0.215","0.259","0.242","0.189","0.245","0.3"
