name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
TotalRevenue,"1,782,200,000","488,100,000","462,500,000","459,900,000","371,700,000","452,400,000","414,200,000","401,700,000","337,900,000","401,300,000","392,400,000","396,200,000","330,600,000","397,400,000","382,800,000","385,300,000","348,400,000","398,500,000","386,700,000","384,700,000","343,900,000","395,000,000","336,500,000","334,400,000","287,900,000","343,900,000","338,200,000","332,700,000","279,200,000","335,800,000","331,500,000","331,400,000","285,900,000"
	OperatingRevenue,"1,782,200,000","488,100,000","462,500,000","459,900,000","371,700,000","452,400,000","414,200,000","401,700,000","337,900,000","401,300,000","392,400,000","396,200,000","330,600,000","397,400,000","382,800,000","385,300,000","348,400,000","398,500,000","386,700,000","384,700,000","343,900,000","395,000,000","336,500,000","334,400,000","287,900,000","343,900,000","338,200,000","332,700,000","279,200,000","335,800,000","331,500,000","331,400,000","285,900,000"
CostOfRevenue,"958,600,000","255,900,000","245,500,000","240,300,000","216,900,000","235,500,000","215,300,000","212,000,000","197,100,000","217,400,000","212,600,000","213,300,000","191,900,000","215,200,000","201,500,000","201,600,000","199,800,000","218,600,000","209,300,000","206,400,000","198,800,000","214,200,000","177,200,000","171,600,000","163,500,000","182,400,000","170,900,000","171,400,000","162,200,000","191,200,000","171,200,000","174,800,000","162,900,000"
GrossProfit,"823,600,000","232,200,000","217,000,000","219,600,000","154,800,000","216,900,000","198,900,000","189,700,000","140,800,000","183,900,000","179,800,000","182,900,000","138,700,000","182,200,000","181,300,000","183,700,000","148,600,000","179,900,000","177,400,000","178,300,000","145,100,000","180,800,000","159,300,000","162,800,000","124,400,000","161,500,000","167,300,000","161,300,000","117,000,000","144,600,000","160,300,000","156,600,000","123,000,000"
OperatingExpense,"518,000,000","135,000,000","133,400,000","130,500,000","119,100,000","126,200,000","121,200,000","116,400,000","108,200,000","114,100,000","112,000,000","114,900,000","110,500,000","122,100,000","120,100,000","124,100,000","122,700,000","123,700,000","124,700,000","120,800,000","118,200,000","118,800,000","104,600,000","104,500,000","98,600,000","102,300,000","102,800,000","98,400,000","92,100,000","98,100,000","94,400,000","94,100,000","92,000,000"
	SellingGeneralAndAdministration,"323,500,000","86,400,000","82,300,000","81,500,000","73,300,000","77,900,000","74,400,000","70,100,000","64,600,000","67,200,000","64,200,000","66,400,000","63,900,000","69,200,000","65,100,000","65,200,000","65,300,000","65,800,000","67,200,000","63,600,000","61,700,000","63,200,000","55,100,000","55,400,000","50,600,000","53,000,000","53,800,000","49,800,000","43,200,000","49,200,000","44,700,000","44,500,000","43,400,000"
	DepreciationAmortizationDepletionIncomeStatement,"194,500,000","48,600,000","51,100,000","49,000,000","45,800,000","48,300,000","46,800,000","46,300,000","43,600,000","46,900,000","47,800,000","48,500,000","46,600,000","52,900,000","55,000,000","58,900,000","57,400,000","57,900,000","57,500,000","57,200,000","56,500,000","55,600,000","49,500,000","49,100,000","48,000,000","49,300,000","49,000,000","48,600,000","48,900,000","48,900,000","49,700,000","49,600,000","48,600,000"
		DepreciationAndAmortizationInIncomeStatement,"194,500,000","48,600,000","51,100,000","49,000,000","45,800,000","48,300,000","46,800,000","46,300,000","43,600,000","46,900,000","47,800,000","48,500,000","46,600,000","52,900,000","55,000,000","58,900,000","57,400,000","57,900,000","57,500,000","57,200,000","56,500,000","55,600,000","49,500,000","49,100,000","48,000,000","49,300,000","49,000,000","48,600,000","48,900,000","48,900,000","49,700,000","49,600,000","48,600,000"
			DepreciationIncomeStatement,"87,300,000","22,400,000","22,400,000","21,400,000","21,100,000","22,500,000","21,000,000","21,300,000","21,100,000","21,400,000","22,300,000","23,100,000","22,900,000","24,600,000","26,700,000","28,500,000","29,100,000","28,600,000","28,400,000","28,000,000","28,700,000","27,900,000","26,700,000","26,500,000","26,100,000","26,200,000","26,400,000","25,900,000","26,000,000","25,900,000","26,700,000","26,800,000","26,500,000"
			Amortization,"107,200,000","26,200,000","28,700,000","27,600,000","24,700,000","25,800,000","25,800,000","25,000,000","22,500,000","25,500,000","25,500,000","25,400,000","23,700,000","28,300,000","28,300,000","30,400,000","28,300,000","29,300,000","29,100,000","29,200,000","27,800,000","27,700,000","22,800,000","22,600,000","21,900,000","23,100,000","22,600,000","22,700,000","22,900,000","23,000,000","23,000,000","22,800,000","22,100,000"
