name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
			OtherGandA,"146,013,000,000","39,601,000,000","33,390,000,000","36,290,000,000","36,733,000,000","46,028,000,000","32,400,000,000","34,897,000,000","34,422,000,000","40,395,000,000","34,321,000,000","31,369,000,000","29,205,000,000","36,308,000,000","32,993,000,000","33,020,000,000","37,003,000,000","42,797,000,000","32,183,000,000","48,174,000,000","46,359,000,000","45,878,000,000","45,601,000,000","41,045,000,000","50,605,000,000","55,534,000,000","49,816,000,000","48,244,000,000","49,857,000,000","-817,184,000,000","378,702,000,000","496,722,000,000","125,411,000,000","469,179,000,000","635,616,000,000","578,181,000,000","558,891,000,000","2,076,598,000,000","71,407,000,000","55,150,000,000","47,767,000,000","801,865,000,000","55,665,000,000","48,960,000,000","40,024,000,000",,"57,107,000,000","63,967,000,000","70,532,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"450,892,000,000","118,164,000,000","109,300,000,000","114,262,000,000","109,166,000,000","-774,226,000,000","432,269,000,000","420,907,000,000","397,169,000,000","466,080,000,000","407,787,000,000","418,372,000,000","384,762,000,000","459,510,000,000","393,821,000,000","384,216,000,000","402,279,000,000","457,813,000,000","425,446,000,000","475,839,000,000","460,557,000,000","520,211,000,000","450,528,000,000","459,056,000,000","434,808,000,000","473,203,000,000","413,292,000,000","427,960,000,000","423,329,000,000","438,087,000,000","416,758,000,000","431,309,000,000","434,431,000,000","439,526,000,000","415,963,000,000","384,262,000,000","45,822,000,000","-510,615,000,000","218,469,000,000","207,725,000,000","192,952,000,000","-333,315,000,000","177,583,000,000","171,780,000,000","169,071,000,000",,"218,410,000,000","216,235,000,000","193,755,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"110,315,000,000","26,794,000,000","26,839,000,000","26,299,000,000","30,383,000,000","24,222,000,000","32,359,000,000","27,294,000,000","24,477,000,000","43,799,000,000","31,618,000,000","24,819,000,000","25,559,000,000","42,950,000,000","26,869,000,000","30,000,000,000","20,789,000,000","46,972,000,000","32,906,000,000","30,808,000,000","24,822,000,000","66,990,000,000","36,500,000,000","36,456,000,000","35,249,000,000","48,152,000,000","41,948,000,000","42,159,000,000","60,546,000,000","55,708,000,000","44,772,000,000",,"42,825,000,000","66,750,000,000",,,"57,384,000,000","79,551,000,000","18,715,000,000","20,531,000,000","22,990,000,000","43,929,000,000","30,405,000,000","2,759,000,000","7,289,000,000","57,453,000,000","12,459,000,000","18,328,000,000","6,330,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,070,601,860.97",,,,,
	DepreciationAmortizationDepletionIncomeStatement,"243,508,000,000","59,215,000,000","61,871,000,000","59,736,000,000","62,686,000,000","55,544,000,000","51,109,000,000","55,209,000,000","51,830,000,000","63,845,000,000","60,176,000,000","59,260,000,000","60,294,000,000","62,176,000,000","61,628,000,000","55,963,000,000","63,244,000,000","67,459,000,000","66,872,000,000","53,704,000,000","85,960,000,000","71,485,000,000","50,409,000,000","82,590,000,000","68,736,000,000","67,289,000,000","54,232,000,000","52,305,000,000","54,670,000,000","56,331,000,000","78,250,000,000","0","44,899,000,000","49,798,000,000","0","0","41,694,000,000","207,673,000,000","7,920,000,000","7,493,000,000","7,613,000,000","100,524,000,000","7,762,000,000","7,756,000,000","7,483,000,000","83,632,000,000","7,578,000,000","8,110,000,000","6,951,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"366,224,537,857.38",,,,"227,027,026,716",
		DepreciationAndAmortizationInIncomeStatement,"243,508,000,000","59,215,000,000","61,871,000,000","59,736,000,000","62,686,000,000","55,544,000,000","51,109,000,000","55,209,000,000","51,830,000,000","63,845,000,000","60,176,000,000","59,260,000,000","60,294,000,000","62,176,000,000","61,628,000,000","55,963,000,000","63,244,000,000","67,459,000,000","66,872,000,000","53,704,000,000","85,960,000,000","71,485,000,000","50,409,000,000","82,590,000,000","68,736,000,000","67,289,000,000","54,232,000,000","52,305,000,000","54,670,000,000","56,331,000,000","78,250,000,000","0","44,899,000,000","49,798,000,000","0","0","41,694,000,000","207,673,000,000","7,920,000,000","7,493,000,000","7,613,000,000","100,524,000,000","7,762,000,000","7,756,000,000","7,483,000,000","83,632,000,000","7,578,000,000","8,110,000,000","6,951,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"366,224,537,857.38",,,,"227,027,026,716",
			DepreciationIncomeStatement,"131,337,000,000","31,956,000,000","33,761,000,000","31,294,000,000","34,326,000,000","26,762,000,000","22,909,000,000","27,423,000,000","24,180,000,000","26,965,000,000","23,277,000,000","22,997,000,000","24,022,000,000","25,378,000,000","26,058,000,000","25,339,000,000","26,667,000,000","23,200,000,000","25,316,000,000","22,835,000,000","34,119,000,000",,"50,409,000,000",,"68,736,000,000","67,289,000,000","54,232,000,000","52,305,000,000","54,670,000,000","56,331,000,000","78,250,000,000",,"44,899,000,000","49,798,000,000",,,"41,694,000,000",,"4,121,000,000","3,702,000,000","3,655,000,000",,"3,668,000,000","3,750,000,000","3,759,000,000",,"3,876,000,000","3,901,000,000","3,976,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,"112,171,000,000","27,259,000,000","28,110,000,000","28,442,000,000","28,360,000,000","28,782,000,000","28,200,000,000","27,786,000,000","27,650,000,000","36,880,000,000","36,899,000,000","36,263,000,000","36,272,000,000","36,798,000,000","35,570,000,000","30,624,000,000","36,577,000,000","44,259,000,000","41,556,000,000","30,869,000,000","51,841,000,000",,,,,,,,,,,,,,,,,,"3,799,000,000","3,791,000,000","3,958,000,000",,"4,094,000,000","4,006,000,000","3,724,000,000",,"3,702,000,000","4,209,000,000","2,975,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"112,171,000,000","27,259,000,000","28,110,000,000","28,442,000,000","28,360,000,000","28,782,000,000","28,200,000,000","27,786,000,000","27,650,000,000","36,880,000,000","36,899,000,000","36,263,000,000","36,272,000,000","36,798,000,000","35,570,000,000","30,624,000,000","36,577,000,000","44,259,000,000","41,556,000,000","30,869,000,000","51,841,000,000",,,,,,,,,,,,,,,,,,"3,799,000,000","3,791,000,000","3,958,000,000",,"4,094,000,000","4,006,000,000","3,724,000,000",,"3,702,000,000","4,209,000,000","2,975,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,,,,"-85,269,000,000","40,372,000,000","27,850,000,000","6,594,000,000",,,"13,747,000,000","5,762,000,000","7,779,000,000","25,546,000,000","42,713,000,000","14,081,000,000","46,892,000,000","2,745,000,000",,,,,,,,"11,267,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherTaxes,"78,932,000,000","31,502,000,000","15,574,000,000","18,971,000,000","12,885,000,000","19,708,000,000","13,268,000,000","23,933,000,000","15,064,000,000","17,753,000,000","11,508,000,000","23,242,000,000","20,323,000,000","18,221,000,000","20,188,000,000","23,279,000,000","17,207,000,000","21,631,000,000","10,250,000,000","22,638,000,000","19,796,000,000","15,279,000,000","11,909,000,000","15,209,000,000","13,250,000,000","12,397,000,000","14,340,000,000","14,101,000,000","14,339,000,000","17,190,000,000","15,181,000,000",,"14,820,000,000",,,,"12,005,000,000",,"952,000,000","1,031,000,000","1,156,000,000",,,"873,000,000","1,093,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"219,223,000,000","96,066,000,000","21,016,000,000","45,274,000,000","63,038,000,000","114,486,000,000","36,856,000,000","129,671,000,000","58,224,000,000","91,002,000,000","53,383,000,000","50,758,000,000","61,268,000,000","104,326,000,000","58,517,000,000","49,035,000,000","70,247,000,000","87,414,000,000","36,701,000,000","80,196,000,000","92,077,000,000","50,925,000,000","81,768,000,000","165,884,000,000","56,287,000,000","153,966,000,000","44,194,000,000","62,433,000,000","60,867,000,000",,,"213,515,000,000","-50,315,000,000",,"-60,607,000,000","-37,980,000,000","-53,302,000,000",,"3,000,000,000","4,851,000,000","22,118,000,000","17,511,000,000","29,370,000,000","4,228,000,000","7,725,000,000","-225,743,000,000","7,476,000,000","8,287,000,000","-33,591,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"120,622,567.98",,,,,,,,,,,,,
OperatingIncome,"3,927,453,000,000","608,040,000,000","1,057,152,000,000","1,045,335,000,000","1,210,755,000,000","1,308,219,000,000","1,525,400,000,000","1,201,349,000,000","1,500,975,000,000","1,148,252,000,000","1,130,901,000,000","1,012,491,000,000","1,388,023,000,000","538,554,000,000","1,064,918,000,000","712,008,000,000","632,351,000,000","495,450,000,000","654,866,000,000","688,076,000,000","723,195,000,000","751,214,000,000","887,382,000,000","728,109,000,000","731,661,000,000","678,226,000,000","634,296,000,000","902,761,000,000","717,241,000,000","-762,780,000,000","1,496,119,000,000","1,064,866,000,000","801,651,000,000","1,060,155,000,000","1,287,721,000,000","1,746,451,000,000","1,355,871,000,000","1,344,593,000,000","1,107,761,000,000","1,835,942,000,000","1,447,116,000,000","2,306,943,000,000","1,017,753,000,000","166,755,000,000","373,023,000,000","2,031,475,000,000","1,983,329,000,000","1,884,821,000,000","1,273,651,000,000","-18,143,266,330,473.08","7,692,487,032,495.96","7,625,106,524,771.01","7,569,059,696,001.09","-14,404,485,759,515.97","6,930,767,066,640","978,157,648,600","5,926,070,063,800","-13,783,882,241,347.95","6,581,419,648,700","1,753,000,000,000","6,438,000,000,000","-12,221,999,982,640","5,786,666,660,880","5,779,999,994,220","5,819,999,994,180","-9,460,833,320,450","4,294,444,440,150","4,658,750,000,000","771,250,000,000","-8,869,544,748,621","4,206,416,250,000","4,206,416,250,000","277,070,292,414.45","-8,214,357,412,808.38","3,272,821,980,626.72","417,472,113,745.06","3,312,446,219,280","-6,542,830,531,043.4","3,030,405,792,252.8","3,030,405,792,252.8","3,006,940,264,765.06","-7,916,783,585,590.78","3,564,642,329,421.36","441,846,065,804.55","2,947,261,566,534.12","-7,921,034,066,704","3,496,357,222,002","526,204,464,614","3,135,840,183,718"
NetNonOperatingInterestIncomeExpense,"-438,789,000,000","-76,141,000,000","-113,768,000,000","-114,313,000,000","-133,064,000,000","-144,654,000,000","-126,196,000,000","-88,387,000,000","-86,997,000,000","-83,280,000,000","-127,090,000,000","-134,889,000,000","-144,583,000,000","-126,016,000,000","-132,361,000,000","-135,474,000,000","-132,123,000,000","-147,927,000,000","-205,289,000,000","-220,483,000,000","-160,362,000,000","-137,284,000,000","-180,610,000,000","-200,115,000,000","-126,454,000,000","-135,613,000,000","-94,084,000,000","-98,949,000,000","-103,915,000,000","-482,171,000,000","35,840,000,000","-324,165,000,000","70,330,000,000","226,177,000,000","-1,047,620,000,000","43,999,000,000","101,168,000,000","-192,151,000,000","-22,912,000,000","-9,210,000,000","-874,000,000","-104,672,000,000","-23,305,000,000","-35,281,000,000","-17,279,000,000","-17,820,000,000","9,810,000,000","13,027,000,000","12,607,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"352,384,000,000","124,093,000,000","74,314,000,000","78,450,000,000","75,527,000,000","99,922,000,000","80,381,000,000","85,106,000,000","71,849,000,000","71,236,000,000","63,056,000,000","37,740,000,000","40,419,000,000","41,079,000,000","48,733,000,000","40,135,000,000","52,528,000,000","49,247,000,000","55,292,000,000","41,083,000,000","64,571,000,000","62,922,000,000","51,094,000,000","53,223,000,000","61,015,000,000","72,154,000,000","64,124,000,000","60,209,000,000","63,911,000,000","-1,536,663,000,000","703,174,000,000","325,156,000,000","787,139,000,000","783,639,000,000","958,901,000,000","625,532,000,000","822,346,000,000","238,192,000,000","59,963,000,000","65,171,000,000","68,296,000,000","211,220,000,000","52,048,000,000","44,726,000,000","43,559,000,000","230,065,000,000","49,717,000,000","41,687,000,000","40,840,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"755,711,000,000","184,687,000,000","179,820,000,000","190,726,000,000","200,478,000,000","207,746,000,000","195,894,000,000","175,796,000,000","161,860,000,000","153,816,000,000","170,880,000,000","159,810,000,000","168,609,000,000","145,727,000,000","169,911,000,000","165,748,000,000","177,340,000,000","159,765,000,000","204,606,000,000","210,058,000,000","214,343,000,000","184,723,000,000","204,723,000,000","226,321,000,000","179,818,000,000","195,962,000,000","151,267,000,000","149,714,000,000","160,738,000,000","-1,162,007,000,000","667,334,000,000","649,321,000,000","716,809,000,000","557,462,000,000","2,006,521,000,000","581,533,000,000","721,178,000,000","430,343,000,000","82,875,000,000","74,381,000,000","69,170,000,000","315,892,000,000","75,353,000,000","80,007,000,000","60,838,000,000","247,885,000,000","39,907,000,000","28,660,000,000","28,233,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"35,462,000,000","15,547,000,000","8,262,000,000","2,037,000,000","8,113,000,000","36,830,000,000","10,683,000,000","-2,303,000,000","-3,014,000,000","700,000,000","19,266,000,000","12,819,000,000","16,393,000,000","21,368,000,000","11,183,000,000","9,861,000,000","7,311,000,000","37,409,000,000","55,975,000,000","51,508,000,000","10,590,000,000","15,483,000,000","26,981,000,000","27,017,000,000","7,651,000,000","11,805,000,000","6,941,000,000","9,444,000,000","7,088,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
