name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
TotalAssets,"2,722,983,000","1,675,614,000","1,581,603,000","1,439,893,000","1,426,364,000","1,369,073,000","1,172,404,000","1,103,236,000","761,646,000"
	CurrentAssets,"387,839,000","333,841,000","299,507,000","264,026,000","345,215,000","334,129,000","231,627,000","203,121,000","103,464,000"
		CashCashEquivalentsAndShortTermInvestments,"85,314,000","1,588,000","19,479,000","12,465,000","136,069,000","130,513,000","77,652,000","67,211,000","14,542,000"
			CashAndCashEquivalents,"85,314,000","1,588,000","19,479,000","12,465,000","136,069,000","130,513,000","77,652,000","67,211,000","14,542,000"
		Receivables,"15,713,000","40,978,000","25,893,000","27,376,000","26,276,000","20,106,000","9,524,000","9,880,000","7,184,000"
			AccountsReceivable,"15,713,000","40,564,000","25,893,000","25,228,000","20,424,000","14,091,000","9,524,000","8,415,000","3,763,000"
				GrossAccountsReceivable,,"40,964,000","25,993,000","25,328,000","20,524,000","14,391,000","9,824,000","8,415,000","3,763,000"
				AllowanceForDoubtfulAccountsReceivable,,"-400,000","-100,000","-100,000","-100,000","-300,000","-300,000",,
			TaxesReceivable,"0","414,000",,"2,148,000","5,852,000","6,015,000",,"1,465,000","3,421,000"
		Inventory,"275,979,000","264,366,000","229,542,000","204,464,000","165,434,000","142,793,000","118,256,000","98,382,000","63,618,000"
		PrepaidAssets,"8,799,000","24,741,000","24,139,000","19,259,000","16,974,000","4,769,000","6,209,000","1,838,000","1,077,000"
		RestrictedCash,"1,470,000","660,000",,,,,,,
		CurrentDeferredAssets,,,,,"0","35,580,000","18,146,000","25,202,000","16,394,000"
			CurrentDeferredTaxesAssets,,,,,"0","35,580,000","18,146,000","24,592,000","15,880,000"
		HedgingAssetsCurrent,"0","944,000",,,,,,,
		OtherCurrentAssets,"564,000","564,000","454,000","462,000","462,000","368,000","1,840,000","608,000","649,000"
	TotalNonCurrentAssets,"2,335,144,000","1,341,773,000","1,282,096,000","1,175,867,000","1,081,149,000","1,034,944,000","940,777,000","900,115,000","658,182,000"
		NetPPE,"1,769,944,000","766,429,000","713,031,000","604,660,000","494,067,000","454,889,000","348,830,000","303,166,000","221,343,000"
			GrossPPE,"2,347,761,000","1,249,298,000","1,096,636,000","902,538,000","731,606,000","637,542,000","476,244,000","387,200,000","270,377,000"
				Properties,"0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"15,753,000","162,084,000","151,309,000",,,,,,
				BuildingsAndImprovements,,,,"130,821,000","115,925,000","115,925,000","106,580,000","73,830,000","51,306,000"
				MachineryFurnitureEquipment,"666,050,000","579,673,000","491,990,000","400,724,000","317,015,000","246,830,000","188,074,000","146,206,000","102,940,000"
				OtherProperties,"1,028,436,000",,,,,,,,
				ConstructionInProgress,"48,311,000","33,813,000","52,100,000","49,263,000","38,627,000","58,719,000","14,060,000","21,873,000","14,611,000"
				Leases,"589,211,000","473,728,000","401,237,000","321,730,000","260,039,000","216,068,000","167,530,000","145,291,000","101,520,000"
			AccumulatedDepreciation,"-577,817,000","-482,869,000","-383,605,000","-297,878,000","-237,539,000","-182,653,000","-127,414,000","-84,034,000","-49,034,000"
		GoodwillAndOtherIntangibleAssets,"553,473,000","562,881,000","564,283,000","565,686,000","566,679,000","562,254,000","563,545,000","564,850,000","389,822,000"
			Goodwill,"368,078,000","368,078,000","368,078,000","368,078,000","368,078,000","368,078,000","368,078,000","368,078,000","199,399,000"
			OtherIntangibleAssets,"185,395,000","194,803,000","196,205,000","197,608,000","198,601,000","194,176,000","195,467,000","196,772,000","190,423,000"
		NonCurrentDeferredAssets,,,,"0","1,400,000","0","15,267,000","24,610,000","45,455,000"
			NonCurrentDeferredTaxesAssets,,,,"0","1,400,000","0","15,267,000","22,578,000","43,247,000"
		NonCurrentPrepaidAssets,,,,"0","15,319,000","14,726,000","9,850,000","6,526,000","1,130,000"
		OtherNonCurrentAssets,"11,727,000","12,463,000","4,782,000","5,521,000","3,684,000","3,075,000","3,285,000","963,000","432,000"
TotalLiabilitiesNetMinorityInterest,"2,141,031,000","1,086,418,000","930,909,000","766,984,000","603,372,000","683,684,000","658,633,000","716,481,000","494,193,000"
	CurrentLiabilities,"416,812,000","310,000,000","299,714,000","259,155,000","230,422,000","220,840,000","175,621,000","136,846,000","90,640,000"
		PayablesAndAccruedExpenses,"287,099,000","278,754,000","270,762,000","227,625,000","197,197,000","169,209,000","155,249,000","124,499,000","82,337,000"
			Payables,"136,854,000","120,265,000","122,425,000","166,302,000","141,518,000","119,222,000","116,882,000","87,573,000","56,690,000"
				AccountsPayable,"122,839,000","120,265,000","119,034,000","157,550,000","134,480,000","112,877,000","111,159,000","82,721,000","53,945,000"
				TotalTaxPayable,"14,015,000",,"3,391,000","8,752,000","7,038,000","6,345,000","5,723,000","4,852,000","2,745,000"
					IncomeTaxPayable,,,"3,391,000",,,,,,
			CurrentAccruedExpenses,"150,245,000","158,489,000","148,337,000","61,323,000","55,679,000","49,987,000","38,367,000","36,926,000","25,647,000"
				InterestPayable,,,,,"668,000","1,143,000","1,321,000","4,690,000","4,191,000"
		CurrentProvisions,,,,"6,754,000","6,958,000","5,441,000","5,580,000","4,087,000","2,466,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"22,806,000","23,818,000","19,714,000","12,406,000","11,295,000","9,308,000","5,575,000","3,093,000","3,016,000"
		CurrentDebtAndCapitalLeaseObligation,"106,907,000","7,428,000","9,238,000","12,370,000","14,972,000","36,882,000","9,217,000","5,167,000","2,821,000"
			CurrentDebt,,,,,,"7,746,000","5,822,000","1,788,000","573,000"
				OtherCurrentBorrowings,,,,,,"7,746,000","5,822,000","1,788,000","573,000"
			CurrentCapitalLeaseObligation,"106,907,000","7,428,000","9,238,000","12,370,000","14,972,000","29,136,000","3,395,000","3,379,000","2,248,000"
		OtherCurrentLiabilities,,"82,824,000","80,948,000","22,613,000","19,605,000","16,038,000","12,113,000","8,383,000","6,487,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,724,219,000","776,418,000","631,195,000","507,829,000","372,950,000","462,844,000","483,012,000","579,635,000","403,553,000"
		LongTermProvisions,,,,"4,394,000","4,337,000","4,304,000","5,875,000","6,226,000","5,444,000"
		LongTermDebtAndCapitalLeaseObligation,"1,628,346,000","572,642,000","473,489,000","372,366,000","275,500,000","370,173,000","421,595,000","529,016,000","367,352,000"
			LongTermDebt,"538,000,000","453,000,000","348,000,000","255,000,000","160,000,000","248,611,000","305,418,000","424,756,000","294,191,000"
