name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
			LongTermCapitalLeaseObligation,"1,090,346,000","119,642,000","125,489,000","117,366,000","115,500,000","121,562,000","116,177,000","104,260,000","73,161,000"
		NonCurrentDeferredLiabilities,"54,356,000","50,399,000","55,857,000","43,844,000","19,686,000","32,776,000","10,762,000","8,038,000","5,577,000"
			NonCurrentDeferredTaxesLiabilities,"54,356,000","50,399,000","27,066,000","19,263,000","0","18,600,000",,,
		EmployeeBenefits,"24,058,000",,"22,756,000","22,399,000","15,489,000","12,738,000","13,219,000","9,476,000","4,145,000"
		OtherNonCurrentLiabilities,"17,459,000","153,377,000","79,093,000","64,826,000","57,938,000","42,853,000","31,561,000","26,879,000","21,035,000"
TotalEquityGrossMinorityInterest,"581,952,000","589,196,000","650,694,000","672,909,000","822,992,000","685,389,000","513,771,000","386,755,000","267,453,000"
	StockholdersEquity,"581,952,000","589,196,000","650,694,000","672,909,000","822,992,000","685,389,000","513,771,000","386,755,000","267,453,000"
		CapitalStock,"117,000","124,000","132,000","140,000","153,000","152,000","147,000","126,000","110,000"
			PreferredStock,"0","0",,"0","0","0","0","0","0"
			CommonStock,"117,000","124,000","132,000","140,000","153,000","152,000","147,000","126,000","110,000"
		AdditionalPaidInCapital,"670,966,000","657,140,000","620,788,000","597,269,000","577,393,000","543,048,000","479,127,000","395,480,000","295,694,000"
		RetainedEarnings,"-84,449,000","-69,202,000","30,558,000","75,500,000","245,446,000","142,189,000","34,497,000","-8,851,000","-28,351,000"
		GainsLossesNotAffectingRetainedEarnings,"-4,682,000","1,134,000","-784,000",,,,,,
TotalCapitalization,"1,119,952,000","1,042,196,000","998,694,000","927,909,000","982,992,000","934,000,000","819,189,000","811,511,000","561,644,000"
CommonStockEquity,"581,952,000","589,196,000","650,694,000","672,909,000","822,992,000","685,389,000","513,771,000","386,755,000","267,453,000"
CapitalLeaseObligations,"1,197,253,000","127,070,000","134,727,000","129,736,000","130,472,000","150,698,000","119,572,000","107,639,000","75,409,000"
NetTangibleAssets,"28,479,000","26,315,000","86,411,000","107,223,000","256,313,000","123,135,000","-49,774,000","-178,095,000","-122,369,000"
WorkingCapital,"-28,973,000","23,841,000","-207,000","4,871,000","114,793,000","113,289,000","56,006,000","66,275,000","12,824,000"
InvestedCapital,"1,119,952,000","1,042,196,000","998,694,000","927,909,000","982,992,000","941,746,000","825,011,000","813,299,000","562,217,000"
TangibleBookValue,"28,479,000","26,315,000","86,411,000","107,223,000","256,313,000","123,135,000","-49,774,000","-178,095,000","-122,369,000"
TotalDebt,"1,735,253,000","580,070,000","482,727,000","384,736,000","290,472,000","407,055,000","430,812,000","534,183,000","370,173,000"
NetDebt,"452,686,000","451,412,000","328,521,000","242,535,000","23,931,000","125,844,000","233,588,000","359,333,000","280,222,000"
ShareIssued,"117,543,668","124,975,691","132,823,981","140,256,313","152,577,884","151,833,334","147,616,560","143,658,944","143,658,944"
OrdinarySharesNumber,"117,543,668","124,975,691","132,823,981","140,256,313","152,577,884","151,833,334","147,616,560","143,658,944","143,658,944"
