name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,12/31/2009
MarketCap,"12,122,292,884","20,182,240,038","18,994,018,742","18,985,500,384","18,623,324,954","15,110,501,429","16,957,624,643","17,275,131,496","15,698,304,691","18,197,365,656","14,184,710,426","13,308,777,225","12,637,342,006","12,293,084,240","11,981,058,024","11,864,987,656","10,089,049,369","8,112,446,973","8,363,896,102","11,153,930,844","10,747,058,984","12,325,088,434","13,926,795,582","14,003,510,892","12,187,425,860","11,075,325,080","10,328,395,551","9,452,067,261","9,263,282,718","8,388,619,750","8,096,172,406","4,254,820,561","4,746,321,208","4,871,048,129","4,144,280,856","4,390,259,299","3,944,595,042","3,603,959,027","3,264,722,393","2,768,707,861","2,653,494,418"
EnterpriseValue,"21,860,921,034","28,272,469,677","26,815,430,101","26,827,877,013","25,919,699,319","22,342,369,813","24,478,738,727","24,689,344,547","23,191,565,100","23,465,892,632","19,225,600,323","17,888,346,471","16,855,305,355","16,219,644,072","15,867,722,581","15,202,499,964","13,474,913,022","11,501,522,662","11,667,439,198","14,467,363,174","13,656,042,046","14,843,910,686","16,408,465,270","16,464,861,316","14,553,138,853","13,414,609,620","12,582,323,275","11,535,975,084","11,750,260,582","10,928,818,196","10,501,715,361","5,885,451,854","6,377,390,211","6,094,920,641","5,348,336,941","5,918,991,192","5,363,338,714","5,009,407,155","4,403,637,880","3,860,911,037","3,868,076,597"
PeRatio,"11.896","15.566","16.143","21.754","21.662","15.91","20.339","23.05","21.463","36.667","34.108","33.917","41.869","40.216","36.741","42.208","34.335","33.183","39.309","42.205","37.866","37.076","40.548","37.298","37.583","33.597","34.998","32.863","37.069","32.881","29.019","28.465","28.357","26.592","22.649","22.521","21.467","19.009","17.926","15.025",
ForwardPeRatio,"14.144","19.455","19.608","20.704","19.531","16.502","17.921","19.685","18.939","21.459","20.325","24.39","24.753","24.938","23.981","32.468","21.322","22.321","21.978","27.027","21.645","26.667","28.818","30.769","27.701","31.153","28.986","26.316","28.986","29.762",,,,,,,,,,,
PsRatio,"2.241","3.447","3.323","3.32","3.42","2.737","3.286","3.652","3.223","3.689","3.567","3.595","3.857","3.773","3.427","3.115","2.629","2.217","2.145","2.429","2.169","2.229","2.504","2.643","2.581","2.275","2.057","2.207","2.432","2.157","2.676","2.538","2.816","3.261","2.778","2.843","2.795","2.828","2.829","2.525",
PbRatio,"1.26","2.15","2.055","2.086","2.113","1.773","1.941","2.009","1.786","3.352","2.537","2.509","2.492","2.484","2.352","2.3","2.066","1.99","2.049","2.489","2.505","2.767","3.048","2.997","2.829","2.513","2.278","2.141","2.309","1.956","1.878","7.953","4.935","5.06","4.304","4.178","3.72","3.064","2.919","2.472",
EnterprisesValueRevenueRatio,"3.024","16.119","15.774","14.838","13.171","14.66","11.97","12.694","12.625","13.675","18.468","15.342","11.35","12.965","16.358","14.803","13.25","9.26","11.372","11.927","11.834","11.79","11.355","10.252","8.274","10.309","9.677","9.818","9.139","8.635","12.88","6.375","13.419","13.023","17.657","11.572","13.602","16.894","16.182","9.855","15.084"
EnterprisesValueEBITDARatio,"9.263","76.619","39.551","39.628","40.754","32.194","39.229","48.127","44.945","39.571","63.872","60.434","41.312","54.612","57.284","59.385","58.842","43.402","45.755","65.168","55.065","70.685","85.908","78.404","51.243","65.246","68.049","61.888","60.537","61.145","78.351","29.393","71.569","71.577","59.606","59.794","58.614","64.186","61.261","49.886","53.606"
