name,ttm,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013
MarketCap,"2,828,086,107","3,975,613,690","2,882,650,528","2,002,921,354","1,103,189,663","2,494,392,450","3,464,185,401","2,207,511,857","1,365,372,432"
EnterpriseValue,"4,545,495,107","5,850,773,690","4,081,884,528","3,263,887,354","1,638,526,663","2,852,318,450","3,615,247,401","2,310,083,857","1,537,333,432"
PeRatio,"16.207","26.061","31.745","324.103","39.159","25.782","47.314",,"33.588"
ForwardPeRatio,"22.831","15.361","16.892","17.212","11.905","15.504","29.412","25.907",
PegRatio,"2.46","1.108","0.66","0.453","1.033","0.645","1.178",,
PsRatio,"1.349","1.91","1.433","1.331","0.505","1.276","2.104","1.494","1.21"
PbRatio,"151.632",,"90.027",,"1.223","2.98","5.47","4.338","5.109"
EnterprisesValueRevenueRatio,"1.717","2.21","1.629","1.338","0.768","1.352","1.936","1.489","1.289"
EnterprisesValueEBITDARatio,"10.01","12.885","13.379","23.004","16.456","12.887","18.059","27.999","-36.354"
