name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001
TotalAssets,"26,698,766,000","26,229,008,000","25,129,244,000","23,174,675,000","20,888,684,000","18,773,639,000","15,623,070,000","12,722,574,000","10,701,585,000","9,602,131,000","8,357,816,000","8,136,432,000","6,419,142,000","5,601,088,000","5,497,246,000","4,992,753,000","5,318,140,000","5,352,404,000","5,215,179,000","4,870,082,000"
	CashCashEquivalentsAndFederalFundsSold,"174,915,000","196,891,000","618,394,000","164,178,000","148,904,000","230,961,000","250,689,000","155,153,000","90,139,000","76,224,000","73,606,000","317,757,000","83,758,000","58,697,000","85,949,000","142,017,000","37,653,000","181,845,000",,
		CashAndCashEquivalents,"174,915,000","196,891,000","618,394,000","164,178,000","148,904,000","230,961,000","250,689,000","155,153,000","90,139,000","76,224,000","73,606,000","317,757,000","22,823,000","24,810,000","39,824,000","81,329,000","37,653,000","181,845,000",,
			CashAndDueFromBanks,"174,915,000","196,891,000","618,394,000","164,178,000","148,904,000","230,961,000","250,689,000","155,153,000","90,139,000","76,224,000","73,606,000","317,757,000","22,823,000","24,810,000","39,824,000","81,329,000","37,653,000","181,845,000",,
		MoneyMarketInvestments,,,,,,,,,,,,,"60,935,000","33,887,000","46,125,000","60,688,000",,,,
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,,"60,935,000","33,887,000","46,125,000","60,688,000",,,,
	FederalHomeLoanBankStock,"267,219,000","260,234,000","231,544,000","237,878,000","178,437,000","151,287,000","178,126,000","150,501,000","116,813,000","80,369,000","66,202,000","72,053,000",,,,,,,,
	OtherRealEstateOwned,"13,538,000","6,911,000","5,830,000","4,492,000","6,283,000","7,839,000","8,516,000","8,093,000","3,081,000","976,000",,,,,,,,,,
	BankOwnedLifeInsurance,"218,517,000","211,914,000","155,635,000","161,940,000","159,152,000","161,609,000","152,788,000","113,941,000","112,990,000","117,039,000","114,542,000","113,191,000",,,,,,,,
	SecuritiesAndInvestments,"3,850,244,000","3,683,092,000","3,784,348,000","3,415,989,000","3,148,920,000","2,762,403,000","1,616,851,000","1,565,250,000","1,271,386,000","1,081,269,000","1,188,684,000","1,201,059,000","1,458,086,000","1,769,634,000","2,291,908,000","2,714,833,000","3,943,884,000","4,155,446,000","3,947,115,000","3,628,790,000"
		AvailableForSaleSecurities,"6,039,000","5,793,000",,,,,,,"983,715,000","602,733,000","471,243,000","355,016,000","1,458,086,000","1,769,634,000","2,291,908,000","2,714,833,000","1,421,073,000","303,525,000","117,060,000","210,486,000"
		HeldToMaturitySecurities,"1,148,815,000","1,555,137,000","1,796,621,000","1,755,556,000","1,844,223,000","1,564,479,000","831,819,000","179,922,000","287,671,000","478,536,000","717,441,000","846,043,000",,,,,"2,522,811,000","3,851,921,000","3,830,055,000","3,418,304,000"
		OtherShortTermInvestments,"2,695,390,000","2,122,162,000","1,987,727,000","1,660,433,000","1,304,697,000","1,197,924,000","785,032,000","1,385,328,000",,,,,,,,,,,,
	NetLoan,"21,505,853,000","21,382,210,000","19,857,286,000","18,608,153,000","16,668,564,000","14,894,438,000","12,890,817,000","10,335,019,000","8,813,058,000","7,952,759,000","6,642,502,000","6,183,567,000","4,679,964,000","3,592,783,000","2,961,557,000","1,997,316,000","1,107,309,000","789,442,000","995,511,000","978,659,000"
		GrossLoan,"21,733,066,000","21,631,838,000","20,096,033,000","18,849,000,000","16,898,761,000","15,106,420,000","13,072,891,000","10,466,704,000","8,913,913,000","8,029,913,000","6,702,128,000","6,233,427,000","4,693,529,000","3,601,624,000","2,969,631,000","2,003,891,000","1,107,309,000","789,442,000","995,511,000","978,659,000"
			LoansHeldForSale,"29,797,000","4,074,000","5,185,000","38,298,000","7,431,000","6,868,000","8,273,000","28,233,000","18,847,000","35,054,000","27,043,000","61,691,000",,,,,,,,
			CommercialLoan,"2,951,306,000","2,389,756,000","1,625,375,000","1,275,283,000","1,044,329,000","544,402,000","265,836,000","168,943,000","1,524,935,000","1,286,159,000","1,087,651,000","448,869,000",,,,,,,,
			ConsumerLoan,"699,729,000","707,746,000","670,820,000","596,922,000","496,103,000","440,500,000","403,929,000","238,922,000","242,227,000","259,757,000","790,920,000","184,198,000",,,,,,,,
			MortgageLoan,"18,048,179,000","18,525,801,000","17,786,331,000","16,929,541,000","15,339,809,000","14,096,861,000","12,358,806,000","10,023,862,000","7,127,904,000","6,448,943,000","4,796,514,000","4,708,919,000",,,,,,,,
			OtherLoanAssets,"4,055,000","4,461,000","8,322,000","8,956,000","11,089,000","17,789,000","36,047,000","6,744,000","8,794,211,000",,,"829,750,000","4,693,529,000","3,601,624,000","2,969,631,000","2,003,891,000",,,,
