name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,05/31/1997
	EarningsFromEquityInterest,"-9,576,000","-9,576,000","-5,323,000","-4,546,000","492,000","-901,000","-658,000","634,000","212,000","269,000","1,226,000","1,113,000","1,414,000","1,230,000","1,052,000","803,000","722,000","582,000","-71,000","-16,436,000",,,,,
	SpecialIncomeCharges,"-22,118,000","-22,118,000","-4,207,000","-32,000","403,000",,"0","0","-526,000","-2,442,000",,"5,862,000",,,"-342,000","420,000","-686,000","3,254,000","-1,840,000","123,811,000","-25,526,000","-100,000","15,000,000","81,900,000",
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,"1,616,000","5,940,000",,,,,
		ImpairmentOfCapitalAssets,"10,356,000","10,356,000","4,289,000",,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"7,188,000","7,188,000",,,,,,,"526,000",,,,,,,,,,"224,000","-129,751,000",,,,,
		GainOnSaleOfBusiness,"-4,674,000","-4,674,000",,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"100,000","100,000","82,000","-32,000","403,000",,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"4,862,000","4,862,000","-1,437,000","3,229,000","1,504,000","820,000","-427,000","1,780,000","1,989,000",,,,,,,,,,,,,,,,
PretaxIncome,"269,929,000","269,929,000","273,258,000","223,997,000","199,980,000","183,985,000","173,758,000","156,918,000","169,168,000","158,057,000","158,211,000","150,634,000","157,318,000","173,886,000","155,278,000","130,742,000","114,524,000","112,407,000","95,818,000","45,417,000","69,582,000","94,500,000","82,400,000","46,400,000","72,200,000"
TaxProvision,"47,051,000","47,051,000","56,903,000","109,104,000","60,609,000","55,956,000","52,285,000","44,317,000","48,481,000","47,661,000","50,770,000","52,384,000","57,107,000","62,585,000","42,491,000","43,177,000","40,179,000","40,544,000","34,974,000","31,090,000","27,137,000","37,300,000","34,300,000","19,100,000","30,200,000"
NetIncomeCommonStockholders,"221,526,000","221,526,000","215,107,000","114,099,000","138,396,000","127,140,000","122,085,000","111,485,000","119,415,000","110,396,000","107,441,000","98,250,000","100,211,000","111,301,000","112,787,000","87,565,000","74,345,000","71,863,000","60,844,000","14,327,000","42,445,000","57,200,000","55,300,000","27,300,000","40,900,000"
	NetIncome,"222,878,000","222,878,000","216,355,000","114,893,000","139,371,000","128,029,000","123,160,000","112,601,000","120,687,000","110,396,000","107,441,000","98,250,000","100,211,000","111,301,000","112,787,000","87,565,000","74,345,000","71,863,000","60,844,000","14,327,000","42,445,000","57,200,000","55,300,000","27,300,000","40,900,000"
		NetIncomeIncludingNoncontrollingInterests,"222,878,000","222,878,000","216,355,000","114,893,000","139,371,000","128,029,000","123,160,000","112,601,000","120,687,000","110,396,000","107,441,000","98,250,000","100,211,000","111,301,000","112,787,000","87,565,000","74,345,000","71,863,000","60,844,000","14,327,000","42,445,000","57,200,000","55,300,000","27,300,000","40,900,000"
			NetIncomeContinuousOperations,"222,878,000","222,878,000","216,355,000","114,893,000","139,371,000","128,029,000","121,473,000","112,601,000","120,687,000","110,396,000","107,441,000","98,250,000","100,211,000","111,301,000","112,787,000","87,565,000","74,345,000","71,863,000","60,844,000","14,327,000","42,445,000","57,200,000","48,100,000","27,300,000","42,000,000"
			NetIncomeDiscontinuousOperations,,,,,"0",,"1,687,000",,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,"7,200,000",,"-1,100,000"
	PreferredStockDividends,,,"1,248,000","794,000","975,000","889,000","1,075,000","1,116,000","1,272,000",,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"1,352,000","1,352,000","1,248,000","794,000","975,000","889,000","1,075,000","1,116,000","1,272,000",,,,,,,,,,,,,,,,
AverageDilutionEarnings,"6,000","6,000","7,000","3,000","3,000","5,000","6,000","5,000","-17,000",,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"221,532,000","221,532,000","215,114,000","114,102,000","138,399,000","127,145,000","122,091,000","111,490,000","119,398,000","110,396,000","107,441,000","98,250,000","100,211,000","111,301,000","112,787,000","87,565,000","74,345,000","71,863,000","60,844,000","14,327,000","42,445,000","57,200,000","55,300,000","27,300,000","40,900,000"
BasicEPS,,,"3.83","2.03","2.48","2.24","2.11","1.92","2.08","1.86","1.8","1.64","1.62","1.73","1.72","1.36","1.12","1.005","0.775","0.16","0.4","0.52","0.47","0.23","0.275"
DilutedEPS,,,"3.8","2.02","2.46","2.22","2.1","1.91","2.07","1.85","1.8","1.63","1.6","1.7","1.68","1.32","1.075","0.98","0.76","0.16","0.4","0.515","0.465","0.225","0.275"
BasicAverageShares,,,"56,489,556","56,597,537","56,197,984","57,155,804","58,369,668","58,646,354","58,022,596","59,352,688","59,689,444","60,068,000","61,853,000","64,213,000","65,387,000","64,429,000","66,406,000","71,398,000","78,666,000","88,348,000","105,790,000","109,718,000","117,434,000","118,695,652","125,360,000"
DilutedAverageShares,,,"56,935,526","56,877,723","56,654,878","57,670,721","58,647,619","58,953,403","58,265,000","59,525,000","59,689,444","60,224,000","62,521,000","65,331,000","67,050,000","66,336,000","69,000,000","73,348,000","80,114,000","89,144,000","106,506,000","111,334,000","119,096,000","121,333,333","125,360,000"
TotalOperatingIncomeAsReported,"318,642,000","318,642,000","318,474,000","264,433,000","238,895,000","225,319,000","214,568,000","194,494,000","193,142,000","171,863,000","160,762,000","148,073,000","174,596,000","185,199,000","166,625,000","143,750,000","125,000,000","113,983,000","104,700,000","73,577,000","98,064,000","93,800,000","86,800,000","-26,800,000","98,000,000"
TotalExpenses,"781,248,000","781,248,000","718,623,000","742,891,000","686,149,000","634,559,000","543,402,000","529,813,000","498,367,000","466,930,000","435,314,000","416,105,000","467,084,000","430,295,000","378,037,000","333,649,000","303,806,000","272,121,000","259,246,000","239,198,000","69,410,000","67,800,000","78,600,000","128,000,000","332,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"222,878,000","222,878,000","216,355,000","114,893,000","139,371,000","128,029,000","123,160,000","112,601,000","120,687,000","110,396,000","107,441,000","98,250,000","100,211,000","111,301,000","112,787,000","87,565,000","74,345,000","71,863,000","60,844,000","14,327,000","42,445,000","57,200,000","48,100,000","27,300,000","42,000,000"
NormalizedIncome,"241,147,468","241,147,468","219,686,944","114,912,200","139,090,109","128,029,000","121,473,000","112,601,000","121,062,038","112,101,631.715","107,441,000","98,250,000","100,211,000","111,301,000","113,035,413.516","87,283,703.248","74,790,327.355","69,782,682.92","62,012,391.743","-59,959,600","58,015,852.663","57,260,529.101","39,100,000","-21,840,000","42,000,000"
InterestIncome,"9,996,000","9,996,000","7,452,000","5,920,000","3,535,000","1,580,000","1,761,000","2,547,000","1,540,000","1,306,000","2,903,000","5,862,000","0",,,,,,,,,,,,
InterestExpense,"46,807,000","46,807,000","45,908,000","45,039,000","44,446,000","42,833,000","41,486,000","42,537,000","27,189,000","12,939,000","6,680,000","4,414,000","18,692,000",,,,,,,,,,,,
NetInterestIncome,"-36,811,000","-36,811,000","-38,456,000","-39,119,000","-40,911,000","-41,253,000","-39,725,000","-39,990,000","-25,649,000","-11,633,000","-3,777,000","1,448,000","-18,692,000",,,,,,,,,,,,
EBIT,"316,736,000","316,736,000","319,166,000","269,036,000","244,426,000","226,818,000","215,244,000","199,455,000","196,357,000","170,996,000","164,891,000","155,048,000","176,010,000","185,199,000","166,625,000","143,750,000","125,000,000","113,983,000","106,316,000","102,230,000","98,064,000","93,800,000","86,800,000","-26,800,000","98,000,000"
EBITDA,"360,850,000"
ReconciledCostOfRevenue,"568,301,000","568,301,000","505,430,000","567,083,000","525,716,000","488,763,000","412,619,000","406,777,000","388,289,000","352,502,000","332,432,000","308,532,000","339,911,000","320,068,000","281,220,000","246,348,000","224,205,000","198,036,000","193,091,000","170,671,000",,"5,700,000","15,400,000","92,300,000","247,100,000"
ReconciledDepreciation,"44,114,000","44,114,000","43,166,000","12,431,000","11,705,000","11,542,000","9,365,000","9,469,000","8,226,000","8,024,000","8,342,000","8,336,000","8,184,000","8,637,000","9,705,000","9,051,000","9,947,000","11,225,000","11,251,000","12,452,000","12,104,000","17,600,000","12,500,000","6,200,000","29,800,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"222,878,000","222,878,000","216,355,000","114,893,000","139,371,000","128,029,000","121,473,000","112,601,000","120,687,000","110,396,000","107,441,000","98,250,000","100,211,000","111,301,000","112,787,000","87,565,000","74,345,000","71,863,000","60,844,000","14,327,000","42,445,000","57,200,000","48,100,000","27,300,000","42,000,000"
TotalUnusualItemsExcludingGoodwill,"-22,118,000","-22,118,000","-4,207,000","-32,000","403,000",,"0","0","-526,000","-2,442,000",,"5,862,000",,,"-342,000","420,000","-686,000","3,254,000","-1,840,000","123,811,000","-25,526,000","-100,000","15,000,000","81,900,000",
TotalUnusualItems,"-22,118,000","-22,118,000","-4,207,000","-32,000","403,000",,"0","0","-526,000","-2,442,000",,"5,862,000",,,"-342,000","420,000","-686,000","3,254,000","-1,840,000","123,811,000","-25,526,000","-100,000","15,000,000","81,900,000",
NormalizedEBITDA,"382,968,000","382,968,000","366,539,000","281,499,000","255,728,000","238,360,000","224,609,000","208,924,000","205,109,000","181,462,000","173,233,000","163,384,000","184,194,000","193,836,000","176,672,000","152,381,000","135,633,000","121,954,000","119,407,000","-9,129,000","135,694,000","111,500,000","84,300,000","-102,500,000","127,800,000"
TaxRateForCalcs,"0.174","0.174","0.208","0.4","0.303","0.304","0.301","0.282","0.287","0.302","0.321","0.348","0.363","0.36","0.274","0.33","0.351","0.361","0.365","0.4","0.39","0.395","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-3,848,532","-3,848,532","-875,056","-12,800","122,109","0","0","0","-150,962","-736,368.285","0","0","0","0","-93,586.484","138,703.248","-240,672.645","1,173,682.92","-671,608.257","49,524,400","-9,955,147.337","-39,470.899","6,000,000","32,760,000","0"
