name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
AverageDilutionEarnings,,,"43,000","-17,000","24,000","-42,000","0","-25,000","-7,000","-18,000","-1,000","8,000","-2,000","-37,000","-20,000","-4,000","-12,000","-2,000","-7,000","-3,000","-9,000","-344,000","1,126,000","-448,000","-12,000","-405,000","741,000","-425,000","-3,000","-20,000","-428,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"304,902,000","32,460,000","77,410,000","95,360,000","99,674,000","95,558,000","127,848,000","96,933,000","73,401,000","59,366,000","9,170,000","25,771,000","50,706,000","46,491,000","43,745,000","44,012,000","49,404,000","39,731,000","43,891,000","41,980,000","30,472,000","24,782,000","34,237,000","29,296,000","18,250,000","21,990,000","25,139,000","22,767,000","15,297,000","717,000","21,771,000","21,234,000","12,560,000","19,029,000","16,406,000","17,299,000","5,186,000","14,647,000","13,043,000","13,940,000","8,840,000","13,004,000","108,679,000","24,952,000","8,224,000","5,795,000","7,928,000","8,755,000","9,526,000","13,355,000","10,067,000","12,061,000","10,027,000","9,155,000","8,915,000","9,879,000","8,855,000","8,046,000","7,913,000","-1,341,000","8,128,000","7,300,000","7,325,000","7,036,000","6,487,000","6,491,000","6,278,000","6,077,000","5,979,000","5,218,000","4,717,000","4,708,000","4,641,000","4,387,000","3,766,000","3,664,000","3,587,000","3,491,000","3,474,000","3,426,000","3,120,000","2,955,000","1,000,000","2,800,000","2,800,000","2,900,000","3,600,000","2,200,000","2,200,000","2,100,000","500,000","1,300,000","1,800,000","1,800,000","1,900,000","-200,000","1,900,000","1,800,000","1,700,000","1,900,000","1,900,000","1,500,000"
BasicEPS,,"0.62","1.49","1.83","1.87","1.76","2.33","1.74","1.31","1.11","0.17","0.49","1","1.01","1.05","1.08","1.21","0.98","1.08","1.04","0.79","0.736","1.062","0.879","0.593","0.738","0.863","0.783","0.527","0.024","0.789","0.73","0.43","0.66",,"0.58","0.18","0.54",,"0.52","0.329","0.486",,"1.21","0.52","0.36",,"0.7","0.76","1.08",,"0.97","0.8","0.79",,"1.06","0.95","0.87",,"-0.15","0.88","0.816",,"0.84","0.768","0.784",,"0.744","0.736","0.72",,"0.664","0.648","0.616",,"0.496","0.488","0.472",,"0.448","0.408","0.384",,"0.368","0.368","0.36",,"0.28","0.272","0.272",,"0.168","0.224","0.232",,"-0.024","0.216","0.208",,"0.224","0.216","0.168"
DilutedEPS,,"0.62","1.48","1.82","1.86","1.75","2.32","1.73","1.3","1.1","0.17","0.49","0.99","1","1.04","1.08","1.21","0.97","1.08","1.03","0.79","0.736","1.062","0.879","0.593","0.738","0.86","0.78","0.527","0.02","0.789","0.73","0.43","0.66",,"0.58","0.18","0.54",,"0.52","0.329","0.486",,"1.21","0.52","0.36",,"0.68","0.74","1.05",,"0.94","0.78","0.76",,"0.99","0.89","0.81",,"-0.15","0.82","0.752",,"0.776","0.704","0.72",,"0.688","0.68","0.664",,"0.608","0.6","0.576",,"0.472","0.464","0.456",,"0.448","0.408","0.384",,"0.36","0.36","0.36",,"0.272","0.264","0.264",,"0.16","0.216","0.224",,"-0.024","0.216","0.208",,"0.224","0.216","0.168"
BasicAverageShares,,"51,979,000","51,835,000","51,984,000","53,345,000","54,177,000","54,892,000","55,571,000","55,931,000","53,616,000","53,287,000","52,424,000","50,630,000","46,123,000","42,109,000","41,232,000","41,232,000","41,186,000","40,996,000","40,995,000","38,546,000","33,659,016","33,332,691","33,309,881","30,787,520","29,813,609","29,673,358","29,631,799","29,610,315","29,502,711","29,401,395","29,066,000","29,463,811","29,384,220",,"29,908,906","27,677,313","26,845,124",,"26,840,723","21,928,397","26,753,464",,"16,012,016","16,296,154","15,928,634",,"12,570,765","12,504,549","12,365,741",,"12,434,021","12,533,750","11,588,608",,"9,319,811","9,321,053","9,248,276",,"8,940,000","9,236,364","8,946,078",,"8,376,190","8,446,615","8,279,337",,"8,168,011","8,123,641","7,247,222",,"7,090,361","7,162,037","7,121,753",,"7,387,097","7,350,410","7,396,186",,"7,647,321","7,647,059","7,695,312",,"7,608,696","7,608,696","8,055,556",,"7,857,143","8,088,235","7,720,588",,"7,738,095","8,035,714","7,758,621",,"8,333,333","8,796,296","8,653,846",,"8,482,143","8,796,296","8,928,571"
DilutedAverageShares,,"52,196,000","52,142,000","52,292,000","53,674,000","54,539,000","55,215,000","55,945,000","56,287,000","53,967,000","53,621,000","52,770,000","50,984,000","46,496,000","42,109,000","41,232,000","41,232,000","41,186,000","40,996,000","40,995,000","38,546,000","33,659,016","33,332,691","33,309,881","30,787,520","29,813,609","29,673,358","29,631,799","29,610,315","29,502,711","29,401,395","29,066,000","29,463,811","29,384,220",,"29,908,906","27,677,313","26,845,124",,"26,840,723","26,787,879","26,753,464",,"20,452,459","16,296,154","15,928,634",,"12,875,000","12,824,304","12,719,048",,"12,830,851","12,855,128","12,046,053",,"9,978,788","9,949,438","9,933,333",,"8,940,000","9,912,195","9,707,447",,"9,067,010","9,214,489","9,015,278",,"8,832,849","8,792,647","7,858,434",,"7,743,421","7,735,000","7,616,319",,"7,762,712","7,730,603","7,655,702",,"7,647,321","7,647,059","7,695,312",,"7,777,778","7,777,778","8,055,556",,"8,088,235","8,333,333","7,954,545",,"8,125,000","8,333,333","8,035,714",,"8,333,333","8,796,296","8,653,846",,"8,482,143","8,796,296","8,928,571"
NetIncomeFromContinuingAndDiscontinuedOperation,"320,449,000","36,425,000","82,576,000","99,850,000","101,598,000","100,131,000","130,039,000","101,465,000","75,124,000","63,621,000","10,278,000","29,644,000","52,018,000","50,473,000","45,130,000","48,068,000","50,810,000","42,769,000","44,407,000","42,475,000","30,836,000","25,126,000","34,763,000","29,744,000","18,548,000","22,395,000","25,604,000","23,192,000","15,590,000","717,000","23,208,000","21,234,000","12,560,000","19,393,000","16,406,000","17,299,000","5,186,000","14,647,000","13,043,000","13,940,000","8,840,000","13,004,000","108,679,000","24,952,000","8,474,000","9,145,000","8,276,000","8,755,000","9,526,000","13,355,000","10,067,000","12,061,000","10,027,000","9,155,000","8,915,000","9,879,000","8,855,000","8,046,000","7,913,000","-1,341,000","8,128,000","7,300,000","7,325,000","7,036,000","6,487,000","6,491,000","6,278,000","6,077,000","5,979,000","5,218,000","4,717,000","4,708,000","4,641,000","4,387,000","3,766,000","3,664,000","3,587,000","3,491,000","3,474,000","3,426,000","3,120,000","2,955,000","1,000,000","2,800,000","2,800,000","2,900,000","3,600,000","2,200,000","2,200,000","2,100,000","500,000","1,300,000","1,800,000","1,800,000","1,900,000","-200,000","1,900,000","1,800,000","1,700,000","1,900,000","1,900,000","1,500,000"
NormalizedIncome,"320,449,000","36,425,000","82,317,071.35","99,615,160","101,974,464","100,947,088","130,039,000","101,465,000","75,124,000","63,621,000","10,278,000","29,644,000","52,018,000","50,473,000","45,130,000","48,068,000","50,810,000","42,769,000","47,982,011.353","43,762,384","30,836,000","25,126,000","35,601,702.716","33,189,304.276","19,376,789.718","22,633,958","25,524,491.331","24,193,121","19,224,366","21,364,900","20,523,327.652","21,973,409.83","12,560,000","19,411,276.662","16,406,000","17,299,000","5,186,000","14,647,000","13,043,000","13,940,000","8,840,000","10,171,408.457","-4,673,529.768","-12,638,150","8,474,000","9,145,000","4,348,406.78","5,140,022.865","6,176,150.709","5,631,003.262","6,833,014.811","8,786,054.363","6,549,878.028","7,288,219.41","9,248,416.121","9,538,855.847","8,588,347.386","7,728,841.519","7,131,663.828","-1,865,400","7,580,544.124","6,879,173.137","6,689,876.271","6,613,220.956","6,039,160.074","5,879,223.952","5,581,533.281","5,016,269.474","5,084,230.858","5,197,791.4","4,256,470.58","4,288,998.848","4,087,072.02","4,134,564.063","3,064,490.196","3,296,013.853","3,195,153.428","3,322,963.764","4,406,556.346","2,170,259.978","3,089,288.871","2,949,349.904","1,000,000","2,800,000","2,617,391.304","2,714,893.617","3,600,000","2,200,000","2,200,000","2,100,000","500,000","1,300,000","1,800,000","1,800,000","1,900,000","-200,000","1,900,000","1,800,000","1,700,000","1,900,000","1,900,000","1,500,000"
InterestIncome,"1,286,853,000","302,929,000","314,779,000","333,178,000","335,967,000","326,084,000","330,196,000","317,067,000","303,823,000","270,543,000","269,703,000","246,972,000","204,575,000","192,533,000","180,805,000","180,504,000","178,694,000","176,936,000","176,651,000","171,077,000","160,545,000","138,585,000","138,196,000","133,167,000","119,220,000","114,232,000","114,092,000","108,512,000","108,177,000","106,416,000","114,778,000","111,951,000","109,283,000","109,187,000","110,336,000","113,430,000","97,127,000","99,434,000","97,716,000","99,818,000","101,217,000","97,620,000","85,538,000","63,554,000","60,974,000","60,321,000","65,074,000","66,323,000","65,120,000","67,310,000","69,981,000","69,349,000","65,816,000","57,224,000","44,266,000","43,645,000","39,893,000","37,588,000","35,786,000","34,541,000","33,549,000","31,454,000","28,969,000","28,047,000","26,192,000","25,402,000","25,161,000","24,082,000","24,707,000","22,612,000","21,642,000","21,720,000","22,016,000","22,174,000","23,487,000","25,243,000","25,851,000","25,787,000","26,708,000","26,840,000","25,843,000","24,655,000","25,600,000","23,500,000","23,300,000","23,000,000","23,600,000","19,600,000","17,600,000","17,600,000","17,300,000","17,400,000","17,000,000","16,800,000","16,000,000","12,900,000","12,400,000","11,400,000","11,200,000","10,900,000","10,600,000","9,400,000"
InterestExpense,"317,349,000","72,587,000","80,289,000","83,845,000","80,628,000","75,600,000","65,175,000","57,842,000","47,710,000","37,654,000","34,201,000","30,089,000","20,932,000","19,715,000","19,140,000","17,087,000","15,941,000","15,533,000","15,491,000","15,960,000","14,868,000","12,781,000","12,512,000","12,126,000","10,241,000","9,824,000","10,654,000","11,060,000","11,695,000","13,545,000","14,788,000","15,225,000","16,111,000","17,326,000","19,227,000","20,995,000","21,162,000","20,686,000","25,367,000","29,885,000","31,078,000","28,414,000","27,982,000","22,888,000","22,698,000","24,034,000","27,907,000","31,145,000","32,647,000","34,484,000","36,690,000","37,276,000","35,152,000","29,609,000","21,846,000","19,719,000","17,138,000","15,168,000","13,853,000","13,499,000","12,274,000","10,905,000","9,657,000","8,816,000","8,073,000","7,436,000","7,205,000","7,383,000","7,642,000","6,699,000","6,447,000","6,710,000","7,078,000","7,723,000","9,048,000","11,626,000","12,314,000","13,030,000","13,868,000","13,695,000","12,883,000","12,284,000","11,800,000","11,500,000","11,100,000","11,000,000","11,800,000","9,700,000","8,400,000","8,600,000","9,000,000","9,300,000","9,000,000","8,800,000","8,400,000","6,500,000","6,300,000","5,900,000","5,800,000","5,500,000","5,200,000","4,800,000"
NetInterestIncome,"969,504,000","230,342,000","234,490,000","249,333,000","255,339,000","250,484,000","265,021,000","259,225,000","256,113,000","232,889,000","235,502,000","216,883,000","183,643,000","172,818,000","161,665,000","163,417,000","162,753,000","161,403,000","161,160,000","155,117,000","145,677,000","125,804,000","125,684,000","121,041,000","108,979,000","104,408,000","103,438,000","97,452,000","96,482,000","92,871,000","99,990,000","96,726,000","93,172,000","91,861,000","91,109,000","92,435,000","75,965,000","78,748,000","72,349,000","69,933,000","70,139,000","69,206,000","57,556,000","40,666,000","38,276,000","36,287,000","37,167,000","35,178,000","32,473,000","32,826,000","33,291,000","32,073,000","30,664,000","27,615,000","22,420,000","23,926,000","22,755,000","22,420,000","21,933,000","21,042,000","21,275,000","20,549,000","19,312,000","19,231,000","18,119,000","17,966,000","17,956,000","16,699,000","17,065,000","15,913,000","15,195,000","15,010,000","14,938,000","14,451,000","14,439,000","13,617,000","13,537,000","12,757,000","12,840,000","13,145,000","12,960,000","12,371,000","13,800,000","12,000,000","12,200,000","12,000,000","11,800,000","9,900,000","9,200,000","9,000,000","8,300,000","8,100,000","8,000,000","8,000,000","7,600,000","6,400,000","6,100,000","5,500,000","5,400,000","5,400,000","5,400,000","4,600,000"
ReconciledDepreciation,"17,642,000","4,187,000","10,722,000","827,000","793,000","4,018,000","5,890,000","1,082,000","253,000","309,000","-9,376,000","4,207,000","7,083,000","2,199,000","1,918,000","299,000","2,012,000","1,103,000","-5,661,000","3,596,000","4,452,000","3,791,000","3,601,000","4,441,000","3,353,000","4,396,000","5,537,000","6,505,000","6,447,000","6,899,000","5,815,000","5,883,000","5,068,000","4,919,000","7,102,000","3,577,000","3,218,000","2,875,000","7,913,000","7,029,000","5,522,000","5,628,000","4,399,000","3,007,000","3,604,000","3,086,000","3,853,000","2,121,000","3,462,000","2,780,000","2,281,000","1,779,000","2,468,000","944,000","1,699,000","1,489,000","1,288,000","1,274,000","2,452,000","1,157,000","1,853,000","1,692,000","1,600,000","1,654,000","2,126,000","1,753,000","-4,595,000","3,406,000","3,277,000","2,024,000","2,543,000","1,247,000","1,273,000","1,300,000","2,000,000","1,825,000","1,745,000","1,592,000","1,413,000","2,089,000","1,710,000","1,693,000","2,500,000","1,000,000","2,300,000","1,700,000","1,800,000","1,000,000","900,000","700,000","1,200,000","600,000","800,000","800,000","700,000","400,000","400,000","400,000","400,000","500,000","200,000","300,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"320,449,000","36,425,000","82,576,000","99,850,000","101,598,000","100,131,000","130,039,000","101,465,000","75,124,000","63,621,000","10,278,000","29,644,000","52,018,000","50,473,000","45,130,000","48,068,000","50,810,000","42,769,000","44,407,000","42,475,000","30,836,000","25,126,000","34,763,000","29,744,000","18,548,000","22,395,000","25,604,000","23,192,000","15,590,000","717,000","23,208,000","21,234,000","12,560,000","19,393,000","16,406,000","17,299,000","5,186,000","14,647,000","13,043,000","13,940,000","8,840,000","13,004,000","108,679,000","24,952,000","8,474,000","9,145,000","8,276,000","8,755,000","9,526,000","13,355,000","10,067,000","12,061,000","10,027,000","9,155,000","8,915,000","9,879,000","8,855,000","8,046,000","7,913,000","-1,341,000","8,128,000","7,300,000","7,325,000","7,036,000","6,487,000","6,491,000","6,278,000","6,077,000","5,979,000","5,218,000","4,717,000","4,708,000","4,641,000","4,387,000","3,766,000","3,664,000","3,587,000","3,491,000","3,474,000","3,426,000","3,120,000","2,955,000","1,000,000","2,800,000","2,800,000","2,900,000","3,600,000","2,200,000","2,200,000","2,100,000","500,000","1,300,000","1,800,000","1,800,000","1,900,000","-200,000","1,900,000","1,800,000","1,700,000","1,900,000","1,900,000","1,500,000"
