name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
MarketCap,"6,351,474,000","7,745,161,600","8,139,825,120","14,131,288,806","9,681,928,829","6,285,386,190","4,692,004,030","5,074,559,670","5,522,405,880","4,572,081,633","5,109,113,320","3,329,018,840","2,041,163,600","1,363,581,083","1,294,423,818","1,091,956,824","1,134,137,639","886,485,600"
EnterpriseValue,"8,962,912,000","9,373,888,600","9,196,392,120","14,875,478,806","12,897,661,829","9,894,228,190","5,091,259,030","5,753,016,670","5,743,997,880","4,982,002,633","5,440,373,320","3,832,940,840","2,720,124,600","1,556,987,083","1,437,267,818","1,231,586,824","1,226,258,639","997,624,600"
PeRatio,"12.524","13.551","24.312","45.675","16.365","45.537","12.739","18.374","17.902","11.247","15.892","18.747","10.619","17.028","16.445","16.327","10.487","10.261"
ForwardPeRatio,"13.477","14.837",,"24.814","21.368","14.164","13.123","13.245","11.574","10.893","14.025","14.663",,,,,,
PegRatio,"1.205","1.966",,"2.003","1.147","1.808","1.641","1.656","0.578","1.362","1.275","1.141",,,,,,
PsRatio,"1.817","2.211","2.578","4.953","2.757","1.739","1.773","2.095","2.034","1.716","2.176","1.669","0.836","1.138","1.252","1.218","1.253","1.078"
PbRatio,"1.638","2.019","2.307","3.626","2.936","1.999","3.221","3.459","3.012","2.883","3.608","2.761","1.915","2.143","2.272","1.84","2.073","1.807"
EnterprisesValueRevenueRatio,"2.564","2.612","2.725","4.842","4.818","2.71","2.082","2.199","2.092","1.736","2.303","1.911","1.103","1.402","1.466","1.343","1.336","1.179"
EnterprisesValueEBITDARatio,"11.142","11.238","8.777","19.597","15.99","13.175","14.217","8.419","11.343","7.274","10.601","13.431","8.164","8.805","7.722","6.995","5.477","5.254"
