name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
TotalAssets,"14,289,542,000","13,833,991,000","13,349,665,000","12,797,342,000","12,238,416,000","11,750,072,000","10,964,162,000","10,507,594,000","10,023,732,000","9,221,601,000","8,684,426,000","8,300,230,000","7,735,910,000","7,359,103,000","6,909,606,000","6,734,383,000","6,422,262,000","6,144,411,000","6,028,712,000","5,774,906,000","5,581,720,000","5,363,623,000","5,216,183,000","4,321,799,000","4,122,991,000","3,869,225,000","3,692,494,000","3,514,192,000","3,241,362,000","3,069,307,000","2,929,729,000","2,837,875,000","2,558,036,000","2,393,946,000","2,239,634,000","2,104,445,000","1,988,010,000","1,852,002,000","1,705,391,000","1,591,545,000","1,512,516,000","1,464,409,000","1,419,103,000","1,384,368,000","1,374,369,000","1,398,969,063.68","1,360,742,957.41","1,343,465,214.88","1,305,037,931.84","1,272,236,112","1,229,197,017","1,194,183,856.8","1,126,661,562.548","1,096,243,561.385","1,053,917,426.247","1,001,701,915.169","963,813,517.695","993,486,999.851","983,638,557.849","966,856,107.07","937,382,830.154","275,750,292.397","248,647,927.31"
	CurrentAssets,"10,942,404,000","11,116,442,000","10,633,681,000","10,144,025,000","9,676,990,000","9,421,407,000","8,670,229,000","8,229,043,000","7,878,241,000","8,137,272,000","7,590,640,000","7,198,291,000","6,719,585,000","6,372,621,000","6,039,820,000","5,878,110,000","5,560,298,000","5,280,945,000","5,167,961,000","5,200,809,000","5,045,764,000","4,820,723,000","4,668,198,000","3,767,205,000","3,580,622,000","3,482,523,000","3,331,876,000","3,164,277,000","2,887,443,000","2,727,675,000","2,676,443,000","2,592,385,000","2,312,891,000","2,188,616,000","2,032,012,000","1,878,309,000","1,760,110,000","1,622,763,000","1,473,178,000","1,355,302,000","1,277,544,000","1,233,841,000","1,181,435,000","1,153,212,000","1,141,252,000","1,158,781,192.96","1,134,474,615.19","1,116,849,526.56","1,076,834,537.72","1,052,370,936","1,021,256,499","984,672,228","918,798,006.443","887,776,100.917","872,011,412.527","847,865,250.232","892,909,166.529","942,774,263.853","937,286,820.17","912,987,420.117","893,647,650.127","233,353,200.814","205,602,433.072"
		CashCashEquivalentsAndShortTermInvestments,"9,940,590,000","10,177,901,000","9,756,728,000","9,432,822,000","8,834,237,000","8,695,340,000","7,935,806,000","7,331,764,000","7,132,026,000","7,448,697,000","7,003,666,000","6,576,062,000","6,080,392,000","5,635,299,000","5,342,558,000","5,248,034,000","4,950,899,000","4,713,907,000","4,617,795,000","4,682,175,000","4,494,746,000","4,345,486,000","4,207,904,000","3,293,121,000","3,147,507,000","3,035,068,000","2,872,049,000","2,808,216,000","2,531,402,000","2,340,986,000","2,280,406,000","2,222,400,000","2,054,042,000","1,919,404,000","1,825,990,000","1,734,394,000","1,599,831,000","1,512,614,000","1,409,731,000","1,274,194,000","1,214,717,000","1,173,885,000","1,113,055,000","1,086,270,000","1,074,410,000","1,074,882,482.56","1,040,076,170.29","1,023,417,544.64","1,008,970,344.52","987,642,976","958,079,017.5","918,921,895.2","867,963,585.35","825,183,854.317","812,607,255.529","796,815,528.135","841,532,052.563","884,818,047.743","875,840,513.384","848,843,636.763","848,293,114.953","181,407,917.18","152,668,655.547"
			CashAndCashEquivalents,"2,294,904,000","2,222,881,000","2,016,791,000","2,289,987,000","1,968,351,000","1,943,100,000","1,880,018,000","1,857,769,000","2,292,476,000","2,041,519,000","1,780,512,000","2,117,514,000","1,921,074,000","1,303,569,000","1,083,583,000","1,467,420,000","1,125,352,000","1,058,689,000","974,822,000","1,234,258,000","1,074,096,000","1,315,212,000","1,039,449,000","937,037,000","1,065,543,000","1,087,965,000","1,069,981,000","1,002,972,000","1,122,557,000","913,710,000","853,560,000","876,716,000","783,699,000","752,522,000","656,774,000","750,918,000","1,192,888,000","1,180,393,000","1,072,397,000","1,016,812,000","957,407,000","976,653,000","915,823,000","1,066,970,000","1,058,310,000","897,829,161.6","864,571,842.92","1,023,417,544.64","1,008,970,344.52","987,642,976","958,079,017.5","918,921,895.2","867,963,585.35","825,183,854.317","812,607,255.529","786,174,104.887","830,973,206.323","874,316,449.237","865,358,115.549","848,843,636.763","848,293,114.953","181,407,917.18","152,668,655.547"
				CashFinancial,"2,294,904,000","2,222,881,000","2,016,791,000","2,289,987,000","1,968,351,000","1,943,100,000","1,880,018,000","1,857,769,000","2,292,476,000","2,041,519,000","1,780,512,000","2,117,514,000","1,921,074,000","1,303,569,000","1,083,583,000","1,467,420,000","1,125,352,000","1,058,689,000","974,822,000","1,234,258,000","1,074,096,000","1,315,212,000","1,039,449,000","937,037,000","1,065,543,000","1,087,965,000","1,069,981,000","1,002,972,000","1,122,557,000","913,710,000","853,560,000","876,716,000","783,699,000","752,522,000","656,774,000","750,918,000","1,192,888,000","1,180,393,000","1,072,397,000","1,016,812,000","957,407,000","976,653,000","915,823,000","1,066,970,000","1,058,310,000",,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"7,645,686,000","7,955,020,000","7,739,937,000","7,142,835,000","6,865,886,000","6,752,240,000","6,055,788,000","5,473,995,000","4,839,550,000","5,407,178,000","5,223,154,000","4,458,548,000","4,159,318,000","4,331,730,000","4,258,975,000","3,780,614,000","3,825,547,000","3,655,218,000","3,642,973,000","3,447,917,000","3,420,650,000","3,030,274,000","3,168,455,000","2,356,084,000","2,081,964,000","1,947,103,000","1,802,068,000","1,805,244,000","1,408,845,000","1,427,276,000","1,426,846,000","1,345,684,000","1,270,343,000","1,166,882,000","1,169,216,000","983,476,000","406,943,000","332,221,000","337,334,000","257,382,000","257,310,000","197,232,000","197,232,000","19,300,000","16,100,000","177,053,320.96","175,504,327.37",,,,,,,,,"10,641,423.248","10,558,846.24","10,501,598.506","10,482,397.835",,,,
		Receivables,"406,192,000","257,745,000","207,940,000","188,830,000","304,296,000","207,546,000","176,329,000","155,289,000","238,235,000","137,309,000","104,378,000","87,157,000","148,590,000","90,253,000","72,969,000","64,434,000","150,605,000","73,956,000","58,144,000","45,431,000","146,911,000","58,308,000","48,820,000","49,138,000","110,464,000","41,909,000","34,559,000","41,607,000","88,919,000","40,571,000","37,108,000","39,526,000","68,900,000","34,433,000","30,831,000","31,057,000","37,785,000","21,589,000","19,945,000","26,824,000","22,137,000","18,694,000","16,610,000","16,907,000","24,022,000","25,878,182.4","29,430,103.41","36,371,284.96","29,746,285.76","37,862,296","42,222,235.5","48,440,299.2","33,261,912.713","37,536,277.56","39,306,880.679","31,175,927.811","22,231,948.509","41,686,436.74","44,761,306.388","44,584,286.429","23,252,478.979","24,889,541.088","18,108,287.562"
			AccountsReceivable,"266,437,000","257,745,000","207,940,000","188,830,000","230,065,000","207,546,000","176,329,000","155,289,000","186,861,000","137,309,000","104,378,000","87,157,000","111,246,000","90,253,000","72,969,000","64,434,000","97,880,000","73,956,000","58,144,000","45,431,000","74,670,000","58,308,000","48,820,000","49,138,000","62,808,000","41,909,000","34,559,000","41,607,000","52,688,000","40,571,000","37,108,000","39,526,000","43,708,000","34,433,000","30,831,000","31,057,000","33,386,000","21,589,000","19,945,000","26,824,000","17,946,000","18,694,000","16,610,000","16,907,000","19,524,000","25,878,182.4","29,430,103.41","36,371,284.96","29,746,285.76","37,862,296","42,222,235.5","48,440,299.2","28,407,080.048","37,536,277.56","39,306,880.679","31,175,927.811","22,231,948.509","41,686,436.74","44,761,306.388","44,584,286.429","23,252,478.979","24,889,541.088","18,108,287.562"
				GrossAccountsReceivable,"288,389,000","268,600,000","218,916,000","199,431,000","241,079,000","217,023,000","185,073,000","162,763,000","192,245,000","142,079,000","108,506,000","91,179,000","117,390,000","93,016,000","76,228,000","67,546,000","101,170,000","75,882,000","59,754,000","46,455,000","75,773,000","59,528,000","49,624,000","50,119,000","66,155,000","45,431,000","38,216,000","45,101,000","55,948,000","42,593,000","39,494,000",,"45,730,000",,,,"35,351,000",,"22,532,000",,"20,566,000",,"20,144,000",,"22,307,000",,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-21,952,000","-10,855,000","-10,976,000","-10,601,000","-11,014,000","-9,477,000","-8,744,000","-7,474,000","-5,384,000","-4,770,000","-4,128,000","-4,022,000","-6,144,000","-2,763,000","-3,259,000","-3,112,000","-3,290,000","-1,926,000","-1,610,000","-1,024,000","-1,103,000","-1,220,000","-804,000","-981,000","-3,347,000","-3,522,000","-3,657,000","-3,494,000","-3,260,000","-2,022,000","-2,386,000",,"-2,022,000",,,,"-1,965,000",,"-2,587,000",,"-2,620,000",,"-3,534,000",,"-2,783,000",,,,,,,,,,,,,,,,,,
