name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
			OtherReceivables,,,,,,,,,,,,,,"6,685,000","7,172,000","7,052,000","6,585,000","5,682,000","6,755,000","7,646,000","8,789,000","10,697,000","10,550,000","8,977,000","10,176,000","8,869,000","8,712,000","8,938,000","6,251,000","5,216,000","8,456,000","7,527,000","9,421,000","5,195,000","6,999,000","7,251,000","8,548,000","7,815,000","7,203,000","7,500,000","10,528,000","11,057,000"
		PrepaidAssets,,,,,,,,,,,,,,"5,360,000","8,495,000","10,577,000","7,978,000","5,122,000","8,035,000","10,459,000","8,588,000","4,622,000","7,529,000","9,611,000","7,271,000","4,007,000","6,609,000","8,234,000","6,335,000","4,146,000","6,737,000","9,139,000","6,844,000","4,152,000","6,031,000","7,959,000","7,061,000","4,510,000","5,270,000","7,214,000","7,245,000","5,804,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,000",,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,"1,958,000","4,718,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"15,300,000","15,800,000","17,600,000","16,900,000","15,500,000","15,200,000","16,100,000","13,100,000","13,600,000","9,400,000","16,100,000","18,700,000","15,800,000","134,000","137,000","432,000","264,000","625,000","988,000","277,000","1,344,000","972,000","667,000","1,501,000","922,000","2,717,000","659,000","565,000","735,000","567,000","786,000","728,000","941,000","1,065,000","694,000","558,000","702,000","537,000","571,000","563,000","691,000","452,000"
	TotalNonCurrentAssets,"4,605,400,000","4,506,300,000","4,529,800,000","4,581,900,000","4,647,200,000","4,637,300,000","4,684,000,000","4,732,900,000","4,815,900,000","4,831,000,000","4,853,800,000","4,875,900,000","4,889,400,000","241,570,000","234,759,000","232,772,000","210,139,000","180,670,000","174,719,000","167,490,000","166,412,000","139,794,000","144,360,000","141,846,000","136,822,000","132,728,000","132,221,000","133,186,000","134,201,000","135,949,000","139,078,000","141,859,000","138,567,000","138,186,000","137,324,000","141,872,000","141,805,000","144,178,000","143,519,000","145,184,000","137,019,000","138,885,000"
		NetPPE,"184,700,000","100,400,000","102,400,000","104,700,000","129,900,000","76,600,000","70,800,000","70,300,000","79,100,000","78,800,000","82,100,000","80,500,000","79,500,000","60,849,000","64,825,000","66,044,000","62,977,000","65,274,000","63,136,000","67,082,000","67,639,000","71,770,000","75,293,000","75,142,000","74,094,000","72,208,000","74,165,000","76,195,000","77,191,000","78,958,000","82,441,000","84,170,000","81,541,000","81,712,000","82,500,000","86,403,000","86,290,000","86,998,000","90,864,000","91,560,000","94,905,000","96,165,000"
			GrossPPE,"306,400,000","219,000,000","226,000,000","225,500,000","305,200,000","248,300,000","241,800,000","238,300,000","234,700,000","227,900,000","262,000,000","253,100,000","246,100,000","220,950,000","237,003,000","232,539,000","224,504,000","220,927,000","219,230,000","362,133,000","358,254,000","359,656,000","357,653,000","352,438,000","348,052,000","341,822,000","339,544,000","336,787,000","333,719,000","330,600,000","333,598,000","330,480,000","323,619,000","320,000,000","316,795,000","316,284,000","312,326,000","308,271,000","307,446,000","303,961,000","302,953,000","299,830,000"
				Properties,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,,"0","0","0","4,900,000","4,900,000","4,900,000","4,900,000","4,900,000","4,900,000","4,900,000","4,900,000","4,900,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000","4,914,000"
				BuildingsAndImprovements,,"0","0","0","81,700,000","81,700,000","81,400,000","80,800,000","78,000,000","77,400,000","77,400,000","77,300,000","77,300,000","77,026,000","76,300,000","71,158,000","70,550,000","70,531,000","68,622,000","68,336,000","68,117,000","68,019,000","68,009,000","67,896,000","65,491,000","65,448,000","63,533,000","62,442,000","62,596,000","62,442,000","62,148,000","60,917,000","60,917,000","60,917,000","60,917,000","60,917,000","60,917,000","60,917,000","60,917,000","60,917,000","60,916,000","60,837,000"
				MachineryFurnitureEquipment,"166,400,000","164,400,000","172,600,000","171,500,000","162,100,000","161,600,000","155,300,000","152,400,000","145,700,000","139,700,000","168,200,000","162,000,000","161,000,000","138,837,000","155,608,000","152,384,000","146,732,000","144,597,000","144,908,000","288,404,000","285,223,000","286,723,000","284,706,000","279,628,000","275,416,000","271,437,000","269,384,000","268,198,000","266,120,000","263,155,000","257,249,000","256,771,000","254,209,000","252,905,000","250,946,000","250,435,000","245,697,000","240,711,000","219,926,000","217,114,000","216,332,000","213,375,000"
				OtherProperties,"114,000,000","53,400,000","53,400,000","54,000,000","56,500,000","71,700,000","65,900,000",,"74,200,000","73,900,000",,,"74,600,000","55,935,000","59,911,000","61,130,000","58,063,000","60,360,000","58,222,000","62,168,000",,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"26,000,000","1,200,000","0","0","0","100,000","200,000","200,000","6,100,000","5,900,000","11,500,000","8,900,000","2,900,000","173,000","181,000","4,083,000","2,308,000","885,000","786,000","479,000","0","0","24,000","0","2,231,000","23,000","1,713,000","1,233,000","89,000","89,000","9,287,000","7,878,000","3,579,000","1,264,000","18,000","18,000","798,000","1,729,000","21,689,000","21,016,000","20,791,000","20,704,000"
			AccumulatedDepreciation,"-121,700,000","-118,600,000","-123,600,000","-120,800,000","-175,300,000","-171,700,000","-171,000,000","-168,000,000","-155,600,000","-149,100,000","-179,900,000","-172,600,000","-166,600,000","-160,101,000","-172,178,000","-166,495,000","-161,527,000","-155,653,000","-156,094,000","-295,051,000","-290,615,000","-287,886,000","-282,360,000","-277,296,000","-273,958,000","-269,614,000","-265,379,000","-260,592,000","-256,528,000","-251,642,000","-251,157,000","-246,310,000","-242,078,000","-238,288,000","-234,295,000","-229,881,000","-226,036,000","-221,273,000","-216,582,000","-212,401,000","-208,048,000","-203,665,000"
		GoodwillAndOtherIntangibleAssets,"4,309,200,000","4,301,700,000","4,295,200,000","4,360,000,000","4,421,500,000","4,446,100,000","4,499,800,000","4,551,800,000","4,630,800,000","4,650,600,000","4,674,500,000","4,702,300,000","4,718,800,000","98,114,000","96,465,000","94,030,000","93,677,000","66,966,000","67,903,000","57,001,000","56,033,000","55,673,000","54,148,000","51,993,000","48,157,000","45,939,000","44,022,000","42,817,000","42,789,000","42,721,000","42,380,000","43,477,000","42,804,000","42,169,000","7,727,000","5,404,000","43,359,000","44,565,000","38,284,000","39,086,000","7,079,000","39,630,000"
			Goodwill,"2,725,400,000","2,682,100,000","2,663,400,000","2,680,000,000","2,697,500,000","2,691,400,000","2,697,600,000","2,701,300,000","2,718,200,000","2,707,400,000","2,696,300,000","2,686,400,000","2,675,600,000","26,468,000","26,468,000","26,468,000","26,468,000","7,655,000","7,655,000",,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"1,583,800,000","1,619,600,000","1,631,800,000","1,680,000,000","1,724,000,000","1,754,700,000","1,802,200,000","1,850,500,000","1,912,600,000","1,943,200,000","1,978,200,000","2,015,900,000","2,043,200,000","71,646,000","69,997,000","67,562,000","67,209,000","59,311,000","60,248,000","57,001,000","56,033,000","55,673,000","54,148,000","51,993,000","48,157,000","45,939,000","44,022,000","42,817,000","42,789,000","42,721,000","42,380,000","43,477,000","42,804,000","42,169,000","7,727,000","5,404,000","43,359,000","44,565,000","38,284,000","39,086,000","7,079,000","39,630,000"
		InvestmentsAndAdvances,"62,300,000","61,200,000","69,700,000","63,500,000","63,400,000","86,200,000","88,700,000","88,700,000","85,000,000","82,700,000","83,200,000","82,000,000","82,000,000","72,923,000","73,469,000","72,698,000","53,485,000","48,430,000","43,680,000","43,407,000","42,740,000","12,351,000","14,919,000","14,711,000","14,571,000","14,581,000","14,034,000","14,174,000","14,221,000","14,270,000","14,257,000","14,212,000","14,222,000","14,305,000","11,965,000","12,156,000","12,156,000","12,615,000","14,371,000","14,538,000","2,885,000","3,090,000"
			LongTermEquityInvestment,,,,,,,,,,,,,,,,,,,"43,680,000","43,407,000","42,740,000","12,351,000","14,919,000","14,711,000","14,571,000","14,581,000","14,034,000","14,174,000","14,221,000","14,270,000",,"14,212,000","14,222,000",,,,,,,,,
				InvestmentsinAssociatesatCost,,,,,,,,,,,,,,,,,,,"43,680,000","43,407,000","42,740,000","12,351,000","14,919,000","14,711,000","14,571,000","14,581,000","14,034,000","14,174,000","14,221,000","14,270,000",,,,,,,,,,,,
				InvestmentsInOtherVenturesUnderEquityMethod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,212,000","14,222,000",,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,"9,684,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,"3,494,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"49,200,000","43,000,000","62,500,000","53,700,000","32,400,000","28,400,000","24,700,000","22,100,000","21,000,000","18,900,000","14,000,000","11,100,000","9,100,000","69,170,000","60,903,000","58,040,000","57,193,000","59,311,000","60,248,000","57,001,000",,,,,,,,,,,,,,,"35,132,000","37,909,000",,,,,"32,150,000",
TotalLiabilitiesNetMinorityInterest,"1,927,400,000","1,758,300,000","1,690,600,000","1,832,300,000","2,045,000,000","2,080,000,000","1,967,600,000","2,167,300,000","2,153,000,000","2,155,100,000","2,350,200,000","2,578,900,000","2,599,700,000","158,669,000","151,777,000","140,881,000","146,903,000","125,143,000","137,602,000","135,092,000","132,062,000","133,834,000","121,962,000","121,890,000","126,164,000","157,072,000","115,751,000","119,956,000","134,899,000","99,736,000","102,005,000","103,899,000","122,239,000","91,598,000","98,942,000","92,128,000","117,856,000","78,238,000","81,482,000","99,321,000","535,120,000","497,231,000"
	CurrentLiabilities,"358,100,000","281,600,000","199,000,000","285,800,000","511,400,000","595,900,000","478,900,000","679,900,000","384,300,000","334,000,000","238,000,000","376,300,000","260,900,000","89,843,000","81,122,000","76,632,000","83,354,000","73,997,000","78,663,000","72,464,000","70,712,000","73,665,000","68,283,000","69,029,000","74,457,000","107,458,000","65,397,000","70,271,000","85,752,000","52,150,000","56,089,000","63,908,000","82,639,000","52,287,000","65,146,000","60,921,000","85,536,000","48,816,000","54,727,000","77,916,000","511,713,000","472,152,000"
		PayablesAndAccruedExpenses,"325,200,000","239,700,000","158,600,000","245,100,000","175,100,000","231,300,000","129,500,000","318,700,000","289,000,000","244,000,000","156,100,000","293,900,000","228,600,000","61,131,000","54,553,000","47,809,000","56,547,000","44,574,000","51,839,000","50,773,000","48,553,000","48,544,000","42,188,000","43,492,000","51,532,000","84,038,000","38,754,000","40,320,000","53,715,000","32,650,000","33,737,000","36,000,000","62,157,000","51,836,000","53,884,000","40,380,000","56,862,000","48,433,000","42,915,000","54,438,000","478,816,000","471,849,000"
			Payables,"155,400,000","136,600,000","45,200,000","140,300,000","67,300,000","108,400,000","30,800,000","214,900,000","222,300,000","159,800,000","76,600,000","218,700,000","147,000,000","13,702,000","10,751,000","9,486,000","18,931,000","9,536,000","11,787,000","14,356,000","14,774,000","15,789,000","12,962,000","13,599,000","21,623,000","57,492,000","11,162,000","13,167,000","21,834,000","6,543,000","11,127,000","11,782,000","62,157,000","51,836,000","53,884,000","40,380,000","56,862,000","48,433,000","42,915,000","54,438,000","478,816,000","471,849,000"
				AccountsPayable,"9,200,000","21,000,000","10,300,000","9,000,000","4,300,000","12,800,000","6,300,000","11,100,000","48,700,000","43,200,000","38,900,000","54,900,000","51,400,000","6,466,000","3,087,000","1,939,000","4,178,000","1,762,000","1,943,000","4,883,000","2,800,000","2,779,000","1,899,000","4,144,000","2,816,000","4,219,000","1,911,000","3,709,000","3,120,000","735,000","2,084,000","3,665,000","35,305,000","46,071,000","42,799,000","32,615,000","32,321,000","40,084,000","35,103,000","46,318,000","32,649,000","42,958,000"
				TotalTaxPayable,"2,900,000","4,000,000","0","3,200,000","4,100,000","4,100,000","0","0","52,900,000","2,600,000","4,200,000","3,900,000","10,300,000","18,000","18,000","15,000","7,695,000","1,633,000","2,634,000","1,119,000","2,654,000","1,774,000",,,"8,064,000",,,,"11,872,000",,"0",,"16,845,000",,"3,545,000",,"15,440,000",,,,"17,066,000",
					IncomeTaxPayable,"2,900,000","4,000,000","0","3,200,000","4,100,000","4,100,000","0","0","52,900,000","2,600,000","4,200,000","3,900,000","10,300,000","18,000","18,000","15,000","7,695,000","1,633,000","2,634,000","1,119,000","2,654,000","1,774,000",,,"8,064,000",,,,"11,872,000",,"0",,"16,845,000",,"3,545,000",,"15,440,000",,,,"17,066,000",
				DividendsPayable,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","43,831,000",,,,,,,,,,,,,,,"113,417,000","113,417,000"
				OtherPayable,"143,300,000","111,600,000","34,900,000","128,100,000","58,900,000","91,500,000","24,500,000","203,800,000","120,700,000","114,000,000","33,500,000","159,900,000","85,300,000","7,218,000","7,646,000","7,532,000","7,058,000","6,141,000","7,210,000","8,354,000","9,320,000","11,236,000","11,063,000","9,455,000","10,743,000","9,442,000","9,251,000","9,458,000","6,842,000","5,808,000","9,043,000","8,117,000","10,007,000","5,765,000","7,540,000","7,765,000","9,101,000","8,349,000","7,812,000","8,120,000","315,684,000","315,474,000"
			CurrentAccruedExpenses,"169,800,000","103,100,000","113,400,000","104,800,000","107,800,000","122,900,000","98,700,000","103,800,000","66,700,000","84,200,000","79,500,000","75,200,000","81,600,000","47,429,000","43,802,000","38,323,000","37,616,000","35,038,000","40,052,000","36,417,000","33,779,000","32,755,000","29,226,000","29,893,000","29,909,000","26,546,000","27,592,000","27,153,000","31,881,000","26,107,000","22,610,000","24,218,000",,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"14,900,000","35,200,000","26,000,000","22,000,000","13,500,000","52,400,000","33,400,000","42,100,000","17,800,000","18,000,000","13,900,000","11,900,000","7,700,000","25,605,000","19,559,000","14,513,000","8,674,000","23,404,000","19,336,000","10,751,000","8,086,000","23,133,000","18,884,000","13,825,000","8,758,000","22,320,000","17,512,000","13,310,000","8,257,000","18,416,000","13,639,000","10,543,000","77,000","100,000",,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,,,,,"299,900,000","299,800,000","299,600,000","299,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDebt,,,,,"299,900,000","299,800,000","299,600,000","299,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,"299,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"17,200,000","4,500,000","8,100,000","13,200,000","18,200,000","8,500,000","13,400,000","17,400,000","19,600,000","15,400,000","11,400,000","14,300,000","18,000,000","3,107,000","7,010,000","10,876,000","14,726,000","4,019,000","7,488,000","10,940,000","14,073,000","1,988,000","7,211,000","11,712,000","14,167,000","1,100,000","9,131,000","16,641,000","23,780,000","1,084,000","8,713,000","17,365,000","20,405,000","351,000","11,236,000","20,489,000","28,597,000","280,000","11,788,000","23,430,000","32,825,000","207,000"
			CurrentDeferredRevenue,"17,200,000","4,500,000","8,100,000","13,200,000","18,200,000","8,500,000","13,400,000","17,400,000","19,600,000","15,400,000","11,400,000","14,300,000","18,000,000","3,107,000","7,010,000","10,876,000","14,726,000","4,019,000","7,488,000","10,940,000","14,073,000","1,988,000","7,211,000","11,712,000","14,167,000","1,100,000","9,131,000","16,641,000","23,780,000","1,084,000","8,713,000","17,365,000","20,405,000","351,000",,"20,489,000","28,597,000","280,000","11,788,000","23,430,000","32,825,000","207,000"
		OtherCurrentLiabilities,"800,000","2,200,000","6,300,000","5,500,000","4,700,000","3,900,000","3,000,000","2,200,000","57,900,000","56,600,000","56,600,000","56,200,000","6,600,000",,,"3,434,000","3,407,000","2,000,000",,,,,,,,,,,,,,,,,"26,000","52,000","77,000","103,000","24,000","48,000","72,000","96,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,569,300,000","1,476,700,000","1,491,600,000","1,546,500,000","1,533,600,000","1,484,100,000","1,488,700,000","1,487,400,000","1,768,700,000","1,821,100,000","2,112,200,000","2,202,600,000","2,338,800,000","68,826,000","70,655,000","64,249,000","63,549,000","51,146,000","58,939,000","62,628,000","61,350,000","60,169,000","53,679,000","52,861,000","51,707,000","49,614,000","50,354,000","49,685,000","49,147,000","47,586,000","45,916,000","39,991,000","39,600,000","39,311,000","33,796,000","31,207,000","32,320,000","29,422,000","26,755,000","21,405,000","23,407,000","25,079,000"
		LongTermDebtAndCapitalLeaseObligation,"996,400,000","914,300,000","914,500,000","963,500,000","966,200,000","915,600,000","915,100,000","914,600,000","1,213,400,000","1,237,900,000","1,312,400,000","1,411,300,000","1,486,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermDebt,"868,100,000","867,600,000","867,100,000","916,600,000","916,100,000","915,600,000","915,100,000","914,600,000","1,213,400,000","1,237,900,000","1,312,400,000","1,411,300,000","1,486,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermCapitalLeaseObligation,"128,300,000","46,700,000","47,400,000","46,900,000","50,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"392,200,000","399,700,000","418,200,000","426,700,000","433,400,000","436,800,000","475,400,000","473,500,000","461,200,000","488,200,000","715,700,000","703,400,000","720,600,000","0","5,753,000","4,967,000","5,144,000","5,309,000","11,865,000","14,111,000","14,168,000","13,677,000","12,767,000","13,502,000","13,971,000","13,745,000","16,472,000","19,363,000","20,341,000","20,989,000","21,860,000","19,805,000","20,306,000","21,439,000","19,581,000","21,682,000","22,856,000","20,482,000","17,582,000","16,126,000","18,551,000","20,576,000"
			NonCurrentDeferredTaxesLiabilities,"392,200,000","399,700,000","418,200,000","426,700,000","433,400,000","436,800,000","475,400,000","473,500,000","461,200,000","488,200,000","715,700,000","703,400,000","720,600,000","0","5,753,000","4,967,000","5,144,000","5,309,000","11,865,000","14,111,000","14,168,000","13,677,000","12,767,000","13,502,000","13,971,000","13,745,000","16,472,000","19,363,000","20,341,000","20,989,000","21,860,000","19,805,000","20,306,000","21,439,000","19,581,000","21,682,000","22,856,000","20,482,000","17,582,000","16,126,000","18,551,000","20,576,000"
		TradeandOtherPayablesNonCurrent,"142,100,000","135,900,000","134,800,000","127,300,000","121,200,000","114,900,000","81,700,000","81,100,000","77,900,000","78,800,000","67,200,000","68,600,000","63,500,000","52,100,000","47,667,000","42,175,000","40,929,000","39,679,000","38,654,000","43,132,000","41,932,000","40,683,000","35,136,000","33,718,000","32,249,000","29,903,000","27,788,000","24,227,000","22,708,000","20,857,000","18,206,000","14,335,000","13,574,000","12,185,000","8,553,000",,,,,,,
		NonCurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,736,000",,,,,,
		EmployeeBenefits,,,,,,,,,,,,,,"1,843,000","1,922,000","1,902,000","1,881,000","1,896,000","1,976,000","1,957,000","1,938,000","1,612,000","1,694,000","1,674,000","1,654,000","2,110,000","2,216,000","2,195,000","2,174,000","1,794,000","1,882,000","1,861,000","1,839,000","1,781,000","1,856,000","1,832,000","1,807,000","1,782,000","1,509,000","1,487,000","1,465,000","1,444,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,,,,,,,,,,,"1,843,000","1,922,000","1,902,000","1,881,000","1,896,000","1,976,000","1,957,000","1,938,000","1,612,000","1,694,000","1,674,000","1,654,000","2,110,000","2,216,000","2,195,000","2,174,000","1,794,000","1,882,000","1,861,000","1,839,000","1,781,000","1,856,000","1,832,000","1,807,000","1,782,000","1,509,000","1,487,000","1,465,000","1,444,000"
		PreferredSecuritiesOutsideStockEquity,,"0","0","5,800,000","9,400,000","9,400,000","9,400,000","9,400,000","9,400,000","9,400,000","9,400,000","12,600,000","12,600,000","12,600,000","12,600,000","12,600,000","12,600,000",,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"38,600,000","26,800,000","24,100,000","23,200,000","3,400,000","7,400,000","7,100,000","8,800,000","6,800,000","6,800,000","7,500,000","6,700,000","55,400,000","2,283,000","2,713,000","2,605,000","2,995,000","4,262,000","6,444,000","3,428,000","3,312,000","4,197,000","4,082,000","3,967,000","3,833,000","3,856,000","3,878,000","3,900,000","3,924,000","3,946,000","3,968,000","3,990,000","3,881,000","3,906,000","3,806,000","3,957,000","7,657,000","7,158,000","7,664,000","3,792,000","3,391,000","3,059,000"
TotalEquityGrossMinorityInterest,"3,310,100,000","3,355,600,000","3,328,700,000","3,327,000,000","3,285,400,000","3,241,000,000","3,151,900,000","3,149,600,000","3,175,200,000","3,110,600,000","2,877,900,000","2,816,700,000","2,745,400,000","317,946,000","289,565,000","265,763,000","247,927,000","259,645,000","259,817,000","227,017,000","243,735,000","250,067,000","245,124,000","263,891,000","286,680,000","284,517,000","325,399,000","309,906,000","274,726,000","239,122,000","275,521,000","239,907,000","231,202,000","236,270,000","245,701,000","227,294,000","202,964,000","175,874,000","449,142,000","424,345,000","97,407,000","74,717,000"
	StockholdersEquity,"3,310,100,000","3,355,600,000","3,328,700,000","3,327,000,000","3,285,400,000","3,241,000,000","3,151,900,000","3,149,600,000","3,175,200,000","3,110,600,000","2,877,900,000","2,816,700,000","2,745,400,000","317,946,000","289,565,000","265,763,000","247,927,000","259,645,000","259,817,000","227,017,000","243,735,000","250,067,000","245,124,000","263,891,000","286,680,000","284,517,000","325,399,000","309,906,000","274,726,000","239,122,000","275,521,000","239,907,000","231,202,000","236,270,000","245,701,000","227,294,000","202,964,000","175,874,000","449,142,000","424,345,000","97,407,000","74,717,000"
