name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
TotalAssets,"70,817,000,000","62,307,000,000","225,260,000,000","223,432,000,000","228,348,000,000","245,013,000,000","277,884,000,000","298,513,000,000","304,064,000,000","318,346,000,000","307,717,000,000","287,583,000,000","360,361,000,000","326,710,000,000","285,557,000,000","259,735,000,000","225,853,000,000","182,043,000,000","181,238,000,000","171,532,000,000","167,051,000,000","150,632,000,000","131,743,000,000","108,840,000,000","93,855,000,000"
	TotalInvestments,"53,030,000,000","46,790,000,000","45,146,000,000","70,637,000,000","72,728,000,000","76,278,000,000","98,401,000,000","134,250,000,000","134,948,000,000","130,995,000,000","125,556,000,000","120,107,000,000","129,025,000,000","117,122,000,000","106,172,000,000","93,926,000,000","65,847,000,000","54,530,000,000","46,689,000,000","40,669,000,000","39,141,000,000","43,084,000,000","40,734,000,000","37,153,000,000","3,380,000,000"
		FixedMaturityInvestments,"11,000,000","22,000,000","41,000,000","293,000,000","503,000,000","488,000,000","844,000,000","1,087,000,000",,,,,,,,,,,,,,,,,
		EquityInvestments,"43,805,000,000","36,866,000,000","37,976,000,000","57,100,000,000","60,317,000,000","60,431,000,000","63,225,000,000","86,812,000,000","114,557,000,000","112,262,000,000","104,695,000,000","97,390,000,000","118,832,000,000","111,887,000,000","101,935,000,000","89,566,000,000","61,828,000,000","49,806,000,000","41,395,000,000","35,548,000,000","34,161,000,000","36,397,000,000","36,975,000,000","33,314,000,000",
		TradingAssets,,,,,,"11,000,000","19,745,000,000","28,933,000,000",,,,,,,,,,,,,,,,,
		NetLoan,"4,215,000,000","3,704,000,000","3,175,000,000","7,141,000,000","7,071,000,000","6,987,000,000","7,018,000,000","8,708,000,000","7,729,000,000","6,670,000,000","8,112,000,000","8,677,000,000","5,410,000,000","3,318,000,000","2,984,000,000","2,180,000,000","2,512,000,000","2,934,000,000","3,317,000,000","3,610,000,000","4,222,000,000","6,687,000,000","3,759,000,000","3,839,000,000","3,380,000,000"
			MortgageAndConsumerloans,"4,215,000,000","3,704,000,000","3,175,000,000","5,697,000,000","5,624,000,000","5,556,000,000","5,598,000,000","6,711,000,000","5,728,000,000","4,489,000,000","5,938,000,000","6,469,000,000",,,,,,,,,,,,,
			PolicyLoans,,,,"1,444,000,000","1,447,000,000","1,431,000,000","1,420,000,000","1,997,000,000","2,001,000,000","2,181,000,000","2,174,000,000","2,208,000,000",,,,,,,,,,,,,
		OtherShortTermInvestments,"2,921,000,000","4,283,000,000","2,270,000,000","3,244,000,000","1,843,000,000","4,883,000,000","4,008,000,000","4,581,000,000","7,736,000,000","8,528,000,000","10,357,000,000","10,022,000,000","4,783,000,000","1,917,000,000","1,253,000,000","2,180,000,000","1,507,000,000","1,790,000,000","1,977,000,000","1,511,000,000","758,000,000",,,,
		OtherInvestedAssets,"2,078,000,000","1,915,000,000","1,684,000,000","2,859,000,000","2,994,000,000","3,478,000,000","3,561,000,000","4,129,000,000","4,926,000,000","3,535,000,000","2,392,000,000","4,018,000,000",,,,,,,,,,,,,
	CashAndCashEquivalents,"185,000,000","121,000,000","180,000,000","882,000,000","448,000,000","399,000,000","1,428,000,000","2,421,000,000","2,581,000,000","2,062,000,000","2,142,000,000","1,811,000,000","2,011,000,000","1,424,000,000","1,273,000,000","1,148,000,000","462,000,000","377,000,000","353,000,000","227,000,000","182,000,000","123,000,000","140,000,000","112,000,000",
	RestrictedCashAndCashEquivalents,"77,000,000",,,,,,,,,,,,,,,,,,,,,,,,
	ReinsuranceRecoverable,,,,,,,,,"4,768,000,000","4,862,000,000","5,384,000,000","6,357,000,000",,,,,,,,,,,,,
	Receivables,"9,911,000,000","8,352,000,000","7,971,000,000","27,042,000,000","26,726,000,000","26,349,000,000","26,795,000,000","8,208,000,000","3,446,000,000","3,273,000,000","3,404,000,000","3,604,000,000","8,831,000,000","5,571,000,000","10,094,000,000","9,413,000,000","9,043,000,000","7,706,000,000","7,594,000,000","6,874,000,000","6,544,000,000","6,811,000,000","12,712,000,000","13,026,000,000",
		AccountsReceivable,"9,911,000,000","8,352,000,000","7,971,000,000","27,042,000,000","26,726,000,000","26,349,000,000","26,795,000,000","8,208,000,000","3,446,000,000","3,273,000,000","3,404,000,000","3,604,000,000",,,"3,734,000,000","3,235,000,000","3,085,000,000","2,611,000,000","2,432,000,000","2,295,000,000","2,071,000,000","1,833,000,000","1,873,000,000",,
		OtherReceivables,,,,,,,,,,,,,,,"6,360,000,000","6,178,000,000","5,958,000,000","5,095,000,000","5,162,000,000","4,579,000,000","4,473,000,000","4,978,000,000","10,839,000,000",,
	DeferredPolicyAcquisitionCosts,"785,000,000","670,000,000","650,000,000","1,711,000,000","1,816,000,000","1,823,000,000","2,161,000,000","5,725,000,000","8,744,000,000","9,857,000,000","10,686,000,000","13,248,000,000","11,742,000,000","10,268,000,000","9,702,000,000","8,509,000,000","7,599,000,000","6,689,000,000","6,420,000,000","5,305,000,000","5,038,000,000","4,579,000,000","4,181,000,000","3,535,000,000","2,945,000,000"
	DeferredTaxAssets,"299,000,000","1,248,000,000","1,164,000,000","3,281,000,000","3,206,000,000","2,897,000,000","3,840,000,000","1,942,000,000","1,398,000,000","3,725,000,000","3,940,000,000","5,239,000,000","308,000,000","284,000,000","675,000,000","419,000,000","845,000,000","545,000,000","693,000,000","682,000,000","1,404,000,000","1,085,000,000","955,000,000","1,480,000,000",
	NetPPE,"1,181,000,000","1,006,000,000","1,034,000,000","991,000,000","974,000,000","831,000,000","877,000,000","977,000,000","1,029,000,000","1,150,000,000","1,026,000,000","1,075,000,000","972,000,000","791,000,000","683,000,000","643,000,000",,,,,,,,,
	GoodwillAndOtherIntangibleAssets,"2,983,000,000","1,947,000,000","1,949,000,000","567,000,000","498,000,000","498,000,000","498,000,000","703,000,000","1,006,000,000","1,051,000,000","1,204,000,000","1,060,000,000","1,726,000,000","1,717,000,000","1,720,000,000","1,720,000,000","1,720,000,000","1,721,000,000","1,694,000,000",,,,,,
		Goodwill,"1,913,000,000","1,290,000,000","1,290,000,000","567,000,000","498,000,000","498,000,000","498,000,000","654,000,000","1,006,000,000","1,051,000,000","1,204,000,000",,"1,726,000,000","1,717,000,000","1,720,000,000","1,720,000,000","1,720,000,000","1,721,000,000","1,694,000,000",,,,,,
		OtherIntangibleAssets,"1,070,000,000","657,000,000","659,000,000",,,,,"49,000,000",,,,"1,060,000,000",,,,,,,,,,,,,
