name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987
TotalRevenue,"6,692,018,000","6,782,518,000","6,078,540,000","5,428,477,000","4,516,629,000","4,719,290,000","4,479,648,000","3,777,068,000","3,209,782,000","2,656,949,000","1,991,139,000","1,565,887,000","1,948,254,000","1,780,009,000","1,656,518,000","1,869,819,000","1,773,206,000","1,605,869,000","1,521,282,000","1,512,042,000","1,425,678,000","1,321,100,000","1,175,500,000","1,048,300,000","1,191,900,000","1,113,900,000","826,300,000","528,000,000","383,800,000","297,700,000","296,100,000","242,600,000","171,500,000","44,600,000"
	OperatingRevenue,"6,692,018,000","6,782,518,000","6,078,540,000","5,428,477,000","4,516,629,000","4,719,290,000","4,479,648,000","3,777,068,000","3,209,782,000","2,656,949,000","1,991,139,000","1,565,887,000","1,948,254,000","1,780,009,000","1,656,518,000","1,869,819,000","1,773,206,000","1,605,869,000","1,521,282,000","1,512,042,000","1,425,678,000","1,321,100,000","1,175,500,000","1,048,300,000","1,191,900,000","1,113,900,000","826,300,000","528,000,000","383,800,000","297,700,000","296,100,000","242,600,000","171,500,000","44,600,000"
CostOfRevenue,"5,102,836,000","5,133,736,000","4,577,340,000","4,103,826,000","3,411,006,000","3,380,248,000","3,160,470,000","2,656,189,000","2,284,485,000","1,916,366,000","1,460,926,000","1,172,668,000","1,502,546,000","1,386,989,000","1,297,159,000","1,451,927,000","1,348,943,000","1,245,852,000","1,189,002,000","1,167,668,000","1,050,577,000","953,500,000","861,000,000","752,600,000","925,800,000","862,900,000","624,400,000","371,500,000","251,900,000","188,100,000","183,800,000","147,800,000","103,400,000","30,300,000"
GrossProfit,"1,589,182,000","1,648,782,000","1,501,200,000","1,324,651,000","1,105,623,000","1,339,042,000","1,319,178,000","1,120,879,000","925,297,000","740,583,000","530,213,000","393,219,000","445,708,000","393,020,000","359,359,000","417,892,000","424,263,000","360,017,000","332,280,000","344,374,000","375,101,000","367,600,000","314,500,000","295,700,000","266,100,000","251,000,000","201,900,000","156,500,000","131,900,000","109,600,000","112,300,000","94,800,000","68,100,000","14,300,000"
OperatingExpense,"1,181,911,000","1,165,111,000","1,013,788,000","964,994,000","755,345,000","622,903,000","604,488,000","542,965,000","446,872,000","414,751,000","326,348,000","245,320,000","284,114,000","216,984,000","191,302,000","203,106,000","212,626,000","193,296,000","179,346,000","214,556,000","253,307,000","254,000,000","214,400,000","202,600,000","168,700,000","149,300,000","104,700,000","103,300,000","72,900,000","57,700,000","64,600,000","54,800,000","37,600,000","11,100,000"
	SellingGeneralAndAdministration,"959,537,000","953,037,000","841,536,000","803,001,000","648,677,000","525,746,000","517,697,000","449,673,000","353,431,000","309,120,000","241,408,000","182,321,000","206,642,000","188,682,000","164,474,000","173,600,000","183,961,000","165,123,000","148,439,000","178,848,000","173,950,000","183,400,000","149,800,000","169,400,000","138,100,000","126,500,000","81,000,000","77,400,000","55,600,000","43,900,000","52,000,000","43,300,000","25,900,000","8,600,000"
		GeneralAndAdministrativeExpense,"379,530,000","393,930,000","349,763,000","331,196,000","306,442,000","209,077,000","203,248,000","179,407,000","143,064,000","130,395,000","99,055,000","71,184,000","69,607,000",,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"379,530,000","393,930,000","349,763,000","331,196,000","306,442,000","209,077,000","203,248,000","179,407,000","143,064,000","130,395,000","99,055,000","71,184,000","69,607,000",,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"580,007,000","559,107,000","491,773,000","471,805,000","342,235,000","316,669,000","314,449,000","270,266,000","210,367,000","178,725,000","142,353,000","111,137,000","137,035,000",,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"304,235,000","292,935,000","259,682,000","238,299,000","185,126,000","166,460,000","148,458,000","139,193,000","127,361,000","105,631,000","84,940,000","62,999,000","77,472,000","73,587,000","73,889,000","68,146,000","60,700,000","51,760,000","45,550,000","35,708,000","32,360,000","31,300,000","28,400,000",,,,,,,,,,,
