name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,"46,997,000","39,300,000","36,200,000","33,200,000","30,600,000","22,800,000","23,700,000","25,900,000","17,300,000","13,800,000","12,600,000","11,500,000","11,700,000","2,500,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,"46,997,000","39,300,000","36,200,000","33,200,000","30,600,000","22,800,000","23,700,000","25,900,000","17,300,000","13,800,000","12,600,000","11,500,000","11,700,000","2,500,000"
	OtherOperatingExpenses,"-81,861,000","-80,861,000","-87,430,000","-76,306,000","-78,458,000","-69,303,000","-61,667,000","-45,901,000","-33,920,000","-24,092,000","-16,856,000",,,"-45,285,000","-47,061,000","-38,640,000","-32,035,000","-23,587,000","-14,643,000",,,,,,,,,,,,,,,
OperatingIncome,"407,271,000","483,671,000","487,412,000","359,657,000","350,278,000","716,139,000","714,690,000","577,914,000","478,425,000","325,832,000","203,865,000","147,899,000","161,594,000","176,036,000","168,057,000","214,786,000","211,637,000","166,721,000","152,934,000","129,818,000","121,794,000","113,600,000","100,100,000","93,100,000","97,400,000","101,700,000","97,200,000","53,200,000","59,000,000","51,900,000","47,700,000","40,000,000","30,500,000","3,200,000"
NetNonOperatingInterestIncomeExpense,"-73,389,000","-77,589,000","-56,967,000","-32,155,000","-16,319,000","-11,456,000","-11,239,000","-6,210,000","-5,932,000","-3,987,000","-2,680,000","-4,111,000","-9,618,000",,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"73,389,000","77,589,000","56,967,000","32,155,000","16,319,000","11,456,000","11,239,000","6,210,000","5,932,000","3,987,000","2,680,000","4,111,000","9,618,000",,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-2,082,000","1,718,000","-1,196,000","-8,711,000","-20,708,000","-18,946,000","-4,134,000","2,725,000","7,350,000","24,781,000","17,356,000","7,386,000","25,086,000","54,686,000","52,556,000","37,200,000","26,708,000","23,670,000","18,277,000","16,996,000","14,296,000","9,000,000","-48,800,000","11,900,000","4,200,000","-2,800,000","43,700,000",,"-12,000,000","-19,700,000","-7,500,000","-7,500,000","-8,200,000","200,000"
	GainOnSaleOfSecurity,,,,,,,,,,"24,092,000","16,856,000","17,071,000","21,205,000",,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"-4,533,000","-5,133,000","-29,252,000","-6,760,000","-6,873,000","-6,802,000","-4,124,000","-2,414,000","-179,000",,,,,"471,000","3,642,000","2,308,000",,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,"689,000","500,000","-9,685,000","3,881,000","54,215,000","48,914,000","34,892,000","26,708,000","23,670,000","18,277,000","16,996,000","14,296,000","9,000,000","-48,800,000","11,900,000","4,200,000","-2,800,000","43,700,000",,"-12,000,000","-19,700,000","-7,500,000","-7,500,000","-8,200,000","200,000"
		ImpairmentOfCapitalAssets,,,,,,,,,,,,"8,952,000",,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,"733,000",,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"2,451,000","6,851,000","28,056,000","-1,951,000","-13,835,000","-12,144,000","-10,000","5,139,000","7,529,000",,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"331,800,000","407,800,000","429,249,000","318,791,000","313,251,000","685,737,000","699,317,000","574,429,000","479,843,000","346,626,000","218,541,000","151,174,000","177,062,000","170,336,000","163,779,000","208,633,000","204,199,000","164,339,000","154,171,000","139,563,000","128,386,000","118,300,000","48,300,000","102,200,000","97,300,000","98,800,000","141,000,000","53,300,000",,,,"25,000,000","18,300,000",
TaxProvision,"61,716,000","83,916,000","93,992,000","146,299,000","100,303,000","230,376,000","245,288,000","193,360,000","167,533,000","119,051,000","71,403,000","50,157,000","59,667,000","57,738,000","50,988,000","64,348,000","67,386,000","53,410,000","50,579,000","48,149,000","45,577,000","42,000,000","17,300,000","36,800,000","35,000,000","38,000,000","12,000,000","7,500,000",,,,"700,000","1,000,000",
NetIncomeCommonStockholders,"270,160,000","323,960,000","335,257,000","172,492,000","212,948,000","455,361,000","454,029,000","377,292,000","312,310,000","227,575,000","147,138,000","101,017,000","117,395,000","111,650,000","106,985,000","143,278,000","104,504,000","110,929,000","103,592,000","91,414,000","82,809,000","76,300,000","31,000,000","65,400,000","62,300,000","60,800,000","129,000,000","45,800,000","34,700,000","24,900,000","31,400,000","24,300,000","17,300,000","1,400,000"
	NetIncome,"270,160,000","323,960,000","335,257,000","172,492,000","212,948,000","455,361,000","454,029,000","377,292,000","312,310,000","227,575,000","147,138,000","101,017,000","117,395,000","111,650,000","106,985,000","143,278,000","104,504,000","110,929,000","103,592,000","91,414,000","82,809,000","76,300,000","31,000,000","65,400,000","62,300,000","60,800,000","129,000,000","45,800,000","34,700,000","24,900,000","31,400,000","24,300,000","17,300,000","1,400,000"
		NetIncomeIncludingNoncontrollingInterests,"270,084,000","323,884,000","335,257,000","172,492,000","212,948,000","455,361,000","454,029,000","377,292,000","312,310,000","227,575,000","147,138,000","101,017,000","117,395,000","111,650,000","106,985,000","143,278,000","104,504,000","110,929,000","103,592,000","91,414,000","82,809,000","76,300,000","31,000,000","65,400,000","62,300,000","60,800,000","129,000,000","45,800,000","34,700,000","24,900,000","31,400,000","24,300,000","17,300,000","1,400,000"
			NetIncomeContinuousOperations,"270,084,000","323,884,000","335,257,000","172,492,000","212,948,000","455,361,000","454,029,000","381,069,000","312,310,000","227,575,000","147,138,000","101,017,000","117,395,000","112,598,000","112,791,000","144,285,000","136,813,000","110,929,000","103,592,000","91,414,000","82,809,000","76,300,000","31,000,000","65,400,000","62,300,000","60,800,000","129,000,000","45,800,000","34,700,000","24,900,000","31,400,000","24,300,000","17,300,000","1,400,000"
			NetIncomeDiscontinuousOperations,,,,,,,"0","-3,777,000",,,,"0","0","-948,000","-6,213,000","-1,007,000","-32,309,000",,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,"407,000",,,,,,,,,,,,,,,,,,,
		MinorityInterests,"76,000","76,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"270,160,000","323,960,000","335,257,000","172,492,000","212,948,000","455,361,000","454,029,000","377,292,000","312,310,000","227,575,000","147,138,000","101,017,000","117,395,000","111,650,000","106,985,000","143,278,000","104,504,000","110,929,000","103,592,000","91,414,000","82,809,000","76,300,000","31,000,000","65,400,000","62,300,000","60,800,000","129,000,000","45,800,000","34,700,000","24,900,000","31,400,000","24,300,000","17,300,000","1,400,000"
BasicEPS,,"5.27","5.36","2.74","3.31","6.9","6.86","5.51","4.54","3.31","2.2","1.56","1.79","1.585","1.325","1.7","1.235","1.295","1.16","1","0.88","0.773","0.3","0.613","0.56","0.548","1.167","0.375","0.288","0.278","0.275","0.27","0.205","0.02"
DilutedEPS,,"5.2","5.24","2.69","3.27","6.75","6.65","5.35","4.4","3.2","2.14","1.525","1.75","1.535","1.29","1.635","1.16","1.23","1.098","0.97","0.875","0.768","0.298","0.613","0.56","0.548","1.167","0.375","0.288","0.278","0.275","0.27","0.205","0.02"
BasicAverageShares,,"61,437,000","62,513,000","62,916,000","64,296,000","66,020,000","66,175,000","68,535,000","68,849,000","68,792,000","66,900,000","64,798,000","65,540,000","70,472,000","80,648,000","84,262,000","84,636,000","85,810,000","89,248,000","91,456,000","94,004,000","98,770,227","103,333,333","106,775,510","111,444,000","111,168,000","110,538,000","121,941,748","86,980,000","89,729,730","97,142,857","90,000,000","84,390,244","70,000,000"
DilutedAverageShares,,"62,292,000","63,949,000","64,180,000","65,158,000","67,484,000","68,229,000","70,546,000","71,005,000","71,057,000","68,764,000","66,148,000","67,128,000","72,648,000","82,902,000","87,762,000","90,070,000","90,112,000","94,464,000","94,268,000","94,664,000","99,413,681","104,201,681","107,428,571","111,656,442","111,168,000","123,414,634","121,941,748","86,980,000","89,729,730","97,142,857","90,000,000","84,390,244","70,000,000"
TotalOperatingIncomeAsReported,"407,271,000","483,671,000","487,412,000","359,657,000","350,278,000","716,139,000","714,690,000","577,914,000","478,425,000","349,924,000","220,721,000","164,970,000","182,799,000","176,036,000","168,057,000","214,786,000","211,637,000","166,721,000","152,934,000","129,818,000","121,794,000","113,600,000","100,100,000","93,100,000","97,400,000","101,700,000","97,200,000","53,200,000","59,000,000","51,900,000","47,700,000","40,000,000","30,500,000","3,200,000"
TotalExpenses,"6,284,747,000","6,298,847,000","5,591,128,000","5,068,820,000","4,166,351,000","4,003,151,000","3,764,958,000","3,199,154,000","2,731,357,000","2,331,117,000","1,787,274,000","1,417,988,000","1,786,660,000","1,603,973,000","1,488,461,000","1,655,033,000","1,561,569,000","1,439,148,000","1,368,348,000","1,382,224,000","1,303,884,000","1,207,500,000","1,075,400,000","955,200,000","1,094,500,000","1,012,200,000","729,100,000","474,800,000","324,800,000","245,800,000","248,400,000","202,600,000","141,000,000","41,400,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"270,160,000","323,960,000","335,257,000","172,492,000","212,948,000","455,361,000","454,029,000","377,292,000","312,310,000","227,575,000","147,138,000","101,017,000","117,395,000","111,650,000","106,578,000","143,278,000","104,504,000","110,929,000","103,592,000","91,414,000","82,809,000","76,300,000","31,000,000","65,400,000","62,300,000","60,800,000","129,000,000","45,800,000","34,700,000","24,900,000","31,400,000","24,300,000","17,300,000","1,400,000"
NormalizedIncome,"270,160,000","323,960,000","335,257,000","172,492,000","212,948,000","455,361,000","454,029,000","381,069,000","312,310,000","211,305,198.903","135,452,654.33","96,081,551.034","100,762,571.98","76,760,005.859","79,105,002.564","120,154,626.473","118,918,683.162","94,951,724.794","91,311,149.62","80,281,591.382","73,588,076.659","70,495,266.272","62,320,910.973","57,784,931.507","59,610,791.367","62,523,076.923","89,019,148.936","45,800,000","41,900,000","36,720,000","35,900,000","31,590,000","25,051,912.568","1,280,000"
InterestExpense,"73,389,000","77,589,000","56,967,000","32,155,000","16,319,000","11,456,000","11,239,000","6,210,000","5,932,000","3,987,000","2,680,000","4,111,000","9,618,000",,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-73,389,000","-77,589,000","-56,967,000","-32,155,000","-16,319,000","-11,456,000","-11,239,000","-6,210,000","-5,932,000","-3,987,000","-2,680,000","-4,111,000","-9,618,000",,,,,,,,,,,,,,,,,,,,,
EBIT,"405,189,000","485,389,000","486,216,000","350,946,000","329,570,000","697,193,000","710,556,000","580,639,000","485,775,000","350,613,000","221,221,000","155,285,000","186,680,000","176,036,000","168,057,000","214,786,000","211,637,000","166,721,000","152,934,000","129,818,000","121,794,000","113,600,000","100,100,000","93,100,000","97,400,000","101,700,000","97,200,000","53,200,000","59,000,000","51,900,000","47,700,000","40,000,000","30,500,000","3,200,000"
EBITDA,"647,702,000"
ReconciledCostOfRevenue,"5,102,836,000","5,133,736,000","4,577,340,000","4,103,826,000","3,411,006,000","3,380,248,000","3,160,470,000","2,656,189,000","2,284,485,000","1,916,366,000","1,460,926,000","1,172,668,000","1,502,546,000","1,386,989,000","1,297,159,000","1,451,927,000","1,348,943,000","1,245,852,000","1,189,002,000","1,167,668,000","1,050,577,000","953,500,000","861,000,000","752,600,000","925,800,000","862,900,000","624,400,000","371,500,000","251,900,000","188,100,000","183,800,000","147,800,000","103,400,000","30,300,000"
ReconciledDepreciation,"242,513,000","234,513,000","211,036,000","191,108,000","167,512,000","152,138,000","127,507,000","92,100,000","70,580,000","66,390,000","66,519,000","64,593,000","66,112,000","62,093,000","71,164,000","67,936,000","59,339,000","54,780,000","57,527,000","52,550,000","46,997,000","39,300,000","36,200,000","33,200,000","30,600,000","22,800,000","23,700,000","25,900,000","17,300,000","13,800,000","12,600,000","11,500,000","11,700,000","2,500,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"270,160,000","323,960,000","335,257,000","172,492,000","212,948,000","455,361,000","454,029,000","381,069,000","312,310,000","227,575,000","147,138,000","101,017,000","117,395,000","112,598,000","112,791,000","144,285,000","136,813,000","110,929,000","103,592,000","91,414,000","82,809,000","76,300,000","31,000,000","65,400,000","62,300,000","60,800,000","129,000,000","45,800,000","34,700,000","24,900,000","31,400,000","24,300,000","17,300,000","1,400,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,"24,781,000","17,356,000","7,386,000","25,086,000","54,215,000","48,914,000","34,892,000","26,708,000","23,670,000","18,277,000","16,996,000","14,296,000","9,000,000","-48,800,000","11,900,000","4,200,000","-2,800,000","43,700,000",,"-12,000,000","-19,700,000","-7,500,000","-7,500,000","-8,200,000","200,000"
TotalUnusualItems,,,,,,,,,,"24,781,000","17,356,000","7,386,000","25,086,000","54,215,000","48,914,000","34,892,000","26,708,000","23,670,000","18,277,000","16,996,000","14,296,000","9,000,000","-48,800,000","11,900,000","4,200,000","-2,800,000","43,700,000",,"-12,000,000","-19,700,000","-7,500,000","-7,500,000","-8,200,000","200,000"
NormalizedEBITDA,"647,702,000","719,902,000","697,252,000","542,054,000","497,082,000","849,331,000","838,063,000","672,739,000","556,355,000","392,222,000","270,384,000","212,492,000","227,706,000","183,914,000","190,307,000","247,830,000","244,268,000","197,831,000","192,184,000","165,372,000","154,495,000","143,900,000","185,100,000","114,400,000","123,800,000","127,300,000","77,200,000","79,100,000","88,300,000","85,400,000","67,800,000","59,000,000","50,400,000","5,500,000"
TaxRateForCalcs,"0.186","0.206","0.219","0.4","0.32","0.336","0.351","0.337","0.349","0.343","0.327","0.332","0.337","0.339","0.311","0.308","0.33","0.325","0.328","0.345","0.355","0.355","0.358","0.36","0.36","0.385","0.085","0.141","0.4","0.4","0.4","0.028","0.055","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","8,511,198.903","5,670,654.33","2,450,551.034","8,453,571.98","18,377,005.859","15,228,002.564","10,761,626.473","8,813,683.162","7,692,724.794","5,996,149.62","5,863,591.382","5,075,076.659","3,195,266.272","-17,479,089.027","4,284,931.507","1,510,791.367","-1,076,923.077","3,719,148.936","0","-4,800,000","-7,880,000","-3,000,000","-210,000","-448,087.432","80,000"
