name,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
TotalAssets,"4,653,500,000","4,000,900,000","3,804,100,000","3,455,400,000","3,390,900,000","3,239,787,000","3,055,399,000","1,452,040,000","1,359,775,000","1,312,290,000","1,827,765,000","1,736,468,000","1,617,717,000","1,277,791,000","709,696,000","462,045,000","366,422,000","288,883,000","182,897,000"
	CurrentAssets,"2,670,600,000","2,203,500,000","2,084,900,000","1,938,900,000","1,900,300,000","1,727,321,000","1,504,782,000","707,348,000","645,465,000","632,318,000","645,919,000","581,875,000","529,146,000","417,789,000","324,256,000","242,882,000","199,533,000","159,594,000","113,427,000"
		CashCashEquivalentsAndShortTermInvestments,"14,700,000","7,500,000","8,100,000","10,900,000","9,200,000","5,310,000","14,077,000","87,711,000","75,087,000","99,461,000","52,322,000","38,916,000","33,660,000","68,274,000","18,530,000","5,606,000","7,415,000","3,653,000","5,557,000"
			CashAndCashEquivalents,"14,700,000","7,500,000","8,100,000","10,900,000","9,200,000","5,310,000","14,077,000","87,711,000","75,087,000","99,461,000","52,322,000","38,916,000","33,660,000","68,274,000","18,530,000","5,606,000","7,415,000","3,653,000","5,557,000"
				CashFinancial,"14,700,000","7,500,000","8,100,000","10,900,000","9,200,000","5,310,000","14,077,000",,,,,,,,"18,530,000","5,606,000","7,415,000","3,653,000","5,557,000"
		Receivables,"1,227,300,000","1,065,600,000","1,028,500,000","968,200,000","964,600,000","834,769,000","709,170,000","256,306,000","226,058,000","196,929,000","247,809,000","251,654,000","220,676,000","153,032,000","167,444,000","119,126,000","101,874,000","80,054,000","55,689,000"
			AccountsReceivable,"1,227,300,000","1,065,600,000","1,028,500,000","968,200,000","964,600,000","834,769,000","709,170,000","256,306,000","226,058,000","190,481,000","245,755,000","242,340,000","220,676,000",,,,,,
				GrossAccountsReceivable,"1,249,300,000","1,084,900,000","1,045,500,000","984,500,000","980,600,000","849,518,000","723,452,000",,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-22,000,000","-19,300,000","-17,000,000","-16,300,000","-16,000,000","-14,749,000","-14,282,000",,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,"6,448,000","2,054,000","9,314,000",,,,,,,
		Inventory,"1,356,900,000","1,051,900,000","1,013,300,000","919,700,000","882,600,000","848,995,000","741,375,000","329,686,000","308,901,000","303,073,000","314,835,000","257,198,000","239,846,000","176,245,000","123,586,000","108,550,000","84,784,000","72,951,000","48,005,000"
		PrepaidAssets,"71,700,000","78,500,000","35,000,000","40,100,000","26,400,000","22,441,000","19,221,000","11,182,000","9,991,000","9,328,000","15,325,000","19,317,000","17,095,000","11,406,000","4,364,000","4,030,000","4,652,000","2,548,000","1,405,000"
		CurrentDeferredAssets,,,,,"17,500,000","15,806,000","20,939,000","22,463,000","23,161,000","13,412,000","15,628,000","14,790,000","17,869,000","8,832,000","10,332,000","5,570,000","808,000","388,000","2,771,000"
			CurrentDeferredTaxesAssets,,,,,"17,500,000","15,806,000","20,939,000","22,463,000","23,161,000","13,412,000","15,628,000","14,790,000","17,869,000","8,832,000","10,332,000","5,570,000","808,000","388,000","2,771,000"
		OtherCurrentAssets,,,,,,,,,"2,267,000","10,115,000",,,,,,,,,
	TotalNonCurrentAssets,"1,982,900,000","1,797,400,000","1,719,200,000","1,516,500,000","1,490,600,000","1,512,466,000","1,550,617,000","744,692,000","714,310,000","679,972,000","1,181,846,000","1,154,593,000","1,088,571,000","860,002,000","385,440,000","219,163,000","166,889,000","129,289,000","69,470,000"
		NetPPE,"950,500,000","795,500,000","740,700,000","637,000,000","594,700,000","569,909,000","548,586,000","318,264,000","291,947,000","255,816,000","394,701,000","363,052,000","293,994,000","247,197,000","143,142,000","113,930,000","87,413,000","71,810,000","55,697,000"
