name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
MarketCap,"5,827,171,041","7,024,715,225","7,314,231,401","8,188,043,861","10,117,274,382","10,080,426,869","12,033,345,077","12,646,592,978","12,936,109,154","15,625,977,629","14,649,518,525","8,690,749,222","9,046,064,529","7,540,580,412","7,079,986,495","6,506,218,073","5,408,688,568","5,003,365,921","3,826,877,458","4,216,408,314","4,803,336,563","6,285,132,993","6,879,957,137","7,714,290,118","8,353,857,671","6,811,526,041","8,040,653,808","10,633,139,569","14,594,247,255","15,170,647,643","16,223,433,739","14,652,150,491","29,934,985,717","27,426,406,905","25,342,382,605","32,686,356,781","28,455,450,163","29,033,594,079","25,805,711,868","18,885,925,687","20,405,194,235","15,997,661,132","15,944,642,196","15,444,690,221","11,517,798,530","9,887,507,932","6,635,184,370","12,264,958,018","6,153,534,731","4,651,998,561","4,550,141,092","4,528,032,586","3,842,668,900","3,568,155,275","3,029,391,715","2,740,928,351","2,987,280,275","2,874,106,042","3,322,592,616","2,631,965,000","2,120,047,807","1,629,186,483","1,268,607,130","1,076,473,685","1,077,789,667","1,094,107,933","1,052,522,883","739,319,024","622,722,966","571,136,448","502,705,353","583,769,881","618,511,822","613,774,284","446,118,101","518,233,947","563,240,552","552,712,692","547,790,917","585,612,257","717,210,517","830,727,176","738,669,750","882,040,250","797,888,000","839,976,592","701,184,375","806,512,500","1,059,300,000","1,059,300,000","1,420,425,000","1,591,959,375","1,387,321,875","1,303,059,375","1,345,190,625","1,306,068,750","1,257,918,750","1,131,525,000","889,787,500","960,970,500","610,140,000","592,344,250","678,780,750","602,513,250","605,055,500"
EnterpriseValue,"6,543,872,041","7,675,713,225","7,925,165,401","8,676,443,861","10,603,212,382","10,571,560,869","12,468,870,077","12,813,227,978","12,121,792,154","14,782,515,629","13,806,056,525","7,825,049,222","9,467,184,529","7,874,092,412","7,554,487,495","6,941,954,073","5,880,609,568","5,439,792,921","4,355,010,458","4,849,494,314","5,543,164,563","6,886,682,993","6,077,257,137","6,911,590,118","9,260,336,671","7,616,854,041","9,008,738,808","9,985,839,569","15,614,435,255","16,190,835,643","16,985,633,739","15,440,698,491","30,718,767,717","28,134,351,905","26,050,327,605","32,405,149,781","29,096,164,163","29,786,694,079","25,112,209,868","18,339,467,687","21,089,549,235","16,084,543,132","16,638,839,196","16,234,590,221","11,985,698,530","10,221,659,932","6,995,057,370","12,736,726,018","6,505,864,731","4,992,792,561","4,922,056,092","4,915,791,586","4,204,167,900","3,983,272,275","3,606,065,715","3,317,602,351","3,333,614,275","3,105,878,042","3,554,364,616","2,870,544,000","2,265,854,807","1,788,990,483","1,408,207,130","1,301,673,685","1,299,989,667","1,361,599,933","1,317,022,883","1,006,319,024","879,322,966","860,414,448","805,905,353","909,169,881","964,295,822","959,558,284","857,262,101","929,377,947","974,384,552","994,661,692","989,739,917","1,027,561,257","1,159,159,517","1,272,676,176","1,156,869,750","1,300,240,250","1,216,088,000","1,258,176,592","998,384,375","1,103,712,500","1,356,500,000","1,356,500,000","1,643,425,000","1,814,959,375","1,610,321,875","1,526,059,375","1,386,090,625","1,346,968,750","1,298,818,750","1,201,125,000","959,387,500","1,030,570,500","679,740,000","592,344,250","678,780,750","602,513,250","605,055,500"
PeRatio,"20.441","21.962","21.333","20.141","22.908","22.825","25.549","29.527","32.495","45.817","42.954","26.957","32.507","30.171","34.068","31.291","28.919","26.752","15.966","18.529","16.712","17.46","17.371","19.478","15.447","12.595","14.179","16.29","22.449","23.336","25.18","25.072","28.294","28.768","25.541","38.346","34.875","40.29","34.848","24.195","29.33","28.462","27.586","19.769","13.335","12.77","15.587","44.378","30.488","25.841","28.435","30.184","27.188","25.839","22.617","20.464","24.342","27.3","31.56","26.596","24.938","21.95","16.395","16.626","17.651","18.895","23.25","16.922","15.265","14.467","15.785","22.18","26.111","25.911","17.474","21.059","23.778","19.535","16.65","17.8","19.123","19.727","15.758","16.453","13.223","12.523","10.949","12.689","16.794","16.923","21.771","23.283","19.402","17.46","19.605","23.085","24.881","25.134","26.84","28.988","21.739",,,,
ForwardPeRatio,"17.699","22.422","15.974","17.986","17.699","15.385","20.661","28.011","30.581","34.843","35.336","22.936","23.474","21.692","27.701","22.676","20.747","15.337",,,,,"13.755","15.432","16.367","9.671","11.377","12.903","18.587","19.084","21.231","19.531","22.624","19.881","18.215","25.974","27.322","28.986",,,,,,,"3.799","5.155",,"6.223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.612","1.821","1.346","1.448","0.935","1.323","1.232","1.425","1.902","1.8","1.703","1.19","1.383","1.169","1.367","1.929","2.682","9.18",,,,,"1.98","2.22","2.181",,,"3.526","2.336","2.399","2.652","2.442","133.045","116.982","107.239","152.894","160.912","170.629",,,,,,,"0.38","0.516",,"0.622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.925","3.449","3.472","3.637","4.446","4.43","5.253","5.862","6.055","7.506","7.037","4.185","4.665","4.197","4.074","3.755","2.991","2.767","2.092","2.258","2.384","3.037","3.255","3.649","3.613","2.946","3.342","4.215","6.008","6.245","6.974","6.676","7.198","6.711","5.958","8.53","7.568","8.411","7.427","5.253","6.542","6.882","7.117","5.763","3.952","3.618","3.944","8.663","4.82","3.917","4.148","4.268","3.685","3.631","3.16","2.859","3.298","3.319","3.837","3.115","2.565","2.066","1.654","1.442","1.514","1.582","1.575","1.185","1.059","1.031","0.929","1.119","1.175","1.166","0.844","1.007","1.122","1.075","1.073","1.148","1.417","1.654","1.712","1.944","1.669","1.664","1.421","1.611","2.085","2.054","2.78","3.13","2.741","2.587","2.676","2.582","2.472","2.395","2.399","2.591","1.794",,,,
PbRatio,"2.725","3.356","3.501","3.921","4.851","4.832","5.762","5.766","5.913","7.138","6.692","3.959","4.028","3.297","3.132","2.747","2.312","2.158","1.653","1.853","2.145","2.559","2.838","3.182","3.515","2.914","3.462","4.656","6.843","7.113","7.531","7.471","8.518","7.346","6.522","9.533","8.398","9.475","7.803","5.573","6.543","6.742","6.913","6.767","4.511","4.387","4.588","9.768","4.931","3.934","4.175","4.013","3.539","3.375","2.97","2.687","2.836","2.901","3.354","2.76","2.184","1.717","1.37","1.21","1.198","1.229","1.208","0.866","0.726","0.672","0.6","0.694","0.744","0.738","0.541","0.629","0.683","0.67","0.664","0.71","0.87","1.008","0.946","1.13","1.022","1.076","0.973","1.119","1.47","1.47","2.046","2.293","1.998","1.877","2.088","2.027","1.953","2.427","1.909","2.061","1.309",,,,
EnterprisesValueRevenueRatio,"3.367","16.255","16.753","17.559","21.028","18.703","22.956","20.062","23.368","25.719","24.712","15.473","17.799","14.218","14.988","14.178","15.007","13.224","9.782","10.014","14.304","14.014","13.029","13.233","17.338","15.475","17.289","17.629","25.047","26.942","27.608","22.597","58.001","52.206","45.33","58.741","60.613","58.905","54.655","38.468","54.281","41.486","43.355","47.084","37.35","25.689","11.874","27.641","19.936","16.303","15.262","15.283","17.728","14.916","13.301","11.617","15.213","14.455","14.514","12.496","10.973","9.675","6.295","6.249","7.576","8.322","6.481","5.8","5.804","6.145","5.11","6.527","8.214","7.53","5.488","7.656","8.026","7.929","7.89","8.191","9.24","10.311","9.373","10.534","9.853","9.946","7.899","8.732","10.732","10.565","12.809","14.146","12.551","12.878","11.707","11.376","10.97","11.73","9.369","10.064","6.638","7.546","8.647","7.675","7.708"
EnterprisesValueEBITDARatio,"14.08","66.978","75.244","75.371","81.744","58.929","97.307","64.65","69.925","89.178","83.146","51.11","59.58","53.396","80.712","52.593","57.646","59.347","106.581","37.368","47.651","58.572","53.868","59.541","73.32","70.636","46.376","63.47","73.688","64.952","70.749","56.809","116.556","102.512","102.26","133.89","142.732","161.291","148.476","98.194","153.126","120.096","103.878","114.046","80.299","57.047","25.663","69.841","57.998","57.493","53.129","49.896","51.1","53.72","45.009","37.522","47.196","48.49","42.25","42.267","41.355","-120.609","19.75","21.914","24.208","-54.578","23.187","19.132","18.168","-35.238","14.787","18.039","29.399","45.868","22.679","7.656","8.026","-3.22","7.89","8.191","9.24","-4.38","9.373","10.534","9.853","-4.122","7.899","8.732","10.732","-4.348","12.809","14.146","12.551","-5.478","11.707","11.376","10.97","-4.598","9.369","10.064","6.638","-2.884","8.647","7.675","7.708"
