name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"397,000,000","379,000,000","400,000,000","383,000,000","318,000,000","288,000,000","306,000,000","346,000,000","315,000,000","325,000,000","324,000,000","253,255,300","391,000,000","382,000,000","380,000,000"
	OtherTaxes,,,"0","1,000,000","0",,"0","0","1,000,000",,"1,000,000",,,"5,000,000","3,000,000","4,000,000","3,000,000","2,000,000","2,000,000","5,000,000","6,000,000","5,000,000","10,000,000","12,000,000","17,000,000","7,000,000","5,000,000","11,000,000","9,000,000","10,000,000","9,000,000",,,,,,,"8,000,000",,,,"12,000,000",,,,"13,000,000"
	OtherOperatingExpenses,"7,869,000,000","2,154,000,000","2,020,000,000","1,799,000,000","1,896,000,000","1,692,000,000","3,838,000,000","2,647,000,000","2,219,000,000","2,174,000,000","2,723,000,000","1,623,000,000","1,360,000,000","1,112,000,000","1,013,000,000","907,000,000","862,000,000","934,000,000","1,137,000,000","994,000,000","980,000,000","1,035,000,000","1,178,000,000","1,112,000,000","1,204,000,000","1,255,000,000","1,082,000,000","923,000,000","1,054,000,000","1,024,000,000","3,818,000,000","194,000,000",,"-93,000,000","230,000,000","-460,000,000","-272,000,000","254,000,000",,,,,,,,
OperatingIncome,"260,000,000","-916,000,000","47,000,000","422,000,000","711,000,000","561,000,000","-2,335,000,000","253,000,000","913,000,000","-219,000,000","-466,000,000","422,000,000","147,000,000","104,000,000","515,000,000","-323,000,000","49,000,000","-673,000,000","-804,000,000","-206,000,000","269,000,000","-209,000,000","-329,000,000","567,000,000","729,000,000","606,000,000","311,000,000","626,000,000","405,000,000","592,000,000","94,000,000","517,000,000","458,000,000","657,000,000","305,000,000","971,000,000","1,029,000,000","148,000,000","80,000,000","359,000,000","304,000,000","699,000,000","-154,987,200","343,000,000","442,000,000","593,000,000"
NetNonOperatingInterestIncomeExpense,"-417,000,000","-116,000,000","-117,000,000","-120,000,000","-96,000,000","-108,000,000","-114,000,000","-163,000,000","-138,000,000","-131,000,000","-168,000,000","-143,000,000","-147,000,000","-77,000,000","-84,000,000","-62,000,000","-83,000,000","-81,000,000","-83,000,000","-84,000,000","-82,000,000","-79,000,000","-76,000,000","-71,000,000","-47,000,000","-98,000,000","-74,000,000","-113,000,000","-77,000,000","-72,000,000","0","-92,000,000","-84,000,000","-84,000,000","-82,000,000","-81,000,000","-75,000,000","-85,000,000","-69,000,000","-79,000,000","-66,000,000","-65,000,000","-62,267,800","-64,000,000","-57,000,000","-45,000,000"
	InterestIncomeNonOperating,"11,000,000","1,000,000","3,000,000","3,000,000","4,000,000","2,000,000","8,000,000","5,000,000","3,000,000","3,000,000","3,000,000","32,000,000","10,000,000","17,000,000","7,000,000","27,000,000","7,000,000","11,000,000","8,000,000","6,000,000","3,000,000","11,000,000","2,000,000","4,000,000","25,000,000","2,000,000","23,000,000","23,000,000","23,000,000","27,000,000","25,000,000","28,000,000","27,000,000","29,000,000","30,000,000","31,000,000","31,000,000","32,000,000",,"35,000,000","37,000,000",,,"44,000,000","47,000,000",
	InterestExpenseNonOperating,"469,000,000","112,000,000","113,000,000","117,000,000","127,000,000","132,000,000","121,000,000","133,000,000","134,000,000","128,000,000","166,000,000","168,000,000","152,000,000","85,000,000","86,000,000","84,000,000","83,000,000","88,000,000","85,000,000","84,000,000","79,000,000","80,000,000","73,000,000","71,000,000","70,000,000","93,000,000","91,000,000","95,000,000","91,000,000","92,000,000","4,000,000","120,000,000","84,000,000","113,000,000","112,000,000","112,000,000","106,000,000","117,000,000","-41,000,000","114,000,000","103,000,000","65,000,000","-84,732,200","108,000,000","104,000,000","45,000,000"
	TotalOtherFinanceCost,"-41,000,000","5,000,000","7,000,000","6,000,000","-27,000,000","-22,000,000","1,000,000","35,000,000","7,000,000","6,000,000","5,000,000","7,000,000","5,000,000","9,000,000","5,000,000","5,000,000","7,000,000","4,000,000","6,000,000","6,000,000","6,000,000","10,000,000","5,000,000","4,000,000","2,000,000","7,000,000","6,000,000","41,000,000","9,000,000","7,000,000","-2,000,000",,"27,000,000",,,,,,,,,,,,,
OtherIncomeExpense,"-748,000,000","-1,113,000,000","153,000,000","-63,000,000","303,000,000","-296,000,000","492,000,000","-597,000,000","-1,165,000,000","-722,000,000","-851,000,000","-101,000,000","3,263,000,000","233,000,000","-269,000,000","-21,000,000","-314,000,000","419,000,000","5,000,000","2,310,000,000","-7,000,000","-493,000,000","-115,000,000","37,000,000","142,000,000","-150,000,000","-259,000,000","29,000,000","-48,000,000","-226,000,000","-21,000,000","50,000,000","260,000,000","21,000,000","131,000,000","-86,000,000","8,000,000","24,000,000",,"6,000,000","-55,000,000","6,000,000",,"-131,000,000","-155,000,000","41,000,000"
	GainOnSaleOfSecurity,"-421,000,000","-688,000,000","164,000,000","-88,000,000","191,000,000","-19,000,000","131,000,000","104,000,000","-787,000,000","-607,000,000","-911,000,000","-146,000,000","697,000,000","263,000,000","-242,000,000","-11,000,000","-311,000,000","419,000,000","9,000,000","-70,000,000","-5,000,000","-509,000,000","379,000,000","-98,000,000","121,000,000","-151,000,000","-257,000,000","30,000,000","-50,000,000","-224,000,000","371,000,000","51,000,000","-25,000,000",,,,,,,,"-28,000,000",,,,"-143,000,000",
	SpecialIncomeCharges,"-356,000,000","-434,000,000","-18,000,000","14,000,000","110,000,000","-268,000,000","360,000,000","-712,000,000","-376,000,000","-117,000,000","59,000,000","43,000,000","2,564,000,000","-30,000,000","0","-5,000,000","-1,000,000",,"-3,000,000","2,379,000,000","0","16,000,000","-498,000,000","137,000,000","20,000,000",,"0","-1,000,000","0",,"-397,000,000","-1,000,000","285,000,000","21,000,000","131,000,000","-86,000,000","8,000,000","24,000,000",,"6,000,000","-27,000,000","6,000,000",,"-131,000,000","-12,000,000","41,000,000"
		RestructuringAndMergernAcquisition,"-229,000,000","-130,000,000","27,000,000","-17,000,000","-109,000,000","263,000,000","-361,000,000","-83,000,000","377,000,000","117,000,000","-60,000,000","-42,000,000","-2,564,000,000","29,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,"0",,,,"497,000,000",,,,"0",,,,"393,000,000",,,,,,,,,,,,,,,
		WriteOff,,"588,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,"-25,000,000",,,"-109,000,000","263,000,000","-361,000,000","-83,000,000","377,000,000","117,000,000","-29,000,000","-43,000,000","-66,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,000,000",,,,"12,000,000",
		GainOnSaleOfPPE,"6,000,000","-1,000,000","9,000,000","-3,000,000","1,000,000","-5,000,000","-1,000,000","-795,000,000","1,000,000","0","-1,000,000","1,000,000","0","-1,000,000","0","-5,000,000","-1,000,000",,"-3,000,000","2,379,000,000","0","16,000,000","-1,000,000","137,000,000","20,000,000",,"0","-1,000,000","0",,"0",,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"29,000,000","9,000,000","7,000,000","11,000,000","2,000,000","-9,000,000","1,000,000","11,000,000","-2,000,000","2,000,000","1,000,000","2,000,000","2,000,000",,"-27,000,000","-5,000,000","-2,000,000",,"-1,000,000","1,000,000","-2,000,000",,"4,000,000","-2,000,000","1,000,000","1,000,000","-2,000,000",,"2,000,000","-2,000,000","1,000,000",,,,,,,,,,,,,,,
PretaxIncome,"-905,000,000","-2,145,000,000","83,000,000","239,000,000","918,000,000","157,000,000","-1,957,000,000","-507,000,000","-390,000,000","-1,072,000,000","-1,485,000,000","178,000,000","3,263,000,000","260,000,000","162,000,000","-406,000,000","-348,000,000","-335,000,000","-882,000,000","2,020,000,000","180,000,000","-781,000,000","-520,000,000","533,000,000","824,000,000","358,000,000","-22,000,000","542,000,000","280,000,000","294,000,000","73,000,000","475,000,000","634,000,000","594,000,000","354,000,000","804,000,000","962,000,000","87,000,000","54,000,000","286,000,000","183,000,000","640,000,000","27,745,000","148,000,000","230,000,000","589,000,000"
TaxProvision,"-1,192,000,000","-348,000,000","-30,000,000","52,000,000","-866,000,000","47,000,000","-607,000,000","-265,000,000","20,000,000","-158,000,000","-673,000,000","-110,000,000","682,000,000","49,000,000","71,000,000","-155,000,000","-81,000,000","-217,000,000","-241,000,000","219,000,000","54,000,000","-113,000,000","-48,000,000","179,000,000","209,000,000","111,000,000","36,000,000","172,000,000","101,000,000","123,000,000","191,000,000","186,000,000","238,000,000","168,000,000","88,000,000","294,000,000","307,000,000","40,000,000","-19,000,000","63,000,000","11,000,000","115,000,000","125,224,200","47,000,000","70,000,000","74,000,000"
NetIncomeCommonStockholders,"287,000,000","-1,797,000,000","113,000,000","187,000,000","1,784,000,000","110,000,000","-1,356,000,000","-241,000,000","-418,000,000","-654,000,000","584,000,000","-69,000,000","2,640,000,000","211,000,000","91,000,000","-251,000,000","-267,000,000","-118,000,000","-641,000,000","1,801,000,000","126,000,000","-668,000,000","-472,000,000","354,000,000","615,000,000","247,000,000","-58,000,000","370,000,000","179,000,000","171,000,000","-118,000,000","289,000,000","396,000,000","426,000,000","266,000,000","510,000,000","655,000,000","47,000,000","73,000,000","223,000,000","172,000,000","525,000,000","-97,479,200","101,000,000","160,000,000","515,000,000"
	NetIncome,"287,000,000","-1,797,000,000","113,000,000","187,000,000","1,784,000,000","110,000,000","-1,356,000,000","-241,000,000","-418,000,000","-654,000,000","584,000,000","-69,000,000","2,640,000,000","211,000,000","91,000,000","-251,000,000","-267,000,000","-118,000,000","-641,000,000","1,801,000,000","126,000,000","-668,000,000","-472,000,000","354,000,000","615,000,000","247,000,000","-58,000,000","370,000,000","179,000,000","171,000,000","-118,000,000","289,000,000","396,000,000","426,000,000","266,000,000","510,000,000","655,000,000","47,000,000","73,000,000","223,000,000","172,000,000","525,000,000","-97,479,200","101,000,000","160,000,000","515,000,000"
		NetIncomeIncludingNoncontrollingInterests,"287,000,000","-1,797,000,000","113,000,000","187,000,000","1,784,000,000","110,000,000","-1,356,000,000","-241,000,000","-418,000,000","-654,000,000","584,000,000","-69,000,000","2,640,000,000","211,000,000","91,000,000","-251,000,000","-267,000,000","-118,000,000","-641,000,000","1,801,000,000","126,000,000","-668,000,000","-472,000,000","354,000,000","615,000,000","247,000,000","-58,000,000","370,000,000","179,000,000","171,000,000","-118,000,000","289,000,000","396,000,000","426,000,000","266,000,000","510,000,000","655,000,000","47,000,000","73,000,000","223,000,000","172,000,000","525,000,000","-97,479,200","101,000,000","160,000,000","515,000,000"
			NetIncomeContinuousOperations,"287,000,000","-1,797,000,000","113,000,000","187,000,000","1,784,000,000","110,000,000","-1,350,000,000","-242,000,000","-410,000,000","-914,000,000","-812,000,000","288,000,000","2,581,000,000","211,000,000","91,000,000","-251,000,000","-267,000,000","-118,000,000","-641,000,000","1,801,000,000","126,000,000","-668,000,000","-472,000,000","354,000,000","615,000,000","247,000,000","-58,000,000","370,000,000","179,000,000","171,000,000","-118,000,000","289,000,000","396,000,000","426,000,000","266,000,000","510,000,000","655,000,000","47,000,000","73,000,000","223,000,000","172,000,000","525,000,000","-97,479,200","101,000,000","160,000,000","515,000,000"
			NetIncomeDiscontinuousOperations,,,"0","0","0","0","-6,000,000","1,000,000","-8,000,000","260,000,000","1,396,000,000","-357,000,000","59,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"287,000,000","-1,797,000,000","113,000,000","187,000,000","1,784,000,000","110,000,000","-1,356,000,000","-241,000,000","-418,000,000","-654,000,000","584,000,000","-69,000,000","2,640,000,000","211,000,000","91,000,000","-251,000,000","-267,000,000","-118,000,000","-641,000,000","1,801,000,000","126,000,000","-668,000,000","-472,000,000","354,000,000","615,000,000","247,000,000","-58,000,000","370,000,000","179,000,000","171,000,000","-118,000,000","289,000,000","396,000,000","426,000,000","266,000,000","510,000,000","655,000,000","47,000,000","73,000,000","223,000,000","172,000,000","525,000,000","-97,479,200","101,000,000","160,000,000","515,000,000"
BasicEPS,,"-1.46","0.09","0.15","1.45","0.09","-1.1","-0.2","-0.34","-0.53","0.5","-0.06","2.37","0.25","0.11","-0.3","-0.32","-0.14","-0.77","2.16","0.15","-0.86","-0.62","0.47","0.81","0.33","-0.08","0.49","0.24","0.23","-0.16","0.38","0.52","0.56","0.35","0.68","0.87","0.06",,"0.3","0.23","0.7",,"0.13","0.21","0.69"
DilutedEPS,,"-1.46","0.09","0.15","1.45","0.09","-1.1","-0.2","-0.34","-0.53","0.5","-0.06","2.37","0.25","0.11","-0.3","-0.32","-0.14","-0.77","2.16","0.15","-0.86","-0.62","0.47","0.81","0.33","-0.08","0.49","0.24","0.23","-0.16","0.38","0.52","0.56","0.35","0.67","0.86","0.06",,"0.3","0.23","0.7",,"0.13","0.21","0.69"
BasicAverageShares,,"1,228,900,000","1,228,800,000","1,228,800,000","1,228,800,000","1,228,800,000","1,228,800,000","1,228,800,000","1,228,800,000","1,228,800,000","1,228,800,000","1,228,800,000","1,113,300,000","833,300,000","833,300,000","833,300,000","833,300,000","833,300,000","833,300,000","833,300,000","828,600,000","778,900,000","757,100,000","757,100,000","756,900,000","756,400,000","755,900,000","755,800,000","755,800,000","756,000,000","755,800,000","755,700,000","755,700,000","755,100,000","754,400,000","754,300,000","754,100,000","753,200,000",,"751,900,000","751,700,000","751,500,000",,"751,200,000","751,000,000","750,500,000"
DilutedAverageShares,,"1,228,900,000","1,229,400,000","1,229,400,000","1,229,400,000","1,229,100,000","1,228,900,000","1,229,300,000","1,229,300,000","1,228,800,000","1,228,800,000","1,228,800,000","1,113,300,000","833,300,000","833,300,000","833,300,000","833,300,000","833,300,000","833,300,000","833,300,000","828,600,000","778,900,000","757,100,000","758,800,000","758,000,000","757,300,000","757,200,000","757,200,000","757,100,000","758,400,000","758,300,000","758,000,000","757,900,000","759,500,000","757,100,000","757,800,000","758,000,000","758,100,000",,"752,000,000","751,800,000","751,700,000",,"751,400,000","751,400,000","751,400,000"
TotalExpenses,"19,913,000,000","4,931,000,000","5,116,000,000","4,646,000,000","5,216,000,000","4,634,000,000","6,851,000,000","5,890,000,000","5,114,000,000","4,922,000,000","5,678,000,000","4,031,000,000","3,934,000,000","3,838,000,000","3,180,000,000","3,602,000,000","2,994,000,000","2,938,000,000","3,759,000,000","3,514,000,000","3,510,000,000","3,374,000,000","4,667,000,000","4,527,000,000","4,831,000,000","4,509,000,000","4,516,000,000","4,569,000,000","4,189,000,000","3,785,000,000","3,708,000,000","3,945,000,000","3,821,000,000","4,029,000,000","3,686,000,000","3,018,000,000","3,056,000,000","3,483,000,000","2,751,000,000","2,863,000,000","3,014,000,000","2,903,000,000","2,085,581,200","2,737,000,000","2,429,000,000","2,143,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"287,000,000","-1,797,000,000","113,000,000","187,000,000","1,784,000,000","110,000,000","-1,356,000,000","-241,000,000","-418,000,000","-654,000,000","584,000,000","-69,000,000","2,640,000,000","211,000,000","91,000,000","-251,000,000","-267,000,000","-118,000,000","-641,000,000","1,801,000,000","126,000,000","-668,000,000","-472,000,000","354,000,000","615,000,000","247,000,000","-58,000,000","370,000,000","179,000,000","171,000,000","-118,000,000","289,000,000","396,000,000","426,000,000","266,000,000","510,000,000","655,000,000","47,000,000","73,000,000","223,000,000","172,000,000","525,000,000","-97,479,200","101,000,000","160,000,000","515,000,000"
NormalizedIncome,"858,095,000","-857,030,769.231","5,690,000","244,899,581.59","1,562,765,000","311,082,802.548","-1,688,707,204.905","204,880,000","444,805,000","-296,708,955.224","-185,780,000","363,705,000","1,581,979.773","21,804,000","268,870,000","-241,108,374.384","-27,620,689.655","-425,965,000","-645,360,544.218","-257,667,821.782","129,500,000","-244,020,000","-363,984,615.385","328,104,000","509,250,000","351,190,000","134,750,000","350,193,000","211,000,000","339,000,000","-98,500,000","258,578,947.368","233,602,523.659","410,939,393.939","167,564,971.751","564,552,238.806","649,553,014.553","29,120,000","73,000,000","218,321,678.322","223,693,989.071","520,078,125","-97,479,200","190,398,648.649","267,826,086.957","479,151,103.565"
InterestIncome,"11,000,000","1,000,000","3,000,000","3,000,000","4,000,000","2,000,000","8,000,000","5,000,000","3,000,000","3,000,000","3,000,000","32,000,000","10,000,000","17,000,000","7,000,000","27,000,000","7,000,000","11,000,000","8,000,000","6,000,000","3,000,000","11,000,000","2,000,000","4,000,000","25,000,000","2,000,000","23,000,000","23,000,000","23,000,000","27,000,000","25,000,000","28,000,000","27,000,000","29,000,000","30,000,000","31,000,000","31,000,000","32,000,000",,"35,000,000","37,000,000",,,"44,000,000","47,000,000",
InterestExpense,"469,000,000","112,000,000","113,000,000","117,000,000","127,000,000","132,000,000","121,000,000","133,000,000","134,000,000","128,000,000","166,000,000","168,000,000","152,000,000","85,000,000","86,000,000","84,000,000","83,000,000","88,000,000","85,000,000","84,000,000","79,000,000","80,000,000","73,000,000","71,000,000","70,000,000","93,000,000","91,000,000","95,000,000","91,000,000","92,000,000","4,000,000","120,000,000","84,000,000","113,000,000","112,000,000","112,000,000","106,000,000","117,000,000","-41,000,000","114,000,000","103,000,000","65,000,000","-84,732,200","108,000,000","104,000,000","45,000,000"
NetInterestIncome,"-417,000,000","-116,000,000","-117,000,000","-120,000,000","-96,000,000","-108,000,000","-114,000,000","-163,000,000","-138,000,000","-131,000,000","-168,000,000","-143,000,000","-147,000,000","-77,000,000","-84,000,000","-62,000,000","-83,000,000","-81,000,000","-83,000,000","-84,000,000","-82,000,000","-79,000,000","-76,000,000","-71,000,000","-47,000,000","-98,000,000","-74,000,000","-113,000,000","-77,000,000","-72,000,000","0","-92,000,000","-84,000,000","-84,000,000","-82,000,000","-81,000,000","-75,000,000","-85,000,000","-69,000,000","-79,000,000","-66,000,000","-65,000,000","-62,267,800","-64,000,000","-57,000,000","-45,000,000"
EBIT,"-436,000,000","-2,033,000,000","196,000,000","356,000,000","1,045,000,000","289,000,000","-1,836,000,000","-374,000,000","-256,000,000","-944,000,000","-1,319,000,000","346,000,000","3,415,000,000","345,000,000","248,000,000","-322,000,000","-265,000,000","-247,000,000","-797,000,000","2,104,000,000","259,000,000","-701,000,000","-447,000,000","604,000,000","894,000,000","451,000,000","69,000,000","637,000,000","371,000,000","386,000,000","77,000,000","595,000,000","718,000,000","707,000,000","466,000,000","916,000,000","1,068,000,000","204,000,000","13,000,000","400,000,000","286,000,000","705,000,000","-56,987,200","256,000,000","334,000,000","634,000,000"
EBITDA,"2,190,000,000"
ReconciledCostOfRevenue,"11,781,000,000","2,795,000,000","2,965,000,000","2,768,000,000","3,249,000,000","2,866,000,000","2,924,000,000","3,161,000,000","2,778,000,000","2,557,000,000","2,842,000,000","2,286,000,000","2,511,000,000","2,674,000,000","2,057,000,000","2,615,000,000","2,028,000,000","1,924,000,000","2,498,000,000","2,434,000,000","2,444,000,000","2,255,000,000","3,406,000,000","3,320,000,000","3,504,000,000","3,136,000,000","3,324,000,000","3,532,000,000","3,044,000,000","2,668,000,000","931,000,000","3,250,000,000","3,385,000,000","3,629,000,000","2,984,000,000","3,122,000,000","2,985,000,000","2,802,000,000","2,024,000,000","2,286,000,000","2,630,000,000","2,224,000,000","1,235,628,400","2,103,000,000","1,995,000,000","1,543,000,000"
ReconciledDepreciation,"2,626,000,000","943,000,000","581,000,000","558,000,000","544,000,000","566,000,000","398,000,000","539,000,000","559,000,000","635,000,000","659,000,000","552,000,000","456,000,000","363,000,000","-71,000,000","659,000,000","368,000,000","542,000,000","659,000,000","473,000,000","483,000,000","499,000,000","531,000,000","475,000,000","486,000,000","454,000,000","468,000,000","430,000,000","480,000,000","455,000,000","409,000,000","397,000,000","379,000,000","400,000,000","383,000,000","318,000,000","288,000,000","306,000,000","346,000,000","315,000,000","325,000,000","324,000,000","253,255,300","391,000,000","382,000,000","380,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"287,000,000","-1,797,000,000","113,000,000","187,000,000","1,784,000,000","110,000,000","-1,350,000,000","-242,000,000","-410,000,000","-914,000,000","-812,000,000","288,000,000","2,581,000,000","211,000,000","91,000,000","-251,000,000","-267,000,000","-118,000,000","-641,000,000","1,801,000,000","126,000,000","-668,000,000","-472,000,000","354,000,000","615,000,000","247,000,000","-58,000,000","370,000,000","179,000,000","171,000,000","-118,000,000","289,000,000","396,000,000","426,000,000","266,000,000","510,000,000","655,000,000","47,000,000","73,000,000","223,000,000","172,000,000","525,000,000","-97,479,200","101,000,000","160,000,000","515,000,000"
