name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157,621,000","141,450,000","135,869,000","123,478,000","115,730,000","98,881,000","90,288,000","80,006,000","61,900,000","54,101,000","53,843,000","48,158,000","54,835,000","52,402,000","50,748,000","48,090,000","32,528,000","22,010,000","21,284,000","21,743,000","18,003,000","17,609,000","19,424,000",,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,528,000","22,010,000","21,284,000","21,743,000","18,003,000","17,609,000","19,424,000",,,,,,,,
	ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,"6,000","33,000","539,000","-1,035,000","0","0",,,,,,,,,,,,,,,,,
	OtherTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,078,000","8,685,000","5,673,000","5,256,000",,,,,,,,,
	OtherOperatingExpenses,"2,863,000,000","2,716,000,000","108,000,000","24,000,000","15,000,000","46,000,000","26,000,000","9,000,000","5,000,000","16,000,000","15,000,000","5,000,000","18,000,000","13,000,000","26,790,000","5,816,000","17,053,000","18,066,000","22,082,000","11,015,000","7,693,000","1,385,000","209,936,000","12,660,000","24,152,000","21,898,000","68,412,000","8,365,000","4,718,000","15,639,000","13,237,000","8,378,000","15,445,000","6,967,000","12,574,000","751,000","1,115,000","1,430,000","62,555,000","66,512,000","-112,391,000","-15,173,000","62,681,000","8,003,000","81,907,000","5,324,000","-205,303,000","-163,728,000","102,100,000","17,178,000","23,049,000","-3,110,000","816,000","1,255,000",,,,,,,,
OperatingIncome,"-1,981,000,000","-2,680,000,000","228,000,000","223,000,000","248,000,000","212,000,000","231,000,000","428,000,000","344,000,000","334,000,000","225,000,000","116,000,000","60,000,000","121,000,000","35,287,000","-37,854,000","-71,267,000","-219,842,000","-147,006,000","-80,814,000","15,368,000","-45,768,000","-75,895,000","231,259,000","252,768,000","237,847,000","172,028,000","278,662,000","216,006,000","139,768,000","121,435,000","200,009,000","156,244,000","245,432,000","226,895,000","227,566,000","254,041,000","184,072,000","91,180,000","48,336,000","215,103,000","121,238,000","21,610,000","49,726,000","-48,390,000","-12,577,000","219,220,000","245,908,000","-19,814,000","40,933,000","13,785,000","23,981,000","21,979,000","19,634,000","-67,138,000","57,546,000","57,546,000","25,652,000","-32,508,000","13,734,000","13,734,000","13,734,000"
NetNonOperatingInterestIncomeExpense,"-180,000,000","-42,000,000","-44,000,000","-46,000,000","-48,000,000","-47,000,000","-46,000,000","-46,000,000","-27,000,000","-30,000,000","-28,000,000","-39,000,000","-39,000,000","-40,000,000","-41,399,000","-52,511,000","-54,017,000","-53,652,000","-54,581,000","-53,752,000","-53,482,000","-53,569,000","-52,537,000","-52,601,000","-55,388,000","-56,135,000","-56,401,000","-55,995,000","-54,079,000","-52,106,000","-53,632,000","-51,337,000","-41,899,000","-35,837,000","-34,159,000","-32,881,000","-21,660,000","-29,660,000","-25,794,000","-12,036,000","-11,192,000","-11,065,000","-10,913,000","-6,809,000","-6,200,000","-4,370,000",,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"180,000,000","42,000,000","44,000,000","46,000,000","48,000,000","47,000,000","46,000,000","46,000,000","27,000,000","30,000,000","28,000,000","39,000,000","39,000,000","40,000,000","39,123,000","49,963,000","51,450,000","51,106,000","62,028,000","51,250,000","51,000,000","51,106,000","50,095,000","50,178,000","52,663,000","52,788,000","53,073,000","52,684,000","50,800,000","48,852,000","41,674,000","51,337,000","41,899,000","35,837,000","34,159,000","32,881,000","21,660,000","29,660,000","25,794,000","12,036,000","11,192,000","11,065,000","10,913,000","6,809,000","6,200,000","4,370,000",,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,,,"2,276,000","2,548,000","2,567,000","2,546,000",,"2,502,000","2,482,000","2,463,000","2,442,000","2,423,000","2,725,000","3,347,000","3,328,000","3,311,000","3,279,000","3,254,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-8,653,000,000","-8,122,000,000","-784,000,000","603,000,000","-350,000,000","-1,054,000,000","1,706,000,000","-650,000,000","-140,000,000","785,000,000","-403,000,000","-256,000,000","224,000,000","940,000,000","-212,718,000","8,845,000","-298,650,000","-1,340,758,000","206,855,000","406,098,000","-153,077,000","110,999,000","327,360,000","312,908,000","-178,552,000","-35,074,000","22,376,000","-170,551,000","-23,423,000","-59,126,000","14,231,000","-138,529,000","402,515,000","-159,361,000","-320,059,000","382,719,000","143,071,000","-233,494,000","-96,955,000","-5,443,000","-4,996,000","-2,693,000","-2,577,000","-1,331,000","-4,319,000","-4,384,000","-56,868,000","158,006,000","-102,191,000","-15,368,000","-28,430,000","2,003,000","-5,008,000","-3,442,000",,,,,,,,
	GainOnSaleOfSecurity,"1,933,000,000","1,769,000,000","-450,000,000","397,000,000","217,000,000","-1,059,000,000","1,625,000,000","-625,000,000","-133,000,000","-35,000,000","-415,000,000","-206,000,000","209,000,000","286,000,000","-193,018,000","41,186,000","-296,694,000","79,842,000","318,681,000","413,130,000","-147,399,000","115,340,000","765,010,000","326,229,000","-164,707,000","-35,615,000","33,651,000","-168,610,000","70,324,000","-59,017,000","17,901,000",,"403,050,000","-158,093,000",,,"144,882,000","-233,142,000",,,,,,,,,,,,,,,,,,,,,,,,
	SecuritiesAmortization,,,,,,,,,,,,,,,"485,000","483,000","485,000","486,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-10,697,000,000","-9,694,000,000","-336,000,000","202,000,000","-869,000,000","1,000,000","81,000,000","-5,000,000","1,000,000","723,000,000","11,000,000","-52,000,000","-1,000,000","654,000,000","-20,379,000","-28,425,000","-1,137,000","-1,413,579,000","-106,730,000","-7,588,000","0",,"-431,675,000","-15,476,000","-4,316,000",,"0","0","-93,991,000",,"-104,625,000","-138,529,000","-535,000","-1,268,000","-320,059,000","382,719,000","-1,811,000","-352,000","-96,955,000","-5,443,000","-4,996,000","-2,693,000","-2,577,000","-1,331,000","-4,319,000","-4,384,000","-56,868,000","158,006,000","-102,191,000","-15,368,000","-28,430,000","2,003,000","-5,008,000","-3,442,000",,,,,,,,
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,379,000",,,,,,,,,,
		ImpairmentOfCapitalAssets,"10,861,000,000","9,689,000,000","203,000,000","101,000,000","868,000,000",,,,,,"0","0","0","0","0","0","0","1,524,645,000","52,941,000","7,588,000",,,"431,675,000","15,476,000","0",,"0","0","65,375,000",,"0","0","0",,"363,000","0","76,000","0","2,380,000","1,922,000","4,692,000","2,620,000","2,511,000","1,131,000","4,499,000","4,056,000",,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,"0","65,000,000","1,000,000",,"28,766,000","27,670,000",,,,,,,"0",,"4,316,000",,"0",,"28,616,000",,,"138,529,000","535,000",,"319,696,000","-382,719,000","1,735,000","352,000","94,575,000","3,521,000","304,000","73,000","66,000","200,000","-180,000","328,000",,,,,,"-3,382,000",,,,,,,,,,
		GainOnSaleOfPPE,"164,000,000","-5,000,000","-133,000,000","303,000,000","-1,000,000","1,000,000","81,000,000","-5,000,000","1,000,000","723,000,000","11,000,000","13,000,000","0","654,000,000","8,387,000","-755,000","-1,137,000","111,066,000","-52,201,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"111,000,000","-197,000,000","2,000,000","4,000,000","302,000,000","4,000,000","0","-20,000,000","-8,000,000","97,000,000","1,000,000","2,000,000","16,000,000",,"1,164,000","-3,433,000","-334,000","-6,535,000","-5,096,000","556,000","-5,678,000","-4,341,000","-5,975,000","2,155,000","-9,529,000","541,000","-11,275,000","-1,941,000","244,000","-109,000","-3,670,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-10,814,000,000","-10,844,000,000","-600,000,000","780,000,000","-150,000,000","-889,000,000","1,891,000,000","-268,000,000","177,000,000","1,089,000,000","-206,000,000","-179,000,000","245,000,000","1,021,000,000","-218,830,000","-81,520,000","-423,934,000","-1,614,252,000","5,268,000","271,532,000","-191,191,000","11,662,000","198,928,000","491,566,000","18,828,000","146,638,000","138,003,000","52,116,000","138,504,000","28,536,000","82,034,000","10,143,000","516,860,000","50,234,000","-127,323,000","577,404,000","375,452,000","-79,082,000","-31,569,000","30,857,000","198,915,000","107,480,000","8,120,000","41,586,000","-58,909,000","-21,331,000","194,684,000","232,959,000","-23,589,000","36,733,000","9,542,000","13,926,000","9,913,000","7,998,000",,,,,,,,
TaxProvision,"-1,527,000,000","-1,567,000,000","-129,000,000","222,000,000","-53,000,000","-194,000,000","378,000,000","-69,000,000","40,000,000","254,000,000","-473,000,000","-66,000,000","93,000,000","371,000,000","-93,695,000","-30,374,000","-158,249,000","-593,772,000","6,056,000","91,873,000","-70,708,000","4,150,000","69,032,000","186,363,000","7,059,000","55,331,000","32,214,000","21,695,000","53,351,000","10,977,000","30,206,000","4,155,000","197,563,000","19,117,000","-48,152,000","221,199,000","143,270,000","-30,469,000","-2,117,000","10,082,000","74,744,000","39,940,000","-8,759,000","21,824,000","-25,691,000","-8,106,000","65,855,000","91,031,000","-9,169,000","14,368,000","2,684,000","5,972,000","3,988,000","3,375,000",,,,,,,,
NetIncomeCommonStockholders,"-9,288,000,000","-9,277,000,000","-472,000,000","558,000,000","-97,000,000","-695,000,000","1,502,000,000","-199,000,000","136,000,000","829,000,000","265,000,000","-113,000,000","151,000,000","645,000,000","-125,135,000","-51,146,000","-265,685,000","-1,020,480,000","-775,000","177,809,000","-120,483,000","7,438,000","128,622,000","301,646,000","11,638,000","90,239,000","104,597,000","30,064,000","83,863,000","30,093,000","75,287,000","5,988,000","319,297,000","31,117,000","-82,825,000","356,205,000","232,182,000","42,575,000","-8,116,000","20,775,000","124,171,000","67,540,000","16,879,000","19,762,000","-33,218,000","-13,225,000","128,829,000","141,928,000","-14,420,000","22,365,000","6,858,000","7,954,000","5,914,000","4,589,000","15,692,000","-5,502,000","-5,502,000","-11,883,000","-703,000","-703,000","-703,000","-703,000"
	NetIncome,"-9,287,000,000","-9,277,000,000","-471,000,000","558,000,000","-97,000,000","-695,000,000","1,513,000,000","-199,000,000","137,000,000","835,000,000","267,000,000","-113,000,000","152,000,000","650,000,000","-125,135,000","-51,146,000","-265,685,000","-1,020,480,000","-788,000","179,659,000","-120,483,000","7,512,000","129,896,000","305,203,000","11,769,000","91,307,000","105,789,000","30,421,000","84,700,000","30,093,000","75,287,000","5,988,000","319,297,000","31,117,000","-82,825,000","356,205,000","232,182,000","42,575,000","-8,116,000","20,775,000","124,171,000","67,540,000","16,879,000","19,762,000","-33,218,000","-13,225,000","128,829,000","141,928,000","-14,420,000","22,365,000","6,858,000","7,954,000","5,925,000","4,623,000","19,079,000","-2,017,000","-2,017,000","-1,428,000","488,000","489,000","489,000","489,000"
		NetIncomeIncludingNoncontrollingInterests,"-9,287,000,000","-9,277,000,000","-471,000,000","558,000,000","-97,000,000","-695,000,000","1,513,000,000","-199,000,000","137,000,000","835,000,000","267,000,000","-113,000,000","152,000,000","650,000,000","-125,135,000","-51,146,000","-265,685,000","-1,020,480,000","-788,000","179,659,000","-120,483,000","7,512,000","129,896,000","305,203,000","11,769,000","91,307,000","105,789,000","30,421,000","84,700,000","30,093,000","75,287,000","5,988,000","319,297,000","31,117,000","-82,825,000","356,205,000","232,182,000","42,575,000","-8,116,000","20,775,000","124,171,000","67,540,000","16,879,000","19,762,000","-33,218,000","-13,225,000","128,829,000","141,928,000","-14,420,000","22,365,000","6,858,000","7,954,000","5,925,000","4,623,000","19,079,000","-2,017,000","-2,017,000","-1,428,000","488,000","489,000","489,000","489,000"
			NetIncomeContinuousOperations,"-9,287,000,000","-9,277,000,000","-471,000,000","558,000,000","-97,000,000","-695,000,000","1,513,000,000","-199,000,000","137,000,000","835,000,000","267,000,000","-113,000,000","152,000,000","650,000,000","-125,135,000","-51,146,000","-265,685,000","-1,020,480,000","-788,000","179,659,000","-120,483,000","7,512,000","129,896,000","305,203,000","11,769,000","91,307,000","105,789,000","30,421,000","85,153,000","17,559,000","51,828,000","5,988,000","319,297,000","31,117,000","-79,171,000","356,205,000","232,182,000","-48,613,000","-29,452,000","20,775,000","124,171,000","67,540,000","16,879,000","19,762,000","-33,218,000","-13,225,000","128,829,000","141,928,000","-14,420,000","22,365,000","6,858,000","7,954,000","5,925,000","4,623,000","19,079,000","-2,017,000","-2,017,000","-1,428,000","488,000","489,000","489,000","489,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","-453,000","12,534,000","23,459,000","0","0","0","-3,654,000","0","0","91,188,000",,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"11,000","34,000","3,387,000","3,485,000","3,485,000","10,455,000","1,191,000","1,192,000","1,192,000","1,192,000"
	OtherunderPreferredStockDividend,,,,,"0","0","11,000,000","0","1,000,000","6,000,000","2,000,000","0","1,000,000","5,000,000","0","0","0","0","-13,000","1,850,000","0","74,000","1,274,000","3,557,000","131,000","1,068,000","1,192,000","357,000","837,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,,"1,000,000","-4,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1,000","5,000","0","0","1,000","10,000","1,000","4,000","2,000","0","2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-9,288,000,000","-9,277,000,000","-471,000,000","554,000,000","-97,000,000","-695,000,000","1,502,000,000","-199,000,000","136,000,000","829,000,000","265,000,000","-113,000,000","151,000,000","645,000,000","-125,135,000","-51,146,000","-265,685,000","-1,020,480,000","-776,000","177,814,000","-120,483,000","7,438,000","128,623,000","301,656,000","11,639,000","90,243,000","104,599,000","30,064,000","83,865,000","30,093,000","75,287,000","5,988,000","319,297,000","31,117,000","-82,825,000","356,205,000","232,182,000","42,575,000","-8,116,000","20,775,000","124,171,000","67,540,000","16,879,000","19,762,000","-33,218,000","-13,225,000","128,829,000","141,928,000","-14,420,000","22,365,000","6,858,000","7,954,000","5,914,000","4,589,000","15,692,000","-5,502,000","-5,502,000","-11,883,000","-703,000","-703,000","-703,000","-703,000"
BasicEPS,,"-47.49","-2.38","2.78","-0.48","-3.49","7.56","-1.05","0.92","5.6","1.8","-0.77","1.02","4.39","-0.86","-0.38","-2.04","-7.95","-0.01","1.49","-1.02","0.07","1.15","2.7","0.11","0.87","1.01","0.29","0.81","0.29","0.73","0.06","3.1","0.3",,"3.47","2.26","0.42",,"0.23","1.36","0.76",,"0.23","-0.39","-0.16",,"1.75","-0.19","0.3",,"0.12","0.1","0.08",,"-0.07","-0.07","-0.05",,"-0.18","-0.18","-0.18"
DilutedEPS,,"-47.49","-2.38","2.78","-0.48","-3.49","7.55","-1.05","0.92","5.58","1.79","-0.77","1.02","4.37","-0.86","-0.38","-2.04","-7.95","-0.01","1.49","-1.02","0.06","1.15","2.69","0.11","0.87","1.01","0.29","0.81","0.29","0.72","0.06","3.07","0.3",,"3.44","2.24","0.42",,"0.22","1.35","0.75",,"0.23","-0.39","-0.16",,"1.72","-0.19","0.29",,"0.11","0.1","0.08",,"-0.07","-0.07","-0.053",,"-0.18","-0.18","-0.18"
BasicAverageShares,,"195,326,000","198,121,000","199,448,000","199,185,000","199,148,000","198,885,000","188,953,000","148,913,043","149,107,143","148,333,333","146,753,247","149,019,608","148,063,781","145,505,814","134,594,737","130,237,745","128,362,264","129,137,981","120,576,510","118,120,588","107,314,286","112,953,043","111,680,000","106,990,909","103,949,000","104,741,584","104,900,000","103,734,000","103,631,000","103,494,000","103,292,000","103,114,000","102,854,000",,"102,733,000","102,569,000","102,242,000",,"91,182,000","91,044,000","88,831,000",,"85,061,000","84,799,000","84,529,000",,"81,288,000","75,665,000","75,473,000",,"69,067,000","57,747,000","54,936,000",,"47,287,000","47,287,000","23,976,000",,"4,059,000","4,059,000","4,059,000"
DilutedAverageShares,,"195,326,000","198,121,000","199,454,000","199,185,000","199,148,000","199,154,000","189,266,000","148,913,043","149,641,577","149,162,011","146,753,247","149,019,608","148,741,419","145,505,814","134,594,737","130,237,745","128,362,264","129,137,981","120,576,510","118,120,588","125,200,000","112,953,043","111,999,000","106,990,909","104,306,000","104,741,584","104,900,000","103,892,000","104,345,000","104,194,000","104,040,000","103,880,000","103,770,000",,"103,696,000","103,638,000","102,242,000",,"92,440,000","92,297,000","90,130,000",,"86,088,000","84,799,000","84,529,000",,"82,724,000","75,665,000","76,886,000",,"69,913,000","59,625,000","58,840,000",,"50,729,000","50,729,000","26,503,000",,"4,059,000","4,059,000","4,059,000"
TotalOperatingIncomeAsReported,,,"-558,000,000","822,000,000","-405,000,000","-846,000,000","1,937,000,000","-225,000,000","212,000,000","1,022,000,000","-179,000,000","-77,000,000","269,000,000","1,061,000,000","-149,344,000","2,577,000","-369,098,000","-1,553,579,000","118,734,000","324,728,000","-132,031,000","69,572,000","257,440,000","542,012,000","88,061,000","202,232,000","205,679,000","110,052,000","220,955,000","80,751,000","139,336,000","64,594,000","559,294,000","87,339,000","-93,780,000","612,788,000","398,847,000","-49,070,000","605,000","46,414,000","210,411,000","118,618,000","19,099,000","48,595,000","-52,889,000","-16,633,000","204,201,000","242,880,000","-20,015,000","41,328,000","15,254,000","22,496,000","19,779,000","18,408,000",,,,,,,,
TotalExpenses,"6,391,000,000","3,602,000,000","1,018,000,000","892,000,000","879,000,000","892,000,000","836,000,000","764,000,000","601,000,000","613,000,000","555,000,000","511,000,000","507,000,000","491,000,000","489,290,000","468,402,000","467,566,000","503,406,000","536,158,000","544,288,000","522,057,000","459,290,000","670,118,000","469,004,000","451,934,000","423,112,000","460,058,000","374,258,000","346,780,000","332,359,000","260,231,000","297,538,000","276,552,000","262,373,000","251,532,000","226,902,000","192,191,000","176,768,000","213,190,000","192,160,000","607,000","90,762,000","156,009,000","103,768,000","175,722,000","98,579,000","-99,982,000","-75,451,000","157,197,000","65,778,000","85,001,000","45,117,000","44,124,000","40,712,000",,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"-9,287,000,000","-9,277,000,000","-471,000,000","558,000,000","-97,000,000","-695,000,000","1,513,000,000","-199,000,000","137,000,000","835,000,000","267,000,000","-113,000,000","152,000,000","650,000,000","-125,135,000","-51,146,000","-265,685,000","-1,020,480,000","-788,000","179,659,000","-120,483,000","7,512,000","129,896,000","305,203,000","11,769,000","91,307,000","105,789,000","30,421,000","84,700,000","30,093,000","75,287,000","5,988,000","319,297,000","31,117,000","-82,825,000","356,205,000","232,182,000","42,575,000","-8,116,000","20,775,000","124,171,000","67,540,000","16,879,000","19,762,000","-33,218,000","-13,225,000","128,829,000","141,928,000","-14,420,000","22,365,000","6,858,000","7,954,000","5,925,000","4,623,000","19,079,000","-2,017,000","-2,017,000","-1,428,000","488,000","489,000","489,000","489,000"
