name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
MarketCap,"83,543,479,023","159,586,586,026","187,407,282,304","173,158,326,198","164,214,997,024","129,134,971,093","171,256,331,872","193,393,494,310","212,379,245,855","214,986,287,099","230,766,930,071","213,926,183,746","212,609,667,167","205,547,438,416","210,279,000,315","210,278,908,038","198,891,241,792","200,910,874,887","170,805,412,939","192,823,923,033","198,082,946,660","183,454,997,856","179,642,769,044","183,899,003,652","168,283,800,266","171,363,867,628","159,199,767,903","143,252,637,827","158,596,307,183","139,287,272,101","136,690,451,371","122,499,985,382","116,537,945,601","98,410,701,315","86,738,707,825","92,978,736,997","91,097,654,137","91,370,781,339","93,558,900,487","77,670,812,410","80,323,798,599"
EnterpriseValue,"179,254,479,023","264,061,586,026","291,882,282,304","275,911,326,198","266,967,997,024","238,155,971,093","280,277,331,872","298,116,494,310","317,102,245,855","324,429,287,099","340,209,930,071","322,431,183,746","321,114,667,167","252,201,438,416","256,933,000,315","252,766,908,038","241,379,241,792","245,630,874,887","215,525,412,939","235,287,923,033","240,546,946,660","230,120,997,856","226,308,769,044","223,063,003,652","207,447,800,266","214,793,867,628","202,629,767,903","173,715,637,827","189,059,307,183","169,750,272,101","172,740,451,371","157,241,985,382","151,279,945,601","139,049,701,315","127,377,707,825","133,617,736,997","133,134,654,137","133,407,781,339","135,876,900,487","119,988,812,410","127,650,798,599"
PeRatio,"9.822","17.121","25.647","25.655","38.696","19.243","21.893","26.676","27.763","41.703","61.495","165.456","161.412","57.934","55.447","38.616","25.133","24.558","18.394","25.404","22.005","20.571","20.414","13.882","12.076","12.644","12.338","19.245","22.371","19.643","19.614","20.216","20.033","23.368","20.299","19.401","22.868","22.836","20.982","17.146","17.337"
ForwardPeRatio,"12.788","17.825","19.38","19.084","17.986","13.477","16.667","19.763","21.277","22.173","23.641","24.691","23.365","22.523","28.329","31.153","23.529","23.923","20.284","21.008","20.704","20.202","19.048","19.92","18.315","19.493","18.248","15.873","18.484","16.863","16.779","16","15.314","14.577","12.531","13.495","13.316","15.408",,,
PegRatio,"2.635","1.092","1.203","1.311","1.251","2.059","2.376","2.152","2.27","0.784","0.827","6.129","5.801","5.588",,"8.522","6.433","10.547","8.013","5.673","5.599","5.124","5.037","4.473","1.6","1.692","1.519","1.321","1.477","1.406","1.271","1.311","1.32","1.178","1.351","0.838","0.895","0.77",,,
PsRatio,"1.643","2.988","3.537","3.232","3.092","2.342","3.122","3.511","3.915","3.907","4.377","4.688","4.232","4.851","5.184","5.067","4.769","4.562","3.878","4.183","4.313","3.92","3.987","4.141","4.022","4.105","4.021","3.664","4.076","3.579","3.541","3.249","3.006","2.534","2.201","2.479","2.482","2.534","2.577","2.106","2.202"
PbRatio,"1.098","2.289","2.655","2.689","2.548","1.879","2.501","2.716","2.929","2.967","3.173","2.991","2.975","6.016","6.233","5.024","4.752","4.227","3.58","3.862","3.921","3.446","3.399","3.666","3.362","3.601","3.349","3.518","3.877","3.404","3.647","3.399","3.099","2.652","2.314","2.534","2.603","2.599","2.941","2.423","2.67"
EnterprisesValueRevenueRatio,"3.426","19.802","22.159","19.76","21.206","16.713","21.102","21.273","24.256","22.221","23.081","18.212","34.161","17.758","23.128","23.391","25.679","22.907","18.946","21.586","22.682","19.148","18.491","18.282","19.561","18.341","17.276","16.408","20.619","16.501","16.823","15.931","16.211","14.082","12.467","13.426","14.788","14.083","14.574","13.079","15.33"
EnterprisesValueEBITDARatio,"8.269","55.862","70.949","56.877","47.647","992.317","98.343","71.439","105.175","78.611","72.944","60.55","218.892","79.434","123.525","122.702","164.652","59.274","73.458","49.1","89.456","48.314","55.009","49.869","77.147","47.353","51.105","19.347","56.605","41.718","52.377","42.694","52.4","30.893","38.823","44.157","50.126","30.647","45.277","39.046","51.68"
