name,ttm,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000,06/30/1999,06/30/1998,06/30/1997,06/30/1996,06/30/1995,06/30/1994,06/30/1993,06/30/1992,06/30/1991,06/30/1990,06/30/1989,06/30/1988,06/30/1987,06/30/1986
TotalRevenue,"9,614,019,000","9,653,559,000","11,076,998,000","8,013,620,000","5,885,893,000","5,259,312,000","4,607,309,000","3,598,916,000","2,665,192,000","3,237,693,000","2,133,776,000","1,115,946,000","2,474,911,000","2,566,576,000","1,642,171,000","1,502,453,000","935,946,000","755,234,000","943,114,000","1,519,789,000","1,230,767,000","647,955,000","1,052,586,000","1,002,404,000","1,254,070,000","798,209,000","484,900,000","260,500,000","165,600,000","138,000,000","137,300,000","126,000,000","75,000,000","25,500,000","34,400,000"
	OperatingRevenue,"9,614,019,000","9,653,559,000","11,076,998,000","8,013,620,000","5,885,893,000","5,259,312,000","4,607,309,000","3,598,916,000","2,665,192,000","3,237,693,000","2,133,776,000","1,115,946,000","2,474,911,000","2,566,576,000","1,642,171,000","1,502,453,000","935,946,000","755,234,000","943,114,000","1,519,789,000","1,230,767,000","647,955,000","1,050,527,000","989,742,000","1,254,070,000","798,209,000","484,900,000","260,500,000","165,600,000","138,000,000","137,300,000","126,000,000","75,000,000","25,500,000","34,400,000"
CostOfRevenue,"5,204,767,000","5,295,100,000","5,911,966,000","4,410,261,000","3,266,971,000","2,974,976,000","2,599,828,000","2,195,857,000","1,581,123,000","1,740,461,000","1,163,841,000","727,212,000","1,301,505,000","1,261,522,000","814,777,000","738,361,000","504,897,000","451,405,000","677,025,000","862,321,000","691,161,000","414,591,000","646,511,000","689,459,000","663,181,000","418,818,000","247,600,000","127,200,000","76,400,000","70,900,000","70,200,000","65,000,000","35,100,000","11,000,000","15,800,000"
GrossProfit,"4,409,252,000","4,358,459,000","5,165,032,000","3,603,359,000","2,618,922,000","2,284,336,000","2,007,481,000","1,403,059,000","1,084,069,000","1,497,232,000","969,935,000","388,734,000","1,173,406,000","1,305,054,000","827,394,000","764,092,000","431,049,000","303,829,000","266,089,000","657,468,000","539,606,000","233,364,000","406,075,000","312,945,000","590,889,000","379,391,000","237,300,000","133,300,000","89,200,000","67,100,000","67,100,000","61,000,000","39,900,000","14,500,000","18,600,000"
OperatingExpense,"1,874,087,000","1,893,727,000","1,951,733,000","1,701,227,000","1,544,666,000","1,416,853,000","1,329,812,000","1,283,175,000","844,611,000","681,368,000","523,211,000","529,209,000","655,535,000","542,228,000","421,129,000","358,889,000","316,542,000","293,313,000","341,077,000","442,178,000","340,493,000","288,193,000","376,423,000","367,713,000","377,954,000","260,999,000","185,800,000","109,700,000","80,000,000","63,700,000","79,000,000","52,300,000","37,200,000","19,700,000","19,300,000"
	SellingGeneralAndAdministration,"664,907,000","702,407,000","762,219,000","667,485,000","630,954,000","591,611,000","613,341,000","599,487,000","400,052,000","308,075,000","202,352,000","237,708,000","287,992,000","241,046,000","192,238,000","164,774,000","146,063,000","132,820,000","161,860,000","218,919,000","161,349,000","145,698,000","201,900,000","197,089,000","227,755,000","145,507,000","91,100,000","97,000,000","71,200,000","59,200,000","56,400,000","48,700,000","34,300,000","18,200,000","18,200,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,"308,075,000",,"237,708,000",,,,,,,,,,,,,,,,,,,,,,,
			InsuranceAndClaims,,,,,,,,,,,,"4,647,000",,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,"308,075,000",,"233,061,000",,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"1,209,180,000","1,191,320,000","1,189,514,000","1,033,742,000","913,712,000","825,242,000","716,471,000","683,688,000","444,559,000","373,293,000","320,859,000","288,269,000","323,759,000","285,348,000","228,891,000","194,115,000","170,479,000","160,493,000","179,217,000","227,248,000","176,895,000","142,495,000","206,456,000","170,624,000","173,013,000","127,840,000","76,300,000",,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,400,000","12,700,000","8,800,000","5,500,000","4,600,000","3,600,000","2,900,000","1,500,000","1,100,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,400,000","12,700,000","8,800,000","5,500,000","4,600,000","3,600,000","2,900,000","1,500,000","1,100,000"
	OtherOperatingExpenses,,,,,,,,,,,"-34,238,000","3,232,000","43,784,000","15,834,000",,,,,,"-3,989,000","2,249,000",,"-31,933,000",,"-22,814,000","-12,348,000",,,,"-1,000,000","18,000,000",,,,
OperatingIncome,"2,535,165,000","2,464,732,000","3,213,299,000","1,902,132,000","1,074,256,000","867,483,000","677,669,000","119,884,000","239,458,000","815,864,000","446,724,000","-140,475,000","517,871,000","762,826,000","406,265,000","405,203,000","114,507,000","10,516,000","-74,988,000","215,290,000","199,113,000","-54,829,000","29,652,000","-54,768,000","212,935,000","118,392,000","51,500,000","23,600,000","9,200,000","3,400,000","-11,900,000","8,700,000","2,700,000","-5,200,000","-700,000"
NetNonOperatingInterestIncomeExpense,"-62,462,000","-18,492,000","-11,574,000","-59,876,000","-105,261,000","-54,414,000","-49,152,000","-45,671,000","-26,821,000","10,192,000","7,604,000","17,786,000",,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"111,156,000","98,771,000","85,813,000","57,858,000","29,512,000","19,268,000","12,540,000","14,737,000","12,141,000","15,572,000","8,598,000","24,283,000",,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"173,618,000","117,263,000","97,387,000","117,734,000","134,773,000","73,682,000","61,692,000","60,408,000","38,962,000","5,380,000","994,000","6,497,000",,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-36,476,000","331,000","-49,936,000","-30,583,000","-8,878,000","-72,219,000","94,846,000","-7,555,000","-8,219,000","-25,180,000","-24,187,000","-140,404,000","-23,199,000","15,214,000","-2,490,000","-22,205,000","-9,138,000","-35,869,000","-58,525,000","-21,637,000","31,018,000","-60,726,000","-178,853,000","3,005,000","21,361,000","22,994,000","12,800,000","5,600,000","6,600,000","6,900,000","5,000,000","4,800,000","1,700,000","1,300,000","2,600,000"
	GainOnSaleOfSecurity,"-4,862,000","826,000","-3,382,000","-569,000","308,000","2,331,000","84,619,000","-6,808,000","-397,000","-11,085,000",,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,"-16,407,000",,,,,,,,,,,,,,,,,
