name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,12/31/1993
		AdditionalPaidInCapital,,"9,314,000,000","9,320,000,000","9,358,000,000","9,323,000,000","9,393,000,000","9,405,000,000","9,264,000,000","9,109,000,000","8,844,000,000","8,771,000,000","4,869,000,000","4,671,000,000","4,367,000,000","4,167,000,000","4,576,000,000","4,541,000,000","4,533,000,000","4,532,000,000","4,474,000,000","4,432,000,000","4,388,000,000","4,321,000,000","4,100,000,000","3,854,000,000","3,765,000,000","3,736,000,000","3,742,000,000","3,709,000,000","3,691,000,000","3,670,000,000","3,674,000,000","3,507,000,000","3,431,000,000","3,425,000,000","3,394,000,000",,"3,015,000,000","3,006,000,000","2,939,000,000","2,834,000,000","2,827,000,000","2,816,000,000","2,809,000,000","2,768,334,143","2,761,337,024","2,753,918,176","2,725,028,289","2,673,552,488","2,663,221,703","2,649,309,245","2,634,916,974","2,561,742,777","2,536,045,602","2,516,452,872","2,500,000,000","2,442,144,435","2,433,217,189","2,427,887,566","2,415,961,306","2,408,207,343","2,400,151,191","2,393,595,730","2,380,640,084","2,353,471,596","2,347,379,795","2,359,854,113","2,327,016,307","2,304,060,434","2,288,888,889","1,756,326,716","1,738,368,388","1,698,503,661","1,693,230,235","1,683,812,405","1,691,628,567","1,693,161,368","1,798,917,944","1,308,272,902","1,284,616,500","1,267,361,111","1,264,856,933","862,422,998","860,377,358","854,489,164","849,273,145","848,155,226","842,553,191","840,600,429","835,519,956","826,777,088","825,256,162","820,900,000","816,100,000","345,000,000","343,300,000","338,100,000","337,600,000","242,400,000","241,400,000","240,300,000","109,600,000"
		RetainedEarnings,"25,424,000,000","25,382,000,000","24,927,000,000","22,852,000,000","22,529,000,000","24,033,000,000","22,994,000,000","22,785,000,000","22,612,000,000","22,552,000,000","22,203,000,000","21,465,000,000","21,526,000,000","21,237,000,000","21,816,000,000","22,408,000,000","22,765,000,000","22,885,000,000","23,248,000,000","23,905,000,000","24,408,000,000","23,499,000,000","22,856,000,000","22,193,000,000","21,876,000,000","21,720,000,000","20,748,000,000","20,564,000,000","20,516,000,000","20,383,000,000","20,193,000,000","19,656,000,000","19,365,000,000","18,642,000,000","17,989,000,000","17,158,000,000","18,005,000,000","18,502,000,000","18,066,000,000","17,481,000,000","16,696,000,000","16,299,000,000","15,697,000,000","15,592,000,000","15,343,613,405","13,627,847,562","10,846,733,157","11,247,814,011","10,575,032,277","9,824,108,119","9,168,969,182","8,374,077,491","8,140,726,934","7,868,559,294","6,797,546,012","5,820,878,094","5,804,163,275","4,758,420,441","4,654,474,040","4,467,956,469","4,922,006,240","4,371,928,940","4,089,392,929","3,881,164,743","3,644,209,713","3,427,876,823","3,285,154,667","2,801,527,839","2,414,227,258","2,222,222,222","2,121,533,566","1,991,714,468","1,980,261,063","1,939,403,503","1,832,072,617","1,639,602,712","1,406,718,656","1,182,747,220","942,726,062","765,550,239","623,553,241","528,246,515","457,612,203","434,716,981","424,148,607","399,387,911","379,244,451","373,049,645","364,546,104","342,494,131","316,080,055","290,778,178","253,300,000","216,800,000","192,100,000","173,800,000","158,300,000","145,900,000","135,300,000","125,900,000","115,900,000","61,600,000"
		GainsLossesNotAffectingRetainedEarnings,"34,000,000","98,000,000","27,000,000","58,000,000","122,000,000","-33,000,000","12,000,000","-23,000,000","-68,000,000","-57,000,000","12,000,000","43,000,000","70,000,000","40,000,000","36,000,000","12,000,000","75,000,000","67,000,000","-7,000,000","36,000,000","51,000,000","47,000,000","46,000,000","44,000,000","42,000,000","67,000,000","67,000,000","68,000,000","58,000,000","46,000,000","59,000,000","59,000,000","26,000,000","71,000,000","38,000,000","43,000,000","-167,000,000","-97,000,000","-13,000,000","-152,000,000","-104,000,000","-61,000,000","75,000,000","315,000,000","262,263,235","116,031,509","6,106,249","94,640,469","71,506,604","85,461,592","61,636,557","-44,972,325","-12,814,539","-12,294,624","-12,269,939","-10,509,108","-9,303,407","-10,452,962","-3,682,337","-6,045,949","-5,999,520","1,259,922",,"1,311,647","16,746,103","9,454,349","9,455,626","16,159,835","23,607,177","22,222,222","30,307,622","68,514,978","73,225,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"143,273,434",,,"-13,373,110","71,506,604","-28,818,444","-18,065,887","-13,837,638","-12,814,539","-12,294,624","-12,269,939","-10,509,108","-9,303,407","-10,452,962","-3,682,337","-6,045,949","-5,999,520","1,259,922",,"1,311,647","16,746,103","9,454,349","9,455,626","16,159,835","23,607,177","22,222,222","30,307,622","68,514,978","73,225,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"118,989,801",,,"108,013,579",,"114,280,036","79,702,444","-31,134,687",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1",,,"1,028,701","993,148","-993,739",,,,"1,117,693","1",,,"1","-1",,,,,"-1,311,647","1",,"1",,,,"1,515,381","1,593,371","-1,591,850",,,"-1,576,541","-1,499,700",,,,"1,446,759",,,"1","-1,547,988","1,530,222",,"1","-1,429,592","-1,381,025",,,,,,,"-100,000",,,,,
TotalCapitalization,"53,582,000,000","53,247,000,000","53,817,000,000","51,591,000,000","51,456,000,000","52,626,000,000","52,982,000,000","53,360,000,000","52,234,000,000","52,385,000,000","52,316,000,000","39,552,000,000","41,260,000,000","40,838,000,000","40,850,000,000","42,587,000,000","42,446,000,000","42,322,000,000","42,510,000,000","42,437,000,000","41,913,000,000","39,705,000,000","38,816,000,000","35,193,000,000","33,989,000,000","34,431,000,000","34,321,000,000","33,442,000,000","32,221,000,000","31,398,000,000","31,279,000,000","30,479,000,000","31,110,000,000","31,471,000,000","29,690,000,000","28,674,000,000","29,484,000,000","29,910,000,000","30,394,000,000","29,207,000,000","29,084,000,000","29,622,000,000","30,575,000,000","31,643,000,000","30,970,131,132","28,138,173,302","24,646,855,282","25,298,837,568","24,260,601,847","23,257,477,890","22,837,407,014","22,270,525,830","21,732,292,637","15,893,595,619","14,305,633,017","12,651,798,225","11,558,320,735","10,415,795,587","10,727,875,291","10,708,585,248","10,862,730,982","10,187,728,361","10,198,799,199","9,426,810,074","8,762,076,517","8,658,833,063","8,666,756,721","8,755,692,669","8,942,398,489","8,830,158,730","6,435,823,610","6,585,404,717","6,537,726,838","6,062,805,744","6,003,025,718","5,825,319,250","5,671,865,627","5,891,193,267","4,349,563,416","4,240,974,337","4,049,479,167","3,113,719,736","2,741,273,101","2,742,641,510","2,702,786,377","2,573,833,206","2,659,120,976","2,531,914,894","2,340,243,031","2,157,160,613","2,113,181,505","1,736,361,119","1,662,400,000","1,610,000,000","930,400,000","852,200,000","734,000,000","712,100,000","674,600,000","641,200,000","599,100,000","360,400,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,793,751","106,737,825","103,620,147","103,052,943","108,049,703","108,064,298","117,526,076","125,904,942","126,984,127","122,745,871","127,469,726","117,796,880","118,352,533","118,003,026","118,240,580","118,476,305",,,,,,,,,,,,,,,,,,,,,,,,,
CommonStockEquity,"34,991,000,000","34,794,000,000","34,274,000,000","32,268,000,000","31,974,000,000","33,393,000,000","32,411,000,000","32,026,000,000","31,653,000,000","31,339,000,000","30,986,000,000","26,377,000,000","26,267,000,000","25,644,000,000","26,019,000,000","26,996,000,000","27,381,000,000","27,485,000,000","27,773,000,000","28,415,000,000","28,891,000,000","27,934,000,000","27,223,000,000","26,337,000,000","25,772,000,000","25,552,000,000","24,551,000,000","24,374,000,000","24,283,000,000","24,120,000,000","23,922,000,000","23,389,000,000","22,898,000,000","22,144,000,000","21,452,000,000","20,595,000,000","20,985,000,000","21,420,000,000","21,059,000,000","20,268,000,000","19,426,000,000","19,065,000,000","18,588,000,000","18,716,000,000","18,374,210,782","16,505,216,095","13,606,757,582","14,068,511,470","13,321,084,517","12,571,797,675","11,879,914,984","10,964,022,140","10,689,655,172","10,393,427,965","9,301,728,946","8,310,368,986","8,237,004,303","7,181,184,669","7,078,679,268","6,877,871,826","7,324,214,063","6,773,340,053","6,482,988,659","6,261,804,827","6,014,427,413","5,784,710,967","5,654,464,407","5,144,703,981","4,741,894,869","4,533,333,333","3,909,683,285","3,800,191,205","3,750,397,962","3,632,633,738","3,515,885,022","3,329,654,738","3,098,380,324","2,981,665,164","2,250,998,964","2,050,166,739","1,892,361,111","1,793,103,448","1,320,035,201","1,295,094,340","1,277,089,783","1,250,191,278","1,227,399,677","1,215,602,837","1,203,716,941","1,176,633,062","1,142,857,143","1,116,034,340","1,074,200,000","1,032,900,000","537,100,000","517,100,000","496,300,000","483,500,000","377,700,000","367,300,000","356,200,000","171,200,000"
NetTangibleAssets,"34,991,000,000","34,794,000,000","34,274,000,000","32,268,000,000","31,974,000,000","33,393,000,000","32,411,000,000","32,026,000,000","31,653,000,000","31,339,000,000","30,986,000,000","26,377,000,000","26,267,000,000","25,644,000,000","26,019,000,000","26,996,000,000","27,381,000,000","27,485,000,000","27,773,000,000","28,415,000,000","28,891,000,000","27,934,000,000","27,223,000,000","26,337,000,000","25,772,000,000","25,552,000,000","24,551,000,000","24,374,000,000","24,283,000,000","24,120,000,000","23,922,000,000","23,389,000,000","22,898,000,000","22,144,000,000","21,452,000,000","20,595,000,000","20,985,000,000","21,420,000,000","21,059,000,000","20,268,000,000","19,426,000,000","19,065,000,000","18,588,000,000","18,716,000,000","18,374,210,782","16,505,216,095","13,606,757,582","14,068,511,470","13,321,084,517","12,571,797,675","11,879,914,984","10,964,022,140","10,689,655,172","10,393,427,965","9,301,728,946","8,310,368,986","8,237,004,303","7,181,184,669","7,078,679,268","6,877,871,826","7,324,214,063","6,874,133,804","6,589,726,484","6,365,424,974","6,117,480,356","5,892,760,670","5,762,528,705","5,262,230,057","4,867,799,811","4,660,317,460","4,032,429,156","3,927,660,931","3,868,194,842","3,750,986,271","3,633,888,048","3,447,895,318","3,216,856,629","2,981,665,164","2,250,998,964","2,050,166,739","1,892,361,111","1,793,103,448","1,320,035,201","1,295,094,340","1,277,089,783","1,250,191,278","1,227,399,677","1,215,602,837","1,203,716,941","1,176,633,062","1,142,857,143","1,116,034,340","1,074,200,000","1,032,900,000","537,100,000","517,100,000","496,300,000","483,500,000","377,700,000","367,300,000","356,200,000","171,200,000"
WorkingCapital,"-2,150,000,000","-3,177,000,000","-3,255,000,000","-1,348,000,000","-1,742,000,000","-389,000,000","116,000,000","58,000,000","-1,364,000,000","-1,670,000,000","-1,070,000,000","-1,907,000,000","-756,000,000","-1,609,000,000","-1,719,000,000","-140,000,000","-536,000,000","-1,364,000,000","-985,000,000","-1,680,000,000","-1,653,000,000","-2,829,000,000","-2,835,000,000","-2,523,000,000","-3,018,000,000","-1,483,000,000","-1,211,000,000","-1,432,000,000","-2,062,000,000","-2,140,000,000","-1,897,000,000","-2,455,000,000","-1,253,000,000","-213,000,000","-1,418,000,000","-2,046,000,000","-984,000,000","-515,000,000","-245,000,000","-534,000,000","-514,000,000","-396,000,000","-113,000,000","32,000,000","-27,926,177","-1,102,831,594","-3,179,320,171","-1,571,854,747","-1,382,461,019","-823,809,997","-859,723,698","-1,103,551,660","-831,780,056","-1,031,630,715","-1,553,820,413","-2,065,623,540","-1,773,462,030","-2,105,691,057","-1,339,143,243","-1,287,787,182","-651,547,876","-633,740,708","-444,296,197","-922,088,143","-504,959,423","-528,092,923","-459,273,267","-317,320,406","-14,164,306","-365,079,365","-128,807,395","-84,448,694","-6,367,399","-154,647,309","-113,464,448","-230,174,996","-76,484,704","4,508,566","38,478,615","-40,597,361","36,168,981","-918,561,996","52,801,408","51,320,755","57,275,542","18,362,662","102,895,782","-22,695,036","-20,014,296","-93,909,681","27,605,245","-274,162,282","-800,000","19,900,000","3,500,000","-48,400,000","9,800,000","4,400,000","14,300,000","800,000","4,100,000","2,200,000"
InvestedCapital,"55,973,000,000","57,283,000,000","57,781,000,000","53,258,000,000","52,597,000,000","53,126,000,000","53,808,000,000","54,004,000,000","54,111,000,000","54,260,000,000","54,262,000,000","42,681,000,000","43,072,000,000","42,936,000,000","43,255,000,000","43,560,000,000","44,175,000,000","43,995,000,000","43,756,000,000","44,104,000,000","42,893,000,000","41,619,000,000","40,660,000,000","36,691,000,000","35,433,000,000","34,945,000,000","34,584,000,000","33,696,000,000","33,019,000,000","32,536,000,000","32,444,000,000","31,630,000,000","31,469,000,000","31,471,000,000","30,076,000,000","29,063,000,000","30,203,000,000","30,120,000,000","30,580,000,000","29,560,000,000","29,727,000,000","29,983,000,000","30,575,000,000","31,848,000,000","31,390,237,980","28,138,173,302","24,646,855,282","27,005,452,114","24,260,601,847","23,257,477,890","22,837,407,014","22,270,525,830","21,732,292,637","15,893,595,619","14,305,633,017","12,651,798,225","11,558,320,735","10,609,756,098","10,921,811,709","10,902,055,623","11,057,115,431","10,621,141,489","10,092,061,374","9,501,573,977","8,843,230,710","8,737,169,097","8,761,312,982","8,661,671,808","8,840,100,724","8,728,571,428","6,328,231,550","6,473,868,707","6,435,848,455","5,976,013,886","5,900,151,285","5,725,997,163","5,569,886,023","5,891,193,267","4,349,563,416","4,240,974,337","4,049,479,167","3,113,719,736","2,741,273,101","2,742,641,510","2,702,786,377","2,573,833,206","2,659,120,976","2,531,914,894","2,340,243,031","2,157,160,613","2,113,181,505","1,736,361,119","1,662,400,000","1,610,000,000","930,400,000","852,200,000","734,000,000","712,100,000","674,600,000","641,200,000","599,100,000","360,400,000"
TangibleBookValue,"34,991,000,000","34,794,000,000","34,274,000,000","32,268,000,000","31,974,000,000","33,393,000,000","32,411,000,000","32,026,000,000","31,653,000,000","31,339,000,000","30,986,000,000","26,377,000,000","26,267,000,000","25,644,000,000","26,019,000,000","26,996,000,000","27,381,000,000","27,485,000,000","27,773,000,000","28,415,000,000","28,891,000,000","27,934,000,000","27,223,000,000","26,337,000,000","25,772,000,000","25,552,000,000","24,551,000,000","24,374,000,000","24,283,000,000","24,120,000,000","23,922,000,000","23,389,000,000","22,898,000,000","22,144,000,000","21,452,000,000","20,595,000,000","20,985,000,000","21,420,000,000","21,059,000,000","20,268,000,000","19,426,000,000","19,065,000,000","18,588,000,000","18,716,000,000","18,374,210,782","16,505,216,095","13,606,757,582","14,068,511,470","13,321,084,517","12,571,797,675","11,879,914,984","10,964,022,140","10,689,655,172","10,393,427,965","9,301,728,946","8,310,368,986","8,237,004,303","7,181,184,669","7,078,679,268","6,877,871,826","7,324,214,063","6,773,340,053","6,482,988,659","6,261,804,827","6,014,427,413","5,784,710,967","5,654,464,407","5,144,703,981","4,741,894,869","4,533,333,333","3,909,683,285","3,800,191,205","3,750,397,962","3,632,633,738","3,515,885,022","3,329,654,738","3,098,380,324","2,981,665,164","2,250,998,964","2,050,166,739","1,892,361,111","1,793,103,448","1,320,035,201","1,295,094,340","1,277,089,783","1,250,191,278","1,227,399,677","1,215,602,837","1,203,716,941","1,176,633,062","1,142,857,143","1,116,034,340","1,074,200,000","1,032,900,000","537,100,000","517,100,000","496,300,000","483,500,000","377,700,000","367,300,000","356,200,000","171,200,000"
TotalDebt,"20,982,000,000","22,489,000,000","23,507,000,000","20,990,000,000","20,623,000,000","19,733,000,000","21,397,000,000","21,978,000,000","22,458,000,000","22,921,000,000","23,276,000,000","16,304,000,000","16,805,000,000","17,292,000,000","17,236,000,000","16,564,000,000","16,794,000,000","16,510,000,000","15,983,000,000","15,689,000,000","14,002,000,000","13,685,000,000","13,437,000,000","10,354,000,000","9,661,000,000","9,393,000,000","10,033,000,000","9,322,000,000","8,736,000,000","8,416,000,000","8,522,000,000","8,241,000,000","8,571,000,000","9,327,000,000","8,624,000,000","8,468,000,000","9,218,000,000","8,700,000,000","9,521,000,000","9,292,000,000","10,301,000,000","10,918,000,000","11,987,000,000","13,132,000,000","13,016,027,198","11,632,957,207","11,040,097,700","12,936,940,644","10,939,517,330","10,685,680,215","10,957,492,030","11,306,503,690","11,042,637,465","5,500,167,654","5,003,904,071","4,341,429,239","3,321,316,432","3,428,571,429","3,843,132,441","4,024,183,797","3,732,901,368","3,847,801,436","3,609,072,715","3,239,769,150","2,828,803,297","2,952,458,130","3,106,848,575","3,516,967,827","4,098,205,855","4,195,238,095","2,418,548,265","2,673,677,502","2,685,450,493","2,343,380,148","2,384,266,263","2,396,342,425","2,471,505,699","2,909,528,103","2,098,564,452","2,190,807,598","2,157,118,056","1,320,616,288","1,421,237,900","1,447,547,170","1,425,696,594","1,323,641,928","1,431,721,299","1,316,312,057","1,136,526,090","980,527,551","970,324,362","620,326,779","588,200,000","577,100,000","393,300,000","335,100,000","237,700,000","228,600,000","296,900,000","273,900,000","242,900,000","189,200,000"
NetDebt,"20,843,000,000","22,313,000,000","23,109,000,000","20,900,000,000","20,522,000,000","19,437,000,000","21,215,000,000","21,826,000,000","22,321,000,000","22,609,000,000","23,226,000,000","16,285,000,000","16,788,000,000","17,273,000,000","17,212,000,000","16,549,000,000","16,725,000,000","16,480,000,000","15,951,000,000","15,655,000,000","13,977,000,000","13,669,000,000","13,406,000,000","10,335,000,000","9,645,000,000","9,375,000,000","10,016,000,000","9,304,000,000","8,699,000,000","8,395,000,000","8,512,000,000","8,228,000,000","8,537,000,000","9,309,000,000","8,618,000,000","8,418,000,000","9,196,000,000","8,673,000,000","9,502,000,000","9,271,000,000","10,288,000,000","10,904,000,000","11,962,000,000","13,122,000,000","12,989,315,202","11,619,118,587","11,017,708,121","12,910,194,424","10,918,661,237","10,664,811,687","10,946,865,037","11,292,666,052","11,019,338,304","5,487,873,030","4,989,403,234","4,329,752,452","3,303,872,543","3,416,957,027","3,812,446,299","3,983,071,342","3,705,303,576","3,835,202,217","3,593,062,041","3,213,536,201","2,724,462,192","2,922,744,462","3,089,288,127","3,499,338,916","4,068,303,431","4,180,952,381","2,417,032,884","2,637,029,956","2,671,123,845","2,308,663,405","2,352,496,218","2,364,811,604","2,443,011,398","2,909,528,103","2,098,564,452","2,190,807,598","2,157,118,056","1,320,616,288","1,421,237,900","1,447,547,170","1,425,696,594","1,323,641,928","1,431,721,299","1,316,312,057","1,136,526,090","980,527,551","970,324,362","620,326,779","587,900,000","577,100,000","393,300,000","335,100,000","237,700,000","228,600,000","296,900,000","273,900,000","242,900,000","189,200,000"
ShareIssued,"1,186,857,000","1,184,206,000","1,188,319,000","1,197,653,000","1,201,885,667","1,221,306,000","1,220,871,000","1,226,205,000","1,222,769,000","1,216,863,000","1,215,058,000","1,115,606,000","1,110,952,000","1,104,100,000","1,099,223,000","1,095,662,000","1,094,667,814","1,094,408,000","1,094,378,000","1,092,941,000","1,091,836,851","1,091,806,000","1,093,554,000","1,092,120,000","1,087,321,664","1,085,933,000","1,086,969,000","1,092,264,000","1,092,072,098","1,095,134,000","1,096,497,000","1,100,118,000","1,096,459,805","1,097,078,000","1,097,078,000","1,090,848,136","1,090,848,136","1,089,238,000","1,089,238,000","1,087,524,000","1,084,654,480","1,084,476,000","1,084,116,000","1,083,868,000","1,083,868,000","1,081,714,000","1,081,546,000","1,081,290,000","1,079,457,658","1,079,168,000","1,078,770,000","1,078,362,000","1,075,806,520","1,074,894,000","1,074,310,000","1,074,544,000","1,072,695,592","1,073,434,000","1,073,846,000","1,073,240,000","1,072,720,492","1,072,096,000","1,069,848,000","1,069,848,000","1,069,851,328","1,070,992,000","1,078,664,000","1,073,424,000","1,070,204,464","1,066,816,000","984,240,000","980,160,000","969,608,000","970,792,000","967,424,000","975,580,312","978,232,000","972,576,000","972,576,000","972,576,000","972,576,000","972,576,000",,,,,,,,,,,,,,,,,,,,
OrdinarySharesNumber,"1,186,857,000","1,184,206,000","1,188,319,000","1,197,653,000","1,201,885,667","1,221,306,000","1,220,871,000","1,226,205,000","1,222,769,000","1,216,863,000","1,215,058,000","1,115,606,000","1,110,952,000","1,104,100,000","1,099,223,000","1,095,662,000","1,094,667,814","1,094,408,000","1,094,378,000","1,092,941,000","1,091,836,851","1,091,806,000","1,093,554,000","1,092,120,000","1,087,321,664","1,085,933,000","1,086,969,000","1,092,264,000","1,092,072,098","1,095,134,000","1,096,497,000","1,100,118,000","1,096,459,805","1,097,078,000","1,097,078,000","1,090,848,136","1,090,848,136","1,089,238,000","1,089,238,000","1,087,524,000","1,084,654,480","1,084,476,000","1,084,116,000","1,083,868,000","1,083,868,000","1,081,714,000","1,081,546,000","1,081,290,000","1,079,457,658","1,079,168,000","1,078,770,000","1,078,362,000","1,075,806,520","1,074,894,000","1,074,310,000","1,074,544,000","1,072,695,592","1,073,434,000","1,073,846,000","1,073,240,000","1,072,720,492","1,072,096,000","1,069,848,000","1,069,848,000","1,069,851,328","1,070,992,000","1,078,664,000","1,073,424,000","1,070,204,464","1,066,816,000","984,240,000","980,160,000","969,608,000","970,792,000","967,424,000","975,580,312","978,232,000","972,576,000","972,576,000","972,576,000","972,576,000","972,576,000",,,,,,,,,,,,,,,,,,,,
