name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalRevenue,"12,067,000,000","12,067,000,000","11,223,000,000","10,059,844,000","8,773,564,000","6,672,317,000","5,763,485,000","4,771,259,000","4,030,347,000","3,449,009,000","3,348,109,000","2,955,426,000","2,937,013,000","2,665,332,000","2,237,586,000","2,119,455,000","1,843,013,000","2,339,813,000","1,499,075,000","536,497,000"
	OperatingRevenue,"12,067,000,000","12,067,000,000","11,223,000,000","10,059,844,000","8,773,564,000","6,672,317,000","5,763,485,000","4,771,259,000","4,030,347,000","3,449,009,000","3,348,109,000","2,955,426,000","2,937,013,000","2,665,332,000","2,237,586,000","2,119,455,000","1,843,013,000","2,339,813,000","1,499,075,000","536,497,000"
CostOfRevenue,"2,163,000,000","2,163,000,000","1,965,000,000","1,756,531,000","1,596,698,000","1,309,559,000","1,179,081,000","1,038,034,000","898,604,000","761,272,000","692,832,000","607,251,000","634,744,000","562,401,000","502,638,000","470,716,000","412,701,000","1,199,414,000",,
GrossProfit,"9,904,000,000","9,904,000,000","9,258,000,000","8,303,313,000","7,176,866,000","5,362,758,000","4,584,404,000","3,733,225,000","3,131,743,000","2,687,737,000","2,655,277,000","2,348,175,000","2,302,269,000","2,102,931,000","1,734,948,000","1,648,739,000","1,430,312,000","1,140,399,000",,
OperatingExpense,"8,977,000,000","8,977,000,000","8,416,000,000","7,661,437,000","6,624,367,000","4,844,321,000","4,041,010,000","3,300,693,000","2,700,019,000","2,208,128,000","1,917,820,000","1,742,593,000","1,735,222,000","1,573,862,000","1,383,619,000","1,251,687,000","1,189,839,000","885,217,000",,"520,686,000"
	SellingGeneralAndAdministration,"7,016,000,000","7,016,000,000","6,516,000,000","5,999,205,000","5,072,207,000","3,850,412,000","3,275,241,000","2,651,142,000","2,183,416,000","1,805,204,000","1,518,250,000","1,317,546,000","1,456,834,000","1,313,810,000","1,075,844,000","909,018,000","845,057,000","643,807,000",,
		GeneralAndAdministrativeExpense,"881,000,000","881,000,000","749,000,000","701,373,000","704,790,000","469,326,000","466,912,000","454,997,000","462,379,000","1,805,204,000","314,109,000","290,484,000","355,431,000",,,,,,,
			SalariesAndWages,"522,000,000","522,000,000","520,000,000",,,,,,,,,,,,,,,,,
			OtherGandA,"359,000,000","359,000,000","229,000,000","701,373,000","704,790,000","469,326,000","466,912,000","454,997,000","462,379,000","1,805,204,000","314,109,000","290,484,000","355,431,000",,,,,,,
		SellingAndMarketingExpense,"6,135,000,000","6,135,000,000","5,767,000,000","5,297,832,000","4,367,417,000","3,381,086,000","2,808,329,000","2,196,145,000","1,721,037,000","1,474,641,000","1,204,141,000","1,027,062,000","1,101,403,000",,,,,,,
	ResearchAndDevelopment,"1,763,000,000","1,763,000,000","1,617,000,000","1,386,787,000","1,235,019,000","830,244,000","686,154,000","577,820,000","484,898,000","380,999,000","362,447,000","319,708,000","208,952,000","182,483,000","140,371,000",,,,,
	DepreciationAmortizationDepletionIncomeStatement,"198,000,000","198,000,000","283,000,000","275,445,000","317,141,000","163,665,000","79,615,000","71,731,000","31,705,000","21,925,000","37,123,000","37,681,000","69,436,000","77,569,000","120,404,000","138,664,000","344,782,000","241,410,000",,
		DepreciationAndAmortizationInIncomeStatement,"198,000,000","198,000,000","283,000,000","275,445,000","317,141,000","163,665,000","79,615,000","71,731,000","31,705,000","21,925,000","37,123,000","37,681,000","69,436,000","77,569,000","120,404,000","138,664,000","344,782,000","241,410,000",,
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,"31,563,000","27,582,000",,
