name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
OtherNonOperatingIncomeExpenses,,,,,,,,,,"-65,708,000",,,,,,,,,,,,,,,
PretaxIncome,"564,337,000","564,337,000","554,058,000","580,523,000","424,358,000","276,769,000","172,447,000","127,312,000","110,999,000","151,511,000","90,538,000","55,942,000","44,627,000","46,191,000","45,111,000","45,448,000","37,913,000","30,302,000","22,951,000","13,040,000","9,916,000","9,100,000","8,200,000","7,000,000","5,000,000"
TaxProvision,"138,429,000","138,429,000","136,977,000","158,586,000","154,278,000","94,455,000","53,859,000","40,149,000","33,935,000","50,208,000","26,614,000","12,859,000","9,926,000","14,445,000","13,418,000","13,959,000","12,030,000","10,101,000","8,545,000","4,081,000","2,289,000","2,500,000","2,600,000","2,500,000","2,000,000"
NetIncomeCommonStockholders,"425,906,000","425,906,000","417,106,000","421,891,000","269,979,000","182,253,000","118,606,000","87,135,000","77,044,000","101,321,000","64,001,000","36,826,000","34,474,000","31,746,000","31,693,000","31,489,000","25,883,000","20,201,000","14,406,000","8,959,000","6,040,000","6,600,000","5,600,000","4,500,000","3,000,000"
	NetIncome,"425,906,000","425,906,000","417,106,000","421,891,000","269,979,000","182,253,000","118,606,000","87,135,000","77,044,000","101,285,000","64,001,000","30,550,000","34,701,000","31,746,000","31,693,000","31,489,000","25,883,000","20,201,000","14,406,000","8,959,000","7,627,000","6,600,000","5,600,000","4,500,000","3,000,000"
		NetIncomeIncludingNoncontrollingInterests,"425,908,000","425,908,000","417,081,000","421,937,000","270,080,000","182,314,000","118,588,000","87,163,000","77,064,000","101,303,000","63,924,000","43,083,000","34,701,000","31,746,000","31,693,000","31,489,000","25,883,000","20,201,000","15,993,000","10,546,000","7,627,000","7,400,000","5,600,000","4,500,000","3,000,000"
			NetIncomeContinuousOperations,"425,908,000","425,908,000","417,081,000","421,937,000","270,080,000","182,314,000","118,588,000","87,163,000","77,064,000","101,303,000","63,924,000","43,083,000","34,701,000","31,746,000","31,693,000","31,489,000","25,883,000","20,201,000","14,406,000","8,959,000","7,627,000","6,600,000","5,600,000","4,500,000","3,000,000"
		MinorityInterests,"-2,000","-2,000","25,000","-46,000","-101,000","-61,000","18,000","-28,000","-20,000","-18,000","77,000","19,000",,,,,,,"-1,587,000","-1,587,000",,"-800,000",,,
	PreferredStockDividends,,,,,,,,,,"-36,000",,"-6,276,000","227,000",,,,,,,,"1,587,000",,,,
DilutedNIAvailtoComStockholders,"425,906,000","425,906,000","417,106,000","421,891,000","269,979,000","182,253,000","118,606,000","87,135,000","77,044,000","101,321,000","64,001,000","36,826,000","34,474,000","31,746,000","31,693,000","31,489,000","25,883,000","20,201,000","14,406,000","8,959,000","6,040,000","6,600,000","5,600,000","4,500,000","3,000,000"
BasicEPS,,,"3.24","3.36","2.59","2.1","1.53","1.21","1.11","1.5","0.943","0.545","0.513","0.473","0.475","0.473","0.395","0.318","0.235","0.148","0.1","0.11","0.093","0.086","0.066"
DilutedEPS,,,"3.24","3.35","2.58","2.09","1.52","1.205","1.105","1.5","0.938","0.545","0.51","0.473","0.473","0.47","0.39","0.31","0.23","0.147","0.1","0.109","0.092","0.086","0.066"
BasicAverageShares,,,"128,595,000","125,465,000","104,238,996","86,787,143","77,520,261","72,012,397","69,409,009","68,964,000","67,905,570","67,600,000","67,396,000","67,187,302","66,722,105","66,643,386","65,526,582","63,625,197","61,302,128","60,482,700","60,400,000","60,000,000","60,134,228","52,173,913","45,714,286"
DilutedAverageShares,,,"128,740,000","125,809,000","104,700,000","87,348,000","78,060,000","72,402,000","69,776,000","68,964,000","68,267,733","67,620,000","67,496,000","67,187,302","67,075,132","66,997,872","66,366,667","65,164,516","62,634,783","60,997,447","60,400,000","60,342,857","60,952,381","52,173,913","45,714,286"
InterestIncomeAfterProvisionForLoanLoss,"857,940,000","857,940,000","827,035,000","789,337,000","577,713,000","362,736,000","253,579,000","181,444,000","162,601,000","156,959,000","107,635,000","73,523,000","79,676,000","71,468,000","68,270,000","66,276,000","57,293,000","44,903,000","37,812,000","26,304,000","21,338,000","21,300,000","16,400,000","13,400,000","10,300,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"425,906,000","425,906,000","417,106,000","421,891,000","269,979,000","182,253,000","118,606,000","87,135,000","77,044,000","101,285,000","64,001,000","30,550,000","34,701,000","31,746,000","31,693,000","31,489,000","25,883,000","20,201,000","14,406,000","8,959,000","7,627,000","6,600,000","5,600,000","4,500,000","3,000,000"
NormalizedIncome,"426,046,430","426,046,430","421,392,076","421,236,700","269,512,176","179,183,430","106,648,960.1","71,799,774.1","64,447,046.73","54,852,146.029","36,994,737.436","30,686,314.236","34,701,000","31,746,000","31,693,000","31,489,000","25,883,000","20,201,000","14,406,000","8,959,000","7,627,000","6,600,000","5,600,000","4,500,000","3,000,000"
TotalMoneyMarketInvestments,"6,758,000","6,758,000","3,039,000","656,000","366,000","41,000","56,000","33,000","8,000","36,000","18,000","10,000","13,000","19,000","10,000","11,000","19,000","24,000","30,000","49,000","17,000",,"300,000","300,000","300,000"
ReconciledDepreciation,"42,509,000","42,509,000","35,440,000","34,070,000","25,032,000","17,461,000","12,982,000","10,001,000","8,798,000","7,035,000","4,902,000","4,282,000","3,766,000","3,548,000","2,127,000","2,052,000","2,749,000","2,882,000","1,757,000","1,736,000","1,679,000","1,600,000","1,100,000","600,000","600,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"425,906,000","425,906,000","417,106,000","421,891,000","269,979,000","182,253,000","118,606,000","87,135,000","77,044,000","101,285,000","64,001,000","30,550,000","34,701,000","31,746,000","31,693,000","31,489,000","25,883,000","20,201,000","14,406,000","8,959,000","7,627,000","6,600,000","5,600,000","4,500,000","3,000,000"
TotalUnusualItemsExcludingGoodwill,"-186,000","-186,000","-5,692,000","900,000","734,000","4,665,000","17,387,000","22,397,000","18,144,000","69,446,000","38,250,000","-177,000",,,,,,,,,,,,,
TotalUnusualItems,"-186,000","-186,000","-5,692,000","900,000","734,000","4,665,000","17,387,000","22,397,000","18,144,000","69,446,000","38,250,000","-177,000",,,,,,,,,,,,,
TaxRateForCalcs,"0.245","0.245","0.247","0.273","0.364","0.342","0.312","0.315","0.306","0.331","0.294","0.23","0.222","0.313","0.297","0.307","0.317","0.333","0.372","0.313","0.231","0.275","0.317","0.357","0.4"
TaxEffectOfUnusualItems,"-45,570","-45,570","-1,405,924","245,700","267,176","1,595,430","5,429,960.1","7,061,774.1","5,547,046.73","23,013,146.029","11,243,737.436","-40,685.764","0","0","0","0","0","0","0","0","0","0","0","0","0"
