name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
TotalRevenue,"984,264,000","984,264,000","991,679,000","929,398,000","693,822,000","479,330,000","345,949,000","258,978,000","227,797,000","220,109,000","193,957,000","169,374,000","118,050,000","100,593,000","93,951,000","87,828,000","78,848,000","66,159,000","53,113,000","37,058,000","29,205,000","28,900,000","23,400,000","17,400,000","13,700,000"
	NetInterestIncome,"884,181,000","884,181,000","891,433,000","817,429,000","601,505,000","382,151,000","270,494,000","193,519,000","174,346,000","168,734,000","123,635,000","118,323,000","98,701,000","77,618,000","70,720,000","68,576,000","60,623,000","48,768,000","41,472,000","29,705,000","23,663,000","23,800,000","18,400,000","14,500,000","11,800,000"
		InterestIncome,"1,162,541,000","1,162,541,000","1,100,820,000","932,593,000","662,555,000","409,719,000","291,449,000","212,153,000","195,946,000","199,169,000","157,972,000","165,908,000","183,003,000","176,970,000","155,198,000","112,881,000","85,231,000","68,883,000","60,913,000","60,119,000","60,752,000","51,600,000","38,900,000","27,500,000","21,800,000"
			InterestIncomeFromLoansAndLease,"1,088,719,000","1,088,719,000","1,031,567,000","884,047,000","633,234,000","379,383,000","260,779,000","189,349,000","177,182,000","179,418,000","135,291,000","125,301,000","141,726,000","145,669,000","121,462,000","87,768,000","65,158,000","54,884,000","49,270,000","47,464,000","43,451,000","37,000,000","31,200,000","24,200,000","19,100,000"
				InterestIncomeFromLoans,"1,088,719,000","1,088,719,000","1,031,567,000","884,047,000","633,234,000","379,383,000","260,779,000","189,349,000","177,182,000","179,418,000","135,291,000",,"141,726,000","145,669,000","121,462,000","87,768,000","65,158,000","54,884,000","49,270,000","47,464,000","43,451,000","37,000,000","31,200,000","24,200,000","19,100,000"
			InterestIncomeFromSecurities,"67,064,000","67,064,000","66,214,000","47,890,000","28,955,000","30,295,000","30,614,000","22,771,000","18,756,000","19,715,000","22,663,000","40,597,000","41,264,000","31,282,000","33,726,000","25,102,000","20,054,000","13,975,000","11,613,000","12,606,000","17,284,000","14,500,000","7,400,000","2,900,000","2,500,000"
			InterestIncomeFromDeposits,"6,758,000","6,758,000","3,039,000","656,000","366,000","41,000","56,000","33,000","8,000","36,000","18,000","10,000","13,000","19,000","10,000","11,000","19,000","24,000","30,000","49,000","17,000",,"200,000","200,000","200,000"
			InterestIncomeFromFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,,,,,,,,,,,,"100,000","100,000","100,000"
			OtherInterestIncome,,,,,,,,,,,,,,,,,,,,,,"100,000",,"100,000","-100,000"
		InterestExpense,"278,360,000","278,360,000","209,387,000","115,164,000","61,050,000","27,568,000","20,955,000","18,634,000","21,600,000","30,435,000","34,337,000","47,585,000","84,302,000","99,352,000","84,478,000","44,305,000","24,608,000","20,115,000","19,441,000","30,414,000","37,089,000","27,800,000","20,500,000","13,000,000","10,000,000"
			InterestExpenseForDeposit,"258,358,000","258,358,000","186,617,000","96,083,000","48,593,000","17,716,000","8,566,000","6,103,000","8,982,000","17,686,000","20,047,000","30,480,000","64,171,000","83,140,000","65,345,000","31,314,000","16,796,000","13,051,000","14,387,000","25,300,000","29,701,000","23,800,000","18,100,000","11,800,000","9,000,000"
			InterestExpenseForShortTermDebt,,,,,,,,,,,,,,,,"450,000","446,000","317,000","278,000","537,000","680,000","100,000",,,
			InterestExpenseForLongTermDebtAndCapitalSecurities,"19,952,000","19,952,000","21,985,000","18,949,000","12,368,000","9,776,000","12,335,000","12,500,000","12,571,000","12,575,000","13,910,000","16,513,000","19,335,000","14,609,000","17,821,000","12,541,000","7,366,000","6,747,000","4,776,000","4,577,000","6,708,000","3,800,000","2,100,000","1,200,000",
			InterestExpenseForFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"50,000","50,000","785,000","132,000","89,000","76,000","54,000","31,000","47,000","174,000","380,000","592,000","796,000","1,603,000","1,312,000",,,,,,,,"300,000",,
			OtherInterestExpense,,,,,,,,,,,,"62,144,000",,,,,,,,,,"100,000",,,"1,000,000"
	NonInterestIncome,"100,083,000","100,083,000","100,246,000","111,969,000","92,317,000","97,179,000","75,455,000","65,459,000","53,451,000","51,375,000","70,322,000","51,051,000","19,349,000","22,975,000","23,231,000","19,252,000","18,225,000","17,391,000","11,641,000","7,353,000","5,542,000","5,100,000","5,000,000","2,900,000","1,900,000"
		TotalPremiumsEarned,"23,909,000","23,909,000","23,911,000","18,677,000","14,808,000","10,084,000","5,184,000","4,529,000","2,767,000","2,307,000","2,151,000","3,186,000",,,,,,,,,,,,,
		FeesAndCommissions,"59,801,000","59,801,000","59,842,000","60,611,000","43,397,000","33,685,000","32,627,000","25,949,000","21,433,000","21,300,000","18,562,000","15,499,000","14,602,000","14,416,000","12,164,000","11,548,000","10,955,000","9,325,000","11,378,000","6,982,000","5,502,000","4,900,000","4,500,000","2,400,000","1,500,000"
			FeesandCommissionIncome,"67,245,000","67,245,000","67,371,000","71,639,000","52,783,000","41,418,000","37,388,000","31,366,000","28,439,000","21,300,000","18,562,000","15,499,000","14,602,000","14,416,000","12,164,000","11,548,000","10,955,000","9,325,000","11,378,000","6,982,000","5,502,000","4,900,000","4,500,000","2,400,000","1,500,000"
				ServiceChargeOnDepositorAccounts,"59,691,000","59,691,000","60,436,000","64,948,000","46,515,000","35,515,000","31,796,000","27,270,000","24,984,000","18,094,000","15,156,000","12,421,000","12,007,000","12,193,000","10,217,000","9,875,000","9,479,000","7,761,000","6,940,000","3,776,000","3,380,000","2,500,000","1,400,000","1,000,000","800,000"
				TrustFeesbyCommissions,"7,554,000","7,554,000","6,935,000","6,691,000","6,268,000","5,903,000","5,592,000","4,096,000","3,455,000","3,206,000","3,406,000","3,078,000","2,595,000","2,223,000","1,947,000","1,673,000","1,476,000","1,564,000","728,000","604,000","592,000","500,000","300,000","300,000","200,000"
				OtherCustomerServices,,,,,,,,,,,,,,,,,,,"3,710,000","2,602,000","1,530,000","1,900,000","2,800,000","1,100,000","500,000"
			FeesandCommissionExpense,"7,444,000","7,444,000","7,529,000","11,028,000","9,386,000","7,733,000","4,761,000","5,417,000","7,006,000",,,,,,,,,,,,,,,,
		InvestmentBankingProfit,,,,,,,,,,"3,277,000","3,863,000",,,,,,,,,,,,,,
		GainLossonSaleofAssets,"2,946,000","2,946,000","2,236,000","8,725,000","3,464,000","20,131,000","14,163,000","22,700,000","17,911,000","4,671,000","42,794,000","26,805,000","-3,433,000","520,000","3,917,000","213,000","774,000","144,000","-217,000","153,000",,"100,000","300,000",,"-100,000"
			GainOnSaleOfSecurity,"713,000","713,000","17,000","4,033,000","4,000","5,481,000","144,000","161,000","457,000","933,000","4,544,000","26,982,000","-3,433,000","520,000","3,917,000","213,000","774,000","144,000","-217,000","153,000",,"100,000","300,000",,"-100,000"
			GainonSaleofLoans,,,,"1,165,000","-188,000","6,285,000",,,,,,,,,,,,,,,,,,,
			GainonSaleofInvestmentProperty,"2,233,000","2,233,000","2,219,000","3,527,000","3,648,000","8,365,000","14,019,000","22,539,000","17,454,000","3,738,000","38,250,000","-177,000",,,,,,,,,,,,,
		OtherNonInterestIncome,"13,427,000","13,427,000","14,257,000","23,956,000","30,648,000","33,279,000","23,481,000","12,281,000","11,340,000","19,820,000","2,952,000","5,561,000","8,180,000","8,039,000","7,150,000","7,491,000","6,496,000","7,922,000","480,000","218,000","40,000","100,000","200,000","500,000","500,000"
CreditLossesProvision,"-26,241,000","-26,241,000","-64,398,000","-28,092,000","-23,792,000","-19,415,000","-16,915,000","-12,075,000","-11,745,000","-11,775,000","-16,000,000","-44,800,000","-19,025,000","-6,150,000","-2,450,000","-2,300,000","-3,330,000","-3,865,000","-3,660,000","-3,401,000","-2,325,000","-2,500,000","-2,000,000","-1,100,000","-1,500,000"
NonInterestExpense,"391,267,000","391,267,000","365,312,000","318,156,000","242,758,000","179,446,000","159,955,000","119,449,000","105,743,000","122,531,000","87,419,000","68,632,000","54,398,000","48,252,000","46,390,000","40,080,000","37,605,000","31,992,000","24,915,000","19,030,000","16,964,000","16,500,000","13,100,000","9,200,000","7,200,000"
	OccupancyAndEquipment,"59,018,000","59,018,000","56,362,000","53,198,000","42,524,000","31,248,000","24,102,000","18,710,000","15,793,000","14,705,000","10,618,000","9,740,000","8,882,000","8,098,000","7,030,000","6,254,000","5,189,000","4,421,000","3,495,000","3,098,000","2,910,000","2,700,000","2,000,000","1,300,000","1,000,000"
		NetOccupancyExpense,,,,,,,,,,"14,704,000",,,,,,,,,,,,,,,
	ProfessionalExpenseAndContractServicesExpense,"33,030,000","33,030,000","35,867,000","32,441,000","21,330,000","12,594,000","10,765,000","6,690,000","4,401,000",,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"263,550,000","263,550,000","242,378,000","211,604,000","162,646,000","111,441,000","100,056,000","83,952,000","77,864,000","56,262,000","76,801,000","31,847,000","31,336,000","29,718,000","29,051,000","24,802,000","22,100,000","19,427,000","14,395,000","10,551,000","8,928,000","8,800,000","7,200,000","5,300,000","4,300,000"
		GeneralAndAdministrativeExpense,"256,308,000","256,308,000","230,821,000","205,615,000","157,029,000","108,636,000","97,027,000","81,747,000","73,775,000","56,262,000","76,801,000","31,847,000","30,132,000","28,661,000","27,506,000","23,477,000","20,666,000","18,411,000","14,395,000","10,551,000","8,928,000","8,800,000","7,200,000","5,300,000","4,300,000"
			SalariesAndWages,"192,851,000","192,851,000","170,478,000","152,194,000","122,832,000","87,953,000","76,884,000","64,825,000","59,028,000","56,262,000","40,161,000","31,847,000","30,132,000","28,661,000","27,506,000","23,477,000","20,666,000","18,411,000","14,395,000","10,551,000","8,928,000","8,800,000","7,200,000","5,300,000","4,300,000"
			InsuranceAndClaims,"13,425,000","13,425,000","14,740,000","13,114,000","6,751,000","5,103,000","3,278,000","2,570,000","2,208,000",,,,,,,,,,,,,,,,
			OtherGandA,"50,032,000","50,032,000","45,603,000","40,307,000","27,446,000","15,580,000","16,865,000","14,352,000","12,539,000",,"36,640,000",,,,,,,,,,,,,,
		SellingAndMarketingExpense,"7,242,000","7,242,000","11,557,000","5,989,000","5,617,000","2,805,000","3,029,000","2,205,000","4,089,000",,,,"1,204,000","1,057,000","1,545,000","1,325,000","1,434,000","1,016,000",,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"11,918,000","11,918,000","12,579,000","12,580,000","9,037,000","6,660,000","4,996,000","2,805,000","2,037,000","1,677,000",,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"11,918,000","11,918,000","12,579,000","12,580,000","9,037,000","6,660,000","4,996,000","2,805,000","2,037,000","1,677,000",,,,,,,,,,,,,,,
			Amortization,"11,918,000","11,918,000","12,579,000","12,580,000","9,037,000","6,660,000","4,996,000","2,805,000","2,037,000","1,677,000",,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"11,918,000","11,918,000","12,579,000","12,580,000","9,037,000","6,660,000","4,996,000","2,805,000","2,037,000","1,677,000",,,,,,,,,,,,,,,
	OtherNonInterestExpense,"23,751,000","23,751,000","18,126,000","8,333,000","7,221,000","17,503,000","20,036,000","7,292,000","5,648,000","51,564,000",,"27,045,000","14,180,000","10,436,000","10,309,000","9,024,000","10,316,000","8,144,000","7,025,000","5,381,000","5,126,000","5,000,000","3,900,000","2,600,000","1,900,000"
SpecialIncomeCharges,"-2,419,000","-2,419,000","-7,911,000","-2,627,000","-2,914,000","-3,700,000","3,368,000","-142,000","690,000","65,708,000",,,,,,,,,,,,,,,
	GainOnSaleOfBusiness,,,,,,,,,,"65,708,000",,,,,,,,,,,,,,,
	RestructuringAndMergernAcquisition,,,,,"0","0","-4,667,000","-1,061,000","-2,403,000",,,,,,,,,,,,,,,,
	ImpairmentOfCapitalAssets,"2,419,000","2,419,000","2,996,000","3,488,000","3,610,000","3,803,000","1,299,000","1,203,000","1,713,000",,,,,,,,,,,,,,,,
	WriteOff,"0","0","4,915,000",,,,,,,,,,,,,,,,,,,,,,
	OtherSpecialCharges,,,,"-861,000","-696,000","-103,000",,,,,,,,,,,,,,,,,,,
