name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"473,078,000,000","225,697,000,000","221,642,000,000","219,276,000,000","209,947,000,000","186,814,000,000","183,010,000,000","183,872,000,000","174,579,000,000","157,081,000,000","165,764,000,000","152,015,000,000","132,618,000,000","121,351,000,000","109,169,759,000","100,508,641,000","90,466,613,000","80,216,816,000","70,869,945,000","59,340,228,000","43,481,000,000","34,427,200,000","29,177,600,000","21,246,600,000","20,492,900,000","8,756,100,000","5,898,400,000","4,598,400,000","3,729,700,000","3,342,200,000","3,128,400,000"
	CashCashEquivalentsAndFederalFundsSold,"20,482,000,000","3,987,000,000","3,083,000,000","4,424,000,000","4,167,000,000","2,699,000,000","2,587,000,000","3,789,000,000","4,364,000,000","2,694,000,000","2,919,000,000","3,119,000,000","3,117,000,000","2,865,000,000","2,882,184,000","3,025,835,000","2,821,967,000","2,372,220,000","2,232,226,000","1,752,829,000","1,435,800,000","4,653,900,000","969,900,000","659,700,000","702,800,000","274,600,000","251,200,000","255,100,000","198,100,000","182,800,000","237,900,000"
		CashAndCashEquivalents,"19,065,000,000","3,880,000,000","2,713,000,000","3,792,000,000","3,558,000,000","2,168,000,000","2,017,000,000","3,667,000,000","4,208,000,000","2,058,000,000","2,251,000,000","2,390,000,000","2,438,000,000","2,612,000,000","2,595,951,000","2,785,448,000","2,489,118,000","2,372,220,000","1,986,186,000","1,509,818,000","1,210,000,000","1,046,800,000","969,900,000","659,700,000","702,800,000","274,600,000","251,200,000","255,100,000","198,100,000","182,800,000","237,900,000"
			CashFinancial,"4,084,000,000","2,753,000,000","2,243,000,000","1,897,000,000","2,123,000,000","1,639,000,000","1,565,000,000","1,972,000,000",,,,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,,"143,000,000","127,000,000",,,,,,,,,,"2,050,000,000","2,024,000,000","2,185,571,000","1,782,323,000","2,217,961,000",,"1,871,437,000","1,471,035,000","1,138,800,000",,,,,,,,,,
			CashAndDueFromBanks,"14,981,000,000","984,000,000","343,000,000","1,895,000,000","1,435,000,000","529,000,000","452,000,000","1,695,000,000","4,208,000,000","2,058,000,000","2,251,000,000","2,390,000,000","388,000,000","588,000,000","410,380,000","1,003,125,000","271,157,000","2,372,220,000","114,749,000","38,783,000","71,200,000","1,046,800,000","969,900,000","659,700,000","702,800,000","274,600,000","251,200,000","255,100,000","198,100,000","182,800,000","237,900,000"
		RestrictedCashAndInvestments,,"107,000,000","370,000,000","488,000,000","456,000,000","374,000,000","422,000,000",,"20,000,000","309,000,000","270,000,000","379,000,000",,,,,,,,,,,,,,,,,,,
			RestrictedCashAndCashEquivalents,,"107,000,000","370,000,000","488,000,000","456,000,000","374,000,000","422,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		MoneyMarketInvestments,"1,417,000,000",,"127,000,000","144,000,000","153,000,000","157,000,000","148,000,000","122,000,000","136,000,000","327,000,000","398,000,000","350,000,000","679,000,000","253,000,000","286,233,000","240,387,000","332,849,000",,"246,040,000","243,011,000","225,800,000","3,607,100,000",,,,,,,,,
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"1,417,000,000",,"127,000,000","144,000,000","153,000,000","157,000,000","148,000,000","122,000,000","136,000,000","327,000,000","398,000,000","350,000,000","679,000,000","253,000,000","286,233,000","240,387,000","332,849,000",,"246,040,000","243,011,000","225,800,000","3,607,100,000",,,,,,,,,
	FederalHomeLoanBankStock,"764,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	BankOwnedLifeInsurance,"6,383,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"81,277,000,000","45,590,000,000","47,574,000,000","43,606,000,000","43,827,000,000","41,147,000,000","40,586,000,000","39,228,000,000","36,941,000,000","23,802,000,000","34,545,000,000","33,219,000,000","23,428,000,000","22,868,000,000","20,489,484,000","19,172,577,000","16,316,895,000","17,803,488,000","16,759,855,000","13,947,856,000","10,672,300,000","4,552,100,000","6,697,200,000","5,261,500,000","5,355,300,000","1,764,300,000","1,978,900,000","1,165,000,000","1,011,300,000","850,500,000","732,600,000"
		TradingSecurities,"5,733,000,000",,,,,,"381,000,000","497,000,000","534,000,000","633,000,000","636,000,000","376,000,000","1,009,000,000","2,147,000,000","706,518,000","334,256,000","693,819,000","148,488,000","97,675,000","96,719,000","93,200,000","60,400,000","67,900,000",,,,,,,,
		AvailableForSaleSecurities,"817,000,000",,,,,,,,"22,313,000,000","23,169,000,000","33,909,000,000","32,843,000,000","22,419,000,000","20,721,000,000","19,782,966,000","18,838,321,000","15,623,076,000","17,655,000,000","16,662,180,000","13,851,137,000","10,579,100,000","4,491,700,000","6,629,300,000","5,261,500,000","5,355,300,000","1,764,300,000","1,978,900,000","1,165,000,000","1,011,300,000","850,500,000","732,600,000"
		HeldToMaturitySecurities,"0","20,552,000,000","23,027,000,000","16,680,000,000","18,530,000,000","20,240,000,000","18,101,000,000","13,594,000,000","14,094,000,000",,,,,,,,,,,,,,,,,,,,,,
