name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000
TotalRevenue,"12,110,000,000","3,162,000,000","4,233,000,000","2,903,000,000","4,080,000,000","3,037,000,000","3,058,000,000","3,642,000,000","3,400,000,000","3,302,000,000","3,057,000,000","3,157,000,000","3,447,000,000","3,210,000,000","3,406,000,000","3,310,000,000","2,820,000,000","3,064,000,000","2,747,000,000","3,183,000,000","3,597,000,000","3,509,000,000","2,913,000,000","4,281,000,000","4,638,000,000","5,393,000,000","3,733,000,000","4,682,000,000","5,471,000,000","5,164,000,000","4,726,000,000","4,859,000,000","6,087,000,000","5,091,000,000","5,721,000,000","8,603,000,000","8,238,000,000","7,058,000,000","7,822,000,000","6,086,000,000","9,437,000,000","8,523,000,000","8,080,000,000","10,100,000,000",,"-3,122,000,000","9,962,000,000","11,898,000,000","7,130,000,000",,,,,,,,
	OperatingRevenue,"12,110,000,000","3,162,000,000","4,233,000,000","2,903,000,000","4,080,000,000","3,037,000,000","3,058,000,000","3,642,000,000","3,400,000,000","3,302,000,000","3,057,000,000","3,157,000,000","3,447,000,000","3,210,000,000","3,406,000,000","3,310,000,000","2,820,000,000","3,064,000,000","2,747,000,000","3,183,000,000","3,597,000,000","3,509,000,000","2,913,000,000","4,281,000,000","4,638,000,000","5,393,000,000","3,733,000,000","4,682,000,000","5,471,000,000","5,164,000,000","4,726,000,000","4,859,000,000","6,087,000,000","5,091,000,000","5,721,000,000","8,603,000,000","8,238,000,000","7,058,000,000","7,822,000,000","6,086,000,000","9,437,000,000","8,523,000,000","8,080,000,000","10,100,000,000",,"-3,122,000,000","9,962,000,000","11,898,000,000","7,130,000,000",,,,,,,,
OperatingExpense,"9,184,000,000","1,841,000,000","2,492,000,000","2,719,000,000","2,132,000,000","1,938,000,000","2,463,000,000","2,441,000,000","2,717,000,000","1,987,000,000","3,389,000,000","2,139,000,000","2,391,000,000","2,453,000,000","7,475,000,000","2,911,000,000","3,440,000,000","2,400,000,000","5,102,000,000","3,193,000,000","3,083,000,000","3,595,000,000","4,007,000,000","3,883,000,000","3,700,000,000","3,327,000,000","6,537,000,000","3,880,000,000","4,155,000,000","3,593,000,000","5,252,000,000","4,941,000,000","4,853,000,000","4,410,000,000","4,737,000,000","4,861,000,000","5,810,000,000","5,227,000,000","5,679,000,000","5,693,000,000","5,776,000,000","5,853,000,000","6,761,000,000","5,432,000,000",,"6,528,000,000","6,367,000,000","6,967,000,000","6,020,000,000",,,,,,,,
	SellingGeneralAndAdministration,"2,808,000,000","398,000,000","743,000,000","1,222,000,000","445,000,000","418,000,000","851,000,000","885,000,000","1,237,000,000","399,000,000","1,587,000,000","528,000,000","789,000,000","419,000,000","5,511,000,000","1,095,000,000","1,564,000,000","575,000,000","3,192,000,000","730,000,000","1,027,000,000","1,339,000,000","1,999,000,000","1,344,000,000","951,000,000","711,000,000","3,960,000,000","1,103,000,000","1,418,000,000","763,000,000","2,506,000,000","1,259,000,000","1,156,000,000","883,000,000","838,000,000","962,000,000","1,752,000,000","921,000,000","1,048,000,000","914,000,000","1,022,000,000","1,011,000,000","1,325,000,000","1,043,000,000",,"1,685,000,000","1,207,000,000",,,,,,,,,,
		GeneralAndAdministrativeExpense,"2,808,000,000","398,000,000","743,000,000","1,222,000,000","445,000,000","418,000,000","851,000,000","885,000,000","1,237,000,000","399,000,000","1,587,000,000","528,000,000","789,000,000","419,000,000","5,511,000,000","1,095,000,000","1,564,000,000","575,000,000","3,192,000,000","730,000,000","1,027,000,000","1,339,000,000","1,999,000,000","1,344,000,000","951,000,000","711,000,000","3,960,000,000","1,103,000,000","1,418,000,000","763,000,000","2,506,000,000","1,259,000,000","1,156,000,000","883,000,000","838,000,000","962,000,000","1,752,000,000","921,000,000","1,048,000,000","914,000,000","1,022,000,000","1,011,000,000","1,325,000,000","1,043,000,000",,"1,685,000,000","1,207,000,000",,,,,,,,,,
			RentAndLandingFees,"1,252,000,000","258,000,000","436,000,000","265,000,000","293,000,000","265,000,000","411,000,000","328,000,000","274,000,000","370,000,000","524,000,000","363,000,000","301,000,000","377,000,000","382,000,000","354,000,000","328,000,000","324,000,000","447,000,000","635,000,000","326,000,000","419,000,000","480,000,000","543,000,000","622,000,000","653,000,000","700,000,000","544,000,000","548,000,000","556,000,000","592,000,000","597,000,000","544,000,000","562,000,000","575,000,000","604,000,000","602,000,000","571,000,000","709,000,000","611,000,000","547,000,000","535,000,000","748,000,000","617,000,000",,"752,000,000","623,000,000",,,,,,,,,,
			InsuranceAndClaims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"596,000,000","576,000,000",,"738,000,000","734,000,000","793,000,000","912,000,000","1,182,000,000","1,142,000,000","1,323,000,000","1,136,000,000","1,209,000,000","925,000,000",,"1,120,000,000","1,046,000,000","1,138,000,000","1,126,000,000",,,,,,,,
	OtherOperatingExpenses,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","191,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","302,000,000","0","0","0","0","0","0","0","0","0",,"0","0","-4,894,000,000","4,894,000,000",,,,,,,,
PretaxIncome,"3,738,000,000","519,000,000","1,546,000,000","-8,000,000","1,681,000,000","1,013,000,000","572,000,000","961,000,000","613,000,000","1,213,000,000","-583,000,000","871,000,000","1,238,000,000","713,000,000","-4,063,000,000","255,000,000","-695,000,000","421,000,000","-2,950,000,000","2,000,000","240,000,000","53,000,000","-683,000,000","1,270,000,000","1,010,000,000","1,642,000,000","-8,983,000,000","-634,000,000","548,000,000","826,000,000","-2,227,000,000","-1,258,000,000","-101,000,000","-1,514,000,000","-1,976,000,000","2,004,000,000","-678,000,000","-116,000,000","-8,000,000","-1,560,000,000","1,174,000,000","-5,000,000","-2,169,000,000","-306,000,000",,"-42,173,000,000","2,198,000,000","-1,079,000,000","387,000,000",,,,,,,,
TaxProvision,"404,000,000","188,000,000","37,000,000","201,000,000","-22,000,000","216,000,000","118,000,000","398,000,000","412,000,000","329,000,000","-168,000,000","265,000,000","400,000,000","327,000,000","244,000,000","582,000,000","260,000,000","80,000,000","-261,000,000","1,000,000","100,000,000","193,000,000","1,040,000,000","333,000,000","371,000,000","362,000,000","-377,000,000","81,000,000","328,000,000","350,000,000","39,000,000","30,000,000","290,000,000","138,000,000","-186,000,000","791,000,000","222,000,000","423,000,000","-3,000,000","-295,000,000","825,000,000","107,000,000","-597,000,000","-666,000,000",,"-2,775,000,000","785,000,000","-423,000,000","90,000,000",,,,,,,,
