name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"3,398,249,000","3,365,479,000","3,251,258,000","2,888,691,000","2,690,522,000","2,316,138,000","2,003,361,000","1,575,562,000","1,221,378,000","1,224,938,000","1,242,667,000","1,326,249,000","1,748,381,000","2,170,525,000","1,971,357,000","1,265,394,000","954,539,000","691,788,000","436,715,000","267,075,000","226,558,896","152,250,320","96,633,504","72,800,000","27,800,000","31,200,000","43,900,000","766,700,000","1,002,600,000","365,900,000","384,000,000"
	CurrentAssets,"407,958,000","439,945,000","302,246,000","244,491,000","366,932,000","198,186,000","313,119,000","229,685,000","348,119,000","433,477,000","506,821,000","364,521,000","174,908,000","145,290,000","126,557,000","63,850,000","13,515,000","15,494,000","8,891,000","6,576,000","15,065,203","14,847,772","9,231,100","0","0","0","0","0","0","0","0"
		CashCashEquivalentsAndShortTermInvestments,"319,466,000","311,466,000","170,746,000","131,702,000","262,208,000","103,333,000","274,136,000","170,457,000","321,041,000","403,298,000","375,030,000","205,923,000","27,677,000","56,710,000","65,812,000","47,876,000","4,799,000","6,600,000","3,383,000","4,397,000","13,422,016","12,386,806","8,245,392",,,,,,,,
			CashAndCashEquivalents,"319,466,000","311,466,000","170,746,000","131,702,000","262,208,000","103,333,000","274,136,000","170,457,000","173,612,000","103,953,000","249,331,000","205,923,000","27,677,000","56,710,000","65,812,000","47,876,000","4,799,000","6,600,000","3,383,000","4,397,000","13,422,016","12,386,806","8,245,392",,,,,,,,
			OtherShortTermInvestments,,,,,,,,,"147,429,000","299,345,000","125,699,000",,,,,,,,,,,,,,,,,,,,
		Receivables,"88,492,000","77,285,000","79,317,000","70,355,000","57,296,000","56,763,000","38,983,000","20,290,000","14,932,000","20,835,000","115,443,000","142,554,000","123,503,000","68,725,000","60,745,000","15,974,000","8,716,000","8,894,000","5,508,000","2,179,000","1,643,187","2,460,966","985,708",,,,,,,,
			AccountsReceivable,,,,,,,,,,"20,835,000","22,934,000","31,046,000","56,079,000","68,725,000",,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,"985,708",,,,,,,,
			TaxesReceivable,,,,,,,,,,"0","92,509,000",,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"88,492,000","77,285,000","79,317,000","70,355,000","57,296,000","56,763,000","38,983,000","20,290,000",,,,"111,508,000","67,424,000",,,,,,,,,,,,,,,,,,
		PrepaidAssets,,"51,194,000","52,183,000","42,434,000","47,428,000","38,090,000",,,,,,"16,044,000","23,728,000","19,855,000",,,,,,,,,,,,,,,,,
		RestrictedCash,,,,,,,"0","38,938,000","12,146,000","9,344,000","16,348,000",,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"2,990,291,000","2,925,534,000","2,949,012,000","2,644,200,000","2,323,590,000","2,117,952,000","1,690,242,000","1,345,877,000","873,259,000","791,461,000","735,846,000","961,728,000","1,573,473,000","2,025,235,000","1,844,800,000","1,201,544,000","941,024,000","676,294,000","427,824,000","260,499,000","211,493,693","137,402,548","87,402,404","72,800,000","27,800,000","31,200,000","43,900,000","766,700,000","1,002,600,000","365,900,000","384,000,000"
		NetPPE,"50,606,000","54,596,000","33,631,000","33,202,000","33,970,000","32,403,000","22,099,000","15,718,000","13,491,000","14,602,000","690,288,000","22,692,000","30,973,000","40,712,000","36,239,000","894,960,000","701,680,000","498,977,000","339,905,000","216,024,000","175,052,540","107,324,693","66,001,356",,,,,,,,
			GrossPPE,"143,209,000","137,965,000","90,794,000","81,055,000","73,468,000","66,487,000","53,115,000","44,265,000","47,291,000","53,002,000","729,188,000","68,392,000","64,573,000","74,312,000","60,639,000","906,760,000","713,480,000","509,477,000","347,005,000","221,424,000","178,555,540","110,186,693","66,377,056",,,,,,,,
				Properties,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,"42,739,000","867,218,000",,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"143,209,000","137,965,000","90,794,000","81,055,000","73,468,000","66,487,000","53,115,000","44,265,000",,,,,,,"17,900,000",,"35,469,000","24,507,000","16,767,000","10,117,000","7,543,134","5,428,163","1,082,402",,,,,,,,
				OtherProperties,,,,,,,,,,,,,,,,"39,542,000",,,,,,,,,,,,,,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,"678,011,000","484,970,000","330,238,000","211,307,000","171,012,406","104,758,530","65,294,654",,,,,,,,
			AccumulatedDepreciation,"-92,603,000","-83,369,000","-57,163,000","-47,853,000","-39,498,000","-34,084,000","-31,016,000","-28,547,000","-33,800,000","-38,400,000","-38,900,000","-45,700,000","-33,600,000","-33,600,000","-24,400,000","-11,800,000","-11,800,000","-10,500,000","-7,100,000","-5,400,000","-3,503,000","-2,862,000","-375,700",,,,,,,,
		GoodwillAndOtherIntangibleAssets,,"32,962,000","32,962,000","32,962,000","32,962,000","32,962,000",,,"1,571,000","2,143,000","3,590,000","5,023,000","8,181,000","139,151,000","144,251,000","91,475,000","75,645,000","73,785,000","30,369,000","17,675,000","18,741,625","14,640,712","5,970,773","1,800,000",,,,,,,
			Goodwill,,"32,962,000","32,962,000","32,962,000","32,962,000","32,962,000",,,,,,,,"129,659,000",,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,,,,,,,,,"1,571,000","2,143,000","3,590,000","5,023,000","8,181,000","9,492,000","144,251,000","91,475,000","75,645,000","73,785,000","30,369,000","17,675,000","18,741,625","14,640,712","5,970,773","1,800,000",,,,,,,
