name,ttm,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014
MarketCap,"3,958,573,621","4,693,629,060","4,022,549,280","5,788,033,940","4,249,144,500","3,892,883,640","5,726,484,000","4,699,950,500","4,057,617,960","3,078,961,500","3,045,943,440","2,770,502,130","2,726,835,678","2,753,632,500","1,970,738,380","1,714,737,302","1,457,253,170","1,241,858,531","1,871,741,302","1,924,072,920","1,449,622,680","1,137,235,179","1,116,981,600","872,891,448"
EnterpriseValue,"5,067,943,621","5,830,170,060","3,247,003,280","5,498,752,940","3,887,669,500","3,562,626,640","5,423,567,000","4,430,115,500","3,817,348,960","2,853,883,500","2,835,641,440","2,574,945,130","2,546,476,678","2,587,934,500","1,821,277,380","1,581,812,302","1,333,478,170","1,116,744,531","1,722,807,302","1,809,171,920","1,338,617,680","1,029,381,179","1,104,224,600","872,891,448"
PeRatio,"96.017","82.575","40.856","56.151","57.906","58.811","92.727","83.889","85.286","68.405","74.955","86.547","103.455","110.119","85.205","89.455","89.821","113.421",,"149.832","124.81","92.7","96.958",
ForwardPeRatio,"31.847","40.323","40.486","62.112","53.476","47.393","69.93","74.074","64.516","59.524","59.88","71.429","69.93","72.464","52.632","64.103","47.847","46.948","108.696","113.636","90.09",,,
PegRatio,"1.061","1.347","1.347",,,,"2.116","2.243","2.146","1.805","1.993","2.389","2.122","2.409","1.758","2.139","1.597","1.562","3.634",,"3.013",,,
PsRatio,"7.166","10.726","11.401","17.148","14.947","14.513","22.251","19.239","17.697","14.396","15.117","14.597","15.285","16.472","12.776","12.413","11.676","10.855","17.746","19.099","15.47","14.19","13.76",
PbRatio,"3.842","4.612","3.955","10.935","8.907","8.522","13.237","11.839","11.718","9.207","9.641","9.526","10.41","10.902","8.23","7.752","7.163","6.273","9.842","12.448","10.06","8.101","437.175",
EnterprisesValueRevenueRatio,"9.526","28.977","20.666","63.479","44.659","47.015","76.935","62.337","54.608","47.222","49.933","45.271","45.948","55.281","42.006","35.8","30.297","31.119","56.382","59.329","44.845","41.389","50.509","41.783"
EnterprisesValueEBITDARatio,"41.11","144.415","-1,658.326","168.689","119.801","167.511","230.124","170.658","152.328","215.485","161.409","127.795","131.201","263.43","146.17","99.379","82.329","154.46","205.856","192.199","137.548","393.795","189.144","135.88"
