name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
	InterestIncomeNonOperating,"85,386,000","51,941,000","4,665,000","17,999,000","12,331,000","11,038,000","11,218,000","12,481,000","9,128,000","4,363,000","4,937,000","2,558,000","2,222,000","2,885,000","1,911,000","2,411,000","1,420,000","1,449,000","1,818,000","1,621,000","1,459,000","3,017,000","1,943,000","1,501,000","297,000","361,000","-139,000","-1,173,000","-1,933,000"
	InterestExpenseNonOperating,"29,896,000"
	TotalOtherFinanceCost,"-46,698,000","-13,253,000","-4,665,000","-17,999,000","-12,331,000","-11,038,000","-11,218,000","-12,481,000","-9,128,000","-4,363,000","-4,937,000","-2,558,000","-2,222,000","-2,885,000","-1,911,000","-2,411,000","-1,420,000","-1,449,000","-1,818,000","-1,621,000","-1,459,000","-3,017,000","-1,943,000","-1,501,000","-297,000","-361,000","139,000","1,173,000","1,933,000"
OtherIncomeExpense,"-50,677,000","-47,164,000","644,000","-41,954,000","36,247,000","-12,936,000","21,129,000","-1,535,000","-1,499,000","-2,683,000","-680,000","-1,038,000","-122,000","-24,232,000","-11,087,000","-3,440,000","-868,000","-7,213,000","-462,000","608,000",,"0",,"-6,784,000","-40,188,000","19,535,000","665,000","3,398,000","-654,000"
	GainOnSaleOfSecurity,"194,852,000",,,,"37,047,000",,,,,,"-680,000","346,000","-122,000","-24,232,000","-11,087,000","-3,440,000","-868,000","792,000","-462,000","608,000",,"0",,"-6,784,000","-40,188,000","19,535,000","665,000","282,000","-654,000"
	SpecialIncomeCharges,"-249,935,000","-246,422,000","644,000","-41,954,000","-800,000","-12,936,000","21,129,000","-1,535,000","-1,499,000","-2,683,000",,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"0","0","0",,,"0","10,554,000",,,,,,,,,,,,,,,,,,,,,,
		WriteOff,"249,935,000","246,422,000","644,000","41,954,000","800,000","12,936,000","31,683,000","1,535,000","1,499,000","2,683,000",,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"4,406,000",,,,,,,,,,,,,,,,,,,,,,,,,"0",,"3,116,000",
PretaxIncome,"602,397,000","125,618,000","177,821,000","127,311,000","171,647,000","181,132,000","204,860,000","165,842,000","117,008,000","146,959,000","122,711,000","89,490,000","57,951,000","42,310,000","33,745,000","26,222,000","7,703,000","20,024,000","15,254,000","4,567,000","-2,850,000","7,889,000","-5,687,000","-15,755,000","-47,953,000","21,089,000","-5,239,000","-34,692,000","-19,002,000"
TaxProvision,"109,564,000","31,056,000","31,362,000","26,073,000","21,073,000","14,895,000","37,882,000","25,148,000","18,297,000","17,045,000","22,022,000","16,363,000","11,316,000","55,000","1,917,000","1,796,000","548,000","1,152,000","1,030,000","414,000","-5,000","2,877,000","-441,000","-732,000","-576,000","-471,000","66,000","437,000","239,000"
NetIncomeCommonStockholders,"494,675,000","95,068,000","146,169,000","102,996,000","150,442,000","166,507,000","165,317,000","140,914,000","99,085,000","130,982,000","101,129,000","73,548,000","46,931,000","42,970,000","32,102,000","25,857,000","7,098,000","19,122,000","14,477,000","4,196,000","-2,894,000","4,591,000","-5,220,000","-15,372,000","-47,377,000","21,560,000","-5,305,000","-35,129,000","-19,241,000"
	NetIncome,"494,675,000","95,068,000","146,169,000","102,996,000","150,442,000","166,507,000","165,317,000","140,914,000","99,085,000","130,982,000","101,129,000","73,548,000","46,931,000","42,970,000","32,102,000","25,857,000","7,098,000","19,122,000","14,477,000","4,196,000","-2,894,000","4,591,000","-5,220,000","-15,372,000","-47,377,000","21,560,000","-5,305,000","-35,129,000","-19,241,000"
		NetIncomeIncludingNoncontrollingInterests,"492,833,000","94,562,000","146,459,000","101,238,000","150,574,000","166,237,000","166,978,000","140,694,000","98,711,000","129,914,000","100,689,000","73,127,000","46,635,000","42,255,000","31,828,000","24,426,000","7,155,000","18,872,000","14,224,000","4,153,000","-2,845,000","5,012,000","-5,246,000","-15,023,000","-47,377,000","21,560,000","-5,305,000","-35,129,000","-19,241,000"
			NetIncomeContinuousOperations,"492,833,000","94,562,000","146,459,000","101,238,000","150,574,000","166,237,000","166,978,000","140,694,000","98,711,000","129,914,000","100,689,000","73,127,000","46,635,000","42,255,000","31,828,000","24,426,000","7,155,000","18,872,000","14,224,000","4,153,000","-2,845,000","5,012,000","-5,246,000","-15,023,000","-47,377,000","21,560,000","-5,305,000","-35,129,000","-19,241,000"
		MinorityInterests,"1,842,000","506,000","-290,000","1,758,000","-132,000","270,000","-1,661,000","220,000","374,000","1,068,000","440,000","421,000","296,000","715,000","274,000","1,431,000","-57,000","250,000","253,000","43,000","-49,000","-421,000","26,000","-349,000",,,"0","0",
DilutedNIAvailtoComStockholders,"494,675,000","95,068,000","146,169,000","102,996,000","150,442,000","166,507,000","165,317,000","140,914,000","99,085,000","130,982,000","101,129,000","73,548,000","46,931,000","42,970,000","32,102,000","25,857,000","7,098,000","19,122,000","14,477,000","4,196,000","-2,894,000","4,591,000","-5,220,000","-15,372,000","-47,377,000","21,560,000","-5,305,000","-35,129,000","-19,241,000"
BasicEPS,,"0.42","0.65","0.46","0.67","0.74","0.74","0.63","0.44","0.59","0.46",,"0.21","0.2","0.15","0.12","0.03","0.09","0.07","0.02","-0.01","0.02","-0.03","-0.08","-0.237",,"-0.027","-0.176","-0.096"
DilutedEPS,,"0.42","0.64","0.46","0.66","0.73","0.73","0.62","0.44","0.58","0.45",,"0.21","0.19","0.14","0.12","0.03","0.09","0.07","0.02","-0.01","0.02","-0.03","-0.08","-0.237",,"-0.027","-0.176","-0.096"
BasicAverageShares,,"226,000,000","225,610,000","225,262,000","224,924,000","224,479,000","224,060,000","223,542,000","222,902,000","222,189,000","221,428,000",,"218,296,000","217,464,000","215,671,000","213,537,000","212,269,000","210,764,000","209,356,000","207,512,000","204,985,000","202,844,000","201,302,000","192,190,000","200,161,184",,"200,161,184","200,161,184","200,161,184"
DilutedAverageShares,,"226,844,000","233,126,000","226,277,000","232,894,000","232,558,000","232,660,000","232,768,000","225,971,000","230,465,000","225,683,000",,"224,632,000","224,359,000","223,861,000","221,611,000","219,626,000","219,464,000","217,681,000","218,125,000","204,985,000","216,845,000","201,302,000","192,190,000","200,161,184",,"200,161,184","200,161,184","200,161,184"
TotalOperatingIncomeAsReported,"597,584,000","150,737,000","172,512,000","151,266,000","123,069,000","183,030,000","161,959,000","154,896,000","109,379,000","145,279,000","118,454,000","87,970,000","55,851,000","63,657,000","42,921,000","27,251,000","7,151,000","25,788,000","13,898,000","2,338,000","-4,309,000","4,872,000","-7,630,000","-10,472,000","-8,062,000","1,193,000","-5,765,000","-36,917,000","-16,415,000"
TotalExpenses,"1,169,330,000","317,411,000","295,241,000","280,570,000","276,108,000","298,845,000","287,658,000","271,693,000","240,504,000","232,166,000","201,581,000","165,403,000","143,350,000","149,091,000","133,956,000","119,634,000","112,139,000","123,237,000","110,836,000","105,504,000","100,599,000","100,340,000","91,760,000","87,792,000","75,572,000","70,231,000","59,131,000","74,556,000","42,299,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"494,675,000","95,068,000","146,169,000","102,996,000","150,442,000","166,507,000","165,317,000","140,914,000","99,085,000","130,982,000","101,129,000","73,548,000","46,931,000","42,970,000","32,102,000","25,857,000","7,098,000","19,122,000","14,477,000","4,196,000","-2,894,000","4,591,000","-5,220,000","-15,372,000","-47,377,000","21,560,000","-5,305,000","-35,129,000","-19,241,000"
NormalizedIncome,"539,739,500.884","280,568,144.597","145,638,581.231","136,357,917.289","118,645,022.61","178,379,235.894","148,095,101.328","142,216,235.2","100,349,595.489","133,353,812.968","101,686,965.627","73,265,265.147","47,029,177.253","67,170,500.118","42,559,165.091","29,061,387.156","7,904,249.513","18,375,564.523","14,907,804.248","3,643,115.393","-2,894,000","4,591,000","-5,220,000","-8,903,194.414","-7,671,728.672","6,908,750","-5,803,750","-35,340,500","-18,750,500"
InterestIncome,"85,386,000","51,941,000","4,665,000","17,999,000","12,331,000","11,038,000","11,218,000","12,481,000","9,128,000","4,363,000","4,937,000","2,558,000","2,222,000","2,885,000","1,911,000","2,411,000","1,420,000","1,449,000","1,818,000","1,621,000","1,459,000","3,017,000","1,943,000","1,501,000","297,000","361,000","-139,000","-1,173,000","-1,933,000"
InterestExpense,"29,896,000"
NetInterestIncome,"55,490,000","22,045,000","4,665,000","17,999,000","12,331,000","11,038,000","11,218,000","12,481,000","9,128,000","4,363,000","4,937,000","2,558,000","2,222,000","2,885,000","1,911,000","2,411,000","1,420,000","1,449,000","1,818,000","1,621,000","1,459,000","3,017,000","1,943,000","1,501,000","297,000","361,000","-139,000","-1,173,000","-1,933,000"
EBIT,"632,293,000","185,446,000","172,512,000","151,266,000","123,069,000","183,030,000","172,513,000","154,896,000","109,379,000","145,279,000","118,454,000","87,970,000","55,851,000","63,657,000","42,921,000","27,251,000","7,151,000","25,788,000","13,898,000","2,338,000","-4,309,000","4,872,000","-7,630,000","-10,472,000","-8,062,000","1,193,000","-5,765,000","-36,917,000","-16,415,000"
EBITDA,"661,858,000"
ReconciledCostOfRevenue,"328,826,000","90,566,000","73,471,000","81,972,000","82,817,000","82,940,000","70,016,000","61,790,000","62,902,000","72,005,000","62,428,000","50,372,000","46,450,000","49,454,000","44,494,000","40,657,000","36,626,000","42,105,000","37,241,000","33,689,000","28,925,000","25,786,000","20,670,000","19,700,000","17,443,000","16,242,000","14,524,000","17,438,000","11,687,000"
ReconciledDepreciation,"29,565,000",,,,"6,164,000",,,,"4,690,000",,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"494,675,000","95,068,000","146,169,000","102,996,000","150,442,000","166,507,000","165,317,000","140,914,000","99,085,000","130,982,000","101,129,000","73,548,000","46,931,000","42,970,000","32,102,000","25,857,000","7,098,000","19,122,000","14,477,000","4,196,000","-2,894,000","4,591,000","-5,220,000","-15,372,000","-47,377,000","21,560,000","-5,305,000","-35,129,000","-19,241,000"
TotalUnusualItemsExcludingGoodwill,"-55,083,000","-246,422,000","644,000","-41,954,000","36,247,000","-12,936,000","21,129,000","-1,535,000","-1,499,000","-2,683,000","-680,000","346,000","-122,000","-24,232,000","-11,087,000","-3,440,000","-868,000","792,000","-462,000","608,000",,"0",,"-6,784,000","-40,188,000","19,535,000","665,000","282,000","-654,000"
TotalUnusualItems,"-55,083,000","-246,422,000","644,000","-41,954,000","36,247,000","-12,936,000","21,129,000","-1,535,000","-1,499,000","-2,683,000","-680,000","346,000","-122,000","-24,232,000","-11,087,000","-3,440,000","-868,000","792,000","-462,000","608,000",,"0",,"-6,784,000","-40,188,000","19,535,000","665,000","282,000","-654,000"
NormalizedEBITDA,"716,941,000","431,868,000","171,868,000","193,220,000","92,986,000","195,966,000","151,384,000","156,431,000","115,568,000","147,962,000","119,134,000","87,624,000","55,973,000","87,889,000","54,008,000","30,691,000","8,019,000","24,996,000","14,360,000","1,730,000","-4,309,000","4,872,000","-7,630,000","-3,688,000","32,126,000","-18,342,000","-6,430,000","-37,199,000","-15,761,000"
TaxRateForCalcs,"0.182","0.247","0.176","0.205","0.123","0.082","0.185","0.152","0.156","0.116","0.179","0.183","0.195","0.001","0.057","0.068","0.071","0.058","0.068","0.091","0.002","0.365","0.078","0.046","0.012","0.25","0.25","0.25","0.25"
TaxEffectOfUnusualItems,"-10,018,499.116","-60,921,855.403","113,581.231","-8,592,082.711","4,450,022.61","-1,063,764.106","3,907,101.328","-232,764.8","-234,404.511","-311,187.032","-122,034.373","63,265.147","-23,822.747","-31,499.882","-629,834.909","-235,612.844","-61,750.487","45,564.523","-31,195.752","55,115.393","0","0","0","-315,194.414","-482,728.672","4,883,750","166,250","70,500","-163,500"
