name,ttm,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015
TotalRevenue,"92,154,000,000","24,032,000,000","22,844,000,000","23,370,000,000","21,908,000,000","23,841,000,000","22,482,000,000","22,942,000,000","21,356,000,000","21,935,000,000","19,610,000,000","19,299,000,000","17,816,000,000","20,074,000,000","16,247,000,000","13,050,000,000","12,241,000,000","12,679,000,000","12,674,000,000","12,975,000,000"
	OperatingRevenue,"92,154,000,000","24,032,000,000","22,844,000,000","23,370,000,000","21,908,000,000","23,841,000,000","22,482,000,000","22,942,000,000","21,356,000,000","21,935,000,000","19,610,000,000","19,299,000,000","17,816,000,000","20,074,000,000","16,247,000,000","13,050,000,000","12,241,000,000","12,679,000,000","12,674,000,000","12,975,000,000"
CostOfRevenue,"63,221,000,000","16,348,000,000","15,718,000,000","16,044,000,000","15,111,000,000","16,732,000,000","16,539,000,000","16,819,000,000","15,478,000,000","16,155,000,000","14,447,000,000","14,490,000,000","13,514,000,000","15,543,000,000","12,348,000,000","10,721,000,000","10,048,000,000","10,425,000,000","10,542,000,000","10,896,000,000"
GrossProfit,"28,933,000,000","7,684,000,000","7,126,000,000","7,326,000,000","6,797,000,000","7,109,000,000","5,943,000,000","6,123,000,000","5,878,000,000","5,780,000,000","5,163,000,000","4,809,000,000","4,302,000,000","4,531,000,000","3,899,000,000","2,329,000,000","2,193,000,000","2,254,000,000","2,132,000,000","2,079,000,000"
OperatingExpense,"26,311,000,000","6,967,000,000","6,290,000,000","6,807,000,000","6,247,000,000","6,778,000,000","6,299,000,000","6,136,000,000","6,031,000,000","6,101,000,000","5,696,000,000","5,788,000,000","5,802,000,000","6,199,000,000","5,411,000,000","2,266,000,000","2,332,000,000","2,280,000,000","2,210,000,000","2,182,000,000"
	SellingGeneralAndAdministration,"21,319,000,000","5,642,000,000","5,028,000,000","5,578,000,000","5,071,000,000","5,576,000,000","5,159,000,000","4,961,000,000","4,944,000,000","5,014,000,000","4,625,000,000","4,695,000,000","4,669,000,000","4,928,000,000","4,556,000,000","2,020,000,000","2,068,000,000","2,001,000,000","1,943,000,000","1,932,000,000"
	ResearchAndDevelopment,"4,992,000,000","1,325,000,000","1,262,000,000","1,229,000,000","1,176,000,000","1,202,000,000","1,140,000,000","1,175,000,000","1,087,000,000","1,087,000,000","1,071,000,000","1,093,000,000","1,133,000,000","1,271,000,000","855,000,000","246,000,000","264,000,000","279,000,000","267,000,000","250,000,000"
OperatingIncome,"2,622,000,000","717,000,000","836,000,000","519,000,000","550,000,000","331,000,000","-356,000,000","-13,000,000","-153,000,000","-321,000,000","-533,000,000","-979,000,000","-1,500,000,000","-1,668,000,000","-1,512,000,000","63,000,000","-139,000,000","-26,000,000","-78,000,000","-103,000,000"
NetNonOperatingInterestIncomeExpense,"-2,818,000,000","-773,000,000","-654,000,000","-692,000,000","-699,000,000","-658,000,000","-612,000,000","-622,000,000","-596,000,000","-604,000,000","-607,000,000","-598,000,000","-597,000,000","-651,000,000","-585,000,000","-352,000,000","-163,000,000","-164,000,000","-167,000,000","-171,000,000"
	InterestExpenseNonOperating,"2,675,000,000","630,000,000","654,000,000","692,000,000","699,000,000","658,000,000","612,000,000","622,000,000","596,000,000","604,000,000","607,000,000","598,000,000","597,000,000","651,000,000","585,000,000","352,000,000","163,000,000","164,000,000","167,000,000","171,000,000"
	TotalOtherFinanceCost,"143,000,000","626,000,000","677,000,000","630,000,000","693,000,000","606,000,000",,,,,,,,,,,,,,
OtherIncomeExpense,"192,000,000","147,000,000","-23,000,000","62,000,000","6,000,000","52,000,000","-27,000,000","167,000,000","126,000,000","49,000,000","-75,000,000","53,000,000","24,000,000","-91,000,000","-209,000,000","3,000,000","-56,000,000","-8,000,000","-36,000,000","-51,000,000"
