name,ttm,12/31/2019,12/31/2018,12/31/2017
MarketCap,"2,901,458,769","3,944,884,426","3,724,814,254","3,180,601,284"
EnterpriseValue,"2,823,282,769","3,846,191,426","3,577,172,254","3,227,663,284"
PeRatio,"69.622","97.722","74.68",
ForwardPeRatio,"526.316","53.192","90.909",
PegRatio,"14.311","1.333","18.232",
PsRatio,"4.781","7.164","8.859","10.999"
PbRatio,"10.438","16.638","21.856",
EnterprisesValueRevenueRatio,"4.794","6.531","7.878","10.186"
EnterprisesValueEBITDARatio,"66.999","91.274","126.76","164.166"
