name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
MarketCap,"2,450,350,816","3,946,335,554","4,824,228,494","4,263,888,151","5,251,279,344","4,812,935,206","6,958,108,327","6,358,669,345","3,609,551,395","3,386,636,579","2,206,276,904","2,103,179,735","1,692,195,271"
EnterpriseValue,"2,658,773,550","4,355,746,493","5,195,054,342","4,307,109,038","5,284,623,990","4,982,241,688","7,113,498,177","6,390,187,859","3,664,237,688","3,495,182,876","2,383,740,347","2,208,066,172","1,869,255,249"
PeRatio,"22.58","36.984","49.328","39.624","50.801","65.437","105.237","90.718","72.089","104.453","115.698","122.314","62.647"
ForwardPeRatio,"27.248"
PsRatio,"3.665","5.719","7.615","6.826","9.046","10.025","15.525","14.717","8.99","9.227","6.556","6.49","5.825"
PbRatio,"6.902","13.216","19.21","13.912","18.281","23.327","40.87","34.915","19.855","24.638","20.379","18.762","33.254"
EnterprisesValueRevenueRatio,"2.731","9.634","17.67","60.578","33.832","12.477","30.888","142.957","29.356","13.148","13.832","78.286","36.583"
EnterprisesValueEBITDARatio,"10.033","24.498","58.11","-202.212","276.682","34.078","102.352","-412.27","185.306","37.568","46.702","-188.353","-78.261"
