name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995
		GainsLossesNotAffectingRetainedEarnings,"70,600,000","152,600,000","153,500,000","108,200,000","3,800,000","-116,500,000","-190,800,000","-169,100,000","-120,400,000","107,600,000","114,000,000","106,900,000","89,200,000","62,800,000","227,000,000","229,400,000","151,400,000","53,900,000","104,000,000","140,000,000","226,900,000","206,400,000","214,100,000","267,100,000","228,100,000","177,600,000","187,800,000","189,700,000","323,100,000","325,800,000","364,000,000","303,100,000","265,100,000","210,400,000","191,500,000","182,500,000","145,000,000","136,700,000","203,200,000","126,200,000","67,800,000",,"-10,800,000","-173,000,000","-333,100,000","-384,800,000","-217,900,000","-100,400,000","-23,700,000","-20,400,000","-66,700,000","-101,600,000","-21,100,000","-39,900,000","-87,500,000","-188,000,000","-126,200,000","-59,500,000","-35,400,000","31,600,000","-60,700,000","3,000,000","21,800,000","-47,200,000","67,200,000","16,100,000","6,400,000","47,300,000","-38,600,000","-37,400,000","11,500,000","-13,600,000","-70,900,000","-13,700,000","44,700,000","45,600,000","63,800,000","-5,200,000","-36,300,000",,"-49,400,000","-75,300,000",,,,"180,500,000",,,,"217,900,000",,,,"131,600,000",,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-63,700,000",,,"-48,600,000","2,300,000","75,300,000",,"178,100,000","243,600,000","233,300,000",,"191,800,000","141,500,000","69,200,000",,"82,700,000","57,400,000","89,900,000","1,536,000,000"
	MinorityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","300,000,000","453,700,000","462,200,000","459,400,000","452,900,000","446,200,000","1,130,700,000","1,082,400,000","784,000,000","751,400,000","723,800,000","734,500,000","758,500,000"
TotalCapitalization,"3,390,100,000","3,569,600,000","3,740,100,000","3,594,200,000","3,580,000,000","3,732,600,000","3,760,000,000","3,726,900,000","3,700,100,000","3,784,600,000","3,758,800,000","3,759,200,000","3,700,100,000","3,643,900,000","3,843,600,000","3,807,500,000","3,760,400,000","3,657,200,000","3,690,300,000","3,743,600,000","3,741,400,000","3,747,500,000","3,675,300,000","3,699,000,000","3,585,000,000","3,498,400,000","3,482,900,000","3,434,300,000","3,602,100,000","3,444,800,000","3,616,900,000","3,534,900,000","3,497,100,000","3,420,900,000","3,356,500,000","3,342,900,000","3,049,700,000","3,066,400,000","3,118,800,000","2,984,000,000","2,934,500,000","2,792,500,000","2,840,900,000","2,531,000,000","2,498,100,000","2,418,600,000","2,552,000,000","2,724,600,000","2,832,600,000","2,810,900,000","2,706,600,000","2,608,200,000","2,609,500,000","2,508,000,000","2,418,100,000","2,278,800,000","2,351,800,000","2,460,100,000","2,376,500,000","2,999,300,000","2,834,000,000","2,848,300,000","2,803,000,000","2,716,000,000","2,798,100,000","2,719,700,000","2,696,100,000","2,425,100,000","2,315,400,000","2,271,700,000","2,304,900,000","2,591,200,000","2,584,300,000","2,590,600,000","2,729,300,000","2,702,200,000","2,702,000,000","2,608,600,000","2,556,800,000","2,488,100,000","2,467,200,000","2,439,700,000","2,399,200,000","2,448,200,000","2,587,000,000","2,658,100,000","2,679,800,000","2,738,900,000","2,670,900,000","2,583,400,000","2,465,500,000","1,984,700,000","1,874,200,000","1,926,900,000","1,835,200,000","1,765,700,000","1,758,100,000","1,776,500,000"
CommonStockEquity,"2,736,600,000","2,916,200,000","3,086,800,000","2,941,100,000","2,927,000,000","2,954,700,000","2,982,400,000","2,939,800,000","2,913,100,000","2,997,700,000","2,972,000,000","2,972,500,000","2,913,500,000","2,857,500,000","3,045,700,000","3,009,700,000","2,957,000,000","2,844,400,000","2,877,500,000","2,908,500,000","2,899,900,000","2,844,000,000","2,771,900,000","2,795,100,000","2,681,100,000","2,594,500,000","2,544,200,000","2,495,700,000","2,624,000,000","2,595,400,000","2,699,400,000","2,617,500,000","2,579,000,000","2,509,800,000","2,454,900,000","2,485,000,000","2,488,700,000","2,460,500,000","2,478,800,000","2,351,600,000","2,302,200,000","2,358,600,000","2,407,100,000","2,221,100,000","1,967,600,000","1,887,200,000","2,040,100,000","2,212,700,000","2,320,700,000","2,299,000,000","2,192,600,000","2,099,400,000","2,100,700,000","1,999,200,000","1,909,300,000","1,770,000,000","1,843,000,000","1,951,300,000","1,867,700,000","2,490,500,000","2,325,200,000","2,339,500,000","2,294,200,000","2,207,200,000","2,289,300,000","2,220,200,000","2,196,600,000","2,225,600,000","2,115,900,000","2,072,200,000","2,105,400,000","2,391,700,000","2,384,800,000","2,391,100,000","2,529,800,000","2,502,700,000","2,502,500,000","2,409,100,000","2,357,300,000","2,288,600,000","2,267,700,000","2,240,200,000","2,199,700,000","2,248,700,000","2,387,500,000","2,458,600,000","2,480,300,000","2,539,400,000","2,468,800,000","2,381,300,000","2,263,400,000","1,782,500,000","1,672,000,000","1,724,700,000","1,633,000,000","1,563,500,000","1,555,900,000","1,574,200,000"
NetTangibleAssets,"2,557,800,000","2,737,400,000","2,908,000,000","2,762,300,000","2,748,200,000","2,775,900,000","2,803,600,000","2,747,700,000","2,720,500,000","2,805,100,000","2,786,700,000","2,787,300,000","2,728,600,000","2,672,700,000","2,860,600,000","2,824,500,000","2,771,300,000","2,658,400,000","2,693,500,000","2,724,300,000","2,715,600,000","2,659,400,000","2,587,100,000","2,609,900,000","2,496,100,000","2,409,600,000","2,359,400,000","2,311,300,000","2,439,600,000","2,410,500,000","2,514,600,000","2,432,900,000","2,394,600,000","2,324,300,000","2,254,300,000","2,306,200,000","2,309,900,000","2,281,300,000","2,299,400,000","2,172,500,000","2,130,800,000","2,187,200,000","2,237,100,000","2,051,100,000","1,798,000,000","1,717,300,000","1,908,200,000","2,080,800,000","2,188,800,000","2,173,000,000","2,066,600,000","1,978,000,000","1,979,300,000","1,877,800,000","1,787,900,000","1,641,800,000","1,714,800,000","1,823,100,000","1,739,500,000","2,362,300,000","2,197,000,000","2,211,300,000","2,166,000,000","2,079,000,000","2,161,100,000","2,092,000,000","2,065,400,000","2,094,400,000","1,984,700,000","1,941,000,000","1,974,200,000","2,260,500,000","2,253,600,000","2,391,100,000","2,529,800,000","2,502,700,000","2,502,500,000","2,409,100,000","2,357,300,000","2,288,600,000","2,267,700,000","2,240,200,000","2,199,700,000","2,248,700,000","2,387,500,000","2,458,600,000","2,480,300,000","2,539,400,000","2,468,800,000","2,381,300,000","2,263,400,000","1,782,500,000","1,672,000,000","1,724,700,000","1,633,000,000","1,563,500,000","1,555,900,000","1,574,200,000"
InvestedCapital,"3,444,100,000","3,569,600,000","3,754,600,000","3,594,200,000","3,580,000,000","3,732,600,000","3,760,000,000","3,726,900,000","3,700,100,000","3,784,600,000","3,758,800,000","3,759,200,000","3,700,100,000","3,643,900,000","3,843,600,000","3,807,500,000","3,760,400,000","3,657,200,000","3,690,300,000","3,743,600,000","3,741,400,000","3,747,500,000","3,675,300,000","3,699,000,000","3,585,000,000","3,498,400,000","3,482,900,000","3,434,300,000","3,602,100,000","3,444,800,000","3,616,900,000","3,534,900,000","3,497,100,000","3,420,900,000","3,356,500,000","3,342,900,000","3,049,700,000","3,066,400,000","3,118,800,000","2,984,000,000","2,934,500,000","2,792,500,000","2,840,900,000","2,531,000,000","2,498,100,000","2,418,600,000","2,552,000,000","2,724,600,000","2,832,600,000","2,810,900,000","2,706,600,000","2,608,200,000","2,609,500,000","2,508,000,000","2,418,100,000","2,278,800,000","2,351,800,000","2,460,100,000","2,376,500,000","2,999,300,000","2,834,000,000","2,848,300,000","2,803,000,000","2,716,000,000","2,798,100,000","2,719,700,000","2,696,100,000","2,425,100,000","2,315,400,000","2,271,700,000","2,304,900,000","2,665,600,000","2,716,600,000","2,673,900,000","2,800,300,000","2,771,500,000","2,766,600,000","2,665,200,000","2,610,700,000","2,539,500,000","2,515,300,000","2,484,700,000","2,443,000,000","2,498,400,000","2,671,700,000","2,879,400,000","2,738,300,000","2,785,500,000","2,711,000,000","2,616,400,000","2,654,800,000","2,019,100,000","1,941,800,000","1,965,300,000","2,161,300,000","2,267,400,000","1,948,000,000","1,807,700,000"
TangibleBookValue,"2,557,800,000","2,737,400,000","2,908,000,000","2,762,300,000","2,748,200,000","2,775,900,000","2,803,600,000","2,747,700,000","2,720,500,000","2,805,100,000","2,786,700,000","2,787,300,000","2,728,600,000","2,672,700,000","2,860,600,000","2,824,500,000","2,771,300,000","2,658,400,000","2,693,500,000","2,724,300,000","2,715,600,000","2,659,400,000","2,587,100,000","2,609,900,000","2,496,100,000","2,409,600,000","2,359,400,000","2,311,300,000","2,439,600,000","2,410,500,000","2,514,600,000","2,432,900,000","2,394,600,000","2,324,300,000","2,254,300,000","2,306,200,000","2,309,900,000","2,281,300,000","2,299,400,000","2,172,500,000","2,130,800,000","2,187,200,000","2,237,100,000","2,051,100,000","1,798,000,000","1,717,300,000","1,908,200,000","2,080,800,000","2,188,800,000","2,173,000,000","2,066,600,000","1,978,000,000","1,979,300,000","1,877,800,000","1,787,900,000","1,641,800,000","1,714,800,000","1,823,100,000","1,739,500,000","2,362,300,000","2,197,000,000","2,211,300,000","2,166,000,000","2,079,000,000","2,161,100,000","2,092,000,000","2,065,400,000","2,094,400,000","1,984,700,000","1,941,000,000","1,974,200,000","2,260,500,000","2,253,600,000","2,391,100,000","2,529,800,000","2,502,700,000","2,502,500,000","2,409,100,000","2,357,300,000","2,288,600,000","2,267,700,000","2,240,200,000","2,199,700,000","2,248,700,000","2,387,500,000","2,458,600,000","2,480,300,000","2,539,400,000","2,468,800,000","2,381,300,000","2,263,400,000","1,782,500,000","1,672,000,000","1,724,700,000","1,633,000,000","1,563,500,000","1,555,900,000","1,574,200,000"
TotalDebt,"707,500,000","653,400,000","667,800,000","653,100,000","653,000,000","777,900,000","777,600,000","787,100,000","787,000,000","786,900,000","786,800,000","786,700,000","786,600,000","786,400,000","797,900,000","797,800,000","803,400,000","812,800,000","812,800,000","835,100,000","841,500,000","903,500,000","903,400,000","903,900,000","903,900,000","903,900,000","938,700,000","938,600,000","978,100,000","849,400,000","917,500,000","917,400,000","918,100,000","911,100,000","901,600,000","857,900,000","561,000,000","605,900,000","640,000,000","632,400,000","632,300,000","433,900,000","433,800,000","309,900,000","530,500,000","531,400,000","511,900,000","511,900,000","511,900,000","511,900,000","514,000,000","508,800,000","508,800,000","508,800,000","508,800,000","508,800,000","508,800,000","508,800,000","508,800,000","508,800,000","508,800,000","508,800,000","508,800,000","508,800,000","508,800,000","499,500,000","499,500,000","199,500,000","199,500,000","199,500,000","199,500,000","273,900,000","331,800,000","282,800,000","270,500,000","268,800,000","264,100,000","256,100,000","253,400,000","250,900,000","247,600,000","244,500,000","243,300,000","249,700,000","284,200,000","420,800,000","258,000,000","246,100,000","242,200,000","235,100,000","391,400,000","236,600,000","269,800,000","240,600,000","528,300,000","703,900,000","392,100,000","233,500,000"
NetDebt,"563,600,000","437,700,000","510,200,000","473,300,000","484,500,000",,"659,700,000","542,200,000","529,000,000","410,500,000","559,600,000","468,900,000","529,600,000","503,800,000","482,000,000","436,200,000","396,700,000","474,000,000","427,700,000","251,400,000","437,600,000","530,200,000","393,800,000","297,700,000","427,600,000","417,700,000","336,500,000","248,200,000","287,100,000","284,600,000","455,500,000","396,600,000","289,800,000","90,700,000",,"136,300,000","342,200,000","315,500,000","368,400,000","371,500,000","423,100,000","117,400,000","200,600,000","28,900,000","184,700,000","114,500,000","197,600,000","203,200,000","278,600,000","236,500,000","284,300,000","207,800,000","290,300,000","136,100,000","116,900,000","115,400,000",,,"76,400,000","95,300,000","171,900,000","22,300,000","291,200,000","292,600,000","319,300,000","119,000,000","173,400,000",,,,,,"25,500,000",,,,,,,"250,900,000",,,"243,300,000","249,700,000","284,200,000",,"258,000,000","246,100,000","242,200,000","20,000,000","391,400,000","236,600,000","269,800,000","62,100,000","528,300,000","703,900,000","392,100,000","233,500,000"
