name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
TotalAssets,"22,817,000,000","20,090,000,000","19,433,000,000","18,123,000,000","21,056,000,000","11,057,864,000","15,402,686,000","14,673,515,000","15,494,888,000","17,085,979,000","21,709,962,000"
	CashCashEquivalentsAndFederalFundsSold,"1,632,000,000","1,178,000,000","1,485,000,000","1,147,000,000","1,615,000,000","1,096,801,000","967,414,000","1,712,192,000","755,887,000","1,615,430,000","1,303,108,000"
		CashAndCashEquivalents,"1,227,000,000","679,000,000","987,000,000","579,000,000","939,000,000","878,826,000","431,409,000","1,554,348,000","689,586,000","1,290,458,000","1,245,354,000"
			CashAndDueFromBanks,"1,227,000,000","679,000,000","987,000,000","579,000,000","939,000,000","878,826,000","431,409,000","1,554,348,000","689,586,000","1,290,458,000","1,245,354,000"
		RestrictedCashAndInvestments,"405,000,000","499,000,000","498,000,000","568,000,000","676,000,000","217,975,000","536,005,000","157,844,000","66,301,000","324,972,000","57,754,000"
			RestrictedCashAndCashEquivalents,"405,000,000","499,000,000","498,000,000","568,000,000","676,000,000","217,975,000","536,005,000","157,844,000","66,301,000","324,972,000","57,754,000"
	OtherRealEstateOwned,,,,"4,000,000","8,000,000","13,295,000","48,955,000","68,786,000","129,511,000",,
	SecuritiesAndInvestments,"1,884,000,000","1,723,000,000","1,737,000,000","1,827,000,000","1,970,000,000","3,038,317,000","691,632,000","1,013,956,000","1,189,460,000",,
		AvailableForSaleSecurities,"1,884,000,000","1,723,000,000","1,737,000,000","1,827,000,000","1,970,000,000","3,038,317,000","691,632,000","1,013,956,000","1,189,460,000",,
	DerivativeAssets,,,,,,,"0","26,699,000","79,427,000",,
	NetLoan,"16,831,000,000","14,874,000,000","13,802,000,000","12,610,000,000","14,937,000,000","6,512,620,000","13,424,988,000","11,633,366,000","13,098,754,000","14,236,829,000","17,876,017,000"
		GrossLoan,"18,548,000,000","16,334,000,000","16,698,000,000","15,864,000,000","18,393,000,000","7,414,922,000","14,290,377,000","12,218,005,000","13,548,857,000","14,243,949,000","19,404,988,000"
			LoansHeldForSale,"64,000,000","103,000,000","132,000,000","153,000,000","796,000,000","204,967,000",,,,"0","693,675,000"
			CommercialLoan,,,"7,000,000","12,000,000","25,000,000","52,670,000","109,355,000","235,444,000","416,045,000","491,185,000","1,129,220,000"
			ConsumerLoan,"18,484,000,000","16,231,000,000","16,431,000,000","15,556,000,000","15,472,000,000","4,551,587,000","3,692,209,000","3,021,360,000","3,004,351,000",,
			MortgageLoan,,,"128,000,000","143,000,000","524,000,000","626,508,000","7,983,464,000","8,961,201,000","10,128,461,000","11,136,795,000","14,395,278,000"
			OtherLoanAssets,,,,,"1,576,000,000","1,979,190,000","2,505,349,000",,,"2,615,969,000","3,186,815,000"
		AllowanceForLoansAndLeaseLosses,"829,000,000","731,000,000","697,000,000","689,000,000","587,000,000","175,749,000","333,325,000","180,088,000","72,000,000","7,120,000","1,528,971,000"
		UnearnedIncome,"-888,000,000","-729,000,000","-2,199,000,000","-2,565,000,000","-2,869,000,000","-726,553,000","-532,064,000","-404,551,000","-378,103,000",,
	Receivables,,"13,000,000","15,000,000","56,000,000","36,000,000","190,292,000","29,659,000","23,417,000","54,457,000",,
		AccountsReceivable,,,,"3,000,000","5,000,000","78,747,000",,,,,
		OtherReceivables,,"13,000,000","15,000,000","53,000,000","31,000,000","111,545,000","29,659,000","23,417,000","54,457,000",,
	PrepaidAssets,,"121,000,000","109,000,000","97,000,000","59,000,000","54,811,000","81,835,000","46,875,000","39,911,000",,
	NetPPE,,"133,000,000","144,000,000","167,000,000","179,000,000","91,086,000","76,685,000","69,717,000","85,920,000",,
	GoodwillAndOtherIntangibleAssets,"1,765,000,000","1,810,000,000","1,862,000,000","1,914,000,000","1,999,000,000","21,287,000","25,377,000","29,215,000","42,683,000",,
		Goodwill,"1,422,000,000","1,422,000,000","1,422,000,000","1,422,000,000","1,440,000,000",,,,,,
		OtherIntangibleAssets,"343,000,000","388,000,000","440,000,000","492,000,000","559,000,000","21,287,000","25,377,000","29,215,000","42,683,000",,
	DeferredAssets,,"131,000,000","146,000,000","180,000,000","120,000,000",,,,,,
		DeferredTaxAssets,,"131,000,000","146,000,000","180,000,000","120,000,000",,,,,,
	OtherAssets,"705,000,000","107,000,000","133,000,000","121,000,000","133,000,000","39,355,000","56,141,000","49,292,000","18,878,000","1,233,720,000","2,530,837,000"
TotalLiabilitiesNetMinorityInterest,"18,487,000,000","16,291,000,000","16,155,000,000","15,057,000,000","18,451,000,000","9,220,902,000","13,516,058,000","13,473,388,000","14,131,984,000","16,329,809,000","20,553,053,000"
	SecuritiesLoaned,,,,,,,,"3,765,249,000","3,768,257,000",,
	PayablesAndAccruedExpenses,,"229,000,000","177,000,000","159,000,000","150,000,000","88,145,000","82,486,000","81,253,000","158,693,000",,
		Payables,,"123,000,000","58,000,000","61,000,000","67,000,000","57,343,000","78,011,000","71,052,000","116,570,000",,
			AccountsPayable,,"123,000,000","58,000,000","61,000,000","67,000,000","57,343,000","78,011,000","71,052,000","116,570,000",,
		CurrentAccruedExpenses,,"106,000,000","119,000,000","98,000,000","83,000,000","30,802,000","4,475,000","10,201,000","42,123,000",,
	CurrentDebtAndCapitalLeaseObligation,,,,,,"4,891,000","7,932,000","6,953,000","21,271,000","0","2,450,000,000"
		CurrentDebt,,,,,,"4,891,000","7,932,000","6,953,000","21,271,000","0","2,450,000,000"
			OtherCurrentBorrowings,,,,,,"4,891,000","7,932,000","6,953,000","21,271,000","0","2,450,000,000"
	LongTermDebtAndCapitalLeaseObligation,"17,212,000,000","15,178,000,000","15,050,000,000","13,959,000,000","17,300,000,000","8,384,910,000","12,769,036,000","8,831,328,000","9,302,136,000","15,174,010,000","17,749,319,000"
		LongTermDebt,"17,212,000,000","15,178,000,000","15,050,000,000","13,959,000,000","17,300,000,000","8,384,910,000","12,769,036,000","8,831,328,000","9,302,136,000","15,174,010,000","17,749,319,000"
	LongTermProvisions,,"6,000,000","8,000,000","13,000,000","29,000,000","38,354,000","34,475,000","65,757,000","15,000,000",,
	EmployeeBenefits,,"111,000,000","92,000,000","100,000,000","130,000,000","85,656,000","38,956,000","41,931,000","101,134,000",,
	NonCurrentDeferredLiabilities,"34,000,000","45,000,000","45,000,000","9,000,000","20,000,000","152,156,000","145,520,000","283,762,000","404,965,000","512,074,000","4,809,000"
		NonCurrentDeferredTaxesLiabilities,"34,000,000","45,000,000","45,000,000","9,000,000","20,000,000","152,156,000","145,520,000","283,762,000","404,965,000","512,074,000","4,809,000"
	OtherLiabilities,"1,241,000,000","722,000,000","783,000,000","817,000,000","822,000,000","466,790,000","437,653,000","397,155,000","360,528,000","643,725,000","348,925,000"
