name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
TotalEquityGrossMinorityInterest,"4,330,000,000","3,799,000,000","3,278,000,000","3,066,000,000","2,605,000,000","1,836,962,000","1,886,628,000","1,200,127,000","1,362,904,000","756,170,000","1,156,909,000"
	StockholdersEquity,"4,330,000,000","3,799,000,000","3,278,000,000","3,066,000,000","2,751,000,000","2,025,269,000","1,540,020,000","1,200,127,000","1,362,904,000","756,170,000","1,156,909,000"
		CapitalStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,148,000","1,148,000","1,000,000","1,000,000",,
			CommonStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,148,000","1,148,000","1,000,000","1,000,000",,
		RetainedEarnings,"2,596,000,000","2,151,000,000","1,706,000,000","1,523,000,000","1,250,000,000","1,491,326,000","986,690,000","1,021,485,000","1,240,119,000",,
		AdditionalPaidInCapital,"1,689,000,000","1,681,000,000","1,560,000,000","1,548,000,000","1,533,000,000","529,569,000","524,087,000","147,454,000","147,456,000",,
		GainsLossesNotAffectingRetainedEarnings,"44,000,000","-34,000,000","11,000,000","-6,000,000","-33,000,000","3,226,000","28,095,000","30,188,000","-25,671,000","1,452,000","1,515,000"
		OtherEquityInterest,,,,,,,,,,"754,718,000","1,155,394,000"
	MinorityInterest,,,,"0","-146,000,000","-188,307,000","346,608,000",,,,
TotalCapitalization,"21,542,000,000","18,977,000,000","18,328,000,000","17,025,000,000","20,051,000,000","10,410,179,000","14,309,056,000","10,031,455,000","10,665,040,000","15,930,180,000","18,906,228,000"
CommonStockEquity,"4,330,000,000","3,799,000,000","3,278,000,000","3,066,000,000","2,751,000,000","2,025,269,000","1,540,020,000","1,200,127,000","1,362,904,000","756,170,000","1,156,909,000"
NetTangibleAssets,"2,565,000,000","1,989,000,000","1,416,000,000","1,152,000,000","752,000,000","2,003,982,000","1,514,643,000","1,170,912,000","1,320,221,000","756,170,000","1,156,909,000"
InvestedCapital,"21,542,000,000","18,977,000,000","18,328,000,000","17,025,000,000","20,051,000,000","10,415,070,000","14,316,988,000","10,038,408,000","10,686,311,000","15,930,180,000","21,356,228,000"
TangibleBookValue,"2,565,000,000","1,989,000,000","1,416,000,000","1,152,000,000","752,000,000","2,003,982,000","1,514,643,000","1,170,912,000","1,320,221,000","756,170,000","1,156,909,000"
TotalDebt,"17,212,000,000","15,178,000,000","15,050,000,000","13,959,000,000","17,300,000,000","8,389,801,000","12,776,968,000","8,838,281,000","9,323,407,000","15,174,010,000","20,199,319,000"
NetDebt,"15,985,000,000","14,499,000,000","14,063,000,000","13,380,000,000","16,361,000,000","7,510,975,000","12,345,559,000","7,283,933,000","8,633,821,000","13,883,552,000","18,953,965,000"
ShareIssued,"136,101,156","135,832,278","135,349,638","134,867,868","134,494,172","114,832,895","114,788,439","111,631,667","111,631,667","111,631,667","111,631,667"
OrdinarySharesNumber,"136,101,156","135,832,278","135,349,638","134,867,868","134,494,172","114,832,895","114,788,439","111,631,667","111,631,667","111,631,667","111,631,667"
