name,04/30/2019,04/30/2018,04/30/2017,04/30/2016,04/30/2015,04/30/2014,04/30/2013,04/30/2012,04/30/2011,04/30/2010,04/30/2009,04/30/2008,04/30/2007,04/30/2006,04/30/2005,04/30/2004,04/30/2003,04/30/2002,04/30/2001,04/30/2000,04/30/1999,04/30/1998,04/30/1997,04/30/1996,04/30/1995,04/30/1994,04/30/1993,04/30/1992
TotalAssets,"452,193,000","458,832,000","357,889,000","305,498,000","247,750,000","222,841,000","208,642,000","222,988,000","182,810,000","240,359,000","265,682,000","239,122,000","257,632,000","218,339,000","224,587,000","199,891,000","218,195,000","205,685,000","203,868,000","197,754,000","180,400,000","182,300,000","170,900,000","177,600,000","162,600,000","162,600,000","158,900,000","161,500,000"
	CurrentAssets,"321,457,000","352,967,000","272,227,000","223,671,000","167,729,000","143,141,000","130,941,000","146,054,000","106,533,000","164,623,000","186,301,000","157,341,000","173,507,000","136,011,000","139,846,000","121,486,000","136,423,000","123,878,000","120,291,000","113,673,000","104,100,000","107,300,000","96,200,000","102,200,000","98,800,000","95,200,000","88,800,000","76,000,000"
		CashCashEquivalentsAndShortTermInvestments,"156,200,000","189,864,000","136,372,000","105,577,000","52,456,000","29,932,000","18,267,000","35,626,000","7,372,000","68,566,000","84,140,000","54,497,000","65,579,000","42,119,000","54,557,000","34,365,000","60,334,000","42,646,000","39,625,000","38,482,000","37,500,000","40,400,000","37,300,000","35,200,000","33,500,000","32,600,000","32,000,000","17,300,000"
			CashAndCashEquivalents,"156,200,000","189,864,000","136,372,000","105,577,000","52,456,000","29,932,000","18,267,000","35,626,000","7,372,000","68,566,000","84,140,000","51,497,000","65,579,000","42,119,000","54,557,000","34,365,000","60,334,000","42,646,000","39,625,000","38,482,000","37,500,000","40,400,000","37,300,000","35,200,000","33,500,000","32,600,000","32,000,000","17,300,000"
			OtherShortTermInvestments,,,,,,,,,,,"0","3,000,000",,,,,,,,,,,,,,,,
		Receivables,"84,841,000","84,360,000","71,319,000","61,046,000","59,951,000","58,205,000","64,069,000","61,591,000","55,912,000","53,834,000","53,735,000","49,186,000","51,976,000","48,236,000","46,135,000","48,776,000","41,031,000","42,955,000","41,068,000","39,116,000","34,600,000","35,800,000","27,300,000","33,700,000","32,100,000","29,700,000","27,900,000","27,900,000"
			AccountsReceivable,"84,841,000","84,360,000","71,319,000","61,046,000","59,951,000","58,205,000","64,069,000","61,591,000","55,912,000","53,834,000","53,735,000","49,186,000","51,976,000","48,236,000","46,135,000","48,776,000","41,031,000","42,955,000","41,068,000",,,,,,,,,
				GrossAccountsReceivable,"85,357,000",,,,,,,"61,990,000","56,364,000",,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-516,000",,,,,,,"-399,000","-452,000",,,,,,,,,,,,,,,,,,,
		Inventory,"70,700,000","60,900,000","53,355,000","47,922,000","42,924,000","43,914,000","39,200,000","40,862,000","33,353,000","34,672,000","39,612,000","38,754,000","44,062,000","34,429,000","29,738,000","29,754,000","28,695,000","31,040,000","31,747,000","29,056,000","25,200,000","23,400,000","23,600,000","23,000,000","22,600,000","24,200,000","21,700,000","25,800,000"
