name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalRevenue,"10,070,063,000","10,070,063,000","9,895,456,000","9,613,907,000","8,988,340,000","9,740,045,000","12,093,501,000","12,924,537,000","9,722,189,000","5,585,440,000","4,390,502,000","3,673,696,000","4,534,282,000","3,524,923,000","3,033,960,000","2,506,353,000","2,092,945,000","1,638,800,000","1,452,434,000","1,428,341,000","1,425,154,000","1,236,667,000","1,077,300,000","969,800,000"
	OperatingRevenue,"10,070,063,000","10,070,063,000","9,895,456,000","9,613,907,000","8,988,340,000","9,740,045,000","12,093,501,000","12,924,537,000","9,722,189,000","5,585,440,000","4,390,502,000","3,519,162,000","4,534,282,000","3,524,923,000","3,033,960,000","2,506,353,000","2,092,945,000","1,638,800,000","1,452,434,000","1,428,341,000","1,425,154,000","1,236,667,000","1,077,300,000","969,800,000"
CostOfRevenue,"7,951,300,000","7,951,300,000","7,962,843,000","7,441,849,000","6,967,037,000","7,636,709,000","9,624,501,000","10,054,164,000","7,642,643,000","4,078,598,000","3,012,698,000","2,522,778,000","2,874,695,000",,"2,200,095,000","1,963,848,000","1,634,161,000","1,350,981,000","1,270,811,000","754,781,000","876,014,000","683,786,000","640,400,000","564,800,000"
	Fuel,"2,929,000,000","2,929,000,000",,,,,,"4,414,249,000",,"1,750,052,000",,,"1,423,922,000",,"763,951,000","642,696,000","414,539,000","259,566,000","205,524,000",,,,,
	MaintenanceAndRepairs,"444,600,000","444,600,000",,,,,,"477,086,000",,"182,358,000",,,,,,,,,,,,,,
	RentandLandingFeesCostofRevenue,"1,275,900,000","1,275,900,000",,,,,,"1,814,138,000",,"845,811,000",,,"450,592,000",,"494,502,000","449,746,000","420,267,000","397,633,000","388,529,000",,,,,
	DDACostofRevenue,"1,470,000,000","1,470,000,000",,,,,,"1,041,733,000",,,,,,,,,,,,,,,,
	OtherCostofRevenue,"1,831,800,000","1,831,800,000","7,962,843,000","7,441,849,000","6,967,037,000","7,636,709,000","9,624,501,000","10,054,164,000","7,642,643,000","136,049,000",,,"1,450,773,000",,"3,458,548,000","3,056,290,000","2,468,967,000","2,008,180,000","1,864,864,000",,,,,
GrossProfit,"2,118,794,000","2,118,794,000","1,932,613,000","2,172,058,000","2,021,303,000","2,103,336,000","2,469,000,000","2,870,373,000","2,079,546,000","1,506,842,000","1,377,804,000","1,150,918,000","1,659,587,000",,"833,865,000","542,505,000","458,784,000","287,819,000","181,623,000","673,560,000","549,140,000","552,881,000","436,900,000","405,000,000"
OperatingExpense,"1,468,371,000","1,468,371,000","1,252,050,000","1,465,279,000","1,528,004,000","1,701,343,000","1,958,688,000","2,321,173,000","1,832,333,000","885,545,000","504,259,000","370,071,000","1,123,403,000","3,111,552,000","3,225,840,000","2,814,463,000","2,341,112,000","1,924,716,000","1,778,900,000","1,378,089,000","1,341,765,000","1,185,827,000","392,400,000","325,400,000"
	SellingGeneralAndAdministration,"1,315,264,000","1,315,264,000","1,340,470,000","1,638,531,000","1,620,380,000","1,661,310,000","1,937,732,000","2,162,011,000","1,673,123,000","885,545,000","331,831,000","269,588,000","940,196,000","489,550,000","898,401,000","795,133,000","711,960,000","621,607,000","809,951,000","200,533,000","223,456,000","206,343,000","360,200,000","309,200,000"
		GeneralAndAdministrativeExpense,"735,218,000","735,218,000","721,270,000","938,931,000","872,954,000","878,006,000","980,660,000","1,136,115,000","869,504,000","405,716,000",,"155,126,000","481,934,000","489,550,000","1,302,300,000","1,140,520,000","1,003,653,000","845,581,000","1,002,637,000",,,,,
			SalariesAndWages,,,,,,,,,,"1,012,922,000",,,"608,510,000","489,550,000","442,967,000","371,596,000","292,823,000","240,924,000","215,278,000",,,,,
			OtherGandA,"735,218,000","735,218,000","721,270,000","938,931,000","872,954,000","878,006,000","980,660,000","1,136,115,000","869,504,000","405,716,000",,"155,126,000","481,934,000",,"1,745,267,000","1,512,116,000","1,296,476,000","1,086,505,000","1,217,915,000",,,,,
		SellingAndMarketingExpense,"580,046,000","580,046,000","619,200,000","699,600,000","747,426,000","783,304,000","957,072,000","1,025,896,000","803,619,000","479,829,000",,"114,462,000","458,262,000",,"403,899,000","345,387,000","291,693,000","223,974,000","192,686,000",,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,"404,672,000",,,"183,207,000","153,852,000","122,802,000","80,456,000","77,443,000","72,631,000","67,817,000","51,936,000","42,035,000","41,153,000","32,200,000","16,200,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,"404,672,000",,,"183,207,000","153,852,000","122,802,000","80,456,000","77,443,000","72,631,000","67,817,000","51,936,000","42,035,000","41,153,000","32,200,000","16,200,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,"122,802,000","80,456,000","77,443,000","72,631,000","67,817,000","51,936,000","42,035,000","41,153,000","32,200,000","16,200,000"
	OtherTaxes,"-543,000","-543,000","-3,555,000","-8,038,000","-11,141,000","-16,408,000","-18,076,000","-14,748,000","-17,463,000",,,,,,,,,,,,,,,
	OtherOperatingExpenses,"153,650,000","153,650,000","-84,865,000","-173,252,000","-92,376,000","56,441,000","39,032,000","173,910,000","176,673,000","637,399,000","172,428,000","100,483,000","458,262,000","2,468,150,000","2,204,637,000","1,938,874,000","1,551,709,000","1,230,478,000","901,132,000","1,125,620,000","1,076,274,000","938,331,000",,
OperatingIncome,"650,423,000","650,423,000","680,563,000","706,779,000","493,299,000","401,993,000","510,312,000","549,200,000","247,213,000","621,297,000","873,545,000","780,847,000","536,184,000","413,371,000","-2,391,975,000","-2,271,958,000","-1,882,328,000","-1,636,897,000","-1,597,277,000","-704,529,000","-792,625,000","-632,946,000","44,500,000","79,600,000"
NetNonOperatingInterestIncomeExpense,"-563,651,000","-563,651,000","-303,016,000","-314,591,000","-341,387,000","-338,277,000","-339,534,000","-389,696,000","-217,109,000","-124,624,000","-140,333,000","-153,109,000","-66,478,000","-58,181,000",,,,,,,,,,
	InterestIncomeNonOperating,"26,283,000","26,283,000","53,253,000","78,695,000","74,949,000","75,080,000","90,500,000","72,828,000","77,489,000","14,453,000","14,946,000",,"16,212,000","18,043,000",,,,,,,,,,
	InterestExpenseNonOperating,"569,444,000","569,444,000","345,988,000","385,073,000","384,978,000","374,366,000","402,540,000","459,312,000","260,225,000","139,077,000","155,279,000","153,109,000","82,690,000","76,224,000",,,,,,,,,,
	TotalOtherFinanceCost,"20,490,000","20,490,000","10,281,000","8,213,000","31,358,000","38,991,000","27,494,000","3,212,000","34,373,000",,,,,,,,,,,,,,,
OtherIncomeExpense,"55,144,000","55,144,000","-80,518,000","-17,970,000","121,962,000","-420,831,000","-105,545,000","-443,392,000","96,498,000","-114,313,000","-364,006,000","-350,219,000","-68,089,000","12,619,000","37,113,000","58,234,000","45,162,000","24,123,000","13,186,000","-8,382,000","1,928,000","17,792,000","3,700,000","3,000,000"
	GainOnSaleOfSecurity,"-32,571,000","-32,571,000","-157,709,000","-18,718,000","121,651,000","-467,896,000","-130,201,000","-482,174,000","66,685,000","99,509,000","13,792,000",,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,"0","0","37,000","-6,455,000","1,954,000","972,000","458,000","132,000","315,000",,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,"-214,280,000","-377,930,000","-350,534,000","-68,089,000","12,619,000","37,113,000","58,234,000","45,162,000","24,123,000","13,186,000","-8,382,000","1,928,000","17,792,000","3,700,000","3,000,000"
	OtherNonOperatingIncomeExpenses,"87,715,000","87,715,000","77,191,000","748,000","311,000","47,028,000","31,111,000","36,828,000","28,841,000",,,,,,,,,,,,,,,
PretaxIncome,"141,916,000","141,916,000","297,029,000","374,218,000","273,874,000","-357,115,000","65,233,000","-283,888,000","126,602,000","382,360,000","502,032,000","277,519,000","400,429,000","368,098,000","288,137,000","174,859,000","191,845,000","101,897,000","37,814,000","10,290,000","58,793,000","47,967,000",,"71,500,000"
TaxProvision,"-53,697,000","-53,697,000","83,782,000","173,504,000","163,204,000","-178,383,000","292,404,000","-20,069,000","102,212,000","61,789,000","81,107,000","44,487,000","64,690,000","59,775,000","46,837,000","28,258,000","28,293,000","18,342,000","7,006,000","-552,000","10,407,000","385,000",,"7,400,000"
NetIncomeCommonStockholders,"190,430,000","190,430,000","181,935,000","155,304,000","69,220,000","-219,274,000","-259,985,000","-281,114,000","10,956,000","320,197,000","419,702,000","231,126,000","335,739,000","308,323,000","241,300,000","146,601,000","163,552,000","83,555,000","30,808,000","10,842,000","48,386,000","47,582,000","31,000,000","64,100,000"
	NetIncome,"190,430,000","190,430,000","181,935,000","155,304,000","69,220,000","-219,274,000","-259,985,000","-281,114,000","10,956,000","320,197,000","419,702,000","231,126,000","335,739,000","308,323,000","241,300,000","146,601,000","163,552,000","83,555,000","30,808,000","10,842,000","48,386,000","47,582,000","31,000,000","64,100,000"
		NetIncomeIncludingNoncontrollingInterests,"195,613,000","195,613,000","213,247,000","200,714,000","110,670,000","-178,732,000","-227,171,000","-263,819,000","24,390,000","320,571,000","420,925,000","233,032,000","401,617,000","308,034,000","240,056,000","144,847,000","163,340,000","84,425,000","-7,006,000","12,435,000","48,502,000","47,718,000","30,900,000","64,200,000"
