name,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000,06/30/1999,06/30/1998,06/30/1997,06/30/1996,06/30/1995,06/30/1994,06/30/1993,06/30/1992,06/30/1991,06/30/1990,06/30/1989,06/30/1988,06/30/1987,06/30/1986
TotalAssets,"17,576,690,000","15,320,087,000","15,489,904,000","12,056,738,000","12,295,037,000","13,274,362,000","12,540,898,000","11,170,282,000","10,886,805,000","9,910,382,000","9,855,902,000","10,386,854,000","8,441,413,000","8,173,432,000","6,898,961,000","6,256,904,000","5,985,633,000","5,752,583,000","5,337,661,000","4,646,299,000","3,705,900,000","3,524,800,000","2,998,900,000","2,887,100,000","2,302,200,000","1,912,800,000","1,963,600,000","1,920,900,000","1,890,400,000","1,996,200,000","1,922,500,000","1,741,800,000","1,425,700,000","1,269,700,000"
	CurrentAssets,"7,673,086,000","5,085,238,000","4,779,718,000","5,207,787,000","5,583,092,000","6,071,580,000","5,531,186,000","4,498,114,000","4,305,256,000","3,588,796,000","3,123,781,000","4,095,625,000","3,386,175,000","3,138,978,000","2,785,872,000","2,536,933,000","2,396,807,000","2,235,618,000","2,196,362,000","2,153,113,000","1,774,700,000","1,780,100,000","1,499,600,000","1,402,100,000","1,246,400,000","1,018,400,000","1,056,400,000","1,055,800,000","1,019,000,000","1,129,200,000","1,088,200,000","950,600,000","752,800,000","712,400,000"
		CashCashEquivalentsAndShortTermInvestments,"3,370,698,000","855,132,000","924,204,000","2,103,995,000","1,914,074,000","2,187,256,000","1,781,412,000","838,317,000","657,466,000","575,526,000","187,611,000","326,048,000","172,706,000","171,553,000","336,080,000","183,847,000","245,850,000","46,384,000","23,565,000","68,460,000","33,300,000","30,500,000","69,000,000","64,000,000","63,800,000","81,600,000","160,000,000","100,100,000","38,800,000","21,800,000","29,100,000","20,000,000","17,200,000","18,400,000"
			CashAndCashEquivalents,"3,219,767,000","822,137,000","884,886,000","1,221,653,000","1,180,584,000","1,613,555,000","1,781,412,000","838,317,000","657,466,000","575,526,000","187,611,000","326,048,000","172,706,000","171,553,000","336,080,000","183,847,000","245,850,000","46,384,000","23,565,000","68,460,000","33,300,000","30,500,000","69,000,000","64,000,000","63,800,000","81,600,000","160,000,000","100,100,000","38,800,000","21,800,000","29,100,000","20,000,000","17,200,000","18,400,000"
			OtherShortTermInvestments,"150,931,000","32,995,000","39,318,000","882,342,000","733,490,000","573,701,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"2,441,762,000","2,473,916,000","2,185,738,000","1,826,103,000","1,984,728,000","2,246,613,000","2,062,745,000","1,992,284,000","1,977,856,000","1,599,941,000","1,417,305,000","2,046,726,000","1,737,748,000","1,592,323,000","1,241,029,000","1,201,343,000","1,002,060,000","1,006,313,000","922,325,000","840,040,000","738,800,000","699,200,000","601,700,000","538,600,000","485,000,000","388,500,000","354,300,000","357,100,000","340,500,000","381,900,000","374,100,000","358,200,000","276,300,000","267,600,000"
			AccountsReceivable,"2,131,054,000","2,145,517,000","1,930,751,000","1,593,920,000","1,620,194,000","1,858,176,000","1,840,820,000","1,782,443,000","1,769,665,000","1,599,941,000","1,417,305,000","2,046,726,000","1,737,748,000","1,592,323,000","1,241,029,000","1,201,343,000","1,002,060,000","1,006,313,000","922,325,000",,,,,,,,,,,,,,,
				GrossAccountsReceivable,"2,139,928,000","2,155,189,000","1,945,087,000","1,601,930,000","1,629,478,000","1,867,460,000","1,855,644,000","1,792,961,000","1,780,137,000","1,614,642,000",,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-8,874,000","-9,672,000","-14,336,000","-8,010,000","-9,284,000","-9,284,000","-14,824,000","-10,518,000","-10,472,000","-14,701,000",,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,"147,719,000","149,254,000","118,351,000","102,400,000","90,470,000","117,400,000","111,531,000","124,969,000","132,641,000",,,,,,,,,,,,,,,,,,,,,,,,,
