name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
MarketCap,"18,701,590,572","38,160,647,095","31,532,858,765","32,210,342,882","32,750,328,642","29,067,055,109","39,509,891,978","43,970,974,411","38,516,726,224","43,495,773,051","40,828,663,488","34,959,944,423","36,423,320,980","35,092,996,037","35,220,295,538","33,865,955,967","29,652,774,528","23,838,729,099","21,187,118,282","29,887,283,847","33,465,901,575","33,784,245,892","42,559,720,494","50,255,182,445","41,861,924,143","36,701,203,643","34,075,644,581","30,847,535,998","35,004,653,239","31,439,581,842","33,854,477,297","29,054,774,438","36,361,317,624","40,913,031,027","32,530,683,299","45,796,396,719","53,806,578,825","48,371,375,410","37,571,215,758","36,507,849,892","40,096,752,635","39,362,878,655","36,676,777,434","28,570,186,132","20,896,975,040","21,623,462,860","37,027,070,220","54,212,493,250","36,904,427,700","39,475,766,553","40,873,488,000","35,788,194,750","29,757,399,390","28,632,590,529","24,496,834,260","29,747,643,900","29,759,496,080","26,613,577,637","24,254,241,230","19,533,258,740","15,245,374,200","11,470,063,860","10,675,395,920","7,997,113,800","7,440,792,840","6,745,412,623","5,520,963,760","5,385,230,020","4,562,052,000","3,979,822,850","4,240,593,600","4,213,777,500","4,035,808,800","2,957,304,400","2,953,634,660","3,585,757,056","3,518,430,395","3,362,672,500","4,072,662,000"
EnterpriseValue,"33,098,084,428","54,808,085,941","48,576,193,040","47,750,771,975","47,634,843,030","42,854,593,828","55,202,197,075","59,845,642,604","55,140,143,147","60,779,819,941","58,832,760,517","46,854,829,622","48,327,350,878","47,455,651,738","47,889,605,035","45,810,818,223","41,787,185,996","35,714,546,101","33,068,700,228","42,498,950,061","44,490,537,222","45,559,136,921","54,570,285,060","59,942,180,403","50,587,469,772","45,505,922,032","43,785,050,665","39,725,135,992","43,565,683,672","40,183,815,764","42,530,762,762","37,014,623,057","44,924,778,718","50,031,473,809","41,501,484,108","54,694,481,741","62,467,856,800","57,565,904,285","45,976,914,536","45,522,209,115","49,191,326,987","49,188,110,247","46,877,918,794","38,873,825,654","31,288,992,146","32,296,688,169","48,002,999,359","65,037,515,966","49,447,121,204","50,501,376,203","51,864,879,162","46,427,110,093","39,321,975,267","33,340,580,338","28,966,824,614","34,225,657,931","33,473,471,420","29,545,958,694","27,193,179,884","22,645,358,180","18,537,979,603","14,552,320,149","13,796,247,342","10,772,332,803","9,970,623,026","8,925,850,200","7,762,386,953","7,758,944,034","7,026,222,423","6,643,984,524","6,955,023,837","6,036,965,313","5,783,764,326","4,709,165,436","4,519,066,792","5,227,178,567","5,143,182,116","5,302,745,916","5,469,151,254"
PeRatio,"4.78","12.392","8.791","14.416","17.428","10.74","19.908","20.973","20.03","20.221","30.185","288.524",,,,,,"77.675","18.133","12.127","10.875","12.49","14.499","19.911","20.391","17.838","25.338","19.485","18.988","16.698","11.663","10.093","13.782","27.447","21.851","34.652","52.219","28.479","15.127","14.356","19.06","25.801","13.449","6.497","5.773","5.277","9.754","29.337","12.356","14.965","15.956","13.836","13.529","10.069","11.661","14.142","26.302","33.39","30.341","25.636","16.487","9.888","9.006","7.699","7.397","6.451","9.803","9.674","10.246","10.867","9.948","9.77","9.44","6.986","5.48","6.5","6.789","28.619","45.659"
ForwardPeRatio,"10.929","13.387","13.263","11.601","19.231",,"10.953","15.552","16.393","24.876","25.063","26.81","23.529","34.965","31.447",,"42.373","90.909","54.348","23.419","28.329","17.452","11.71","13.812","13.889","13.514","11.793","10.04","11.834","12.225","12.5","7.525","8.54","11.905","8.749","10.823","13.85","15.244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,"2.464","1.517","1.018","1.201","1.208","1.175","1.025","0.873","1.029","1.063","1.087","0.654","0.675","0.992","1.75","2.165","2.769","3.051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.061","2.313","1.968","1.946","2.029","1.736","2.416","2.981","2.722","3.23","3.352","3.268","4.336","4.54","4.11","3.577","2.912","2.2","1.671","1.89","2.005","1.891","2.289","2.839","2.578","2.227","2.169","1.99","2.217","1.95","2","1.895","2.352","2.879","2.292","3.131","3.732","3.375","2.801","2.852","3.282","4.026","3.787","2.737","1.83","1.627","2.331","3.592","2.829","3.111","3.326","3.131","2.933","3.046","2.483","3.012","2.492","0.848","0.77","1.471","1.158","1.834","1.994","1.739","0.878","1.5","1.481","1.467","1.484","1.512","2.078","2.003","1.848","1.368","4.538","5.617","6.487","7.117","11.639"
PbRatio,"0.732","1.441","1.218","1.301","1.384","1.183","1.605","1.823","1.575","1.751","1.636","1.728","1.857","1.862","1.788","1.624","1.402","1.207","1.029","1.298","1.473","1.401","1.739","2.034","1.797","1.533","1.435","1.321","1.469","1.292","1.383","1.301","1.589","1.889","1.505","2.073","2.545","2.309","1.815","1.812","2.025","2.103","2.043","1.777","1.41","1.432","2.375","4.055","2.7","2.935","3.427","3.465","3.207","3.211","2.94","3.563","4.175","4.318","3.927","3.38","2.681","1.883","1.988","1.645","1.558","1.454","1.291","1.283","1.302","1.321","1.485","1.681","1.715","1.255","1.326","1.629","1.79","1.691","2.719"
EnterprisesValueRevenueRatio,"1.357","8.652","7.375","8.051","8.597","11.186","8.725","9.367","9.615","11.418","12.939","11.931","12.481","12.924","19.334","17.055","18.465","12.054","9.972","11.605","13.791","9.394","10.162","9.806","10.183","10.509","8.286","9.391","10.623","9.9","10.691","8.84","11.313","10.449","11.247","14.675","18.918","15.201","13.761","12.596","13.741","14.82","16.606","14.136","14.313","12.862","10.475","12.723","12.466","15.78","16.88","14.73","12.611","9.024","10.132","12.596","14.115","9.746","9.321","10.465","9.303","7.388","6.649","5.775","6.086","5.724","5.662","5.491","4.317","4.995","5.929","7.001","8.049","7.129","5.604","5.365","4.588","5.147","5.448"
EnterprisesValueEBITDARatio,"2.9","20.566","16.08","15.635","17.814","64.25","15.203","20.91","23.757","26.728","26.312","18.667","27.35","25.202","66.792","58.507","49.57","23.086","24.387","28.619","55.474","15.273","20.663","21.616","25.498","24.545","15.277","20.952","28.18","22.703","25.761","16.787","26.789","21.236","19.411","25.089","51.499","37.847","25.388","23.859","23.084","30.685","28.497","44.025","29.16","22.712","17.333","25.41","27.035","181.604","31.29","28.498","32.17","24.126","14.929","24.33","25.346","15.48","15.996","20.341","18.229","12.229","12.02","9.918","10.798","12.309","9.824","10.683","7.075","8.323","9.854","11.786","14.179","12.765","9.149","8.737","7.517","8.842","6.593"
