name,11/30/2019,11/30/2018,11/30/2017,11/30/2016,11/30/2015,11/30/2014,11/30/2013,11/30/2012,11/30/2011,11/30/2010,11/30/2009,11/30/2008,11/30/2007,11/30/2006,11/30/2005,11/30/2004,11/30/2003,11/30/2002,11/30/2001,11/30/2000
TotalAssets,"11,697,960,000","11,480,434,000","7,698,526,000","5,223,263,000","4,444,147,000","4,713,042,000","3,325,889,000","2,963,262,000","2,833,295,000","2,499,861,000","2,100,288,000","2,032,880,000","1,887,103,000","1,382,734,000","1,082,488,000","999,697,000","789,928,000","629,075,000","565,034,000","636,434,000"
	CurrentAssets,"7,452,992,000","7,099,753,000","5,739,778,000","4,045,109,000","3,649,781,000","3,899,989,000","2,931,733,000","2,580,461,000","2,438,415,000","2,209,193,000","1,840,559,000","1,725,129,000","1,588,227,000","1,138,037,000","992,811,000","912,994,000","742,408,000","572,440,000",,
		CashCashEquivalentsAndShortTermInvestments,"225,529,000","457,275,000","556,163,000","385,826,000","341,618,000","187,271,000","166,756,000","179,632,000","83,588,000","99,457,000","59,035,000","71,426,000","60,132,000","41,152,000","41,621,000","33,777,000","25,911,000","19,333,000","15,730,000","20,564,000"
			CashAndCashEquivalents,"225,529,000","454,694,000","550,688,000","380,717,000","336,072,000","180,143,000","151,622,000","163,699,000","67,571,000","88,038,000","37,816,000","61,081,000","42,875,000","27,881,000","13,636,000","28,726,000","22,079,000","15,503,000","15,730,000","20,564,000"
			OtherShortTermInvestments,,"2,581,000","5,475,000","5,109,000","5,546,000","7,128,000","15,134,000","15,933,000","16,017,000","11,419,000","21,219,000","10,345,000","17,257,000","13,271,000","27,985,000","5,051,000","3,832,000","3,830,000",,
		Receivables,"4,295,214,000","3,855,496,000","2,846,448,000","1,756,596,000","1,759,605,000","2,091,843,000","1,593,337,000","1,401,372,000","1,294,371,000","1,124,406,000","925,387,000","908,518,000","835,622,000","460,372,000","430,220,000","443,607,000","318,820,000","258,732,000",,
			AccountsReceivable,"3,926,709,000","3,855,431,000","2,846,371,000","1,756,494,000","1,759,491,000","2,091,511,000","1,593,191,000","1,401,087,000","1,142,942,000","986,917,000","820,633,000","807,206,000","729,797,000","363,437,000","342,322,000","372,604,000","263,944,000","221,432,000",,
				GrossAccountsReceivable,"3,956,629,000","3,929,282,000","2,918,703,000","1,820,049,000","1,818,123,000","2,163,690,000","1,681,917,000","1,461,796,000","1,196,394,000",,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-29,920,000","-73,851,000","-72,332,000","-63,555,000","-58,632,000","-72,179,000","-88,726,000","-60,709,000","-53,452,000",,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,"65,000","77,000","102,000","114,000","332,000","146,000","285,000",,,,,,,,,,,,
			OtherReceivables,"368,505,000",,,,,,,"60,709,000","151,429,000","137,489,000","104,754,000","101,312,000","105,825,000","96,935,000","87,898,000","71,003,000","54,876,000","37,300,000",,
			ReceivablesAdjustmentsAllowances,,,,,,,,"-60,709,000",,,,,,,,,,,,
		Inventory,"2,547,224,000","2,518,319,000","2,162,626,000","1,741,734,000","1,328,967,000","1,398,463,000","1,095,107,000","923,340,000","975,047,000","912,237,000","713,813,000","696,008,000","642,524,000","594,642,000","494,617,000","408,346,000","360,686,000","261,498,000",,
			RawMaterials,,,,,,,,,,"6,134,000","59,364,000","61,902,000","39,712,000","66,775,000","47,114,000","41,309,000","29,772,000","6,713,000",,
			FinishedGoods,,,,,,,"1,075,844,000",,,"906,103,000","654,449,000","634,106,000","602,812,000","527,867,000","447,503,000","367,037,000","330,914,000","254,785,000",,
			OtherInventories,,,,,,,"19,263,000",,,,,,,,,,,,,
		RestrictedCash,,"7,126,000","5,837,000","6,265,000","88,558,000",,,,,,,,,,,"2,020,000","4,306,000","5,561,000",,
		CurrentDeferredAssets,,,,"49,116,000","40,510,000","34,310,000","22,031,000","23,390,000","28,241,000","33,063,000","41,617,000","26,089,000","18,612,000","17,994,000","15,445,000","17,645,000","15,902,000","13,805,000",,
			CurrentDeferredTaxesAssets,,,,"49,116,000","40,510,000","34,310,000","22,031,000","23,390,000","28,241,000","33,063,000","27,787,000","26,089,000","18,612,000","17,994,000","15,445,000","17,645,000","15,902,000","13,805,000",,
		OtherCurrentAssets,"385,025,000","261,537,000","168,704,000","105,572,000","90,523,000","188,102,000","54,502,000","52,727,000","57,168,000","40,030,000","100,707,000","23,088,000","31,337,000","23,877,000","10,908,000","7,599,000","16,783,000","13,511,000",,
	TotalNonCurrentAssets,"4,244,970,000","4,380,681,000","1,958,748,000","1,178,154,000","794,366,000","813,053,000","394,156,000","382,801,000","394,880,000","290,668,000","259,729,000","307,751,000","298,876,000","244,697,000","89,677,000","86,703,000","47,520,000","56,635,000",,
