name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
MarketCap,"20,837,123,171","24,554,645,124","24,884,160,422","24,207,416,951","21,171,828,034","15,943,197,287","20,138,446,092","18,882,182,558","18,186,292,530","17,271,360,103","14,220,079,399","13,249,839,440","13,970,610,919","13,131,886,903","16,116,191,836","13,247,579,783","13,766,965,563","13,203,349,418","12,683,225,720","14,349,287,366","13,853,227,360","13,631,062,414","11,911,126,231","10,946,068,948","9,546,000,127","9,663,217,290","9,051,235,481","6,618,128,533","6,223,859,910","4,347,679,686","3,746,656,659","2,911,396,196","3,188,171,083","2,428,963,761","2,133,381,070","2,378,636,112","2,612,912,121","2,462,939,185"
EnterpriseValue,"24,602,414,171","27,968,577,124","28,322,589,422","27,665,520,951","24,959,730,034","19,491,681,287","23,966,785,092","22,392,054,558","21,791,313,530","20,973,087,103","17,493,566,399","16,571,616,440","17,353,825,919","16,662,571,903","18,455,182,836","15,623,294,783","16,256,875,563","15,869,247,418","15,657,637,720","17,445,706,366","16,969,875,360","14,681,718,414","13,084,840,231","12,048,978,948","10,694,273,127","10,451,500,290","9,792,418,481","7,392,878,533","6,885,601,910","5,009,421,686","4,231,900,659","3,078,519,196","3,321,795,083","2,588,403,761","2,292,821,070","2,415,970,112","2,821,554,121","2,673,548,185"
PeRatio,"25.024","27.041","29.056","31.699","27.99","21.747","25.344","24.841","25.601","32.782","30.587","29.491","31.88","32.835","41.662","35.604","38.636","31.692","31.42","35.794","35.594","38.929","39.152","37.983","34.256","35.942","36.356","29.036","30.425","21.29","21.748","18.839","22.028","19.523","17.163","20.301","23.496","23.075"
ForwardPeRatio,"18.797","21.186","21.053","24.213","21.277","15.456","19.194","20.202","19.57","19.802","16.234","17.575","18.484","17.637","21.413","21.692","20.121","20.79","19.305","21.645","21.008","22.523","22.936","21.277","18.553","23.202","21.834","17.857","17.921","16.502","14.925","11.976","13.298","12.166","11.682",,,
PegRatio,"1.043","1.176","1.171","1.344","1.181","0.859","1.067","1.122","1.088","1.101","0.901","0.977","1.027","0.979","1.19","1.205","1.118","1.154","1.072","1.202","1.168","1.601","1.632","1.513","1.321","1.651","1.553","1.272","1.277","1.175","1.063","0.852","0.946","1.014","0.731",,,
PsRatio,"8.458","9.999","10.252","10.365","9.338","7.17","9.042","8.488","8.425","8.418","7.122","7.077","7.872","7.694","9.563","7.93","8.223","8.084","8.399","10.205","10.945","11.805","12.044","11.738","10.885","11.798","11.661","9.2","9.291","6.501","6.402","5.312","6.242","5.094","4.478","5.257","6.039","5.755"
PbRatio,"5.614","6.296","6.475","6.883","6.363","4.476","5.873","4.788","4.937","5.038","4.07","3.965","4.53","4.089","5.228","4.434","4.865","4.457","4.363","5.161","5.032","8.745","8.072","8.012","7.674","8.232","8.62","6.758","6.825","4.758","4.014","3.314","3.962","3.21","2.8","3.336","3.913","3.935"
EnterprisesValueRevenueRatio,"9.288","40.019","41.587","42.753","40.139","30.294","38.682","38.278","37.218","34.383","30.272","30.618","33.345","32.357","38.097","37.385","39.243","36.854","34.68","43.118","40.777","38.975","44.313","44.054","42.119","40.906","43.493","33.472","35.557","24.724","22.639","17.917","22.726","18.467","17.083","18.001","25.418","25.093"
EnterprisesValueEBITDARatio,"16.341","71.744","71.412","75.24","71.029","38.628","68.859","67.257","65.659","68.618","36.669","58.91","67.331","60.491","74.462","71.177","76.82","81.805","66.023","80.275","80.81","69.256","77.276","75.694","77.489","80.56","75.634","59.157","63.409","46.519","42.562","33.059","43.935","40.357","32.161","36.68","47.719","79.57"
