name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
MarketCap,"2,901,458,769","3,944,884,426","3,460,665,923","4,016,866,469","4,445,632,420","3,724,814,254","6,096,083,851","3,749,722,208","4,082,662,064","3,180,601,284"
EnterpriseValue,"2,823,282,769","3,846,191,426","3,372,728,923","3,938,869,469","4,287,945,420","3,577,172,254","5,954,321,851","3,607,719,208","3,944,953,064","3,227,663,284"
PeRatio,"69.622","97.722","79.359","57.317","70.281","74.68","158.188","408.427","320.583",
ForwardPeRatio,"526.316","53.192","60.606","100","106.383","90.909","175.439","172.414","238.095",
PegRatio,"14.311","1.333","1.64","4.559","4.546","18.232","34.806","34.74",,
PsRatio,"4.781","7.164","6.682","8.342","10.001","8.859","15.921","10.578","7.362","10.999"
PbRatio,"10.438","16.638","15.562","19.072","22.923","21.856","39.157","28.191","32.141",
EnterprisesValueRevenueRatio,"4.794","24.319","22.416","27.159","31.699","28.386","50.019","32.701","39.969","35.627"
EnterprisesValueEBITDARatio,"66.999","243.538","285.293","721.141","473.179","231.472","1,204.597","1,354.249","764.674","1,845.434"
