name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"10,204,017,000","9,303,199,000","8,398,376,000","7,819,000,000","7,478,573,000","6,992,530,000","6,841,706,000","6,902,891,000","7,368,093,000","6,388,369,000","6,404,738,000","5,251,377,000","5,133,902,000","5,596,194,000","4,616,320,000","3,981,263,000","3,505,294,000","3,815,322,000","3,430,605,000","2,858,001,000","2,507,125,000","2,538,627,000","2,182,194,000","1,760,545,000","1,584,475,000","1,254,384,000","1,280,780,000","692,977,000","832,163,000"
	CurrentAssets,"5,555,183,000","5,126,147,000","4,119,565,000","3,276,748,000","3,141,421,000","2,952,134,000","3,094,408,000","3,140,488,000","3,661,062,000","3,427,377,000","3,641,001,000","2,876,897,000","2,944,993,000","3,824,216,000","2,822,602,000","2,322,212,000","1,792,556,000","2,260,291,000","2,077,005,000","1,798,386,000","1,567,917,000","1,659,980,000","1,386,208,000","1,054,377,000","941,246,000","900,182,000","1,020,782,000","499,424,000","675,109,000"
		CashCashEquivalentsAndShortTermInvestments,"262,902,000","291,931,000","306,930,000","293,638,000","273,113,000","248,103,000","288,234,000","243,753,000","207,805,000","203,925,000","221,418,000","189,101,000","185,331,000","153,476,000","184,778,000","144,824,000","151,791,000","72,181,000","98,305,000","112,307,000","97,943,000","113,586,000","117,201,000","78,333,000","173,221,000","183,885,000","194,616,000","128,799,000","65,487,000"
			CashAndCashEquivalents,"188,291,000","201,268,000","231,388,000","144,266,000","155,289,000","102,627,000","189,663,000","137,863,000","37,725,000","67,708,000","75,978,000","72,767,000","99,367,000","94,727,000","143,715,000","116,560,000","105,472,000","47,415,000","74,728,000","82,032,000","76,256,000","77,251,000","70,810,000","37,376,000","30,639,000","56,398,000","38,468,000","56,135,000","12,323,000"
				CashFinancial,"188,291,000","201,268,000","231,388,000","144,266,000","155,289,000","102,627,000","189,663,000","137,863,000","37,725,000","67,708,000","75,978,000","72,767,000","99,367,000","94,727,000","143,715,000","116,560,000","105,472,000","47,415,000","74,728,000","82,032,000","76,256,000","77,251,000","70,810,000","37,376,000","30,639,000","56,398,000","38,468,000","56,135,000","12,323,000"
			OtherShortTermInvestments,"74,611,000","90,663,000","75,542,000","149,372,000","117,824,000","145,476,000","98,571,000","105,890,000","170,080,000","136,217,000","145,440,000","116,334,000","85,964,000","58,749,000","41,063,000","28,264,000","46,319,000","24,766,000","23,577,000","30,275,000","21,687,000","36,335,000","46,391,000","40,957,000","142,582,000","127,487,000","156,148,000","72,664,000","53,164,000"
		Receivables,"48,159,000","39,744,000","34,695,000","29,951,000","33,464,000","27,467,000","20,043,000","28,354,000","36,088,000","25,209,000","90,074,000","92,532,000","238,541,000","237,213,000","244,105,000","239,285,000","240,207,000","238,958,000","139,632,000","89,738,000","93,460,000","91,157,000","89,423,000","87,173,000","82,693,000","80,705,000","75,034,000","70,377,000","68,086,000"
			AccountsReceivable,"48,159,000","39,744,000","34,695,000","29,951,000","33,464,000","27,467,000","19,673,000","27,816,000","27,536,000","16,662,000","19,055,000","21,754,000","17,635,000","16,343,000","23,342,000","18,766,000","20,281,000","18,762,000","18,393,000","21,207,000","26,162,000","24,122,000","24,290,000","23,874,000","21,551,000","22,571,000","19,712,000","17,917,000","20,363,000"
			NotesReceivable,,,,,,,,"142,938,000","144,128,000","148,072,000","150,000,000",,"150,000,000","150,000,000","150,000,000","150,000,000","150,000,000","150,000,000","52,526,000",,,,,,,,,,
			AccruedInterestReceivable,,,,,,,"370,000","538,000","8,552,000","8,547,000","71,019,000","70,778,000","70,906,000","70,870,000","70,763,000","70,519,000","69,926,000","70,196,000","68,713,000","68,531,000","67,298,000","67,035,000","65,133,000","63,299,000","61,142,000","58,134,000","55,322,000","52,460,000","47,723,000"
