name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986
TotalAssets,"3,357,225,000","2,468,654,000","2,418,714,000","2,096,908,000","2,351,015,000","3,209,556,000","2,428,601,000","2,287,003,000","1,761,269,000","1,732,116,000","1,410,587,000","1,678,714,000","3,871,150,000","3,442,822,000","3,401,312,000","2,989,839,000","2,817,902,000","2,438,261,000","1,730,030,000","1,477,321,000","1,459,659,000","1,405,958,000","1,023,850,000","717,001,000","374,035,000","361,048,000","339,300,000","369,900,000","350,500,000","233,700,000","158,900,000","74,700,000","34,100,000","16,900,000"
	CurrentAssets,"1,169,343,000","951,092,000","979,988,000","702,034,000","964,761,000","1,851,735,000","1,221,091,000","1,391,235,000","1,063,983,000","879,406,000","850,747,000","954,548,000","1,529,563,000","1,312,005,000","1,276,302,000","1,069,915,000","842,241,000","758,643,000","634,922,000","556,848,000","479,912,000","579,710,000","609,059,000","491,135,000","206,923,000","191,935,000","218,500,000","248,600,000","246,100,000","166,200,000","108,900,000","55,300,000","25,100,000","10,400,000"
		CashCashEquivalentsAndShortTermInvestments,"705,210,000","533,298,000","692,542,000","468,289,000","711,184,000","1,022,606,000","633,048,000","827,061,000","604,639,000","570,124,000","571,299,000","572,095,000","1,078,113,000","958,431,000","894,591,000","593,008,000","418,423,000","395,613,000","274,794,000","136,969,000","118,758,000","209,752,000","304,204,000","285,527,000","96,641,000","96,876,000","61,400,000","81,300,000","87,900,000","61,400,000","40,900,000","36,800,000","15,700,000","5,000,000"
			CashAndCashEquivalents,"705,210,000","533,298,000","688,087,000","465,232,000","616,686,000","932,161,000","536,260,000","726,357,000","601,602,000","557,409,000","569,115,000","568,255,000","1,062,920,000","934,342,000","861,315,000","448,517,000","384,525,000","371,327,000","206,311,000","85,220,000","111,401,000","183,066,000","207,024,000","284,512,000","84,867,000","75,011,000","61,400,000","81,300,000","87,900,000","61,400,000","40,900,000","36,800,000","15,700,000","5,000,000"
				CashFinancial,"259,268,000","205,457,000","184,153,000","227,508,000","255,995,000","203,665,000","188,088,000","160,023,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"445,942,000","327,841,000","503,934,000","237,724,000","360,691,000","728,496,000","348,172,000","566,334,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,"4,455,000","3,057,000","94,498,000","90,445,000","96,788,000","100,704,000","3,037,000","12,715,000","2,184,000","3,840,000","15,193,000","24,089,000","33,276,000","144,491,000","33,898,000","24,286,000","68,483,000","51,749,000","7,357,000","26,686,000","97,180,000","1,015,000","11,774,000","21,865,000",,,,,,,,
		Receivables,"304,546,000","297,082,000","190,426,000","157,171,000","164,848,000","122,492,000","107,624,000","97,821,000","138,522,000","191,893,000","200,628,000","298,665,000","326,211,000","238,438,000","282,073,000","384,114,000","348,680,000","313,968,000","258,402,000","289,468,000","248,034,000","277,599,000","205,006,000","148,449,000","88,503,000","78,629,000","101,900,000","135,100,000","117,700,000","65,000,000","40,900,000","16,700,000","9,000,000","5,200,000"
			AccountsReceivable,"179,250,000","164,223,000","119,325,000","85,554,000","107,041,000","84,923,000","76,057,000","67,259,000","138,522,000","199,497,000",,,"326,211,000","238,438,000","282,073,000","384,114,000","348,680,000","313,968,000","258,402,000","289,468,000","248,034,000","277,599,000","205,006,000","148,449,000","88,503,000","78,629,000",,,,,,,,
				GrossAccountsReceivable,,"164,223,000","119,325,000","85,554,000","107,041,000","84,923,000","76,057,000","97,906,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-3,936,000",,"0",,"0","0","-85,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,"215,113,000",,,,,,,,,,,,,,,,,,,,,,,,,
