name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988
TotalRevenue,"3,255,000,000","3,264,300,000","3,108,400,000","2,654,200,000","2,362,200,000","2,290,400,000","2,395,546,000","2,288,124,000","2,040,113,000","1,644,065,000","1,293,937,000","1,126,259,000","1,329,234,000","1,222,270,000","940,150,000","774,913,000","668,808,000","540,903,000","466,602,000","475,292,000","369,798,000","271,400,000","260,300,000","272,300,000","233,700,000","235,400,000","175,600,000","149,500,000","127,600,000","151,000,000","63,300,000","27,900,000","18,000,000"
	OperatingRevenue,"3,255,000,000","3,264,300,000","3,108,400,000","2,654,200,000","2,362,200,000","2,290,400,000","2,395,546,000","2,288,124,000","2,040,113,000","1,644,065,000","1,293,937,000","1,126,259,000","1,329,234,000","1,222,270,000","940,150,000","774,913,000","668,808,000","540,903,000","466,602,000","475,292,000","369,798,000","271,400,000","260,300,000","272,300,000","233,700,000","235,400,000","175,600,000","149,500,000","127,600,000","151,000,000","63,300,000","27,900,000","18,000,000"
CostOfRevenue,"1,471,400,000","1,483,400,000","1,427,400,000","1,261,600,000","1,124,200,000","1,088,200,000","1,104,702,000","1,084,302,000","993,936,000","814,484,000","648,436,000","576,391,000","680,098,000","609,365,000","479,069,000","385,108,000","343,998,000","272,873,000","232,170,000","238,057,000","165,723,000","118,000,000","122,200,000","119,900,000","102,500,000","94,600,000","61,800,000","60,300,000","61,400,000","62,400,000","26,400,000","11,200,000","6,200,000"
GrossProfit,"1,783,600,000","1,780,900,000","1,681,000,000","1,392,600,000","1,238,000,000","1,202,200,000","1,290,844,000","1,203,822,000","1,046,177,000","829,581,000","645,501,000","549,868,000","649,136,000","612,905,000","461,081,000","389,805,000","324,810,000","268,030,000","234,432,000","237,235,000","204,075,000","153,400,000","138,100,000","152,400,000","131,200,000","140,800,000","113,800,000","89,200,000","66,200,000","88,600,000","36,900,000","16,700,000","11,800,000"
OperatingExpense,"1,369,500,000","1,378,200,000","1,352,100,000","1,139,700,000","1,045,400,000","1,036,400,000","1,028,280,000","946,125,000","831,382,000","670,891,000","516,307,000","457,663,000","460,954,000","429,501,000","323,785,000","263,483,000","238,633,000","212,076,000","199,510,000","237,054,000","177,856,000","132,900,000","150,900,000","142,000,000","141,300,000","127,400,000","98,600,000","81,400,000","81,200,000","78,700,000","33,800,000","19,000,000","12,800,000"
	SellingGeneralAndAdministration,"829,300,000","834,800,000","829,600,000","706,500,000","633,600,000","629,900,000","634,689,000","564,982,000","509,494,000","425,179,000","333,479,000","290,689,000","290,313,000","279,067,000","212,039,000","172,352,000","152,748,000","137,123,000","129,978,000","141,185,000","110,415,000","87,300,000","93,600,000","89,100,000","94,500,000","94,600,000","91,100,000","73,900,000","73,600,000","73,200,000","31,000,000","17,900,000","12,200,000"
		GeneralAndAdministrativeExpense,"320,800,000","330,600,000","349,800,000","302,300,000","256,000,000","255,300,000","247,120,000","216,876,000","195,802,000","158,375,000","118,352,000","100,830,000",,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"320,800,000","330,600,000","349,800,000","302,300,000","256,000,000","255,300,000","247,120,000","216,876,000","195,802,000","158,375,000","118,352,000","100,830,000",,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"508,500,000","504,200,000","479,800,000","404,200,000","377,600,000","374,600,000","387,569,000","348,106,000","313,692,000","266,804,000","215,127,000","189,859,000",,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"469,700,000","469,700,000","446,100,000","370,200,000","349,600,000","336,700,000","317,992,000","299,421,000","256,458,000","197,007,000","150,089,000","136,639,000","148,265,000","131,468,000","103,840,000","84,276,000","77,558,000","67,641,000","61,232,000","62,881,000","46,520,000","36,500,000","44,800,000","40,700,000","36,700,000","24,800,000",,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"70,500,000","73,700,000","76,400,000","63,000,000","62,200,000","69,800,000","75,599,000","81,722,000","65,430,000","48,705,000","32,739,000","30,335,000","22,376,000","18,966,000","7,906,000","6,855,000","8,327,000","7,312,000","8,300,000","29,389,000","20,921,000","9,100,000","12,500,000","12,200,000","10,100,000","8,000,000","7,500,000","7,500,000","7,600,000","5,500,000","2,800,000","1,100,000","600,000"
		DepreciationAndAmortizationInIncomeStatement,"70,500,000","73,700,000","76,400,000","63,000,000","62,200,000","69,800,000","75,599,000","81,722,000","65,430,000","48,705,000","32,739,000","30,335,000","22,376,000","18,966,000","7,906,000","6,855,000","8,327,000","7,312,000","8,300,000","29,389,000","20,921,000","9,100,000","12,500,000","12,200,000","10,100,000","8,000,000","7,500,000","7,500,000","7,600,000","5,500,000","2,800,000","1,100,000","600,000"
			Amortization,"70,500,000","73,700,000","76,400,000","63,000,000","62,200,000","69,800,000","75,599,000","81,722,000","65,430,000","48,705,000","32,739,000","30,335,000","22,376,000","18,966,000","7,906,000","6,855,000","8,327,000","7,312,000","8,300,000","29,389,000",,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"70,500,000","73,700,000","76,400,000","63,000,000","62,200,000","69,800,000","75,599,000","81,722,000","65,430,000","48,705,000","32,739,000","30,335,000","22,376,000","18,966,000","7,906,000","6,855,000","8,327,000","7,312,000","8,300,000","29,389,000",,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,"3,599,000",,,,,,,,,,,,,
OperatingIncome,"414,100,000","402,700,000","328,900,000","252,900,000","192,600,000","165,800,000","262,564,000","257,697,000","214,795,000","158,690,000","129,194,000","92,205,000","188,182,000","183,404,000","137,296,000","126,322,000","86,177,000","55,954,000","34,922,000","181,000","26,219,000","20,500,000","-12,800,000","10,400,000","-10,100,000","13,400,000","15,200,000","7,800,000","-15,000,000","9,900,000","3,100,000","-2,300,000","-1,000,000"
NetNonOperatingInterestIncomeExpense,"-81,000,000","-82,400,000","-73,200,000","-25,000,000","-25,900,000","-25,600,000","-18,681,000","-17,582,000","-16,357,000","-7,277,000","-669,000","-1,029,000",,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,,,,,,,,"1,364,000","1,083,000","783,000",,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"81,000,000","82,400,000","73,200,000","25,000,000","25,900,000","25,600,000","18,681,000","17,582,000","16,357,000","8,641,000","1,752,000","1,812,000",,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"82,400,000","82,400,000","73,200,000","25,000,000","25,900,000","25,600,000","18,681,000","17,582,000","16,357,000",,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"15,900,000","24,500,000","22,300,000","31,200,000","10,000,000","11,600,000","22,132,000","12,749,000","30,986,000","16,041,000","12,562,000","-3,555,000","3,956,000","3,452,000","7,555,000","-39,000","-7,801,000","-8,896,000","-7,047,000","-4,266,000","-376,000","3,900,000","-6,500,000","4,700,000","2,500,000","4,700,000","-200,000","-1,800,000","-6,700,000","-100,000","500,000","4,000,000","1,800,000"
	GainOnSaleOfSecurity,,,"500,000","3,300,000","-1,900,000","200,000","-5,084,000","-954,000","-2,526,000",,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"36,400,000","35,800,000","28,700,000","29,500,000","17,600,000","17,900,000","12,368,000","20,680,000","24,727,000","15,349,000","11,795,000","429,000","7,981,000","8,377,000",,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-26,200,000","-26,800,000","-8,200,000","-6,900,000","-11,600,000","-11,400,000","-1,741,000","-5,960,000","-2,227,000","692,000","767,000","-3,984,000","-4,025,000","-4,925,000","7,555,000","-39,000","-7,801,000","-8,896,000","-7,047,000","-4,266,000","-376,000","3,900,000","-6,500,000","4,700,000","2,500,000","4,700,000","-200,000","-1,800,000","-6,700,000","-100,000","500,000","4,000,000","1,800,000"
		RestructuringAndMergernAcquisition,"26,200,000","26,800,000","8,200,000","6,900,000","11,600,000","11,400,000","1,741,000","5,960,000","2,227,000","2,288,000","1,592,000","6,385,000","2,722,000","3,025,000",,"278,000","552,000","2,019,000","1,099,000",,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,"-2,980,000","-2,359,000","-2,401,000","1,303,000","1,900,000",,"-239,000","7,249,000","6,877,000","5,948,000",,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,"429,000",,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"4,800,000","15,500,000","1,300,000","5,300,000","5,900,000","4,900,000","16,589,000","-1,017,000","11,012,000",,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"349,000,000","344,800,000","278,000,000","259,100,000","176,700,000","151,800,000","266,015,000","252,864,000","229,424,000","167,454,000","141,087,000","87,621,000","191,962,000","183,756,000","148,092,000","124,788,000","74,924,000","35,585,000","13,824,000","-21,592,000","15,760,000","20,800,000","-25,200,000","11,600,000","-11,600,000","14,100,000","12,200,000","4,200,000","-23,700,000","9,000,000","2,900,000","900,000",
TaxProvision,"-165,000,000","-169,700,000","-5,300,000","137,900,000","44,500,000","31,100,000","52,127,000","34,698,000","39,708,000","18,545,000","37,474,000","23,658,000","50,490,000","66,382,000","44,434,000","39,933,000","7,244,000","-2,900,000","3,500,000","1,900,000","1,575,000","2,100,000","1,400,000","2,300,000","-300,000","2,800,000","2,200,000","800,000","-700,000","2,000,000","700,000","400,000","200,000"
NetIncomeCommonStockholders,"513,900,000","514,300,000","282,800,000","121,100,000","132,400,000","121,100,000","214,118,000","218,855,000","191,060,000","150,755,000","103,660,000","63,446,000","141,472,000","117,374,000","103,658,000","84,855,000","67,680,000","38,485,000","10,324,000","-22,879,000","14,185,000","21,600,000","-53,400,000","9,300,000","-11,300,000","11,300,000","10,000,000","3,400,000","-25,300,000","7,000,000","2,200,000","500,000",
	NetIncome,"513,900,000","514,300,000","282,800,000","121,100,000","132,400,000","121,100,000","214,118,000","218,855,000","191,060,000","150,755,000","103,660,000","63,446,000","141,472,000","117,374,000","103,658,000","84,855,000","67,680,000","38,485,000","10,324,000","-22,879,000","14,185,000","21,600,000","-53,400,000","9,300,000","-11,300,000","11,300,000","10,000,000","3,400,000","-25,300,000","7,000,000","2,200,000","500,000",
		NetIncomeIncludingNoncontrollingInterests,"514,000,000","514,500,000","283,300,000","121,200,000","132,200,000","120,700,000","213,888,000","218,166,000","189,716,000","148,909,000","103,613,000","63,963,000","140,932,000","117,374,000","103,658,000","84,855,000","67,680,000","38,485,000","10,324,000","-22,879,000","14,185,000","21,600,000","-53,400,000","9,300,000","-11,300,000","11,300,000","10,000,000","3,400,000","-25,300,000","7,000,000","2,200,000","500,000",
			NetIncomeContinuousOperations,"514,000,000","514,500,000","283,300,000","121,200,000","132,200,000","120,700,000","213,888,000","218,166,000","189,716,000","148,909,000","103,613,000","63,963,000","141,472,000","117,374,000","103,658,000","84,855,000","67,680,000","38,485,000","10,324,000","-23,492,000","14,185,000","18,700,000","-26,600,000","9,300,000","-11,300,000","11,300,000","10,000,000","3,400,000","-23,000,000","7,000,000","2,200,000","500,000",
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,"613,000",,"2,900,000","-26,800,000",,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,300,000",,,,
		MinorityInterests,"-100,000","-200,000","-500,000","-100,000","200,000","400,000","230,000","689,000","1,344,000","1,846,000","47,000","-517,000","540,000",,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"513,900,000","514,300,000","282,800,000","121,100,000","132,400,000","121,100,000","214,118,000","218,855,000","191,060,000","150,755,000","103,660,000","63,446,000","141,472,000","117,374,000","103,658,000","84,855,000","67,680,000","38,485,000","10,324,000","-22,879,000","14,185,000","21,600,000","-53,400,000","9,300,000","-11,300,000","11,300,000","10,000,000","3,400,000","-25,300,000","7,000,000","2,200,000","500,000",
BasicEPS,,,"1.13","0.48","0.53","0.47","0.82","0.85","0.76","0.615","0.43","0.265","0.585","0.49","0.47","0.398","0.33","0.203","0.06","-0.155","0.1","0.16","-0.397","0.07","-0.085","0.093","0.092","0.033","-0.252","0.067","0.023","0.008",
DilutedEPS,,,"1.12","0.47","0.52","0.47","0.81","0.84","0.745","0.6","0.42","0.26","0.57","0.47","0.445","0.373","0.308","0.193","0.06","-0.155","0.092","0.158","-0.397","0.067","-0.085","0.088","0.088","0.032","-0.252","0.067","0.023","0.008",
BasicAverageShares,,,"250,000,000","252,100,000","250,500,000","255,800,000","260,103,000","256,648,000","251,132,000","245,450,000","240,704,000","239,628,000","241,428,000","238,560,000","220,088,000","212,864,000","204,652,000","190,020,000","171,438,000","148,362,000","141,606,000","134,544,000","134,820,000","133,758,000","132,030,000","121,010,923","109,036,391","101,949,025","100,479,562","104,947,526","94,238,595","59,970,015",
DilutedAverageShares,,,"253,400,000","256,700,000","253,900,000","258,500,000","264,456,000","261,206,000","256,774,000","252,266,000","247,596,000","244,416,000","248,470,000","248,820,000","232,144,000","227,276,000","219,792,000","200,048,000","174,312,000","148,362,000","155,856,000","137,112,000","134,820,000","137,682,000","132,030,000","127,860,598","113,150,972","107,314,764","100,479,562","104,947,526","94,238,595","59,970,015",
TotalOperatingIncomeAsReported,"387,900,000","375,900,000","320,700,000","246,000,000","181,000,000","154,400,000","260,823,000","251,737,000","212,568,000","156,402,000","127,602,000","85,820,000","185,460,000","178,267,000","135,366,000","124,944,000","85,625,000","53,935,000","33,823,000","181,000","26,219,000","20,500,000","-12,800,000","10,400,000","-10,100,000","13,400,000","15,200,000","7,800,000","-15,000,000","9,900,000","3,100,000","-2,300,000","-1,000,000"
TotalExpenses,"2,840,900,000","2,861,600,000","2,779,500,000","2,401,300,000","2,169,600,000","2,124,600,000","2,132,982,000","2,030,427,000","1,825,318,000","1,485,375,000","1,164,743,000","1,034,054,000","1,141,052,000","1,038,866,000","802,854,000","648,591,000","582,631,000","484,949,000","431,680,000","475,111,000","343,579,000","250,900,000","273,100,000","261,900,000","243,800,000","222,000,000","160,400,000","141,700,000","142,600,000","141,100,000","60,200,000","30,200,000","19,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"513,900,000","514,300,000","282,800,000","121,100,000","132,400,000","121,100,000","214,118,000","218,855,000","191,060,000","150,755,000","103,660,000","63,446,000","141,472,000","117,374,000","103,658,000","84,855,000","67,680,000","38,485,000","10,324,000","-22,879,000","14,185,000","21,600,000","-53,400,000","9,300,000","-11,300,000","11,300,000","10,000,000","3,400,000","-23,000,000","7,000,000","2,200,000","500,000",
